"Entacmaea_quadricolor"	"Heteractis_crispa"	"Heteractis_magnifica"	"Stichodactyla_mertensii"	"Amphiprion_clarkii"	"Premnas_biaculeatus"	"Amphiprion_perideraion"	"Amphiprion_ocellaris"	"Amphiprion_sandaracinos"
"Entacmaea_quadricolor"	3.23725773111372	1.33641313314635	0.689487030476777	0	2.05815188891703	1.45676597900117	0.911655073630405	0.31026916371455	0
"Heteractis_crispa"	1.33641313314635	2.59033162844415	1.33641313314635	0	1.76703514271572	0.601385909915856	1.76703514271572	0.601385909915856	0
"Heteractis_magnifica"	0.689487030476777	1.33641313314635	3.23725773111372	0	0.911655073630405	0.31026916371455	2.05815188891703	1.45676597900117	0
"Stichodactyla_mertensii"	0	0	0	5.26315789473684	0	0	0	0	4.73684210526316
"Amphiprion_clarkii"	2.05815188891703	1.76703514271572	0.911655073630405	0	2.72133416423474	0.926168350012664	1.20541059735576	0.410244783133683	0
"Premnas_biaculeatus"	2.91353195800235	1.20277181983171	0.6205383274291	0	1.85233670002533	2.31108938110106	0.820489566267365	0.279242247343095	0
"Amphiprion_perideraion"	0.911655073630406	1.76703514271572	2.05815188891703	0	1.20541059735576	0.410244783133682	2.72133416423474	0.926168350012664	0
"Amphiprion_ocellaris"	0.6205383274291	1.20277181983171	2.91353195800235	0	0.820489566267365	0.279242247343095	1.85233670002533	2.31108938110106	0
"Amphiprion_sandaracinos"	0	0	0	4.73684210526316	0	0	0	0	5.26315789473684
