"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"C1"	"C2"	"C3"
"R1"	1.73083755380905	0.263511414280605	0.263511414280605	0.263511414280605	0.263511414280605	0.263511414280605	0.263511414280605	0.263511414280605	0.263511414280605	0.263511414280605	0.263511414280605	0.126738956768227	0.263511414280605	0.126738956768227	0.126738956768227	0.126738956768227	0.126738956768227	0.519251266142714	1.82363276683171	2.39395807228873
"R2"	0.395267121420907	1.28854499863726	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.138779157661208	0.288544998637262	0.138779157661208	0.138779157661208	0.138779157661208	0.138779157661208	0.118580136426272	1.99687787968072	2.62138408915616
"R3"	0.395267121420907	0.288544998637262	1.28854499863726	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.138779157661208	0.288544998637262	0.138779157661208	0.138779157661208	0.138779157661208	0.138779157661208	0.118580136426272	1.99687787968072	2.62138408915616
"R4"	0.395267121420907	0.288544998637262	0.288544998637262	1.28854499863726	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.138779157661208	0.288544998637262	0.138779157661208	0.138779157661208	0.138779157661208	0.138779157661208	0.118580136426272	1.99687787968072	2.62138408915616
"R5"	0.395267121420907	0.288544998637262	0.288544998637262	0.288544998637262	1.28854499863726	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.138779157661208	0.288544998637262	0.138779157661208	0.138779157661208	0.138779157661208	0.138779157661208	0.118580136426272	1.99687787968072	2.62138408915616
"R6"	0.395267121420907	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	1.28854499863726	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.138779157661208	0.288544998637262	0.138779157661208	0.138779157661208	0.138779157661208	0.138779157661208	0.118580136426272	1.99687787968072	2.62138408915616
"R7"	0.395267121420907	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	1.28854499863726	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.138779157661208	0.288544998637262	0.138779157661208	0.138779157661208	0.138779157661208	0.138779157661208	0.118580136426272	1.99687787968072	2.62138408915616
"R8"	0.395267121420907	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	1.28854499863726	0.288544998637262	0.288544998637262	0.288544998637262	0.138779157661208	0.288544998637262	0.138779157661208	0.138779157661208	0.138779157661208	0.138779157661208	0.118580136426272	1.99687787968072	2.62138408915616
"R9"	0.395267121420907	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	1.28854499863726	0.288544998637262	0.288544998637262	0.138779157661208	0.288544998637262	0.138779157661208	0.138779157661208	0.138779157661208	0.138779157661208	0.118580136426272	1.99687787968072	2.62138408915616
"R10"	0.395267121420907	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	1.28854499863726	0.288544998637262	0.138779157661208	0.288544998637262	0.138779157661208	0.138779157661208	0.138779157661208	0.138779157661208	0.118580136426272	1.99687787968072	2.62138408915616
"R11"	0.395267121420907	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	0.288544998637262	1.28854499863726	0.138779157661208	0.288544998637262	0.138779157661208	0.138779157661208	0.138779157661208	0.138779157661208	0.118580136426272	1.99687787968072	2.62138408915616
"R12"	0.38021687030468	0.277558315322417	0.277558315322417	0.277558315322417	0.277558315322417	0.277558315322417	0.277558315322417	0.277558315322417	0.277558315322417	0.277558315322417	0.277558315322417	1.16595991117711	0.277558315322417	0.165959911177114	0.165959911177114	0.165959911177114	0.165959911177114	0.114065061091404	1.48797872193737	3.13479832223438
