"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"
"R13"	0.301818274017214	0.0698772621684971	0.0354979944675265	0.0698772621684971	0.0280389103155951	0.286532355657236	0.576743284013259	0.255091960348763	0.576743284013259	0.344338243122004	0.148120152368459	0.185455994527341	1.46225739632754	0.430384862232905	0.213486459828049	0.13789469486016	0.14099950430054	0.268848537068041	0.128188790462496	0.249234758360845	0.271240174201982	0.306403313696822	0.498430832545687	0.302080089710152	0.432306260503657	0.12815292599994	0.270579646285354	0.337857383937443	0.401605241379272	0.433864376825324	0.24130501776212	0.306910916712492	0.159833839811532
"R14"	0.265934427372247	0.0689844559211139	0.0348720219555649	0.0689844559211139	0.0388821892009964	0.266695439870229	0.593760948229155	0.230640027576503	0.593760948229155	0.355923157662693	0.128329120214242	0.185185777995646	0.430384862232905	1.48052527753774	0.215917722357479	0.172060117412784	0.132316945047279	0.280862977766097	0.216551028908987	0.345619459564412	0.282163333615671	0.303370667262573	0.488405190014309	0.304540346687243	0.42987742013484	0.209870586680753	0.272275338147838	0.249558685477138	0.311717656466398	0.426213601679126	0.15864831225389	0.298561760117425	0.158605740486461
"R15"	0.267781390777944	0.0828325373586471	0.0282249231380353	0.0828325373586471	0.0477274185201841	0.290055852091052	0.561248225532021	0.244660838620925	0.561248225532021	0.366924339473872	0.140494361980416	0.167535229688209	0.426972919656099	0.431835444714957	1.27626348803903	0.132630455510205	0.153889706744583	0.190416095742626	0.12536993621577	0.424243720179415	0.187549246533855	0.220464083866821	0.582543706230676	0.384645049818927	0.519476081248106	0.128551274278623	0.353615759923567	0.25401089970454	0.480075606927925	0.344971282798209	0.156745194346054	0.22074408414527	0.163420083302775
"R16"	0.216947970833283	0.0535657407943996	0.0269966155457745	0.0535657407943996	0.0612201177843691	0.217470194778083	0.623422453624145	0.222734811644896	0.623422453624145	0.351142858027706	0.106761122151014	0.178272663278094	0.41368408458048	0.516180352238351	0.198945683265307	1.28955610513494	0.109268926637458	0.461627839671983	0.398998676105954	0.544178824749948	0.462114061839547	0.220835981815464	0.383148443652464	0.225784965418953	0.330489858242713	0.140451409673086	0.194302219777353	0.234294818639775	0.288722179622999	0.329958634448356	0.154205312020769	0.216940090922623	0.150788788661172
"R17"	0.27223977764493	0.0558406235189743	0.0500946396726502	0.0558406235189743	0.0274634505859981	0.31976917907169	0.581054991337232	0.243169733248347	0.581054991337232	0.375412039732446	0.136994301595605	0.161631683561887	0.42299851290162	0.396950835141838	0.230834560116875	0.109268926637458	1.24253902511309	0.185237479698046	0.119725507654505	0.244119560764427	0.180544099163266	0.222559598300457	0.40331682490907	0.231251187867714	0.341228427060986	0.128927082736997	0.441061352296674	0.259570064047684	0.57376652871566	0.612267818221281	0.158985229967188	0.219580260461837	0.414701083397368
"C1"	0.242740124938687	0.0593952401677061	0.0301829047575654	0.0593952401677061	0.0360272434334529	0.245404407451584	0.684121403646109	0.217409627657544	0.684121403646109	0.477392038471124	0.120140143057486	0.159429656210498	0.537697074136082	0.561725955532194	0.190416095742626	0.307751893114656	0.123491653132031	1.27162984454851	0.188337280525899	0.320242163852915	0.257361899203995	0.243033983147103	0.423001595722881	0.258556078797406	0.368017397121834	0.162058388037503	0.215768421451409	0.270156680427747	0.326504716743848	0.368902169259133	0.172551868939108	0.241712847791957	0.175322559165598
"C2"	0.235188442428921	0.0571970736427827	0.0290489537521279	0.0571970736427827	0.0387166300522243	0.235634658077854	0.766061238601907	0.21335359932523	0.766061238601907	0.322031888485681	0.115183451596174	0.160169310857008	0.384566371387487	0.64965308672696	0.188054904323655	0.398998676105954	0.119725507654505	0.282505920788849	1.22468057297108	0.344147822686439	0.282353526779399	0.245546423462572	0.407562349018576	0.247448353347316	0.354214895353336	0.163888740810948	0.21889482357211	0.25032228963274	0.305468764503552	0.355042768081563	0.168914244026131	0.243554502139792	0.168611897562448
"C3"	0.238990885712731	0.0595419161134187	0.0293089070861895	0.0595419161134187	0.163245103345759	0.240268909315759	0.639747594292034	0.344375587034731	0.639747594292034	0.44520890256524	0.121010283511647	0.151241196100564	0.373852137541268	0.518429189346619	0.318182790134561	0.272089412374974	0.122059780382214	0.240181622889686	0.172073911343219	1.45106758529564	0.227336236956916	0.220032846113252	0.432920965346685	0.253719175923524	0.361416790366384	0.150922594789722	0.214083572980627	0.265500217825326	0.340691086931508	0.358219975497872	0.171173850506311	0.237283353497428	0.166534108472746
"C4"	0.247293750623141	0.0619357291623129	0.0314441923853374	0.0619357291623129	0.0341004355435374	0.245226224168507	0.680836224011705	0.214793682182033	0.680836224011705	0.316002095045538	0.118159998061422	0.321482784734571	0.542480348403965	0.564326667231341	0.187549246533855	0.308076041226364	0.120362732775511	0.257361899203995	0.188235684519599	0.303114982609221	1.28678861190212	0.272879999790248	0.439397061700588	0.243765127127098	0.385194731570506	0.147358763797766	0.214818603228533	0.255331117179854	0.310545119034423	0.384317906931901	0.172716978842979	0.24162747844915	0.159703828848862
"C5"	0.395226751151524	0.0660001121871472	0.0335758908738065	0.0660001121871472	0.0282899373574181	0.393105739863591	0.648126615466734	0.223530635020736	0.648126615466734	0.317865432865385	0.128272715445171	0.301056605209573	0.525262823480266	0.520064001021554	0.18896921474299	0.126191989608837	0.127176913314547	0.208314842697517	0.140312241978612	0.251466109843716	0.233897142677355	1.29419135025457	0.468145736441591	0.252491422981631	0.410544722392333	0.140526933274509	0.208273943784866	0.287205264247371	0.344165451954592	0.410371999568746	0.185511618579669	0.253377779631449	0.174361334428319
"C6"	0.338412404046569	0.144197389560009	0.0312399145165173	0.144197389560009	0.0299714514470782	0.335414183423401	0.578359744119117	0.298541372762582	0.578359744119117	0.392455067497319	0.20564505546737	0.238267190101754	0.460089999272942	0.450835560013208	0.26886632595262	0.117891828816143	0.124097484587406	0.195231505718253	0.125403799698023	0.266412901751806	0.20279864386181	0.252078473468549	1.54216105730413	0.246769888762646	0.457507029040209	0.13419909428915	0.201636771084921	0.29535269658792	0.36360457951298	0.381821177424101	0.176027507397871	0.25611031187902	0.166042456955458
"C7"	0.253349632139224	0.0645728898735208	0.0310871954570949	0.0645728898735208	0.0326210369044531	0.391800421176184	0.650794453960239	0.220662153342001	0.650794453960239	0.45979520421593	0.126547254183447	0.159464498916024	0.51785158236026	0.52206916574956	0.329695756987652	0.129019980239401	0.132143535924408	0.221619496112062	0.141399059055609	0.289964772484027	0.208941537537513	0.252491422981631	0.458286936273486	1.28612191148867	0.401442955795381	0.153751131881178	0.230395091309903	0.282858174603068	0.362044833734207	0.379954611142271	0.168925926650038	0.23655424627253	0.188405787415273
"C8"	0.346001480896907	0.15878739597251	0.0312749181761887	0.15878739597251	0.0295704646663405	0.349017137076213	0.591942651210945	0.220626920134655	0.591942651210945	0.40623148168118	0.129315539122252	0.255168269472931	0.471606829640353	0.468957185601643	0.283350589771694	0.120178130270078	0.124083064385813	0.200736762066455	0.128805416492122	0.262848574811916	0.210106217220276	0.261255732431485	0.540690125229338	0.255463699142515	1.4832278106238	0.138326170532661	0.207557127356943	0.274176802963074	0.344598080915636	0.382248999931196	0.169255545388187	0.233523330610817	0.170337499020419
"C9"	0.247387782316668	0.0613181845849074	0.0312130698833554	0.0613181845849074	0.0339575838276874	0.254706037329429	0.756144814500747	0.218603417787743	0.756144814500747	0.559604809948001	0.122861927819348	0.157305536309525	0.384458777999819	0.629611760042258	0.192826911417934	0.140451409673086	0.128927082736997	0.243087582056254	0.163888740810948	0.301845189579444	0.221038145696649	0.24592213323039	0.436147056439738	0.269064480792061	0.380396968964817	1.18265160652982	0.219054212313004	0.276500775061747	0.334433405390261	0.381493076352121	0.169837979207513	0.244702794970035	0.193093747342039
"C10"	0.250526015693635	0.0613790847662797	0.0323891104279508	0.0613790847662797	0.0321125359470941	0.258922850858187	0.675051099490026	0.220263890969457	0.675051099490026	0.325017690302213	0.124616121799803	0.15723207724624	0.541159292570708	0.544550676295676	0.353615759923567	0.129534813184902	0.294040901531116	0.215768421451409	0.145929882381407	0.28544476397417	0.214818603228533	0.24298626774901	0.436879670683996	0.268794273194887	0.380521400154396	0.146036141542003	1.27657306319064	0.25945305577931	0.378654622612346	0.39586690523051	0.173034015525609	0.241913943652741	0.200482864385874
"C11"	0.386658685257292	0.0640720686994869	0.0322716849208317	0.0640720686994869	0.0298687745053492	0.379247407440781	0.62869000536193	0.353371977201466	0.62869000536193	0.438304553460869	0.25565105757885	0.157379096530881	0.506786075906165	0.374338028215707	0.190508174778405	0.117147409319888	0.129785032023842	0.20261751032081	0.12516114481637	0.265500217825326	0.191498337884891	0.251304606216449	0.479948131955371	0.247500902777684	0.376993104074227	0.138250387530873	0.194589791834483	1.33730345441734	0.39508131283946	0.394431704587943	0.197669223313528	0.283266063384947	0.182042000957148
"C12"	0.357928853363892	0.0637382394385754	0.0328661085896271	0.0637382394385754	0.0306621978238357	0.358282178757272	0.605759293807777	0.326602333229407	0.605759293807777	0.417453916897264	0.229494825784922	0.155528299417214	0.481926289655126	0.374061187759677	0.288045364156755	0.1154888718492	0.229506611486264	0.195902830046309	0.122187505801421	0.272552869545206	0.186327071420654	0.240915816368215	0.472685953366874	0.253431383613945	0.379057889007199	0.133773362156104	0.227192773567408	0.316065050271568	1.41091084247949	0.401696882762109	0.186551116839014	0.266242041722597	0.197664505768731
"C13"	0.348203189872405	0.0625148326927061	0.122595604311972	0.0625148326927061	0.0293089070861895	0.349703336506045	0.597669543282034	0.3126612879086	0.597669543282034	0.406832327359349	0.127977339139736	0.250130520263821	0.473306592900354	0.464960292740865	0.188166154253568	0.11998495798122	0.222642842989557	0.201219365050436	0.129106461120568	0.260523618543907	0.209627949235583	0.261145817907384	0.451243209683028	0.241789297999627	0.382248999931196	0.138724755037135	0.215927402853006	0.286859421518504	0.36517898432919	1.49839071936854	0.182107985392792	0.245774908654798	0.19328899811115
"C14"	0.455430860436697	0.0621509495014904	0.0327794373707026	0.0621509495014904	0.030811293091136	0.257572229018413	0.700602158679696	0.422384064013619	0.700602158679696	0.316621603431601	0.137790208286294	0.15941153440827	0.579132042629089	0.380755949409337	0.188094233215265	0.123364249616615	0.12718818397375	0.20706224272693	0.135131395220905	0.273878160810097	0.207260374611575	0.259716266011536	0.457671519234464	0.236496297310053	0.372362199854011	0.13587038336601	0.207640818630731	0.316270757301644	0.373102233678028	0.400637567864143	1.22779514036381	0.287354633433929	0.164907904318975
"C15"	0.40247190514288	0.0629528968915504	0.0315996311127597	0.0629528968915504	0.0305078597353836	0.256735293022967	0.647957260473808	0.370378193561401	0.647957260473808	0.317205163732277	0.271325106986038	0.158196061186101	0.526133000078557	0.511820160201301	0.18920921498166	0.123965766241499	0.125474434549621	0.207182440964535	0.139174001222738	0.271180975425632	0.207109267242128	0.253377779631449	0.475633436346751	0.23655424627253	0.366965233816998	0.139830168554306	0.207354808845206	0.323732643868511	0.380345773889425	0.386217713600397	0.205253309595663	1.30468797068262	0.158558124777957
"C16"	0.253296508380869	0.060548392075658	0.0347920196600071	0.060548392075658	0.0299761395250944	0.454287985308229	0.703986691585639	0.22122685788519	0.703986691585639	0.5191940198076	0.126775275922673	0.155472141125558	0.383601215547678	0.380653777167506	0.196104099963331	0.120631030928938	0.331760866717895	0.210387070998718	0.134889518049958	0.266454573556394	0.191644594618635	0.244105868199647	0.431710388084192	0.263768102381382	0.374742497844923	0.154474997873631	0.240579437263049	0.291267201531436	0.395329011537462	0.425235795844531	0.164907904318975	0.22198137468914	1.25167955794477
