"Microtus_arvalis"	"Sorex_araneus"	"Neomys_fodiens"	"Clethrionomys_glareolus"	"Talpa_europaea"	"Microtus_agrestis"	"Arvicola_terrestris"	"Sorex_minutus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sicista_betulina"	"Sorex_minutissimus"	"Apodemus_flavicollis"	"Micromys_minutus"	"Crocidura_suaveolens"	"Palaeopsylla_soricis"	"Ctenophthalmus_assimilis"	"Amphipsylla_rossica"	"Ctenophthalmus_agyrtes"	"Doratopsylla_dasycnema"	"Megabothris_turbidus"	"Ctenophthalmus_uncinatus"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Megabothris_rectangulatus"	"Ctenophthalmus_bisoctodentatus"	"Amphipsylla_vinogradovi"	"Paradoxopsyllus_scorodumovi"	"Leptopsylla_segnis"	"Peromyscopsylla_bidentata"	"Peromyscopsylla_silvatica"	"Nosopsyllus_fasciatus"	"Rhadinopsylla_integella"
"Microtus_arvalis"	1.52285997897887	0.395007786078011	0.321142150200351	0.549019125549152	0.321142150200351	0.471233012475825	0.295732482040772	0.228502351791002	0.260371613191982	0.219833851710295	0.169319538889916	0.171349575478486	0.0878114982900084	0.139827984876706	0.110004794985119	0.401840153152684	0.401306754108718	0.299951545806574	0.325680123382772	0.274306750427269	0.326426436086171	0.300035328003467	0.376860180725352	0.19696318924353	0.222727876666061	0.222167030030354	0.453352639917494	0.453352639917494	0.17034726585986	0.143000572977537	0.114726592228987	0.0247313083174082	0.0290657184114257
"Sorex_araneus"	0.48616342901909	1.41278381481341	0.324205418441819	0.510486614782244	0.324205418441819	0.461695824340467	0.297840609591481	0.238058484528085	0.271646154042278	0.228935903343592	0.176430679840766	0.178644563887723	0.0918611076073077	0.145626377893216	0.114573494163541	0.418481571952245	0.417897635389865	0.312276633801947	0.33912427167288	0.286512374395718	0.3398987081008	0.313360012266651	0.392450681810112	0.206687969421358	0.234605262244545	0.16193165491007	0.472252652255216	0.472252652255216	0.179882314558125	0.0820742043018119	0.0543724548413838	0.0257552891261541	0.02702576195906
"Neomys_fodiens"	0.467115854836874	0.383151858158514	1.34877226811719	0.490486073639707	0.34877226811719	0.443606875359899	0.306307478754072	0.247557326249065	0.269117825788412	0.237816606083172	0.183113707388111	0.185625625605735	0.0819931481912642	0.151024772467395	0.118696205980242	0.435376063868408	0.434716679071679	0.326446734994935	0.352975374478973	0.299968537563572	0.353788608433551	0.32649717704761	0.408386820458768	0.132952160097473	0.156894214045827	0.245316269735046	0.487158467369918	0.487158467369918	0.105384487009606	0.0788585891370938	0.0522421766154998	0.0267543681843569	0.0259669097809257
"Clethrionomys_glareolus"	0.51672388286979	0.390372117186422	0.317373341766869	1.59260691839323	0.317373341766869	0.465702791822928	0.292261872307124	0.225820730614949	0.257315985859895	0.217253960924319	0.167332465857854	0.169338678669288	0.0867809742211325	0.138187014084453	0.108713818391718	0.397124302065655	0.396597162800463	0.296431422662457	0.321858058932943	0.271087585351223	0.322595613179663	0.296514221621709	0.372437485584042	0.194651700302438	0.220114022647127	0.21955975790523	0.448032256867196	0.448032256867196	0.168348131794797	0.141322369835737	0.113380202326362	0.0244410706039859	0.0843144839149358
"Talpa_europaea"	0.467115854836874	0.383151858158514	0.34877226811719	0.490486073639707	1.34877226811719	0.443606875359899	0.306307478754072	0.247557326249065	0.269117825788412	0.237816606083172	0.183113707388111	0.185625625605735	0.0819931481912642	0.151024772467395	0.118696205980242	0.435376063868408	0.434716679071679	0.326446734994935	0.352975374478973	0.299968537563572	0.353788608433551	0.32649717704761	0.408386820458768	0.132952160097473	0.156894214045827	0.245316269735046	0.487158467369918	0.487158467369918	0.105384487009606	0.0788585891370938	0.0522421766154998	0.0267543681843569	0.0259669097809257
"Microtus_agrestis"	0.50264854664088	0.400136381095072	0.325311708597259	0.527796497399318	0.325311708597259	1.47735127992481	0.299572133276097	0.231469118685441	0.263752155563713	0.22268807088318	0.171517904021054	0.173574297648395	0.0889516014182082	0.141643445563202	0.111433045422953	0.407057456405301	0.406517131959418	0.303845975378348	0.329908600685766	0.277868220056401	0.330664603161738	0.303930845363818	0.381753155783355	0.199520466508691	0.225619670495676	0.225051542091451	0.45923875703214	0.45923875703214	0.172558974513842	0.144857225053414	0.0562161482579252	0.0250524079743578	0.0279421675093757
"Arvicola_terrestris"	0.473171971265235	0.387192792468925	0.33693822662948	0.496845182922112	0.33693822662948	0.449358199914145	1.32953057556211	0.242149347312979	0.264721609806663	0.242478543065482	0.177186728442131	0.169184309589065	0.0830083142599614	0.153854905464075	0.120598961405003	0.441562957394764	0.443879193939937	0.336000374393292	0.361808743067568	0.214441432936196	0.362887582262626	0.240249801610471	0.415544064795852	0.226344390549982	0.158061294008047	0.254674081862482	0.494159334656286	0.494159334656286	0.106686638749393	0.0798809838861594	0.0529194918913107	0.0272788360948667	0.0263035685076412
"Sorex_minutus"	0.457004703582003	0.386845037358137	0.340391323592464	0.479869052556766	0.340391323592464	0.434004597535202	0.302686684141224	1.2681931092618	0.266928755473783	0.245185136366132	0.175638636346373	0.189476513402987	0.0861645412742776	0.162923984847289	0.12745449540594	0.467267864220202	0.468172704482266	0.357130454744083	0.267497400951465	0.330726802340631	0.385566319722784	0.241093748548013	0.441571124574422	0.131175003704901	0.156475440061853	0.160093822601531	0.522443543874997	0.522443543874997	0.103933202132191	0.0771516226227815	0.0511113467706694	0.0275833278411899	0.0254048321941818
"Apodemus_uralensis"	0.462882867896856	0.392377778061068	0.328921787074726	0.486041306624247	0.328921787074726	0.439586925939522	0.294135122007404	0.237270004865585	1.29706759851636	0.237338946014453	0.192074199539816	0.18311779662292	0.101215007590027	0.158018394338475	0.124188372570662	0.452925767082585	0.453901408570072	0.23899782397814	0.37082283821337	0.213292701064285	0.370447263384075	0.345117715299515	0.424615564304139	0.131780751846453	0.265379852994431	0.158439701599908	0.511733580340519	0.511733580340519	0.105308590865787	0.078143975461559	0.0517687599051877	0.0267006314266259	0.0257315985859895
"Apodemus_agrarius"	0.43966770342059	0.372020842933337	0.326997833364362	0.461664666964178	0.326997833364362	0.417540132905963	0.303098178831853	0.245185136366133	0.267006314266259	1.37224938247098	0.187253213841244	0.175934128568043	0.0860141348810641	0.152836021811567	0.128692370746914	0.472863548060736	0.473983912701611	0.362729031854661	0.389934317516284	0.207462259517016	0.262562091679384	0.234667545178639	0.443330266492576	0.127258912116773	0.152484947912851	0.155012359359332	0.526178272451137	0.526178272451137	0.099980076021906	0.0742247868957518	0.0491723789213941	0.154378055527985	0.0244410706039859
