"Erythroxylum_sechellarum"	"Cinnamomum_verum"	"Memecylon_eleagni"	"Soulamea_terminaloides"	"Dillenia_ferruginea"	"Roscheria_melanochaetes"	"Lasioglossum_mahense"	"Unidentified_sp4_M_PL_092"	"Unidentified_sp1_M_PL_092"	"Apis_mellifera"	"Lygistorrhina_sp1_M_PL_092"	"Amblypsilopus_sp1_M_PL_092"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Unidentified_sp2_M_PL_092"	"Unidentified_sp3_M_PL_092"
"Erythroxylum_sechellarum"	2.58077816064395	0.439166031538151	0.880209212870007	0.804011657739076	0.119826800407514	0.439166031538151	0.739112744461489	0.975924514529224	0.975924514529224	0.266281778683364	0.82187858346661	0.241203497321723	0.158437658316601	0.158437658316601	0.241203497321723	0.158437658316601
"Cinnamomum_verum"	1.7566641261526	1.97960040802177	0.599134002037568	0.547268439301388	0.081562780109316	0.298928139114203	0.503093548751098	2.17688979560393	0.664284753587119	0.181250622465147	0.559429960174752	0.164180531790416	0.107844120366762	0.107844120366762	0.164180531790416	0.107844120366762
"Memecylon_eleagni"	0.704167370296006	0.119826800407514	3.60869410374088	0.219375219207602	0.49126760067733	0.119826800407514	0.80800259698996	0.266281778683364	0.266281778683364	1.09170577928295	0.224250224078882	0.0658125657622806	0.649564938673358	0.649564938673358	0.0658125657622806	0.649564938673358
"Soulamea_terminaloides"	1.0720155436521	0.182422813100463	0.365625365346003	3.41089715013777	0.0497742094000441	0.182422813100463	0.307016063084003	0.405384029112139	0.405384029112139	0.11060935422232	1.26447264236305	1.02326914504133	0.0658125657622806	0.0658125657622806	1.02326914504133	0.0658125657622806
"Dillenia_ferruginea"	0.479307201630055	0.081562780109316	2.45633800338665	0.149322628200132	2.01506450130138	0.081562780109316	0.549984960976359	0.181250622465147	0.181250622465147	2.25569889178084	0.152640908826802	0.0447967884600397	0.442140840609597	0.442140840609597	0.0447967884600397	0.442140840609597
"Roscheria_melanochaetes"	1.7566641261526	0.298928139114203	0.599134002037568	0.547268439301388	0.0815627801093161	1.97960040802177	0.503093548751098	0.664284753587119	2.17688979560393	0.181250622465147	0.559429960174752	0.164180531790416	0.107844120366762	0.107844120366762	0.164180531790416	0.107844120366762
"Lasioglossum_mahense"	1.47822548892298	0.251546774375549	2.0200064924749	0.460524094626005	0.27499248048818	0.251546774375549	1.69620190365315	0.558992831945664	0.558992831945664	0.611094401084843	0.470757963395472	0.138157228387802	0.363601168645482	0.363601168645482	0.138157228387802	0.363601168645482
"Unidentified_sp4_M_PL_092"	1.95184902905845	1.08844489780196	0.665704446708409	0.608076043668209	0.0906253112325734	0.332142376793559	0.558992831945664	2.41876643955992	0.738094170652354	0.20138958051683	0.621588844638613	0.182422813100463	0.119826800407514	0.119826800407514	0.182422813100463	0.119826800407514
"Unidentified_sp1_M_PL_092"	1.95184902905845	0.332142376793559	0.665704446708409	0.608076043668209	0.0906253112325734	1.08844489780196	0.558992831945664	0.738094170652354	2.41876643955992	0.20138958051683	0.621588844638613	0.182422813100463	0.119826800407514	0.119826800407514	0.182422813100463	0.119826800407514
"Apis_mellifera"	0.532563557366727	0.0906253112325734	2.72926444820739	0.16591403133348	1.12784944589042	0.0906253112325733	0.611094401084843	0.20138958051683	0.20138958051683	2.50633210197871	0.169601009807558	0.0497742094000441	0.49126760067733	0.49126760067733	0.0497742094000441	0.49126760067733
"Lygistorrhina_sp1_M_PL_092"	1.64375716693322	0.279714980087376	0.560625560197205	1.89670896354458	0.076320454413401	0.279714980087376	0.470757963395472	0.621588844638614	0.621588844638613	0.169601009807558	1.93885805162335	0.569012689063374	0.100912600835497	0.100912600835497	0.569012689063374	0.100912600835497
"Amblypsilopus_sp1_M_PL_092"	0.964813989286891	0.164180531790416	0.329062828811403	3.06980743512399	0.0447967884600397	0.164180531790416	0.276314456775603	0.364845626200925	0.364845626200925	0.0995484188000883	1.13802537812675	1.9209422305372	0.0592313091860525	0.0592313091860525	0.920942230537198	0.0592313091860525
"Cratopus_aurostriatus"	0.633750633266405	0.107844120366762	3.24782469336679	0.197437697286842	0.442140840609597	0.107844120366762	0.727202337290964	0.239653600815027	0.239653600815027	0.982535201354659	0.201825201670994	0.0592313091860525	1.58460844480602	0.584608444806022	0.0592313091860525	0.584608444806022
"Eristalinus_vicarians"	0.633750633266405	0.107844120366762	3.24782469336679	0.197437697286842	0.442140840609597	0.107844120366762	0.727202337290963	0.239653600815027	0.239653600815027	0.982535201354659	0.201825201670994	0.0592313091860525	0.584608444806022	1.58460844480602	0.0592313091860525	0.584608444806022
"Unidentified_sp2_M_PL_092"	0.964813989286891	0.164180531790416	0.329062828811403	3.06980743512399	0.0447967884600397	0.164180531790416	0.276314456775603	0.364845626200925	0.364845626200925	0.0995484188000883	1.13802537812675	0.920942230537198	0.0592313091860525	0.0592313091860525	1.9209422305372	0.0592313091860525
"Unidentified_sp3_M_PL_092"	0.633750633266405	0.107844120366762	3.24782469336679	0.197437697286842	0.442140840609597	0.107844120366762	0.727202337290964	0.239653600815027	0.239653600815027	0.982535201354659	0.201825201670994	0.0592313091860525	0.584608444806022	0.584608444806022	0.0592313091860525	1.58460844480602
