"Toddalia_asiatica"	"Aphloia_theiformis"	"Geniostoma_borbonicum"	"Sideroxylon_cinereum"	"Roussea_simplex"	"Psiadia_terebinthina"	"Croton_fothergillifolius"	"Erythroxylum_macrocarpum"	"Claoxylon_linostachys"	"Antirhea_borbonica"	"Dodonaea_viscosa"	"Molinaea_alternifolia"	"Stomorhina_lunata"	"Apis_mellifera"	"Pachycerina_crinicornis"	"Melanostoma_annulipes"	"Chrysomya_megacephala"	"Stomoxys_niger"	"Henotesia_narcissus"	"Stomoxys_calcitrans"	"Fannia_pusio"	"Brachymyrmex_sp1_M_PL_061"	"Musca_domestica"	"Chaetocnema_sp1_M_PL_061"	"Phorinia_sp1_M_PL_061"	"Allograpta_nasuta"	"Technomyrmex_albipes"	"Zosterops_mauritianus"	"Eristalinus_flaveolus"	"Polistes_hebraeus"	"Psilopa_iceryae"	"Leptotes_pirithous"	"Allograpta_sp1_M_PL_061"	"Melanagromyza_sojae"	"Nacoleia_sp1_M_PL_061"	"Lygistorrhina_sp1_M_PL_061"	"Sarcophaga_arno"	"Acopsis_viridicans"	"Atherigona_sp1_M_PL_061"	"Dasytinae_sp1_M_PL_061"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_061"	"Homoneura_sp1_M_PL_061"	"Nacoleia_sp2_M_PL_061"	"Orthellia_albigena"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Sapromyza_sp1_M_PL_061"	"Sepsis_lateralis"	"Unidentified_sp1_M_PL_061"
"Toddalia_asiatica"	1.83069928937613	0.76789555356377	0.519387701910895	0.374885982632697	0.335931169060239	0.440742192447358	0.322067357307236	0.241666302838687	0.295975664800395	0.026134260436414	0.0652779477567156	0.0424944726063085	0.274500469443046	0.1948923172959	0.302091836007467	0.330512564715733	0.274500469443046	0.16484773266968	0.236466814091142	0.133986022592349	0.316923888647803	0.0664837506412246	0.283902834980028	0.222694988239153	0.144397257272937	0.0959523672404449	0.225043552418799	0.0954615946139209	0.180457982109539	0.0609062947035513	0.109841957362568	0.180457982109539	0.0345552999103696	0.154238307082627	0.0580761343031422	0.0302338052154216	0.0618357516027835	0.036060724836602	0.0306724894881297	0.0322067357307236	0.0322067357307236	0.0345552999103697	0.0345552999103697	0.0311632621146537	0.0311632621146537	0.029375076490522	0.0345552999103697	0.0311632621146537	0.109841957362568	0.036060724836602
"Aphloia_theiformis"	0.575921665172828	2.04214337840222	0.545969675102246	0.407824374926253	0.366468416644643	0.421993614429446	0.313959770167267	0.214966876165964	0.205364404331201	0.0695015183405797	0.0617085407453743	0.0373356603088225	0.258500108590434	0.256926966178082	0.285573413560538	0.290388469068619	0.258500108590434	0.221663089833459	0.225559538800225	0.190577359822461	0.290890949721405	0.0652271889229125	0.197023025852429	0.129000969001671	0.12645175193847	0.157636790032253	0.189501444013044	0.15824605838372	0.16097850220997	0.0663496063556204	0.0345552999103697	0.16097850220997	0.0918964520280999	0.0653599605600498	0.154447818534621	0.0329821574980179	0.0661256293637373	0.0345267502715001	0.0333674488576025	0.0313959770167267	0.0313959770167267	0.0918964520280999	0.0918964520280999	0.0327581805061347	0.0327581805061347	0.0277688433354184	0.0918964520280999	0.0327581805061347	0.0345552999103696	0.0345267502715001
"Geniostoma_borbonicum"	0.519387701910895	0.727959566802994	1.84480518817061	0.461797578130949	0.388252231503933	0.416840061065939	0.354657135515621	0.211554772808099	0.206858514740714	0.024775094500438	0.0667984569123608	0.039471592674292	0.281964001578696	0.285743440299396	0.30912841448887	0.307001276355604	0.281964001578696	0.248428859479862	0.247335892957093	0.213017301253328	0.312469766073595	0.0666759167565687	0.277393860908308	0.129390968798538	0.0639214426207885	0.178389192631725	0.12668343575311	0.105484319552203	0.0980265385261835	0.072726139046068	0.0311632621146537	0.0980265385261835	0.0327581805061347	0.0621920393257608	0.0550557655565289	0.034942700835354	0.14847174950095	0.034105095905395	0.037783438210714	0.0354657135515622	0.0354657135515621	0.0327581805061347	0.0327581805061347	0.110688311290236	0.110688311290236	0.0300593056105624	0.0327581805061347	0.110688311290236	0.0311632621146537	0.034105095905395
"Sideroxylon_cinereum"	0.511208158135496	0.741498863502278	0.629723970178566	1.67175437498996	0.464785981379335	0.385262398507364	0.337202397513104	0.210057227633436	0.183784308705737	0.0252358856906237	0.0746671122847032	0.0279772162162352	0.303844988684811	0.315003237520821	0.345542802961988	0.217600570570718	0.303844988684811	0.273159614372912	0.280434018288856	0.136392595788411	0.339523133563501	0.0733393224691555	0.203096021048939	0.123468959690316	0.0640399383457323	0.112981625392457	0.123116168796608	0.211978090590013	0.0955614073145166	0.17861064173241	0.0306724894881297	0.0955614073145166	0.0333674488576025	0.0582401357939903	0.0560797459791638	0.0418307383241402	0.174563341618984	0.0315214689687843	0.13677990340827	0.0337202397513104	0.0337202397513104	0.0333674488576025	0.0333674488576025	0.037783438210714	0.037783438210714	0.0336002005281165	0.0333674488576025	0.037783438210714	0.0306724894881297	0.0315214689687843
"Roussea_simplex"	0.503896753590359	0.732936833289286	0.582378347255899	0.511264579517269	1.6801467418986	0.36652329975597	0.29699378706892	0.250815769581763	0.205955273870239	0.0249444888640471	0.0787081054981289	0.0285939145463594	0.19967705055986	0.320656452115312	0.36424362155523	0.222397113138351	0.199677050559859	0.177077340801669	0.291202608643808	0.127612507020298	0.352084169704377	0.188835572208139	0.306970652589111	0.128448840440114	0.0632159627134394	0.219138065104246	0.13173161923124	0.226026102593032	0.0932042326934733	0.193043945095014	0.0302338052154215	0.0932042326934734	0.0329821574980179	0.0611270962959573	0.0554321974756603	0.151213206770874	0.0767734391594941	0.0299882699800339	0.0418307383241402	0.029699378706892	0.029699378706892	0.0329821574980179	0.0329821574980179	0.0349427008353539	0.0349427008353539	0.035418647474158	0.0329821574980179	0.0349427008353539	0.0302338052154215	0.0299882699800339
"Psiadia_terebinthina"	0.601012080610033	0.767261117144446	0.568418265089916	0.385262398507364	0.333202999778154	1.70750360399709	0.367944619233059	0.188562019042433	0.226733779603652	0.0261126682725631	0.0465526466853224	0.0445916967728109	0.312713342232622	0.306640887376054	0.215435303827075	0.346824308232974	0.312713342232622	0.16523207992535	0.166202309962315	0.245131148427235	0.339917217229897	0.0582725728363989	0.310663459912919	0.135149556556821	0.0705874751081021	0.098620116156929	0.132881844905015	0.0960364892203183	0.210292315435137	0.0615097389488182	0.036060724836602	0.210292315435137	0.0345267502715001	0.0700707917771498	0.0580281517168068	0.0299882699800339	0.0656265648741793	0.139704840327034	0.0315214689687843	0.0367944619233059	0.0367944619233059	0.0345267502715001	0.0345267502715001	0.034105095905395	0.034105095905395	0.0209486910083951	0.0345267502715001	0.034105095905395	0.036060724836602	0.139704840327034
"Croton_fothergillifolius"	0.536778928845393	0.697688378149483	0.591095225859369	0.412136263627127	0.329993096743244	0.449710090173738	1.68129026019711	0.232339517260257	0.231280726308415	0.0237448565672723	0.0472353923169223	0.0298651586885068	0.33771215399334	0.335204796969509	0.218594898888868	0.232284567577275	0.33771215399334	0.303561883928349	0.162488044757215	0.271785178511306	0.233974615626783	0.0645503062959305	0.336987424878457	0.269878798285736	0.0636027127474503	0.0965610692751808	0.133145749282751	0.0948155954749291	0.100397174670756	0.0634196184582024	0.0322067357307236	0.100397174670756	0.0313959770167267	0.0668988446769859	0.0527663479272718	0.029699378706892	0.0691859533028725	0.0367944619233058	0.0337202397513104	0.168129026019712	0.168129026019711	0.0313959770167267	0.0313959770167267	0.0354657135515621	0.0354657135515621	0.021255926542615	0.0313959770167267	0.0354657135515621	0.0322067357307236	0.0367944619233058
"Erythroxylum_macrocarpum"	0.604165757096718	0.716556253886547	0.528886932020246	0.385104917327966	0.418026282636272	0.345697034911128	0.348509275890385	1.43673634851647	0.306266090536178	0.024386998556643	0.092123041268217	0.0566989620900738	0.194872007362331	0.196244427373793	0.42632496320236	0.44099192736724	0.194872007362331	0.345848211357633	0.169359142354192	0.127113477791513	0.243583358790984	0.253132817714735	0.214680670810113	0.332551238872738	0.0684949768506977	0.101600612783374	0.329945342708594	0.101375981007175	0.0967792797070627	0.0691309495822799	0.0362499454258031	0.0967792797070628	0.0322450314248946	0.0821898590062297	0.0541933301258733	0.0376223654372645	0.0632418000662301	0.028284302856365	0.0315085841450153	0.0348509275890385	0.0348509275890385	0.0322450314248946	0.0322450314248946	0.0317332159212148	0.0317332159212148	0.0414553685706977	0.0322450314248946	0.0317332159212148	0.0362499454258031	0.028284302856365
"Claoxylon_linostachys"	0.739939162000987	0.684548014437336	0.517146286851784	0.336937899293851	0.343258789783731	0.415678595940028	0.346921089462622	0.306266090536177	1.44026635766918	0.0232976425081614	0.0504169081630059	0.0584810580899802	0.202499609773517	0.188996551133993	0.233318247221022	0.454852674033179	0.202499609773517	0.170033106693337	0.164690724967243	0.130535613747597	0.414740745558167	0.0768332046609624	0.391060547548889	0.341068325897125	0.0752010103697393	0.0927267289413229	0.337180877600542	0.0892655980360764	0.109211077310287	0.0584609373863963	0.0443963497200592	0.109211077310287	0.0308046606496801	0.260436303370436	0.0517725389070254	0.0308932910805358	0.0585964235169676	0.0340100669405477	0.0275676463058605	0.0346921089462623	0.0346921089462622	0.0308046606496801	0.0308046606496801	0.031028777211107	0.031028777211107	0.0226876086733527	0.0308046606496801	0.031028777211107	0.0443963497200592	0.0340100669405477
"Antirhea_borbonica"	0.39201390654621	1.39003036681159	0.371626417506571	0.277594742596861	0.249444888640471	0.287239350998194	0.213703709105451	0.146321991339858	0.139785855048969	1.72798002508897	0.0420032924401287	0.0254133486135682	0.175953855427102	0.174883061011972	0.194381903347929	0.197659378105531	0.175953855427102	0.150879918290001	0.153532123048892	0.129720723912768	0.198001402751544	0.0443983386786211	0.134108110034006	0.0878073822616417	0.0860722008992944	0.107298991534558	0.128988377857618	0.107713703605725	0.109573602344601	0.0451623370992038	0.0235208343927726	0.109573602344601	0.0625513665065217	0.0444887126501179	1.61773338908659	0.0224500399776424	0.0450098821719556	0.0235014014453068	0.0227122971215614	0.0213703709105451	0.0213703709105451	0.0625513665065217	0.0625513665065217	0.0222975850503942	0.0222975850503942	0.0189014815980579	0.0625513665065218	0.0222975850503942	0.0235208343927726	0.0235014014453068
