"Centaurea_nigra"	"Leucanthemum_vulgare"	"Cirsium_palustre"	"Ranunculus_acris"	"Cirsium_arvense"	"Filipendula_ulmaria"	"Galium_verum"	"Hypochoeris_radicata"	"Primula_veris"	"Lotus_corniculatus"	"Lathyrus_pratensis"	"Orchis_morio"	"Taraxacum_officinale"	"Trifolium_repens"	"Cerastium_fontanum"	"Trifolium_dubium"	"Bombus_lapidarius"	"Maniola_jurtina"	"Bombus_pascuorum"	"Calocoris_bipunctatus"	"Empis_livida"	"Psithyrus_vest"	"Episyrphus_balteatus"	"Bombus_pratorum"	"Apis_mellifera"	"Bombus_terrestris.lucorum"	"Eristalis_tenax"	"Helophilus_sp1_M_PL_007"	"Syrphus_sp1_M_PL_007"	"Scathophaga_stercoraria"	"Sphaerophoria_sp1_M_PL_007"	"Anthophora_plumipes"	"Cheilosia_bergenstammi"	"Lucillia_sp1_M_PL_007"	"Melanostoma_sp1_M_PL_007"	"Platycheirus_sp1_M_PL_007"	"Eriothrix_rufomaculatus"	"Eristalis_nemorum"	"Meliscaeva_sp1_M_PL_007"	"Andrena_chrysosceles"	"Pollenia_sp1_M_PL_007"	"Andrena_pubescens"	"Bombus_hortorum"	"Cephus_pygmaeus"	"Eristalis_intricarius"	"Lasioglossum_calceatum"	"Lasioglossum_villosulum"	"Lycaena_phlaeas"	"Panameria_tenebrata"	"Sarcophagus_sp1_M_PL_007"	"Tropidia_scitta"	"Volucella_bombylans"
"Centaurea_nigra"	1.99292263871303	1.01580406254036	0.223213673998335	0.451764230727939	0.293408764874572	0.353973437708283	0.0875632509121986	0.19497459636047	0.181152829589326	0.0952139371209958	0.0485887649564086	0.136152015868607	0.0932117542453117	0.0485887649564086	0	0.0466251721645871	0.518057468495412	0.252885923792013	0.377912616327623	0.172388936000205	0.215923395823364	0.213332894795566	0.289204580737453	0.213332894795566	0.119575358322782	0.203869204803539	0.208620688708434	0.20007234611459	0.25248997288954	0.108460514065402	0.197257924330317	0.0407593866575983	0.0369625279686495	0.0435344598231584	0.126007858354302	0.208620688708434	0.052813577677423	0.0435344598231585	0.080496987791808	0.0435344598231585	0.0435344598231584	0.0369625279686495	0.119575358322782	0.0369625279686495	0.0407593866575983	0.0369625279686495	0.0438692841811059	0	0.0279635262735935	0.0435344598231584	0.0435344598231585	0.0435344598231584
"Leucanthemum_vulgare"	0.725574330385975	2.42207742664853	0.187874568380537	0.51285229601594	0.223017443734004	0.347722910054289	0.0826531857919702	0.160516788279982	0.162211194196667	0.0741088347843076	0.0327437632779945	0.115396949069965	0.142299369332378	0.0327437632779945	0	0.0413650715063132	0.459611905625702	0.22944156038152	0.254673714384401	0.0836775996952793	0.187480917980216	0.189609555993716	0.196170986806225	0.189609555993716	0.0435344598231585	0.183835296802345	0.19204500940079	0.1892984205094	0.228161286763785	0.188453771485955	0.263013378704721	0.03649751869425	0.0419606424013042	0.103803318284937	0.190471191978935	0.19204500940079	0.0401431398721208	0.103803318284937	0.145763960686241	0.103803318284937	0.103803318284937	0.0419606424013042	0.0435344598231585	0.0419606424013042	0.03649751869425	0.0419606424013042	0.0361162773629959	0	0.0426898107997135	0.103803318284937	0.103803318284937	0.103803318284937
"Cirsium_palustre"	0.837051277493758	0.986341483997821	1.39644883111917	0.474239711351794	0.219635484990108	0.286977160974838	0.070290539283745	0.176379334980986	0.176998028595656	0.152431326196936	0.0868133224733014	0.157103861757046	0.0900162053247444	0.0868133224733014	0	0.0656180037236347	0.729088930262607	0.170830672762249	0.6752147303479	0.089757463947845	0.132029241833466	0.40669584153706	0.205567391779054	0.40669584153706	0.0502230766496255	0.132319410969269	0.129391918089154	0.13129628546403	0.169077268459876	0.108078070411827	0.184935604241751	0.0398245564340226	0.0388014309287831	0.0422717778856209	0.117970272368312	0.129391918089154	0.0395343872982195	0.0422717778856209	0.0810732088144041	0.0422717778856209	0.0422717778856209	0.0388014309287831	0.0502230766496255	0.0388014309287831	0.0398245564340226	0.0388014309287831	0.0396853503707219	0	0.0270048615974233	0.0422717778856209	0.0422717778856209	0.0422717778856209
"Ranunculus_acris"	0.616042132810825	0.979081656030431	0.172450804127925	2.11796425341141	0.216597508863428	0.290298877624319	0.0651787846283469	0.138389712904071	0.132919814634376	0.101816043348683	0.0553777922400355	0.120556576868382	0.154667893895927	0.0553777922400355	0	0.0464382511086474	0.51598056787386	0.291198706335395	0.430716161866943	0.0759500795640665	0.117910721965371	0.117724601298737	0.170921780924178	0.117724601298737	0.0369625279686495	0.108830128662688	0.116247311778795	0.252211154739978	0.147384997182211	0.261648994940107	0.191182578122194	0.0299069582927347	0.173287984370024	0.0419606424013042	0.25257276818017	0.116247311778795	0.038987551595417	0.0419606424013042	0.215248626771329	0.0419606424013042	0.0419606424013042	0.173287984370024	0.0369625279686495	0.173287984370024	0.0299069582927347	0.173287984370024	0.031137685403416	0	0.0464003681687782	0.0419606424013042	0.0419606424013042	0.0419606424013042
"Cirsium_arvense"	0.880226294623717	0.936673263682819	0.175708387992087	0.476514519499541	1.72621262292035	0.270391311011477	0.0602109133581897	0.16526320110497	0.170923776629902	0.0962137250834286	0.0339384481760183	0.0941493615342079	0.0805183440367102	0.0339384481760183	0	0.0622752769074104	0.691947521193448	0.442662541270623	0.263965708035698	0.363531849803086	0.403674989675207	0.132491104847763	0.180102114527536	0.132491104847763	0.052813577677423	0.131414567291272	0.127721314679591	0.131944269144961	0.164905534928209	0.103286194678551	0.154402959684629	0.038457849741728	0.038987551595417	0.0401431398721208	0.113895288597585	0.127721314679591	0.310718272125663	0.0401431398721208	0.0791306914675378	0.0401431398721208	0.0401431398721208	0.038987551595417	0.052813577677423	0.038987551595417	0.038457849741728	0.038987551595417	0.0371842202486184	0	0.0241555032110131	0.0401431398721208	0.0401431398721208	0.0401431398721208
"Filipendula_ulmaria"	0.758514509374893	1.04316873016287	0.163986949128479	0.456183950552502	0.193136650722484	1.53692146373707	0.150784881416828	0.258406334826183	0.149338643822022	0.0877178498830213	0.0360071458234609	0.186792027240289	0.154480908163724	0.0360071458234609	0	0.0517107040595604	0.574563378439559	0.162306840394076	0.280055578626918	0.0802754676925406	0.124982698985235	0.127115165409096	0.42514728890281	0.127115165409096	0.0455108705624936	0.123819296715143	0.287822290049954	0.127542243264029	0.345963715385845	0.128375645150653	0.412546496746237	0.033601194859955	0.0373241414088411	0.0447072312926943	0.279635560896301	0.287822290049953	0.0347645971300471	0.0447072312926944	0.0820313727015355	0.0447072312926943	0.0447072312926943	0.0373241414088411	0.0455108705624936	0.0373241414088411	0.033601194859955	0.0373241414088411	0.0581414253358913	0	0.0463442724491172	0.0447072312926943	0.0447072312926943	0.0447072312926943
"Galium_verum"	0.65672438184149	0.867858450815687	0.14058107856749	0.358483315455908	0.150527283395474	0.5277470849589	1.31781133253786	0.301648518435697	0.110254029914434	0.0756441950507532	0.0404644132259518	0.358275745763808	0.281493869722641	0.0404644132259518	0	0.0351797818248014	0.390886464720015	0.133022760610817	0.314723213979625	0.0664983739216747	0.103692307528061	0.108228139194561	0.875625399567272	0.108228139194561	0.0394034629104894	0.101404553247624	0.144450593154449	0.105927849599632	0.212321509802481	0.150972547605935	0.889993114531931	0.0248071567307478	0.0293304530827561	0.0371939336063866	0.134377583326715	0.144450593154449	0.0270949110111854	0.0371939336063866	0.0665243866891427	0.0371939336063866	0.0371939336063866	0.0293304530827561	0.0394034629104894	0.0293304530827561	0.0248071567307478	0.0293304530827561	0.0678709166480319	0	0.0844481609167923	0.0371939336063866	0.0371939336063866	0.0371939336063866
"Hypochoeris_radicata"	0.731154736351764	0.842713138469903	0.176379334980986	0.380571710486196	0.206579001381213	0.452211085945821	0.150824259217849	1.61371722694624	0.17462498572581	0.104576787832092	0.0364577763249581	0.187282035542807	0.101489027699114	0.0364577763249581	0	0.068119011507134	0.756877905634822	0.148307467196136	0.283560482527452	0.0810535044297242	0.11716978179272	0.119670911914824	0.589152612890775	0.119670911914824	0.0438692841811059	0.119276183332409	0.138126986879993	0.111123246947518	0.501213362942896	0.097700671076146	0.248759938319495	0.0392906217883071	0.031137685403416	0.0361162773629958	0.125395388102303	0.138126986879993	0.0371842202486184	0.0361162773629959	0.0672539627664119	0.0361162773629959	0.0361162773629959	0.031137685403416	0.0438692841811059	0.031137685403416	0.0392906217883071	0.031137685403416	0.363086376062904	0	0.0304467083097341	0.0361162773629959	0.0361162773629959	0.0361162773629959
"Primula_veris"	0.679323110959971	0.851608769532501	0.176998028595656	0.365529490244535	0.213654720787378	0.261342626688539	0.0551270149572172	0.17462498572581	2.08358797953685	0.106749151524134	0.0308335639240005	0.0859605788812177	0.0710687218549022	0.0308335639240005	0	0.075915587600133	0.843506528890366	0.145621713386311	0.239816608297782	0.0792172363993263	0.115714755093576	0.117081461785871	0.164246533700974	0.117081461785871	0.0407593866575983	0.546064200747639	0.110858100211803	0.107163863644583	0.15014872200011	0.0877250935434554	0.142014660505789	0.468807295395791	0.0299069582927347	0.03649751869425	0.10000567184694	0.110858100211803	0.038457849741728	0.03649751869425	0.0664044769869847	0.03649751869425	0.03649751869425	0.0299069582927347	0.0407593866575983	0.0299069582927347	0.468807295395791	0.0299069582927347	0.0392906217883071	0	0.0213206165564707	0.03649751869425	0.03649751869425	0.03649751869425
"Lotus_corniculatus"	0.714104528407469	0.77814276523523	0.304862652393872	0.559988238417756	0.240534312708572	0.307012474590575	0.0756441950507532	0.209153575664184	0.213498303048267	1.21798904590627	0.128227265255523	0.203871460306276	0.0921400318458315	0.128227265255523	0	0.0897617806507449	0.997353118341609	0.165308643151837	0.99732317420962	0.086142447991991	0.119491423644929	0.144789344146008	0.224580184540971	0.144789344146008	0.0428462717044481	0.124232365543247	0.115668279804746	0.122012466864294	0.162727834329187	0.106808204713595	0.195665343518769	0.0480371181858601	0.0458172195069073	0.0333489756529384	0.118639227607205	0.115668279804746	0.0432961762875429	0.0333489756529384	0.0791661951598458	0.0333489756529384	0.0333489756529384	0.0458172195069073	0.0428462717044481	0.0458172195069073	0.0480371181858601	0.0458172195069073	0.0470595545244414	0	0.0276420095537495	0.0333489756529384	0.0333489756529384	0.0333489756529384
