"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Apodemus_peninsulae"	"Microtus_maximowiczii"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Amphipsylla_marikovskii"	"Catallagia_dacenkoi"	"Catallagia_ioffi"	"Ceratophyllus_indages"	"Amalaraeus_ioffi"	"Catallagia_striata"	"Amalaraeus_penicilliger"	"Hystrichopsylla_microti"	"Neopsylla_acanthina"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_integella"	"Stenoponia_montana"	"Ctenophthalmus_congeneroides"	"Tarsopsylla_octodecimdentata"	"Frontopsylla_elata"	"Ctenophyllus_armatus"	"Megabothris_bispinosa"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"
"Ceratophyllus_indages"	1.74728413727109	1.43520234039569	0.858647843280757	0.49865655215533	0.197051232160284	0	0.402504165912165	0.168878231136583	0.168878231136583	0.279275810986966	1.27927581098697	0.168878231136583	0.168878231136583	0.168878231136583	0.34338879626408	0.34338879626408	0.232991216413697	0.257276655840338	0.168878231136583	0.168878231136583	0.20599444563804	0	0.209340495348941	0.0827660907128412	0.168878231136583	0.193163670563224	0.0827660907128412
"Amalaraeus_ioffi"	1.93190815295397	1.63424986278159	0.495840458663229	0.478437036214622	0.196406594649752	0	0.373752658327394	0.189566430591031	0.189566430591031	0.253317346704874	0.253317346704874	1.18956643059103	0.189566430591031	0.189566430591031	0.314830679932469	0.314830679932469	0.251079763818625	0.216775688165573	0.189566430591031	0.189566430591031	0.211946750446655	0	0.218490303389415	0.0915114388241353	0.189566430591031	0.155262354937979	0.0915114388241353
"Catallagia_striata"	1.93190815295397	1.63424986278159	0.495840458663229	0.478437036214622	0.196406594649752	0	0.373752658327394	0.189566430591031	0.189566430591031	0.253317346704874	0.253317346704874	0.189566430591031	1.18956643059103	0.189566430591031	0.314830679932469	0.314830679932468	0.251079763818625	0.216775688165573	0.189566430591031	0.189566430591031	0.211946750446655	0	0.218490303389415	0.0915114388241353	0.189566430591031	0.155262354937979	0.0915114388241353
"Amalaraeus_penicilliger"	1.93190815295397	1.63424986278159	0.495840458663229	0.478437036214622	0.196406594649752	0	0.373752658327394	0.189566430591031	0.189566430591031	0.253317346704874	0.253317346704874	0.189566430591031	0.189566430591031	1.18956643059103	0.314830679932469	0.314830679932468	0.251079763818625	0.216775688165573	0.189566430591031	0.189566430591031	0.211946750446655	0	0.218490303389415	0.0915114388241353	0.189566430591031	0.155262354937979	0.0915114388241353
"Hystrichopsylla_microti"	1.63453677455771	1.33316523004957	0.778759778469755	0.767701955996592	0.222678366189529	0	0.42304964425448	0.157415339966234	0.157415339966234	0.25754159719806	0.25754159719806	0.157415339966234	0.157415339966234	0.157415339966234	1.35624613439762	0.356246134397622	0.256119877165796	0.276256220594647	0.157415339966234	0.157415339966234	0.24293347321968	0	0.245497960859395	0.0774254261632599	0.157415339966234	0.177551683395086	0.0774254261632599
"Neopsylla_acanthina"	1.63453677455771	1.33316523004957	0.778759778469755	0.767701955996592	0.222678366189529	0	0.42304964425448	0.157415339966234	0.157415339966234	0.25754159719806	0.25754159719806	0.157415339966234	0.157415339966234	0.157415339966234	0.356246134397622	1.35624613439762	0.256119877165796	0.276256220594647	0.157415339966234	0.157415339966234	0.24293347321968	0	0.245497960859395	0.0774254261632599	0.157415339966234	0.177551683395086	0.0774254261632599
"Peromyscopsylla_silvatica"	1.72003699744183	1.43185120819146	0.510258833787735	0.843904079983207	0.230790985858923	0	0.410730465312072	0.167386509212417	0.167386509212417	0.232991216413697	0.232991216413697	0.167386509212417	0.167386509212417	0.167386509212417	0.341493169554395	0.341493169554395	1.27588846235311	0.255582097062907	0.167386509212417	0.167386509212417	0.259214685619304	0	0.263650321389862	0.0814754367209289	0.167386509212417	0.147080143922209	0.0814754367209289
"Ctenophthalmus_pisticus"	1.69677209760507	1.06906183823336	0.87701856975151	0.863838668149268	0.230150931523949	0	0.437386906916715	0.144517125443716	0.144517125443716	0.257276655840338	0.257276655840338	0.144517125443716	0.144517125443716	0.144517125443716	0.36834162745953	0.36834162745953	0.255582097062907	1.30419791716553	0.144517125443716	0.144517125443715	0.26048366622609	0	0.244253961370378	0.0803734151497139	0.144517125443716	0.193132945546337	0.0803734151497139
"Rhadinopsylla_integella"	1.93190815295397	1.63424986278159	0.495840458663229	0.478437036214622	0.196406594649752	0	0.373752658327394	0.189566430591031	0.189566430591031	0.253317346704874	0.253317346704874	0.189566430591031	0.189566430591031	0.189566430591031	0.314830679932469	0.314830679932468	0.251079763818625	0.216775688165573	1.18956643059103	0.189566430591031	0.211946750446655	0	0.218490303389415	0.0915114388241353	0.189566430591031	0.155262354937979	0.0915114388241353
"Stenoponia_montana"	1.93190815295397	1.63424986278159	0.495840458663229	0.478437036214622	0.196406594649752	0	0.373752658327394	0.189566430591031	0.189566430591031	0.253317346704874	0.253317346704874	0.189566430591031	0.189566430591031	0.189566430591031	0.314830679932469	0.314830679932469	0.251079763818625	0.216775688165573	0.189566430591031	1.18956643059103	0.211946750446655	0	0.218490303389415	0.0915114388241353	0.189566430591031	0.155262354937979	0.0915114388241353
"Ctenophthalmus_congeneroides"	1.64392649154234	1.05712719000251	0.503195871165064	0.917131071019336	0.615461481533909	0	0.508549742086414	0.141297833631103	0.141297833631103	0.20599444563804	0.20599444563804	0.141297833631103	0.141297833631103	0.141297833631103	0.323911297626241	0.32391129762624	0.259214685619304	0.26048366622609	0.141297833631103	0.141297833631103	1.38042549867933	0	0.365982927848523	0.077870202230953	0.141297833631103	0.14256681423789	0.077870202230953
"Tarsopsylla_octodecimdentata"	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0
"Frontopsylla_elata"	1.32120825985012	1.38461088514692	0.495291168472572	0.91770092656863	0.618030865224921	0	0.51273987404667	0.14566020225961	0.14566020225961	0.209340495348941	0.209340495348941	0.14566020225961	0.14566020225961	0.14566020225961	0.327330614479193	0.327330614479193	0.263650321389863	0.244253961370378	0.14566020225961	0.14566020225961	0.365982927848524	0	1.38647603180654	0.0625835491507949	0.14566020225961	0.126263842240126	0.0625835491507949
"Ctenophyllus_armatus"	2.41598550049231	1.14302432006497	0.507697512701968	0.477582252890681	0.192552519113235	0	0.36746746038701	0.183022877648271	0.183022877648271	0.248298272138524	0.248298272138524	0.183022877648271	0.183022877648271	0.183022877648271	0.30970170465304	0.30970170465304	0.244426310162787	0.241120245449142	0.183022877648271	0.183022877648271	0.233610606692859	0	0.187750647452385	1.11444141844437	0.183022877648271	0.179716812934625	0.114441418444372
"Megabothris_bispinosa"	1.93190815295397	1.63424986278159	0.495840458663229	0.478437036214622	0.196406594649752	0	0.373752658327394	0.189566430591031	0.189566430591031	0.253317346704874	0.253317346704874	0.189566430591031	0.189566430591031	0.189566430591031	0.314830679932469	0.314830679932469	0.251079763818625	0.216775688165573	0.189566430591031	0.189566430591031	0.211946750446655	0	0.218490303389415	0.0915114388241353	1.18956643059103	0.155262354937979	0.0915114388241352
"Nosopsyllus_fasciatus"	1.89701080319882	1.09006580784444	1.04598006260889	0.508338918463714	0.195446513147292	0	0.413737320734359	0.155262354937979	0.155262354937979	0.289745505844836	0.289745505844836	0.155262354937979	0.155262354937979	0.155262354937979	0.355103366790171	0.355103366790171	0.220620215883314	0.289699418319505	0.155262354937979	0.155262354937979	0.213850221356835	0	0.189395763360188	0.0898584064673127	0.155262354937979	1.22434155737417	0.0898584064673127
"Ceratophyllus_anisus"	2.41598550049231	1.14302432006497	0.507697512701968	0.477582252890681	0.192552519113235	0	0.36746746038701	0.183022877648271	0.18302287764827	0.248298272138523	0.248298272138523	0.183022877648271	0.183022877648271	0.18302287764827	0.30970170465304	0.30970170465304	0.244426310162787	0.241120245449142	0.18302287764827	0.18302287764827	0.233610606692859	0	0.187750647452385	0.114441418444372	0.183022877648271	0.179716812934625	1.11444141844437
