"Cirsium_arvense"	"Angelica_archangelica"	"Anthriscus_sylvestris"	"Epilobium_hirsutum"	"Umbellifer_sp1_M_PL_046"	"Lathyrus_pratensis"	"Unidentified_sp27_M_PL_046"	"Chamaenerium_angustifolium"	"Cirsium_pratensis"	"Rubus_fruticosus"	"Trfolium_sp1_M_PL_046"	"Trifolium_arvense"	"Torilis_japonica"	"Stachys_sylvatica"	"Ranunculus_sp1_M_PL_046"	"Silene_dioica"	"Meligethes_sp1_M_PL_046"	"Unidentified_sp1_M_PL_046"	"Unidentified_sp2_M_PL_046"	"Musca_sp1_M_PL_046"	"Unidentified_sp3_M_PL_046"	"Unidentified_sp4_M_PL_046"	"Unidentified_sp5_M_PL_046"	"Lucilia_sp1_M_PL_046"	"Unidentified_sp6_M_PL_046"	"Bombus_pascuorum"	"Bombus_terrestris"	"Pieris_sp1_M_PL_046"	"Unidentified_sp7_M_PL_046"	"Unidentified_sp8_M_PL_046"	"Meligethes_sp2_M_PL_046"	"Unidentified_sp10_M_PL_046"	"Unidentified_sp11_M_PL_046"	"Unidentified_sp12_M_PL_046"	"Unidentified_sp9_M_PL_046"	"Bombus_lapidarius"	"Unidentified_sp13_M_PL_046"	"Unidentified_sp14_M_PL_046"	"Unidentified_sp15_M_PL_046"	"Unidentified_sp16_M_PL_046"	"Unidentified_sp17_M_PL_046"	"Apis_mellifera"	"Asilus_sp1_M_PL_046"	"Andreana_sp1_M_PL_046"	"Cetonia_aurata"	"Colias_croceus"	"Unidentified_sp18_M_PL_046"	"Rhynconycha_sp1_M_PL_046"	"Unidentified_sp19_M_PL_046"	"Unidentified_sp20_M_PL_046"	"Unidentified_sp21_M_PL_046"	"Unidentified_sp22_M_PL_046"	"Vespula_sp1_M_PL_046"	"Ichneumonidae_1"	"Inachis_io"	"Pararge_aegeria"	"Unidentified_sp23_M_PL_046"	"Unidentified_sp24_M_PL_046"	"Unidentified_sp25_M_PL_046"	"Unidentified_sp26_M_PL_046"
"Cirsium_arvense"	1.51358400725849	0.411019804016511	0.370628862116643	0.393204344074227	0.350420986349622	0.302117163419109	0.30865242043854	0.262655331849269	0.280796831822357	0.219446661162079	0.186905828329282	0.191146597460249	0.15979300693532	0.152199455369513	0.100125036186322	0.0604615579493101	0.248666963287491	0.235063112748896	0.235063112748896	0.221896313079171	0.220633017494716	0.194089532687171	0.181081974723172	0.168142340454221	0.165832410129715	0.154471136873318	0.155811521698599	0.153158534814586	0.153875333462329	0.141860937397682	0.128130648639222	0.126780342806707	0.126721549508951	0.126721549508951	0.126587210483193	0.115231936342179	0.113164244388466	0.114090807048104	0.0807171845040422	0.113631706342631	0.114207660247055	0.101486181316936	0.10101550388224	0.0541528736321166	0.087492077115279	0.0879387130050633	0.0549107811095663	0.0728203059044496	0.026640294402834	0.0272959324877436	0.027056158589459	0.027382480627317	0.0270547645890104	0.0137121255528113	0.0131327665924635	0.0454075202177547	0.0135952723538599	0.013073973294708	0.0137006601338837	0.0133426390361991
"Angelica_archangelica"	0.456688671129457	1.5040551745812	0.392655893985065	0.366096575481469	0.377028536958931	0.318040861899041	0.308679156132401	0.25923230981776	0.259431182390029	0.20764577149864	0.205915021665834	0.165014897098091	0.159414436207282	0.130282415757766	0.101455961984694	0.0515210281491839	0.248535292484825	0.236943061151258	0.236943061151259	0.22448431486134	0.224433757784269	0.198585871104606	0.186754189155192	0.172498533809095	0.169885835062634	0.117941086583633	0.155612278809343	0.117703114103555	0.161323883745772	0.143710634789149	0.132324881451635	0.133888751682343	0.133970135517505	0.133970135517505	0.135182791537551	0.0782650694567306	0.0756181473837883	0.119353322332134	0.120131908109098	0.118062468153285	0.119794774123331	0.0648722335777304	0.104740159033412	0.0503252559163382	0.0537422579966761	0.0522278132530748	0.092203551963489	0.0785891231965775	0.0643908278321362	0.0644470112714968	0.0263493083158764	0.0271071713029638	0.0288889027601161	0.0147532905766538	0.012961615490888	0.0137006601338837	0.0143118387854568	0.0130429993260503	0.05013517248604	0.0141356121834623
"Anthriscus_sylvestris"	0.444754634539971	0.42406836550387	1.47343902127757	0.364438820472467	0.379202545350565	0.300679127818014	0.31348616485658	0.267256815716339	0.269828632931418	0.210632647766476	0.195670566919269	0.166786333415118	0.166279884364569	0.127330805187587	0.103128611154185	0.0561749174628488	0.252628521901762	0.239989165472621	0.239989165472621	0.227351206606633	0.228659774428745	0.202473994135963	0.189156307325277	0.175609883461635	0.173544619359008	0.117000399960053	0.119065107964297	0.157806514101569	0.163026916812718	0.147118579511595	0.13477072333959	0.136360695412067	0.136602572437897	0.136602572437897	0.136544278489892	0.0774531764446062	0.0765623651210373	0.121279291693019	0.123033919487699	0.121232232247844	0.122587091411448	0.0645380614647708	0.0689278408734807	0.0505803696556972	0.054060745638325	0.0524628432259127	0.095137574956703	0.042316611689901	0.0276820360471041	0.027666172935273	0.0267448362845347	0.0665352364125632	0.0678821652362318	0.0148383604702395	0.0133628407858169	0.0133426390361991	0.0135305607518106	0.0136047178116465	0.0141356121834623	0.0530438047659924
"Epilobium_hirsutum"	0.471845212889072	0.395384301519986	0.364438820472467	1.42850632050433	0.332848006286276	0.292562148698106	0.300464546407493	0.270979481638697	0.29381735763212	0.237641294107723	0.1878845831324	0.195685845816063	0.154966808012519	0.168922859398523	0.103562073841666	0.0636482343794036	0.257291835259123	0.242970982523757	0.242970982523757	0.228712504877293	0.227412339477051	0.200084092524827	0.187097260488291	0.174089866271432	0.173380798259427	0.164132090225177	0.163779685846223	0.161192621052416	0.158147914960221	0.14853112934595	0.133257927340528	0.0937142932052072	0.0928444215970238	0.0928444215970238	0.0931727133401307	0.12331724427992	0.122912945734459	0.118567059458922	0.0794010343439787	0.0817045303616599	0.118426249970013	0.108981984295237	0.106476415726273	0.0944367366124211	0.0937933563947712	0.0949488902426386	0.0907499889950039	0.0403593203065115	0.0261868709341913	0.0263447734087476	0.0277793822348005	0.0278106654186148	0.0261442847395153	0.0130244872025065	0.0135489740819349	0.0141553563866722	0.0131652966914147	0.0126791024737515	0.0131794767173329	0.0131197975370088
"Umbellifer_sp1_M_PL_046"	0.457070851760377	0.442598717299614	0.412176679728875	0.361791311180735	1.45035633657982	0.298217296440071	0.307652786343653	0.262890162525896	0.257342089003172	0.208709975415099	0.190501905786189	0.168824955926172	0.160124451803841	0.132179403648129	0.100428997436306	0.052291973858896	0.254405399469075	0.242639705350823	0.242639705350823	0.230117106825917	0.22984738144628	0.204893093850523	0.192068296146423	0.178879702668918	0.134064459562681	0.11643721369678	0.161610476709714	0.117959330678201	0.166678593171359	0.151132912511818	0.0964595219776373	0.140465512491347	0.140422095876275	0.140422095876275	0.140509597842557	0.077581513568074	0.0760655598531016	0.0835924175274786	0.126522202076238	0.125863230460542	0.126925713227755	0.0651390061635766	0.11111008182221	0.0505877401820387	0.0534480925909407	0.0522655888999392	0.0993692122894796	0.085218490169545	0.0279418840541592	0.028173068916457	0.0263669739103703	0.0277054649203981	0.0715914345103194	0.0567530740400799	0.0131445081262948	0.0137121255528113	0.0134197783398032	0.0131010915112233	0.0147532905766538	0.0148383604702395
"Lathyrus_pratensis"	0.453175745128664	0.429355163563705	0.375848909772518	0.365702685872632	0.342949890906082	1.39926295869292	0.315630109623201	0.26033030940444	0.268866072018598	0.214361583223406	0.192998755634389	0.173745375383537	0.164734442884894	0.149270861441688	0.103379418771895	0.0535456124142782	0.263158857007066	0.251111094213854	0.251111094213854	0.238249399220449	0.236693576323549	0.211284361217187	0.197875901374277	0.184514449061127	0.134055847116308	0.168875649247679	0.170229298589567	0.118087731120513	0.171570902779943	0.107358648670445	0.145216460257697	0.145044153775378	0.145505910904829	0.145505910904829	0.145389090618306	0.129635986470903	0.0781209198318655	0.131773156656767	0.0818435005934867	0.0809048688549179	0.0822261018553893	0.0674292046618358	0.0679354897714646	0.052477884684793	0.0544072275792486	0.0532347757999698	0.0544274745684854	0.04132688947912	0.0276732910986069	0.0772786719266381	0.0270650499264484	0.0269738643527405	0.0269503390916138	0.0134197783398032	0.013016515470222	0.0135952723538599	0.0629668331411812	0.0134782725996731	0.0143118387854568	0.0135305607518106
"Unidentified_sp27_M_PL_046"	0.46297863065781	0.416716860778742	0.391857706070726	0.375580683009366	0.353800704295201	0.315630109623201	1.37072343709579	0.263419795208959	0.262586237381522	0.227010039405299	0.19546179813278	0.164915329202759	0.164822822579892	0.140404299329536	0.103392508774776	0.0538569331904868	0.262492535394307	0.250374725426448	0.250374725426448	0.23675412306213	0.237487498764442	0.211837718156621	0.198590862574198	0.185058891934237	0.135639403808764	0.120071529704784	0.121103506715797	0.119812667015039	0.171840948340804	0.108370642261641	0.144422924424006	0.144788073112505	0.145102587017685	0.145102587017685	0.145149053992019	0.0797479669400567	0.0789560525403552	0.13129361255493	0.130227329899689	0.0812708132003577	0.13093463300735	0.114097854807247	0.06827451278857	0.0529488836527614	0.102222130046458	0.0529082250673544	0.0553627194183057	0.0416242963311567	0.0274225326659197	0.0280939169590021	0.0753031570336285	0.0272361892876222	0.0279512528040105	0.0138443753854644	0.0131709897604479	0.0138893589197343	0.014203354933044	0.0134855036656275	0.0138905620259581	0.0141068774185461
"Chamaenerium_angustifolium"	0.437758886415449	0.388848464726641	0.371190021828248	0.376360391164857	0.335915207671978	0.289255899338267	0.292688661343288	1.36541652306831	0.258590836007564	0.248283744471969	0.210010708608287	0.178740514729982	0.165512643550457	0.162639544283087	0.11152828405566	0.0704175634727988	0.274743149575812	0.258899197794433	0.258899197794433	0.244002173126114	0.246700051985586	0.216316897300555	0.202974805833831	0.18843560293018	0.191524086847241	0.178377949260609	0.121674043820726	0.180543069134947	0.175148239365134	0.107382810150843	0.0921232439821515	0.147060062379549	0.0923311797893523	0.0923311797893523	0.0933284391297838	0.080670895535225	0.140331102262989	0.0791937021817733	0.135449983220514	0.134278095753627	0.079321694837846	0.0678958280250727	0.0657174060919593	0.111354383889146	0.0527822722352245	0.0530168210795252	0.0530179384849346	0.0392388902096463	0.0275008183945387	0.02597813096111	0.0280680144287661	0.0262923825861951	0.0265073489121117	0.0131445081262948	0.0682708261534155	0.0131327665924635	0.013016515470222	0.0135419435632192	0.012961615490888	0.0133628407858169
"Cirsium_pratensis"	0.467994719703929	0.389146773585044	0.374761990182524	0.408079663377944	0.328826002615164	0.298740080020665	0.291762485979469	0.258590836007564	1.34598814730917	0.231767893433743	0.188509747722142	0.198856694760915	0.158426369826274	0.155801936548376	0.110628449071998	0.0552761045919221	0.270378482971798	0.257941359438616	0.257941359438616	0.244035285832591	0.241442056575376	0.215954258199891	0.201819117773124	0.188768442930822	0.189565213122029	0.17829613708424	0.178154584011219	0.122421964539491	0.120613636801641	0.164180537767506	0.149065723074261	0.0928720940777331	0.0929047098085954	0.0929047098085954	0.0929932271196569	0.138409846835535	0.0820256227016629	0.0817663157088022	0.0784396237279873	0.0812137307147956	0.0811901165580309	0.0707964477382224	0.121868780407842	0.0555486575773626	0.109159428707258	0.110944368945251	0.0540209630978369	0.0398785051607779	0.0260222339618036	0.0264148627204314	0.0270353854751007	0.0807908390120293	0.0263585360967295	0.0128671044501586	0.0129295418003782	0.0140398415911179	0.0134433036009299	0.0129621575312406	0.0129715591195015	0.0134914316465709
"Rubus_fruticosus"	0.438893322324159	0.373762388697552	0.351054412944126	0.396068823512871	0.320021962303151	0.285815444297875	0.302680052540399	0.297940493366363	0.278121472120492	1.30368439546069	0.198691981689759	0.186854651603063	0.167468540808305	0.174702597048661	0.112596056397767	0.074801299621604	0.287052871451796	0.270222579036935	0.270222579036935	0.192001515309293	0.257315538847186	0.226729647699957	0.212306639089076	0.198551040356708	0.201480350549697	0.190804065648554	0.187132787062692	0.191483286116275	0.120179501755409	0.171185817200897	0.092910353435842	0.0921654253765781	0.0909703722289395	0.0909703722289394	0.0910239994406279	0.0839303785202263	0.153096891861388	0.0790042798298174	0.0798925294458169	0.0796972268890855	0.0786651833613189	0.0707832122851153	0.066312695737037	0.123099799776803	0.0549519532865307	0.0553454497924424	0.0518777813272762	0.0381481444845491	0.0262143450222863	0.0253204412833228	0.0918416660919596	0.0265440324720131	0.0251605573908945	0.0125225985249059	0.0148970246683181	0.0131667996697248	0.0128616949934043	0.0137019715206795	0.0124587462899184	0.0126379588659885
