"Ehretia_tinifolia"	"Metopium_browneii"	"Ficus_padifolia"	"Talisia_olivaeformis"	"Neea_psychotrioides"	"Centurus_aurifrons"	"Icterus_gularis"	"Pteroglossus_torguatus"	"Trogon_citreolus"	"Centurus_pygmaeus"	"Megarynchus_pitangua"	"Psilorhinus_morio"	"Ramphastos_sulfuratus"	"Saltator_atriceps"	"Tityra_semifasciata"	"Amazona_albifrons"	"Aratinga_astec"	"Cissilopha_yucatanica"	"Cyanocorax_yncas"	"Dives_dives"	"Euphonia_hirundinacea"	"Icterus_chrysater"	"Myiozetetes_similis"	"Tyrannus_melancholicus"	"Euphonia_affinis"	"Icterus_auratus"	"Icterus_mesomelas"	"Icterus_prosthemelas"	"Ortalis_vetula"	"Pitangus_sulphuratus"	"Turdus_grayi"	"Cotinga_amabilis"
"Ehretia_tinifolia"	2.27756446092292	0.941068160654811	0.866817257636229	0.812464347983397	0.36524366753949	0.256701128520418	0.256701128520418	0.256701128520418	0.256701128520418	0.215611215922225	0.211000008946352	0.215611215922225	0.211000008946352	0.215611215922225	0.211000008946352	0.172270353040414	0.172270353040414	0.172270353040414	0.172270353040414	0.171034303049103	0.169910096348159	0.172270353040414	0.169910096348159	0.169910096348159	0.0844307754800041	0.127693440167291	0.127693440167291	0.127693440167291	0.126569233466348	0.125333183475036	0.125333183475036	0.0433408628818114
"Metopium_browneii"	1.23824757980896	2.00061947743722	0.858694153097952	0.780447950000261	0.385148734392447	0.269507236108027	0.269507236108027	0.269507236108027	0.269507236108027	0.226178003488877	0.225607038920513	0.226178003488877	0.225607038920513	0.226178003488877	0.225607038920513	0.183243295833979	0.183243295833979	0.183243295833979	0.183243295833979	0.131411817715535	0.182277806301362	0.183243295833979	0.182277806301362	0.182277806301362	0.0862639402740479	0.0884771100606373	0.0884771100606373	0.0884771100606373	0.139343098646465	0.0875116205280202	0.0875116205280202	0.0429347076548976
"Ficus_padifolia"	1.2039128578281	0.906399383825615	2.02157447128937	0.707876690925242	0.423394490868523	0.274804238188431	0.274804238188431	0.274804238188431	0.274804238188431	0.227172357965722	0.234986174323886	0.227172357965722	0.234986174323886	0.227172357965722	0.234986174323886	0.126093634401254	0.126093634401254	0.126093634401254	0.126093634401254	0.184237650310825	0.187354294101177	0.126093634401254	0.187354294101177	0.187354294101177	0.148710603787177	0.0831589267463563	0.0831589267463563	0.0831589267463563	0.086275570536709	0.14441958644628	0.14441958644628	0.101078723564468
"Talisia_olivaeformis"	1.26947554372406	0.92678194062531	0.796361277290898	1.92187551835609	0.348663614740484	0.27674953519196	0.27674953519196	0.27674953519196	0.27674953519196	0.237524878533656	0.16864403728443	0.237524878533656	0.16864403728443	0.237524878533656	0.16864403728443	0.197706814669111	0.197706814669111	0.197706814669111	0.197706814669111	0.193624681346141	0.129419380626126	0.197706814669111	0.129419380626126	0.129419380626126	0.0790427205228494	0.153806617481596	0.153806617481596	0.153806617481596	0.0896013167615808	0.0855191834386109	0.0855191834386109	0.0398180638645449
"Neea_psychotrioides"	1.14138646106091	0.914728244182063	0.952637604454178	0.697327229480968	1.55707835555873	0.346446997098713	0.346446997098713	0.346446997098713	0.346446997098713	0.171275682098356	0.307222340440409	0.171275682098356	0.307222340440409	0.171275682098356	0.307222340440409	0.123643801875647	0.123643801875647	0.123643801875647	0.123643801875647	0.127946449479206	0.132051025440052	0.123643801875647	0.132051025440052	0.132051025440052	0.222803195223066	0.0803145692564971	0.0803145692564971	0.0803145692564971	0.084419145217343	0.0887217928209015	0.0887217928209015	0.0476318802227089
"Centurus_aurifrons"	1.28350564260209	1.0241274972105	0.989295257478352	0.885598512614273	0.554315195357942	1.25635764431936	0.256357644319359	0.256357644319359	0.256357644319359	0.193997184841591	0.206542727984806	0.193997184841591	0.206542727984806	0.193997184841591	0.206542727984806	0.144532421967673	0.144532421967673	0.144532421967673	0.144532421967673	0.145485882342146	0.144182268507038	0.144532421967673	0.144182268507038	0.144182268507038	0.111825222351686	0.0960211194682281	0.0960211194682281	0.0960211194682281	0.0947175056331201	0.0956709660075928	0.0956709660075928	0.0494647628739176
"Icterus_gularis"	1.28350564260209	1.0241274972105	0.989295257478352	0.885598512614273	0.554315195357941	0.256357644319359	1.25635764431936	0.256357644319359	0.256357644319359	0.193997184841591	0.206542727984806	0.193997184841591	0.206542727984806	0.193997184841591	0.206542727984806	0.144532421967673	0.144532421967673	0.144532421967673	0.144532421967673	0.145485882342146	0.144182268507038	0.144532421967673	0.144182268507038	0.144182268507038	0.111825222351686	0.0960211194682281	0.0960211194682281	0.0960211194682281	0.0947175056331201	0.0956709660075928	0.0956709660075928	0.0494647628739176
"Pteroglossus_torguatus"	1.28350564260209	1.0241274972105	0.989295257478352	0.885598512614273	0.554315195357941	0.256357644319359	0.256357644319359	1.25635764431936	0.256357644319359	0.193997184841591	0.206542727984806	0.193997184841591	0.206542727984806	0.193997184841591	0.206542727984806	0.144532421967673	0.144532421967673	0.144532421967673	0.144532421967673	0.145485882342146	0.144182268507038	0.144532421967673	0.144182268507038	0.144182268507038	0.111825222351686	0.0960211194682281	0.0960211194682281	0.0960211194682281	0.0947175056331201	0.0956709660075929	0.0956709660075929	0.0494647628739176
"Trogon_citreolus"	1.28350564260209	1.0241274972105	0.989295257478353	0.885598512614274	0.554315195357941	0.256357644319359	0.256357644319359	0.256357644319359	1.25635764431936	0.193997184841591	0.206542727984806	0.193997184841591	0.206542727984806	0.193997184841591	0.206542727984806	0.144532421967673	0.144532421967673	0.144532421967673	0.144532421967673	0.145485882342146	0.144182268507038	0.144532421967673	0.144182268507038	0.144182268507038	0.111825222351686	0.0960211194682281	0.0960211194682281	0.0960211194682281	0.0947175056331201	0.0956709660075928	0.0956709660075928	0.0494647628739176
"Centurus_pygmaeus"	1.34757009951391	1.07434551657217	1.02227561084575	0.950099514134624	0.342551364196713	0.242496481051988	0.242496481051988	0.242496481051988	0.242496481051988	1.20395945257986	0.189053383381916	0.203959452579858	0.189053383381916	0.203959452579858	0.189053383381916	0.152845672037571	0.152845672037571	0.152845672037571	0.152845672037571	0.153069401794861	0.150516354909786	0.152845672037571	0.150516354909785	0.150516354909786	0.0896508090144177	0.101955621252573	0.101955621252573	0.101955621252573	0.099402574367498	0.0996263041247881	0.0996263041247881	0.0511137805422875
