"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Mimusops_sechellarum"	"Memecylon_eleagni"	"Dillenia_suffruticosa"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp1_M_PL_125"	"Lygistorrhina_sp1_M_PL_125"	"Ornidia_obesa"	"Xylocopa_caffra"	"Nectarinia_dussumieri"	"Rhynchium_brunneum"	"Unidentified_sp2_M_PL_125"	"Unidentified_sp3_M_PL_125"	"Unidentified_sp4_M_PL_125"
"Nephrosperma_vanhoutteanum"	2.89985034349619	1.0418828788226	1.0418828788226	0.279541793595465	0	0	1.2424079715354	0.756396709564398	0.756396709564398	0.234423647735084	0.234423647735084	0	0.234423647735084	0.234423647735084	0.521973061829314	0.521973061829314	0
"Chrysobalanus_icaco"	1.30235359852824	2.84375394220976	0.818437486513558	0.298612867485281	0	0	1.32716829993458	0.418572082200634	0.87426828473228	0.184148434465551	0.639844636997196	0	0.184148434465551	0.639844636997196	0.234423647735084	0.234423647735084	0
"Mimusops_sechellarum"	1.30235359852824	0.818437486513558	2.84375394220976	0.298612867485281	0	0	1.32716829993458	0.87426828473228	0.418572082200635	0.639844636997196	0.184148434465551	0	0.639844636997196	0.184148434465551	0.234423647735084	0.234423647735084	0
"Memecylon_eleagni"	1.39770896797733	1.19445146994113	1.19445146994113	1.47654598687727	0	0	2.11798216389897	0.520339194972672	0.520339194972672	0.268751580736753	0.268751580736753	0	0.268751580736753	0.268751580736753	0.251587614235919	0.251587614235919	0
"Dillenia_suffruticosa"	0	0	0	0	5.26315789473684	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0
"Excoecaria_benthiamiana"	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	4.73684210526316
"Apis_mellifera"	1.55300996441925	1.32716829993458	1.32716829993458	0.529495540974741	0	0	2.3533135154433	0.578154661080746	0.578154661080747	0.298612867485281	0.298612867485281	0	0.298612867485281	0.298612867485281	0.279541793595465	0.279541793595465	0
"Lasioglossum_mahense"	1.89099177391099	0.837144164401269	1.74853656946456	0.260169597486336	0	0	1.15630932216149	1.7337992474335	0.528735956294265	0.393420728129526	0.188357436990286	0	0.393420728129526	0.188357436990286	0.340378519303979	0.340378519303979	0
"Unidentified_sp1_M_PL_125"	1.89099177391099	1.74853656946456	0.837144164401269	0.260169597486336	0	0	1.15630932216149	0.528735956294265	1.73379924743351	0.188357436990286	0.393420728129526	0	0.188357436990286	0.393420728129526	0.340378519303979	0.340378519303979	0
"Lygistorrhina_sp1_M_PL_125"	1.17211823867542	0.736593737862202	2.55937854798878	0.268751580736753	0	0	1.19445146994113	0.786841456259052	0.376714873980571	1.57586017329748	0.165733591018996	0	0.575860173297476	0.165733591018996	0.210981282961576	0.210981282961576	0
"Ornidia_obesa"	1.17211823867542	2.55937854798879	0.736593737862202	0.268751580736753	0	0	1.19445146994113	0.376714873980571	0.786841456259052	0.165733591018996	1.57586017329748	0	0.165733591018995	0.575860173297477	0.210981282961576	0.210981282961576	0
"Xylocopa_caffra"	0	0	0	0	4.73684210526316	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0
"Nectarinia_dussumieri"	1.17211823867542	0.736593737862202	2.55937854798878	0.268751580736753	0	0	1.19445146994113	0.786841456259052	0.376714873980571	0.575860173297477	0.165733591018996	0	1.57586017329748	0.165733591018996	0.210981282961576	0.210981282961576	0
"Rhynchium_brunneum"	1.17211823867542	2.55937854798879	0.736593737862202	0.268751580736753	0	0	1.19445146994113	0.376714873980571	0.786841456259052	0.165733591018996	0.575860173297477	0	0.165733591018995	1.57586017329748	0.210981282961576	0.210981282961576	0
"Unidentified_sp2_M_PL_125"	2.60986530914657	0.937694590940336	0.937694590940336	0.251587614235919	0	0	1.11816717438186	0.680757038607958	0.680757038607958	0.210981282961576	0.210981282961576	0	0.210981282961576	0.210981282961576	1.46977575564638	0.469775755646383	0
"Unidentified_sp3_M_PL_125"	2.60986530914657	0.937694590940336	0.937694590940336	0.251587614235919	0	0	1.11816717438186	0.680757038607958	0.680757038607958	0.210981282961576	0.210981282961576	0	0.210981282961576	0.210981282961576	0.469775755646383	1.46977575564638	0
"Unidentified_sp4_M_PL_125"	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	5.26315789473684
