"Microtus_arvalis"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_schelkovnikovi"	"Ctenophthalmus_wladimiri"	"Ceratophyllus_sciurorum"	"Amphipsylla_rossica"	"Frontopsylla_elata"	"Megabothris_walkeri"	"Ctenophthalmus_bogatschevi"	"Neopsylla_pleskei"	"Nosopsyllus_consimilis"	"Hystrichopsylla_talpae"	"Palaeopsylla_soricis"	"Callopsylla_caspia"	"Leptopsylla_taschenbergi"	"Peromyscopsylla_bidentata"	"Rhadinopsylla_integella"	"Stenoponia_ivanovi"
"Microtus_arvalis"	3.99477735996319	0	0.893653301239177	0.374727233534474	0.52791741313944	0	0.326845420360625	0.52791741313944	0.201071992778815	0.495472675451138	0.326845420360625	0.52791741313944	0.326845420360625	0.168627255090514	0.326845420360625	0	0.326845420360625	0.326845420360625	0.326845420360625
"Dryomys_nitedula"	0	5.26315789473684	0	0	0	2.36842105263158	0	0	0	0	0	0	0	0	0	2.36842105263158	0	0	0
"Arvicola_terrestris"	2.45754657840774	0	2.57508291696486	0.230528399364246	0.780465649095909	0	0.201071992778815	0.780465649095909	0.579393656317094	0.304809772492726	0.201071992778815	0.780465649095909	0.201071992778815	0.103737779713911	0.201071992778815	0	0.201071992778815	0.201071992778815	0.201071992778815
"Neomys_schelkovnikovi"	2.06099978443961	0	0.461056798728493	2.74110131156874	0.272365034804424	0	0.168627255090514	0.272365034804424	0.103737779713911	1.40212284529645	0.168627255090514	0.272365034804424	0.168627255090514	1.23349559020593	0.168627255090514	0	0.168627255090514	0.168627255090514	0.168627255090514
"Ctenophthalmus_wladimiri"	2.90354577226692	0	1.56093129819182	0.272365034804424	1.58877237800591	0	0.237562835912748	0.588772378005907	0.351209542093159	0.360127101574739	0.237562835912748	0.588772378005907	0.237562835912748	0.122564265661991	0.237562835912748	0	0.237562835912748	0.237562835912748	0.237562835912748
"Ceratophyllus_sciurorum"	0	4.73684210526316	0	0	0	3.13157894736842	0	0	0	0	0	0	0	0	0	2.13157894736842	0	0	0
"Amphipsylla_rossica"	3.59529962396687	0	0.804287971115259	0.337254510181027	0.475125671825496	0	1.29416087832456	0.475125671825496	0.180964793500933	0.445925407906025	0.294160878324562	0.475125671825496	0.294160878324562	0.151764529581462	0.294160878324563	0	0.294160878324563	0.294160878324563	0.294160878324563
"Frontopsylla_elata"	2.90354577226692	0	1.56093129819182	0.272365034804424	0.588772378005907	0	0.237562835912748	1.58877237800591	0.351209542093159	0.360127101574739	0.237562835912748	0.588772378005907	0.237562835912748	0.122564265661991	0.237562835912748	0	0.237562835912748	0.237562835912748	0.237562835912748
"Megabothris_walkeri"	2.21179192056696	0	2.31757462526838	0.207475559427822	0.702419084186318	0	0.180964793500933	0.702419084186318	1.52145429068538	0.274328795243453	0.180964793500933	0.702419084186318	0.180964793500933	0.0933640017425198	0.180964793500933	0	0.180964793500933	0.180964793500933	0.180964793500933
"Ctenophthalmus_bogatschevi"	2.72509971498126	0	0.609619544985451	1.40212284529645	0.360127101574739	0	0.222962703953012	0.360127101574739	0.137164397621727	1.85391798433641	0.222962703953012	0.360127101574739	0.222962703953012	0.630955280383401	0.222962703953012	0	0.222962703953012	0.222962703953012	0.222962703953012
"Neopsylla_pleskei"	3.59529962396688	0	0.804287971115259	0.337254510181027	0.475125671825496	0	0.294160878324563	0.475125671825496	0.180964793500933	0.445925407906025	1.29416087832456	0.475125671825496	0.294160878324563	0.151764529581462	0.294160878324563	0	0.294160878324563	0.294160878324563	0.294160878324563
"Nosopsyllus_consimilis"	2.90354577226692	0	1.56093129819182	0.272365034804424	0.588772378005907	0	0.237562835912748	0.588772378005907	0.351209542093159	0.360127101574739	0.237562835912748	1.58877237800591	0.237562835912748	0.122564265661991	0.237562835912748	0	0.237562835912748	0.237562835912748	0.237562835912748
