"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Chrysobalanus_icaco"	"Phoenicophorium_borsigianum"	"Syzygium_wrightii"	"Dillenia_suffruticosa"	"Nepenthes_pervillei"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Soulamea_terminaloides"	"Pittosporum_senacia"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_129"	"Xylocopa_caffra"	"Unidentified_sp2_M_PL_129"	"Hemipyrellia_germana"	"Unidentified_sp1_M_PL_129"	"Pachycerina_seychellensis"	"Ornidia_obesa"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Hemipyrellia_sp1_M_PL_129"	"Mabuya_sechellensis"	"Rhynchium_brunneum"	"Phelsuma_sp1_M_PL_129"	"Chalcidoma_disjunctum"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Simosyrphus_aegyptius"	"Tricimba_seychellensis"
"Nephrosperma_vanhoutteanum"	1.4988082366026	0.40724060877379	0.443600549010701	0.303831858030475	0.263176462235005	0.668653857294354	0.203776453096307	0.347183388186575	0.388409359660349	0.40724060877379	0.17161281783005	0.0383767056505448	0.121246989592303	1.21246989592303	0.941586898218575	0.211507251722126	0.0789529386705016	0.0916994038933381	0.0789529386705016	0.291355350544053	0.127922352168483	0.183258273948206	0.14234110869551	0.149885115797162	0.110738406031335	0.0624930098735834	0.120357694312984	0.0916291369741028	0.570000165293763	0.0873921059235785	0.030890307209409	0.030890307209409	0.0916291369741028	0.030890307209409
"Erythroxylum_sechellarum"	0.305430456580343	1.86110298063068	0.403237006738725	0.238032822066631	0.263952004527842	0.36891140515849	0.189743863935045	0.338925010468039	0.375969044125055	0.607184485332876	0.160804894401675	0.0369663217300884	0.112897599041352	1.12897599041352	0.944361616199611	0.137813899548518	0.0791856013583525	0.0853847387707701	0.0791856013583525	0.210396560761488	0.123221072433628	0.555364679841801	0.133589163097218	0.145599536812384	0.101527542205272	0.061006501884247	0.0664040529285283	0.418748170641903	0.158033189902631	0.0845930349281375	0.0289448809923015	0.0289448809923015	0.136616509199897	0.0289448809923015
"Dillenia_ferruginea"	0.266160329406421	0.32258960539098	1.692328084689	0.321894496083132	0.212329159850608	0.47268974973976	0.158435969203955	0.505916313320054	0.334535061524679	0.32258960539098	0.486042354027027	0.0733777644338937	0.0942694016763534	0.942694016763535	0.759666549687732	0.181652503778096	0.0636987479551825	0.0712961861417799	0.0636987479551825	0.486271559022116	0.244592548112979	0.145165322425941	0.39568399164163	0.166335325240662	0.392106678968885	0.0910649363976097	0.0850841549531569	0.0725826612129706	0.164932253775083	0.0752703888430528	0.0874876237248649	0.0874876237248649	0.0725826612129706	0.0874876237248649
"Chrysobalanus_icaco"	0.303831858030475	0.317377096088841	0.53649082680522	1.6503310332744	0.134989784938797	0.913273889179021	0.213015245547922	0.246894115618201	0.299946564506908	0.317377096088841	0.171906539098689	0.0309797744585097	0.126744071101014	1.26744071101014	0.48296345278103	0.659488610034545	0.0404969354816392	0.095856860496565	0.0404969354816392	0.756056958859485	0.103265914861699	0.142819693239979	0.141009289636216	0.11192891782533	0.127511525862704	0.0444409408112761	0.164389300052224	0.0714098466199892	0.255538857461366	0.0674879770140543	0.0309431770377641	0.0309431770377641	0.0714098466199893	0.0309431770377641
"Phoenicophorium_borsigianum"	0.263176462235005	0.351936006037122	0.353881933084347	0.134989784938797	2.50935650373854	0.225255756064099	0.0926015661720332	0.381431683392569	0.345131619313301	0.351936006037122	0.158427828633203	0.0399348132183448	0.0550979318723597	0.550979318723598	1.20014215782011	0.081042971573177	0.752806951121562	0.0416707047774149	0.752806951121562	0.14474171952836	0.133116044061149	0.158371202716705	0.132356450965845	0.146312317356155	0.0922157571091591	0.0686577030106624	0.0405460360915379	0.0791856013583525	0.119498974762039	0.0776546143454927	0.0285170091539766	0.0285170091539766	0.0791856013583525	0.0285170091539766
"Syzygium_wrightii"	0.401192314376613	0.295129124126792	0.47268974973976	0.547964333507412	0.135153453638459	2.11641386518924	0.190640739801261	0.23283794427217	0.279298674817217	0.295129124126792	0.154616329859244	0.028661001100132	0.11343124018175	1.1343124018175	0.483549023017599	0.545343795786287	0.0405460360915379	0.0857883329105672	0.0405460360915379	0.630427950739444	0.0955366703337734	0.132808105857057	0.126994984922148	0.104753031802864	0.112915094327821	0.0419108299689907	0.380954495734063	0.0664040529285282	0.501312190047047	0.0628422018338738	0.0278309393746639	0.0278309393746639	0.0664040529285283	0.0278309393746639
"Dillenia_suffruticosa"	0.305664679644461	0.379487727870089	0.396089923009888	0.319522868321883	0.13890234925805	0.476601849503151	1.95277330659496	0.23551748053125	0.351701420475022	0.379487727870089	0.137886760640475	0.0276216835935249	0.161900117424	1.61900117424	0.496961738456578	0.181645193407132	0.041670704777415	0.878747987967731	0.0416707047774149	0.252941379548912	0.0920722786450829	0.17076947754154	0.113689332637405	0.121525966102505	0.0961158030570655	0.042393146495625	0.0857883329105673	0.0853847387707701	0.177487736803905	0.0791328196068801	0.0248196169152856	0.0248196169152856	0.0853847387707701	0.0248196169152856
"Nepenthes_pervillei"	0.208310032911945	0.271140008374431	0.505916313320054	0.14813646937092	0.228859010035541	0.23283794427217	0.0942069922124999	2.04894519600017	0.470079520084452	0.271140008374431	0.536296204321507	0.191237035092288	0.0560531603664374	0.560531603664374	0.818806680349381	0.0863517707802668	0.0686577030106624	0.042393146495625	0.0686577030106624	0.177416707177876	0.637456783640961	0.122013003768494	0.45987507167764	0.474578027299032	0.187598253175481	0.36881013528003	0.0419108299689907	0.061006501884247	0.104403839842574	0.105767892019002	0.0965333167778713	0.0965333167778713	0.061006501884247	0.0965333167778713
"Memecylon_eleagni"	0.291307019745261	0.375969044125055	0.418168826905849	0.224959923380181	0.258848714484976	0.349123343521521	0.175850710237511	0.587599400105565	1.8259204777924	0.375969044125055	0.215409555269729	0.0594006624524191	0.104631172591319	1.04631172591319	0.92610317849069	0.130330178847928	0.0776546143454927	0.07913281960688	0.0776546143454927	0.205600567690981	0.19800220817473	0.169186069856275	0.181038280862055	0.516599999522292	0.114044108791604	0.105767892019002	0.0628422018338738	0.0845930349281374	0.150234307757452	0.41083210750329	0.0387737199485513	0.0387737199485513	0.0845930349281375	0.0387737199485513
"Canthium_bibracteatum"	0.305430456580343	0.607184485332876	0.403237006738725	0.238032822066631	0.263952004527842	0.36891140515849	0.189743863935045	0.338925010468039	0.375969044125055	1.86110298063068	0.160804894401675	0.0369663217300884	0.112897599041352	1.12897599041352	0.944361616199611	0.137813899548518	0.0791856013583525	0.0853847387707701	0.0791856013583525	0.210396560761488	0.123221072433628	0.555364679841801	0.133589163097218	0.145599536812384	0.101527542205272	0.061006501884247	0.0664040529285283	0.136616509199897	0.158033189902631	0.0845930349281375	0.0289448809923015	0.0289448809923015	0.418748170641904	0.0289448809923015
"Soulamea_terminaloides"	0.10296769069803	0.12864391552134	0.486042354027027	0.103143923459214	0.0950566971799219	0.154616329859244	0.0551547042561902	0.536296204321507	0.172327644215784	0.12864391552134	3.00545491787928	0.261992548765538	0.0328170490324332	0.328170490324332	0.340091738799276	0.058774116412428	0.0285170091539766	0.0248196169152856	0.0285170091539766	0.146261740137293	0.873308495885125	0.0578897619846029	0.184020940502736	0.135307036726423	0.628469508943135	0.0965333167778713	0.0278309393746639	0.0289448809923015	0.0587212465840729	0.0387737199485513	0.54098188521827	0.54098188521827	0.0289448809923015	0.54098188521827
"Pittosporum_senacia"	0.115130116951635	0.147865286920354	0.366888822169468	0.092939323375529	0.119804439655034	0.14330500550066	0.0552433671870497	0.956185175461441	0.237602649809676	0.147865286920354	1.30996274382769	1.53749587348166	0.0328698034762946	0.328698034762946	0.428633661876901	0.0536766980027775	0.0359413318965103	0.0248595152341724	0.0359413318965103	0.119716685993282	1.79165291160554	0.0665393791141591	0.238153319573564	0.225573927790237	0.301833281879488	0.172113331583059	0.0257949009901188	0.0332696895570796	0.0603339360756092	0.0534605962071772	0.235793293888984	0.235793293888984	0.0332696895570796	0.235793293888984
"Excoecaria_benthiamiana"	0.363740968776908	0.451590396165406	0.471347008381767	0.380232213303041	0.165293795617079	0.56715620090875	0.323800234848	0.280265801832187	0.418524690365277	0.451590396165406	0.164085245162166	0.0328698034762946	1.19266113973456	1.9266113973456	0.591384468763328	0.216157780154487	0.0495881386851238	0.1457101056816	0.0495881386851238	0.301000241663206	0.109566011587649	0.203215678274433	0.135290305838512	0.144615899661981	0.114377805637908	0.0504478443297937	0.102088116163575	0.101607839137216	0.211210406796647	0.0941680553321872	0.0295353441291898	0.0295353441291898	0.101607839137216	0.0295353441291898
"Apis_mellifera"	0.404156631974342	0.501767106850451	0.523718898201964	0.422480237003379	0.183659772907866	0.630173556565278	0.35977803872	0.311406446480208	0.465027433739196	0.501767106850451	0.182316939069073	0.0365220038625496	0.2140679330384	2.140679330384	0.657093854181475	0.240175311282764	0.0550979318723598	0.161900117424	0.0550979318723598	0.334444712959117	0.121740012875165	0.225795198082703	0.150322562042791	0.160684332957757	0.127086450708787	0.0560531603664374	0.11343124018175	0.112897599041352	0.234678229774053	0.104631172591319	0.0328170490324332	0.0328170490324331	0.112897599041352	0.0328170490324331
"Lasioglossum_mahense"	0.403537242093675	0.53963520925692	0.542618964062666	0.206984336906156	0.51434663906576	0.345392159298285	0.141989068130451	0.584861914535272	0.529201816280395	0.53963520925692	0.242922670570911	0.0612333802681287	0.0844834955376183	0.844834955376183	1.84021797532416	0.124265889745538	0.154303991719728	0.0638950806587029	0.154303991719728	0.221937303276818	0.204111267560429	0.242835844165614	0.202946558147629	0.224345553279438	0.141397494234044	0.105275144616349	0.0621705886736914	0.121417922082807	0.183231761301794	0.119070408663089	0.0437260807027641	0.043726080702764	0.121417922082807	0.043726080702764
"Nectarinia_dussumieri"	0.31726087758319	0.275627799097035	0.454131259445241	0.989232915051818	0.121564457359766	1.36335948946572	0.181645193407132	0.215879426950667	0.260660357695856	0.275627799097035	0.14693529103107	0.0268383490013888	0.108078890077244	1.08078890077244	0.434930614109383	1.54217458261937	0.0364693372079297	0.0817403370332095	0.0364693372079297	0.623918209319518	0.0894611633379626	0.124032509593666	0.120601923551263	0.0975068773326877	0.108191979085736	0.0388582968511201	0.245404708103829	0.0620162547968329	0.340582971378786	0.0586485804815677	0.0264483523855926	0.0264483523855926	0.0620162547968329	0.0264483523855926
"Unidentified_sp3_M_PL_129"	0.236858816011505	0.31674240543341	0.318493739775913	0.121490806444918	2.25842085336469	0.202730180457689	0.0833414095548299	0.343288515053312	0.310618457381971	0.31674240543341	0.142585045769883	0.0359413318965103	0.0495881386851238	0.495881386851238	1.0801279420381	0.0729386744158593	1.67752625600941	0.0375036342996734	0.677526256009406	0.130267547575524	0.119804439655034	0.142534082445034	0.11912080586926	0.13168108562054	0.0829941813982432	0.0617919327095962	0.0364914324823841	0.0712670412225172	0.107549077285836	0.0698891529109434	0.0256653082385789	0.0256653082385789	0.0712670412225172	0.0256653082385789
"Xylocopa_caffra"	0.275098211680015	0.34153895508308	0.3564809307089	0.287570581489695	0.125012114332245	0.428941664552836	1.75749597593546	0.211965732478125	0.31653127842752	0.34153895508308	0.124098084576428	0.0248595152341724	0.1457101056816	1.457101056816	0.44726556461092	0.163480674066419	0.0375036342996735	1.79087318917096	0.0375036342996735	0.227647241594021	0.0828650507805746	0.153692529787386	0.102320399373664	0.109373369492254	0.0865042227513589	0.0381538318460625	0.0772094996195106	0.0768462648936931	0.159738963123515	0.0712195376461921	0.022337655223757	0.022337655223757	0.0768462648936931	0.022337655223757
"Unidentified_sp2_M_PL_129"	0.236858816011505	0.31674240543341	0.318493739775913	0.121490806444918	2.25842085336469	0.202730180457689	0.0833414095548299	0.343288515053312	0.310618457381971	0.31674240543341	0.142585045769883	0.0359413318965103	0.0495881386851238	0.495881386851238	1.0801279420381	0.0729386744158593	0.677526256009406	0.0375036342996735	1.67752625600941	0.130267547575524	0.119804439655034	0.142534082445035	0.11912080586926	0.13168108562054	0.0829941813982432	0.0617919327095962	0.0364914324823841	0.0712670412225172	0.107549077285836	0.0698891529109434	0.0256653082385789	0.0256653082385789	0.0712670412225172	0.0256653082385789
"Hemipyrellia_germana"	0.291355350544053	0.280528747681984	0.810452598370194	0.756056958859484	0.14474171952836	1.05071325123241	0.168627586365941	0.295694511963127	0.274134090254641	0.280528747681984	0.243769566895488	0.0399055619977606	0.100333413887735	1.00333413887735	0.517853707645909	0.415945472879679	0.0434225158585079	0.0758824138646736	0.0434225158585079	1.56182694058631	0.133018539992535	0.126237936456893	0.199106479859998	0.114905182460657	0.189759989747823	0.0532250121533629	0.189128385221833	0.0631189682284464	0.276534990385049	0.0616801703072943	0.0438785220411879	0.0438785220411879	0.0631189682284464	0.0438785220411879
"Unidentified_sp1_M_PL_129"	0.127922352168483	0.164294763244837	0.407654246854965	0.103265914861699	0.133116044061149	0.159227783889622	0.0613815190967219	1.06242797273493	0.264002944232974	0.164294763244837	1.45551415980854	0.597217637201846	0.0365220038625495	0.365220038625496	0.476259624307667	0.0596407755586417	0.0399348132183448	0.0276216835935249	0.0399348132183448	0.133018539992535	1.99072545733949	0.0739326434601768	0.264614799526182	0.250637697544707	0.335370313199431	0.191237035092288	0.028661001100132	0.0369663217300884	0.0670377067506769	0.0594006624524191	0.261992548765538	0.261992548765537	0.0369663217300884	0.261992548765537
"Pachycerina_seychellensis"	0.274887410922308	1.1107293596836	0.362913306064853	0.214229539859968	0.237556804075057	0.332020264642641	0.17076947754154	0.305032509421235	0.33837213971255	1.1107293596836	0.144724404961507	0.0332696895570796	0.101607839137216	1.01607839137216	0.84992545457965	0.124032509593666	0.0712670412225172	0.0768462648936931	0.0712670412225172	0.189356904685339	0.110898965190265	1.49982821185762	0.120230246787496	0.131039583131146	0.0913747879847448	0.0549058516958223	0.0597636476356754	0.24991410592881	0.142229870912368	0.0761337314353237	0.0260503928930713	0.0260503928930713	0.24991410592881	0.0260503928930713
"Ornidia_obesa"	0.213511663043264	0.267178326194435	0.989209979104074	0.211513934454324	0.198534676448767	0.317487462305369	0.113689332637405	1.1496876791941	0.362076561724109	0.267178326194435	0.46005235125684	0.119076659786782	0.0676451529192559	0.676451529192559	0.710312953516701	0.120601923551263	0.0595604029346302	0.0511601996868322	0.0595604029346302	0.298659719789997	0.396922199289273	0.120230246787496	1.38500157849367	0.288411008642863	0.260867219464965	0.206943782254938	0.0571477432149664	0.0601151233937479	0.121201242127946	0.0814672263879246	0.0828094232262313	0.0828094232262313	0.0601151233937479	0.0828094232262313
"Eristalinus_vicarians"	0.224827673695743	0.291199073624769	0.415838313101656	0.167893376737996	0.219468476034233	0.261882579507161	0.121525966102505	1.18644506824758	1.03319999904458	0.291199073624769	0.338267591816057	0.112786963895118	0.0723079498309905	0.723079498309905	0.785209436478032	0.0975068773326877	0.0658405428102698	0.0546866847461272	0.0658405428102698	0.172357773690986	0.375956546317061	0.131039583131146	0.288411008642863	1.4460301120696	0.135739062885188	0.213560112284564	0.047138864311289	0.065519791565573	0.114587166420012	0.232469999785031	0.0608881665268902	0.0608881665268902	0.065519791565573	0.0608881665268902
