"R1"	"R2"	"R3"	"R4"	"R5"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"
"R1"	2.28533713015337	1.00640816189096	0.562165784225366	0.632697736707173	0.776549081759975	0.0998420247977109	0.571834902196766	0.305522366511514	0.0813468518623508	0.0813468518623508	0.165671719496156	0.0843248676338049	0.306321157902899	0.100640816189096	0.100640816189096	0.571834902196766	0.306321157902899	0.306321157902899	0.205680341713803	0.571834902196766	0.305522366511514	0.571834902196766
"R2"	1.11823129098995	2.26885647878297	0.57115076760273	0.642810018184857	0.662109339176334	0.0851283436083858	0.580974425154241	0.185769159797482	0.082647002338053	0.082647002338053	0.168319617478463	0.0856726151404095	0.327526464067392	0.226885647878297	0.226885647878297	0.580974425154241	0.327526464067392	0.327526464067392	0.100640816189096	0.580974425154241	0.185769159797482	0.580974425154241
"R3"	0.936942973708943	0.856726151404096	1.9084801939344	0.846811816779334	0.714196758910066	0.0918252975741512	0.656970614453012	0.176150165207956	0.108875805014486	0.108875805014486	0.395147834104646	0.286272029090161	0.169997482774214	0.0856726151404096	0.0856726151404096	0.656970614453012	0.169997482774214	0.169997482774214	0.0843248676338049	0.656970614453012	0.176150165207956	0.656970614453012
"R4"	0.903853909581676	0.826470023380531	0.725838700096572	2.11802106488564	0.688974196792424	0.0885823967304544	0.633769050002069	0.169929248592805	0.272316994056725	0.272316994056725	0.381192799071211	0.108875805014486	0.163993854200404	0.0826470023380531	0.0826470023380531	0.63376905000207	0.163993854200404	0.163993854200404	0.0813468518623508	0.633769050002069	0.169929248592805	0.633769050002069
"R5"	1.10935583108568	0.851283436083858	0.612168650494342	0.688974196792424	2.00137578028054	0.257319743178927	0.622697805889629	0.357161767976638	0.0885823967304545	0.0885823967304545	0.180407694304606	0.0918252975741513	0.184970368406097	0.0851283436083859	0.0851283436083859	0.622697805889629	0.184970368406097	0.184970368406097	0.099842024797711	0.622697805889629	0.357161767976638	0.622697805889629
"C1"	0.99842024797711	0.766155092475473	0.550951785444908	0.620076777113181	1.80123820225249	1.23158776886103	0.560428025300666	0.321445591178974	0.079724157057409	0.079724157057409	0.162366924874145	0.0826427678167361	0.166473331565487	0.0766155092475472	0.0766155092475472	0.560428025300666	0.166473331565487	0.166473331565487	0.0898578223179399	0.560428025300666	0.321445591178974	0.560428025300666
"C2"	1.14366980439353	1.04575396527763	0.788364737343615	0.887276670002897	0.871776928245481	0.112085605060133	1.55192442358523	0.215015887455551	0.114078429000372	0.114078429000372	0.232333139601915	0.118254710601542	0.207505678923181	0.104575396527763	0.104575396527763	0.55192442358523	0.207505678923181	0.207505678923181	0.102930282395418	0.551924423585229	0.215015887455551	0.551924423585229
"C3"	1.52761183255757	0.835961219088667	0.528450495623868	0.594752370074818	1.25006618791823	0.160722795589487	0.537539718638878	1.29820786051967	0.0764681618667624	0.0764681618667624	0.155735736210343	0.0792675743435803	0.221081186839048	0.0835961219088668	0.0835961219088668	0.537539718638878	0.221081186839048	0.221081186839048	0.137485064930181	0.537539718638878	0.298207860519668	0.537539718638878
"C4"	0.813468518623508	0.743823021042478	0.653254830086915	1.90621895839708	0.620076777113182	0.079724157057409	0.570392145001862	0.152936323733525	1.24508529465105	0.245085294651053	0.34307351916409	0.0979882245130372	0.147594468780363	0.0743823021042477	0.0743823021042478	0.570392145001862	0.147594468780363	0.147594468780363	0.0732121666761157	0.570392145001862	0.152936323733525	0.570392145001862
"C5"	0.813468518623508	0.743823021042477	0.653254830086915	1.90621895839708	0.620076777113181	0.079724157057409	0.570392145001862	0.152936323733525	0.245085294651053	1.24508529465105	0.34307351916409	0.0979882245130372	0.147594468780364	0.0743823021042478	0.0743823021042478	0.570392145001862	0.147594468780364	0.147594468780364	0.0732121666761157	0.570392145001862	0.152936323733525	0.570392145001862
"C6"	0.828358597480779	0.757438278653082	1.18544350231394	1.33417479674924	0.63142693006612	0.0811834624370726	0.580832849004787	0.155735736210343	0.171536759582045	0.171536759582045	1.34935328492914	0.177816525347091	0.150296101638578	0.0757438278653082	0.0757438278653082	0.580832849004787	0.150296101638578	0.150296101638578	0.0745522737732701	0.580832849004787	0.155735736210343	0.580832849004787
"C7"	0.843248676338049	0.771053536263686	1.71763217454096	0.762130635101401	0.642777083019059	0.0826427678167361	0.591273553007711	0.158535148687161	0.0979882245130372	0.0979882245130372	0.355633050694182	1.25764482618114	0.152997734496793	0.0771053536263686	0.0771053536263686	0.591273553007711	0.152997734496793	0.152997734496793	0.0758923808704244	0.591273553007711	0.158535148687161	0.591273553007711
"C8"	1.5316057895145	1.47386908830327	0.509992448322643	0.573978489701413	0.647396289421339	0.0832366657827435	0.518764197307953	0.221081186839048	0.0737972343901817	0.0737972343901817	0.150296101638578	0.0764988672483965	1.28523142988663	0.147386908830327	0.147386908830327	0.518764197307953	0.285231429886631	0.285231429886631	0.137844521056305	0.518764197307953	0.221081186839048	0.518764197307953
"C9"	1.00640816189096	2.04197083090467	0.514035690842457	0.578529016366371	0.595898405258701	0.0766155092475472	0.522876982638817	0.167192243817733	0.0743823021042477	0.0743823021042477	0.151487655730616	0.0771053536263686	0.294773817660653	1.20419708309047	0.204197083090467	0.522876982638817	0.294773817660653	0.294773817660653	0.0905767345701862	0.522876982638817	0.167192243817733	0.522876982638817
"C10"	1.00640816189096	2.04197083090467	0.514035690842457	0.578529016366371	0.595898405258701	0.0766155092475472	0.522876982638817	0.167192243817733	0.0743823021042477	0.0743823021042477	0.151487655730616	0.0771053536263686	0.294773817660653	0.204197083090467	1.20419708309047	0.522876982638817	0.294773817660653	0.294773817660653	0.0905767345701862	0.522876982638817	0.167192243817733	0.522876982638817
"C11"	1.14366980439353	1.04575396527763	0.788364737343615	0.887276670002897	0.871776928245481	0.112085605060133	0.551924423585229	0.215015887455551	0.114078429000372	0.114078429000372	0.232333139601915	0.118254710601542	0.207505678923181	0.104575396527763	0.104575396527763	1.55192442358523	0.207505678923181	0.207505678923181	0.102930282395418	0.551924423585229	0.215015887455551	0.551924423585229
"C12"	1.5316057895145	1.47386908830327	0.509992448322643	0.573978489701413	0.647396289421339	0.0832366657827435	0.518764197307953	0.221081186839048	0.0737972343901817	0.0737972343901817	0.150296101638578	0.0764988672483965	0.285231429886631	0.147386908830327	0.147386908830327	0.518764197307953	1.28523142988663	0.285231429886631	0.137844521056305	0.518764197307953	0.221081186839048	0.518764197307953
"C13"	1.5316057895145	1.47386908830327	0.509992448322643	0.573978489701413	0.647396289421339	0.0832366657827435	0.518764197307953	0.221081186839048	0.0737972343901817	0.0737972343901817	0.150296101638578	0.0764988672483965	0.285231429886631	0.147386908830327	0.147386908830327	0.518764197307953	0.285231429886631	1.28523142988663	0.137844521056305	0.518764197307953	0.221081186839048	0.518764197307953
"C14"	2.05680341713803	0.905767345701862	0.505949205802829	0.569427963036456	0.698894173583977	0.0898578223179399	0.514651411977089	0.274970129860363	0.0732121666761157	0.0732121666761157	0.14910454754654	0.0758923808704244	0.275689042112609	0.0905767345701862	0.0905767345701862	0.51465141197709	0.275689042112609	0.275689042112609	1.18511230754242	0.514651411977089	0.274970129860363	0.514651411977089
"C15"	1.14366980439353	1.04575396527763	0.788364737343615	0.887276670002897	0.871776928245481	0.112085605060133	0.551924423585229	0.215015887455551	0.114078429000372	0.114078429000372	0.232333139601915	0.118254710601542	0.207505678923181	0.104575396527763	0.104575396527763	0.551924423585229	0.207505678923181	0.207505678923181	0.102930282395418	1.55192442358523	0.215015887455551	0.551924423585229
"C16"	1.52761183255757	0.835961219088667	0.528450495623869	0.594752370074818	1.25006618791823	0.160722795589487	0.537539718638878	0.298207860519668	0.0764681618667624	0.0764681618667624	0.155735736210343	0.0792675743435803	0.221081186839048	0.0835961219088668	0.0835961219088668	0.537539718638878	0.221081186839048	0.221081186839048	0.137485064930182	0.537539718638878	1.29820786051967	0.537539718638878
"C17"	1.14366980439353	1.04575396527763	0.788364737343615	0.887276670002897	0.871776928245481	0.112085605060133	0.551924423585229	0.215015887455551	0.114078429000372	0.114078429000372	0.232333139601915	0.118254710601542	0.207505678923181	0.104575396527763	0.104575396527763	0.551924423585229	0.207505678923181	0.207505678923181	0.102930282395418	0.551924423585229	0.215015887455551	1.55192442358523
