"Canthium_bibracteatum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Ochna_kirkii"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_108"	"Hemipyrellia_sp1_M_PL_108"	"Unidentified_sp1_M_PL_108"	"Scaptodrosophila_sp1_M_PL_108"	"Chalcidoma_disjunctum"	"Hemipyrellia_germana"	"Nectarinia_dussumieri"	"Phalanta_phalantha"
"Canthium_bibracteatum"	2.53105505735928	0.644398127093365	0.931534625197149	0.554800414227496	0.601369670859554	1.0391750952615	0.872734970993252	0.726509284130007	0.167676232535487	0.547334491139379	0.379658258603892	0.144989578596007	0.144989578596007	0.379658258603892	0.166440124268249	0.167676232535487
"Memecylon_eleagni"	0.966597190640047	2.41137934533399	0.840363060238532	0.472517067604568	0.57230123091971	1.15226077169637	1.010505651415	0.45843506815329	0.151265350842936	0.296254929438943	0.144989578596007	0.542560352700147	0.542560352700147	0.144989578596007	0.14175512028137	0.151265350842936
"Cinnamomum_verum"	1.11784155023658	0.672290448190825	2.47977667447817	0.453541105432271	0.539708116399002	1.06327615133387	0.927213819704193	0.465650999084869	0.44635980140607	0.614036033941557	0.167676232535487	0.151265350842936	0.151265350842936	0.167676232535487	0.136062331629681	0.446359801406071
"Ochna_kirkii"	1.10960082845499	0.63002275680609	0.755901842387119	2.09374996747057	0.673882499618076	1.27454731630589	0.646422326064724	0.996729864394842	0.136062331629681	0.30250245589793	0.166440124268249	0.14175512028137	0.14175512028137	0.166440124268249	0.62812499024117	0.136062331629681
"Paragenipa_wrightii"	1.20273934171911	0.763068307892947	0.899513527331669	0.673882499618076	1.72395421817504	1.23336472079142	1.03119997090599	0.899761916595802	0.161912434919701	0.342323336177567	0.180410901257866	0.171690369275913	0.171690369275913	0.180410901257866	0.202164749885423	0.161912434919701
"Apis_mellifera"	1.2470101143138	0.921808617357099	1.06327615133387	0.764728389783536	0.740018832474849	2.03727232997003	0.80785381303497	0.638475683824586	0.191389707240098	0.378441224387168	0.18705151714707	0.207406938905347	0.207406938905347	0.18705151714707	0.229418516935061	0.191389707240098
"Lasioglossum_mahense"	1.30910245648988	1.010505651415	1.15901727463024	0.484816744548543	0.773399978179495	1.00981726629371	1.86437224292915	0.573830385291893	0.208623109433444	0.404988477906925	0.196365368473482	0.227363771568376	0.227363771568376	0.196365368473482	0.145445023364563	0.208623109433444
"Xylocopa_caffra"	1.45301856826001	0.611246757537721	0.776084998474781	0.996729864394842	0.899761916595802	1.06412613970764	0.765107180389191	1.7869003195362	0.139695299725461	0.357648084964463	0.217952785239002	0.137530520445987	0.137530520445987	0.217952785239002	0.299018959318453	0.139695299725461
"Lygistorrhina_sp1_M_PL_108"	1.00605739521292	0.605061403371743	2.23179900703035	0.408186994889044	0.485737304759101	0.956948536200488	0.834492437733774	0.419085899176382	1.40172382126546	0.552632430547402	0.150908609281938	0.136138815758642	0.136138815758642	0.150908609281938	0.122456098466713	0.401723821265464
"Hemipyrellia_sp1_M_PL_108"	1.64200347341814	0.592509858877886	1.53509008485389	0.453753683846896	0.51348500426635	0.946103060967919	0.809976955813851	0.536472127446694	0.276316215273701	1.52261673628642	0.246300521012721	0.133314718247524	0.133314718247524	0.24630052101272	0.136126105154069	0.276316215273701
"Unidentified_sp1_M_PL_108"	2.27794955162335	0.579958314384028	0.838381162677434	0.499320372804747	0.541232703773599	0.935257585735351	0.785461473893927	0.653858355717007	0.150908609281938	0.492601042025441	1.3416924327435	0.130490620736406	0.130490620736406	0.341692432743503	0.149796111841424	0.150908609281938
"Scaptodrosophila_sp1_M_PL_108"	0.869937471576042	2.17024141080059	0.756326754214678	0.425265360844111	0.515071107827739	1.03703469452674	0.909455086273503	0.412591561337961	0.136138815758642	0.266629436495048	0.130490620736406	1.48830431743013	0.488304317430133	0.130490620736406	0.127579608253233	0.136138815758642
"Chalcidoma_disjunctum"	0.869937471576042	2.17024141080059	0.756326754214679	0.425265360844111	0.515071107827739	1.03703469452674	0.909455086273503	0.412591561337961	0.136138815758642	0.266629436495048	0.130490620736406	0.488304317430133	1.48830431743013	0.130490620736406	0.127579608253233	0.136138815758642
"Hemipyrellia_germana"	2.27794955162335	0.579958314384028	0.838381162677434	0.499320372804747	0.541232703773599	0.935257585735351	0.785461473893927	0.653858355717007	0.150908609281938	0.492601042025441	0.341692432743503	0.130490620736406	0.130490620736406	1.3416924327435	0.149796111841424	0.150908609281938
"Nectarinia_dussumieri"	0.998640745609494	0.567020481125481	0.680311658148407	1.88437497072351	0.606494249656269	1.1470925846753	0.581780093458251	0.897056877955358	0.122456098466713	0.272252210308137	0.149796111841424	0.127579608253233	0.127579608253233	0.149796111841424	1.56531249121705	0.122456098466713
"Phalanta_phalantha"	1.00605739521292	0.605061403371743	2.23179900703035	0.408186994889044	0.485737304759102	0.956948536200488	0.834492437733774	0.419085899176382	0.401723821265464	0.552632430547402	0.150908609281938	0.136138815758642	0.136138815758642	0.150908609281938	0.122456098466713	1.40172382126546
