"Nephrosperma_vanhoutteanum"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Canthium_bibracteatum"	"Nepenthes_pervillei"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_131"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_131"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_131"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_131"	"Eagris_sabadius"	"Melanostoma_annulipes"	"Polistes_olivaceus"	"Rhynchium_brunneum"	"Unidentified_sp1_M_PL_131"
"Nephrosperma_vanhoutteanum"	1.86157241311894	0.704813204897757	0.466481149429174	0.403156759095837	0.299011360692994	0.432756183136058	0.464941183129047	0.383774184940363	0.246651456296673	1.22262423038913	0.870884490117689	0.182854371586055	0.198821668445337	0.299640826918295	0.120947027728751	0.161585525927719	0.630297754421089	0.630297754421089	0.0897034082078982	0.0778961129644905	0.0897034082078982	0.0836894129632284	0.0778961129644905
"Gastonia_crassa"	0.939750939863677	1.83333875487262	0.408069306399964	0.348561521542021	0.321821142901339	0.439674839988214	0.452322527732464	0.336517960083243	0.183100901353307	1.31589089541881	0.591178805505886	0.17095706513787	0.182373443016816	0.255629054540823	0.104568456462606	0.160559526189722	0.761445587931112	0.761445587931112	0.0965463428704016	0.0791414711978785	0.0965463428704016	0.0814180549918436	0.0791414711978785
"Erythroxylum_sechellarum"	0.466481149429174	0.306051979799973	1.71909700755796	0.396417372772293	0.280338070640375	0.691618607256113	0.647875057034886	0.395216834385664	0.360061815860402	1.14627122217398	0.891273164606674	0.511288176006642	0.235182560581979	0.665442154104002	0.118925211831688	0.24110885957238	0.196773852561556	0.196773852561556	0.0841014211921125	0.1244913493061	0.0841014211921125	0.11661751026628	0.1244913493061
"Paragenipa_wrightii"	0.537542345461116	0.348561521542021	0.528556497029724	1.82818960231355	0.316516490803911	0.46774228484638	0.509945719962723	0.434547991914306	0.291555440863108	1.29420076239822	1.0498934662172	0.203118823104036	0.222154627167582	0.341915389813377	0.548456880694066	0.175983840865638	0.225515484191357	0.225515484191357	0.0949549472411734	0.0841936112723484	0.0949549472411734	0.0917902295932901	0.0841936112723484
"Chrysobalanus_icaco"	0.398681814257325	0.321821142901339	0.373784094187167	0.316516490803911	2.50912253680624	0.443735790749261	0.444915925651862	0.308780610710585	0.145799488669157	1.37063437271883	0.42700372975548	0.16397386352698	0.172719049830511	0.229796057710568	0.0949549472411734	0.159957308952202	0.1862497510783	0.1862497510783	0.752736761041871	0.079872442334867	0.752736761041871	0.0800848666173351	0.079872442334867
"Canthium_bibracteatum"	0.346204946508846	0.263804903992928	0.553294885804891	0.280645370907828	0.266241474449557	2.39893961484814	0.673614525893863	0.299923580763141	0.18048859156765	1.08863180663819	0.457778013977324	0.556300479978766	0.211227688889838	0.326961830172438	0.0841936112723484	0.553059745333561	0.157037584162369	0.157037584162369	0.0798724423348671	0.431809130672665	0.079872442334867	0.121250614660895	0.431809130672665
"Nepenthes_pervillei"	0.371952946503237	0.271393516639479	0.518300045627909	0.305967431977634	0.266949555391117	0.673614525893863	2.1106566816013	0.455860597171536	0.288462593930766	1.09152707093257	0.558663499243104	0.237868124927175	0.516676381839695	0.626343880223359	0.0917902295932901	0.50116881734913	0.165107467955072	0.165107467955072	0.0800848666173351	0.121250614660895	0.0800848666173351	0.379918202688235	0.121250614660895
"Dillenia_ferruginea"	0.511698913253817	0.336517960083243	0.526955779180886	0.434547991914306	0.308780610710585	0.499872634605236	0.759767661952559	1.59394360082728	0.291072742208928	1.26256960823884	0.973227517614303	0.208542124544642	0.614941259399646	0.386305963461178	0.130364397574292	0.226735253380403	0.216087643507082	0.216087643507082	0.0926341832131755	0.0899770742289424	0.0926341832131755	0.136758179151461	0.0899770742289424
"Memecylon_eleagni"	0.493302912593345	0.27465135202996	0.720123631720804	0.437333161294662	0.218699233003735	0.451221478919124	0.721156484826916	0.436609113313392	1.51006052703491	0.894236863837496	1.21473089201881	0.243247683342623	0.260790901262862	0.971363221571733	0.131199948388399	0.211028033474287	0.193388560942491	0.193388560942491	0.0656097699011206	0.0812198662054424	0.0656097699011206	0.129808167268845	0.0812198662054424
"Apis_mellifera"	0.611312115194565	0.493459085782052	0.573135611086989	0.485325285899331	0.513987889769563	0.680394879148867	0.682204419332855	0.473463603089564	0.223559215959374	2.10163937150221	0.654739052291736	0.251426590741369	0.264835876406783	0.352353955156205	0.145597585769799	0.24526787372671	0.285582951653393	0.285582951653393	0.154196366930869	0.122471078246796	0.154196366930869	0.122796795479914	0.122471078246796
"Lasioglossum_mahense"	0.696707592094151	0.354707283303532	0.713018531685339	0.629936079730318	0.256202237853288	0.457778013977324	0.558663499243104	0.583936510568582	0.485892356807523	1.04758248366678	1.90000171550344	0.24282921214512	0.275740383034333	0.479640160056345	0.188980823919095	0.182959472379677	0.263171393212243	0.263171393212244	0.0768606713559864	0.0824000425159183	0.0768606713559864	0.100559429863759	0.0824000425159183
