"Microtus_arvalis"	"Clethrionomys_centralis"	"Spermophilus_undulatus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sorex_araneus"	"Sicista_tianshanica"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_fodiens"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Marmota_baibacina"	"Spermophilus_erythrogenys"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Megabothris_rectangulatus"	"Citellophilus_tesquorum"	"Amphipsylla_rossica"	"Hystrichopsylla_talpae"	"Nosopsyllus_consimilis"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Amalaraeus_penicilliger"	"Neopsylla_teratura"	"Palaeopsylla_soricis"	"Frontopsylla_elatoides"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Frontopsylla_ornata"	"Oropsylla_silantiewi"	"Amphipsylla_primaris"	"Corrodopsylla_birulai"	"Rhadinopsylla_angusta"
"Microtus_arvalis"	1.72402264638143	0.642130717252308	0.3087518173382	0.549627517143736	0.38993179962818	0.210729115262331	0.38993179962818	0.280339003177459	0.259647511966773	0.170866040818091	0.173182179063211	0.123672416039532	0	0.0403253310374055	0.452398151978647	0.492865157123844	0.338920327235497	0.0396966622291971	0.260933967309861	0.378944456213763	0.378635852958901	0.263929614317665	0.302876741112681	0.416045962600968	0.303626276546862	0.264605906910448	0.179817458714176	0.184417852835446	0.0360435861228162	0.144663422568666	0.0412798318233626	0.144721190606249	0	0.0360435861228162	0.0379312407472196	0.0384448591840706
"Clethrionomys_centralis"	0.687997197056044	1.71902112437358	0.315577564004231	0.530013837982998	0.396422292709114	0.18439228723479	0.396422292709114	0.283901800499713	0.264209143713647	0.142647393180173	0.176942428629314	0.124851092002553	0	0.0407594406415658	0.44969846345636	0.498170941174693	0.346956860687794	0.0405742582291154	0.267672402145971	0.387722574665906	0.387711793801458	0.270823829066498	0.310455200623545	0.413186022527663	0.311398087295613	0.271925675195386	0.106566106991164	0.192362590905066	0.0365016600642488	0.0810308696720874	0.110508500852588	0.15178833267595	0	0.0365016600642488	0.0331906117022621	0.0320956634655389
"Spermophilus_undulatus"	0.661611037153285	0.631155128008462	1.53372764750654	0.510365368028811	0.377169942946338	0.192037145441789	0.377169942946338	0.261579273944793	0.214787129864896	0.142302338582221	0.199553468876772	0.114258458575699	0	0.0474410128608983	0.360694251998466	0.579834601633201	0.259832002065234	0.197193554679412	0.184398013475967	0.305377449199459	0.469707017762186	0.193982311649741	0.226200381129475	0.491392199625434	0.391175866329153	0.360641408237159	0.106281374589719	0.277464475137724	0.0336316209357591	0.077974064831358	0.0405742582291154	0.0802709204583125	0	0.0336316209357591	0.034566686179522	0.0320180261809996
"Apodemus_uralensis"	0.68703439642967	0.61834947764683	0.29771313135014	1.58231350611131	0.410013585404005	0.189644034873073	0.410013585404005	0.293808805384295	0.274125060826368	0.146673278414125	0.182302360444335	0.129216910760313	0	0.0419497616883703	0.466445995781158	0.512719309524526	0.360543508632733	0.0382774026021609	0.278540791551932	0.402551195125679	0.398720183210914	0.281649331673654	0.322768090797609	0.42483956603127	0.319926734275815	0.278942048294989	0.108359477706111	0.119250504236666	0.0377754178351237	0.159895576744128	0.0397510378487248	0.080973101634505	0	0.0377754178351237	0.0341359262771531	0.0330014876431781
"Apodemus_agrarius"	0.649886332713633	0.616656899769733	0.293354400069374	0.546684780538674	1.43956535998842	0.199914501563449	0.439565359988419	0.29011620853646	0.275283509133618	0.154319405748159	0.175723707073859	0.13762880338703	0	0.0444586262260132	0.498138139115981	0.54338320942905	0.386143021525115	0.0377169942946338	0.198229949527432	0.429668841249584	0.422105323541325	0.307549839771814	0.348842366141856	0.453273966024463	0.345266834066447	0.196891596160382	0.109699656537575	0.116352403528363	0.0373006553832591	0.0799945385032185	0.0396422292709114	0.0786354092337294	0	0.0373006553832591	0.0359846102814208	0.0347218662933358
"Sorex_araneus"	0.632187345786993	0.516298404257411	0.268852003618505	0.455145683695375	0.359846102814208	1.52940941727534	0.359846102814208	0.273986536455455	0.237656533285119	0.286856091016533	0.14807393074922	0.142122383877422	0	0.0528773590910516	0.630575350435168	0.646278833335076	0.24810231968366	0.034566686179522	0.176133099120818	0.288828828864045	0.280337160288988	0.177226999289476	0.212875479282244	0.586856841458696	0.211793685468998	0.173141099324731	0.377767556335501	0.105688538629004	0.0352268404014156	0.0720671670243727	0.0331906117022621	0.0711218524494817	0	0.0352268404014156	0.275293695109562	0.0645426204787199
"Sicista_tianshanica"	0.649886332713633	0.616656899769733	0.293354400069374	0.546684780538674	0.439565359988419	0.199914501563449	1.43956535998842	0.29011620853646	0.275283509133618	0.154319405748159	0.175723707073859	0.13762880338703	0	0.0444586262260132	0.498138139115981	0.54338320942905	0.386143021525115	0.0377169942946338	0.198229949527432	0.429668841249584	0.422105323541325	0.307549839771814	0.348842366141856	0.453273966024463	0.345266834066447	0.196891596160382	0.109699656537575	0.116352403528363	0.0373006553832591	0.0799945385032185	0.0396422292709114	0.0786354092337294	0	0.0373006553832591	0.0359846102814208	0.0347218662933358
"Dryomys_nitedula"	0.60072643538027	0.567803600999426	0.261579273944793	0.503672237801649	0.373006553832591	0.195704668896753	0.373006553832591	1.65718897553105	0.269684083113371	0.16555035111593	0.149245516248548	0.11401553651934	0	0.0319741075205251	0.545122071610864	0.390794647473085	0.438441741252562	0.0336316209357591	0.363840430486044	0.293159489367438	0.465200990877239	0.184921974788707	0.225374587255713	0.504096419123815	0.218553595724466	0.177532526113871	0.108519255525316	0.106176867122824	0.21306715399685	0.0738190039579398	0.0365016600642488	0.072545246187065	0	0.21306715399685	0.0352268404014156	0.0372488290010842
"Arvicola_terrestris"	0.649118779916933	0.61648800199851	0.250584984842379	0.548250121652737	0.412925263700427	0.198047111070933	0.412925263700427	0.314631430298933	1.33656681253534	0.146528616591008	0.173732590334299	0.154252010748809	0	0.0491069073461128	0.558112966513797	0.600195534230268	0.443219944563409	0.0322180694797344	0.360634891823324	0.488132768146264	0.314042824988061	0.202282310216104	0.402767332096404	0.343570410888588	0.234500379695838	0.19100515978097	0.107564545520761	0.110796567831797	0.0404526124670056	0.0800658859189712	0.039631371557047	0.078578498352063	0	0.0404526124670056	0.0356484799927679	0.0329689387329768
"Neomys_fodiens"	0.640747653067843	0.499265876130605	0.249029092518886	0.440019835242375	0.347218662933358	0.358570113770666	0.347218662933358	0.289713114452877	0.219792924886512	1.58993739385368	0.122783941398524	0.126353939806647	0	0.032506683741505	0.703388226651313	0.397303912396172	0.24320351061352	0.0320180261809996	0.173759778026849	0.271487250369098	0.269878984876211	0.172985742879459	0.205954681612436	0.664531132157342	0.205003769060459	0.163186423288455	0.46072339327987	0.102558548830609	0.0372488290010842	0.0714463468272487	0.0320956634655389	0.0705405226496095	0	0.0372488290010842	0.0645426204787199	0.357735913617079
