"Spermophilus_fulvus"	"Marmota_caudata"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Microtus_gregalis"	"Apodemus_uralensis"	"Allactaga_elater"	"Allactaga_major"	"Marmota_baibacina"	"Alticola_argentatus"	"Microtus_socialis"	"Apodemus_agrarius"	"Microtus_kirgisorum"	"Clethrionomys_centralis"	"Ellobius_talpinus"	"Citellophilus_trispinus"	"Neopsylla_setosa"	"Oropsylla_ilovaiskii"	"Citellophilus_lebedewi"	"Nosopsyllus_aralis"	"Rhadinopsylla_li"	"Oropsylla_silantiewi"	"Neopsylla_teratura"	"Frontopsylla_elata"	"Amphipsylla_schelkovnikovi"	"Pectinoctenus_nemorosa"	"Rhadinopsylla_bivirgis"	"Mesopsylla_hebes"	"Callopsylla_caspia"	"Nosopsyllus_fidus"	"Amphipsylla_rossica"	"Rhadinopsylla_angusta"	"Amphipsylla_asiatica"	"Frontopsylla_macrophthalma"	"Amphipsylla_anceps"	"Ctenophthalmus_assimilis"	"Neopsylla_pleskei"	"Amalaraeus_penicilliger"	"Neopsylla_meridiana"	"Amphipsylla_primaris"	"Ctenophthalmus_golovi"	"Frontopsylla_protera"	"Amphipsylla_sibirica"	"Peromyscopsylla_bidentata"	"Amphipsylla_dumalis"	"Frontopsylla_ornata"	"Rhadinopsylla_cedestis"	"Frontopsylla_ambigua"	"Neopsylla_mana"
"Spermophilus_fulvus"	1.90144613826227	0.052306086474846	0.742671918339316	0.544938074984966	0.311766649361135	0.368504691959415	0.329411092829485	0.187297569985853	0.00890082563962715	0.128201823162835	0.180397152891904	0.273899034493942	0.12054756907664	0.0452417391492382	0.0676275281253693	0.352057393389879	0.285216920739341	0.426174889276513	0.0117688694568403	0.56382387529682	0.0419192533444289	0.0197796125325048	0.236941957661596	0.165920210604502	0.0408703556238724	0.0582093823300906	0.163900099270167	0.238017595156801	0.0990797379539631	0.600579104508102	0.0301503838875885	0.0280589984425021	0.0280589984425021	0.140957968537173	0.109518713467053	0.0948994710930406	0.0408703556238724	0.101535678001415	0.0881596275407999	0.0309991429312656	0.0301503838875885	0.0192302734744253	0.0609481420178357	0.0395890560915825	0.0713027432802886	0.0493806573620138	0.408471486261614	0.0301503838875885	0.0301503838875885
"Marmota_caudata"	0.078459129712269	2.50118717167902	0.155272933423358	0.236649465110271	0.267878384716836	0.670093347057791	0.0460027158554854	0.0370825888781926	0.425622186777312	0.561667580512259	0.0744694869585041	0.0331959139354377	0.06206417065704	0.0763909197296236	0.0371218997334432	0.0257434334649426	0.0117688694568403	0.0360940445324268	0.56276711362778	0.0817231656448183	0.617592932932508	0.945827081727361	0.144118637266329	0.110658147820616	0.0177487098832703	0.0789348739292436	0.0428480505548303	0.0531986616223145	0.0966835838125139	0.141185000719556	0.0548258193047284	0.0241090546245152	0.0241090546245152	0.0243251750755864	0.0586133990734489	0.0380836186326174	0.0177487098832703	0.136288068497022	0.126107901584624	0.647017250704619	0.0548258193047284	0.0842501370768388	0.051131548443994	0.118626050955169	0.0344535647633197	0.139075956381567	0.0267070307277873	0.0548258193047284	0.0548258193047284
"Meriones_tamariscinus"	0.44560315100359	0.0621091733693432	1.82961033707589	0.678692974085902	0.479340962251061	0.4386289050735	0.359435228094982	0.241648093213353	0.010568997989321	0.151650983521956	0.203060037899099	0.115336309652694	0.0944150225370499	0.0517584373529678	0.101299281616132	0.231505402987369	0.0668404726505385	0.31237832930874	0.0139745640081022	0.481463238856486	0.0498623835141158	0.0234866621984911	0.385868594756439	0.294595409501882	0.0509019730564426	0.0790285061086091	0.288061331357279	0.36893425767865	0.129930479165052	0.41268329503521	0.0358878195060136	0.0431406866025955	0.0431406866025955	0.245537856658201	0.139731168186335	0.207805616939426	0.0509019730564426	0.108375094272561	0.116790307187332	0.0367222115363957	0.0358878195060136	0.0227476475282934	0.0689798053361328	0.0460389443371289	0.0964866497837019	0.0586354670343071	0.118741811994251	0.0358878195060136	0.0358878195060136
"Cricetulus_migratorius"	0.272469037492483	0.0788831550367568	0.565577478404918	1.97431324570176	0.559673964651025	0.504059052166672	0.217791985916316	0.20911499094359	0.0134233940293641	0.221534005744197	0.2356744665331	0.0914639711925887	0.0920590569935415	0.0652362775196802	0.161883812410846	0.0917723286803151	0.0408703556238725	0.140775525511486	0.0177487098832703	0.404610271192143	0.0589899050605434	0.029829764509698	0.416461789034769	0.29058731847994	0.148073493427632	0.0916118519958654	0.261709963767152	0.310713160598323	0.239685345423498	0.363672379968979	0.0412411951772731	0.0503706568185923	0.0503706568185923	0.0999051698876138	0.251470905216172	0.101272629875035	0.148073493427632	0.125027333327316	0.231674251107854	0.0509788107448999	0.0412411951772731	0.0332301008616296	0.0823830798538036	0.0625864257454857	0.220921209012513	0.0744712960389027	0.0820291426605373	0.0412411951772731	0.0412411951772731
"Microtus_gregalis"	0.187059989616681	0.107151353886734	0.479340962251061	0.67160875758123	2.00563596330936	0.629678996318737	0.133374361842015	0.107854534970148	0.0182337387916501	0.330928607368936	0.220193282447277	0.0643824444622958	0.124580819075734	0.0750121862944371	0.10812189652055	0.0711996850450976	0.0280589984425021	0.101208916459551	0.0241090546245152	0.233479422319825	0.0756282452324119	0.0405194195370003	0.423736112711811	0.325537770726927	0.0503706568185923	0.232026427305739	0.125867703912232	0.155876935326686	0.282397084124331	0.2581230010637	0.0515191906078967	0.180507236697842	0.180507236697842	0.0731499180170489	0.280421382067072	0.223647923300438	0.0503706568185923	0.286207896387263	0.280517184621775	0.0737483457298556	0.0515191906078967	0.0496392911053404	0.0832989723831341	0.0833947749378371	0.0990255102528395	0.101158481713237	0.0570310984505352	0.0515191906078967	0.0515191906078967
"Apodemus_uralensis"	0.20100255925059	0.243670308021015	0.398753550066818	0.549882602363642	0.572435451198852	2.24669278474905	0.113360166403435	0.0894597394857745	0.0414649053565173	0.308144955222205	0.153918094970621	0.0875485105904614	0.0989301093801692	0.0611495657029818	0.0967445919747098	0.0660382033936021	0.0301503838875885	0.091544240834375	0.0548258193047284	0.19425492922577	0.238646138056924	0.0921442341255939	0.390635161800388	0.312468524043379	0.0412411951772731	0.235339509360092	0.103966936529019	0.129472973969792	0.276580704537365	0.375015096309854	0.183820318752195	0.0515191906078967	0.0515191906078967	0.0613938569467865	0.127391957153559	0.0874070101139103	0.0412411951772731	0.142259483112304	0.138982129068501	0.101047562588059	0.183820318752195	0.0462217432833307	0.0621488759347315	0.0737390478496725	0.0847762615658925	0.230042062035526	0.0695472136532961	0.183820318752195	0.183820318752195
"Allactaga_elater"	0.494116639244227	0.0460027158554854	0.898588070237454	0.653375957748949	0.333435904605038	0.311740457609447	1.58501887269982	0.300681133374139	0.0078281932443158	0.119491938390374	0.215503080618305	0.0992819926008161	0.0696004885573044	0.0502275508469809	0.0782648991041919	0.154990422208005	0.0741174958866341	0.511619668565464	0.0103506110674842	0.699315398547995	0.0358566485082571	0.0173959849873684	0.269098789743773	0.185391392007768	0.0490031968311711	0.0555152688552264	0.220080463164784	0.576709709522242	0.104518465686398	0.305496773001103	0.0255060374407729	0.0300092314144535	0.0300092314144535	0.437502172678829	0.127500621384743	0.110882157735824	0.0490031968311712	0.0792532420237965	0.0969362190041807	0.0282744018260403	0.0255060374407729	0.017923790758556	0.0710905910202601	0.0405261886396975	0.0842224014280575	0.043429828199329	0.118794392557001	0.0255060374407729	0.0255060374407729
"Allactaga_major"	0.374595139971707	0.0494434518375901	0.805493644044509	0.836459963774359	0.359515116567159	0.328019044781173	0.400908177832185	1.43142417376417	0.00841369663622857	0.132268035208267	0.2378143964798	0.0857670157131893	0.0679456564333683	0.055473613479223	0.0896167682139134	0.128683698959762	0.056189270995756	0.218888038972003	0.0111247766634578	0.764558027592287	0.0379626985091901	0.0186971036360635	0.288258992488075	0.194423207583859	0.0627344972830769	0.0591942823367766	0.564656177376334	0.654860517388576	0.121928779619854	0.287426820554522	0.0268379218457323	0.0323563604910443	0.0323563604910443	0.162698767976247	0.148599096982076	0.10485078845505	0.0627344972830769	0.0827721111673	0.114931063055361	0.0309649819446978	0.0268379218457323	0.01984020528124	0.0784713652736053	0.0448033313468904	0.103062042979338	0.0466781271269723	0.0947844280666912	0.0268379218457323	0.0268379218457323
"Marmota_baibacina"	0.0534049538377629	1.70248874710925	0.10568997989321	0.161080728352369	0.182337387916502	0.45611395892169	0.0313127729772632	0.0252410899086857	1.97038148847867	0.382311546399101	0.0506893146524271	0.0225955380568946	0.0422453598589937	0.0519971806562984	0.0252678477177219	0.0175228412660533	0.00801074307566444	0.0245682151859376	0.383059968099581	0.0556266925817671	0.420378382920447	2.15640330773039	0.0980975598199382	0.0753219325501673	0.0120810546264277	0.0537287797333507	0.0291654797894223	0.0362108537093065	0.0658098343597784	0.0961007147754962	0.0373184148208655	0.0164103649124851	0.0164103649124851	0.0165574721102731	0.0398965153357089	0.025922463102874	0.0120810546264277	0.0927675088088974	0.0858381514987779	0.440406700059447	0.0373184148208655	0.0573467319598651	0.0348038270921304	0.0807454632551994	0.0234515860994025	0.0946651467807307	0.018178735201267	0.0373184148208655	0.0373184148208655
"Alticola_argentatus"	0.128201823162835	0.374445053674839	0.25275163920326	0.443068011488395	0.551547678948227	0.564932417907375	0.079661292260249	0.0661340176041333	0.0637185910665167	2.04853972433354	0.158546261347435	0.0517372600501489	0.161483140755045	0.25937687454444	0.0590141083904087	0.0419779210027187	0.0192302734744253	0.0599017117612747	0.0842501370768388	0.148644926707317	0.13047188036017	0.141596869036704	0.214068040357451	0.151838782778594	0.0332301008616296	0.0958610343886712	0.075817953671163	0.0937417444297191	0.129091135250301	0.217378945510016	0.0462217432833307	0.0496392911053404	0.0496392911053404	0.0406714382868495	0.118542300770143	0.0723869386336339	0.0332301008616296	0.429587663095141	0.390150350617001	0.391531095726869	0.0462217432833307	0.30728095865003	0.152392502348171	0.424000552195028	0.0597864496373135	0.353502701933361	0.0425120404969923	0.0462217432833307	0.0462217432833307
