"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Alstonia_macrophylla"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Chrysobalanus_icaco"	"Paragenipa_wrightii"	"Roscheria_melanochaetes"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_130"	"Phelsuma_sp1_M_PL_130"	"Unidentified_sp2_M_PL_130"	"Unidentified_sp1_M_PL_130"	"Unidentified_sp5_M_PL_130"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Rhynchium_brunneum"	"Unidentified_sp6_M_PL_130"	"Unidentified_sp7_M_PL_130"	"Hemipyrellia_sp1_M_PL_130"	"Mabuya_sechellensis"	"Unidentified_sp4_M_PL_130"	"Ornidia_obesa"	"Simosyrphus_aegyptius"	"Forcipomyia_sp1_M_PL_130"	"Lygistorrhina_sp1_M_PL_130"	"Rhiparida_seychellensis"	"Scaptodrosophila_sp1_M_PL_130"	"Ceratina_tabescens"	"Cratopus_aurostriatus"	"Megachile_seychellensis"	"Polistes_olivaceus"
"Nephrosperma_vanhoutteanum"	2.17765505901892	0.95203372733399	0.755520599461527	0.379238571180156	0.340735994233838	0.198345981771289	0.193110534183525	0.2665174275536	0	0.548219349821006	0.548219349821006	0.354116796331948	0.0659100272769685	0.0568857856770233	0.163324129426419	0.305899755406001	0.0659100272769685	0.124882639628561	0.345204147614573	0.127500648482924	0.113883164236617	0.0479731369596481	0.297231010654925	0.0568857856770233	0.113883164236617	0.297231010654925	0.231320983377956	0.229234156703387	0.239989728129032	0.0479731369596481	0.163324129426419	0.0579331602550574	0.0659100272769685	0	0.0679968539515375
"Phoenicophorium_borsigianum"	0.878800363692914	2.28633697505706	0.673793529523806	0.35299502252633	0.273668322259325	0.182494161982504	0.178861386533085	0.436208133161815	0	0.507767602880036	0.507767602880036	0.337785565817011	0.158284867503951	0.0529492533789496	0.0659100272769685	0.285770267289267	0.158284867503951	0.113590671036092	0.363353776407188	0.115389666251894	0.236802331473077	0.0785174639691267	0.284836312438062	0.0529492533789495	0.236802331473077	0.284836312438062	0.126551444934111	0.224194894780919	0.127485399785317	0.0785174639691267	0.0659100272769685	0.0536584159599255	0.158284867503951	0	0.0606414176571426
"Alstonia_macrophylla"	0.906624719353833	0.875931588380948	2.00597963429047	0.477679953813991	0.263127173324805	0.266793725149378	0.204841639815682	0.262179460607737	0	0.58152265525452	0.58152265525452	0.380828431766921	0.0606414176571426	0.0716519930720987	0.0679968539515375	0.187841885606761	0.0606414176571426	0.252190160158241	0.356368741604215	0.260576284630956	0.107833720566535	0.0471923029093926	0.309176438694822	0.0716519930720987	0.107833720566535	0.309176438694822	0.24853502103768	0.12863827160868	0.127200467949619	0.0471923029093926	0.0679968539515375	0.0614524919447047	0.0606414176571426	0	0.180538167086142
"Gastonia_crassa"	0.758477142360311	0.764822548807049	0.796133256356652	1.98846880146005	0.283574009116628	0.242098470160913	0.242701068228418	0.186882598246823	0	0.68900136591512	0.68900136591512	0.479757352347079	0.0529492533789496	0.298270320219007	0.0568857856770233	0.173639191107214	0.0529492533789496	0.369922313291106	0.2151258998125	0.144281534120372	0.0865881210633777	0.0336388676844282	0.181487032128072	0.298270320219007	0.0865881210633777	0.181487032128072	0.128537778749122	0.109835039055973	0.120689937728265	0.0336388676844282	0.0568857856770234	0.0728103204685253	0.0529492533789495	0	0.0716519930720987
"Erythroxylum_sechellarum"	1.02220798270151	0.889422047342805	0.657817933312012	0.425361013674943	1.53064768740621	0.257827405405879	0.26901243750267	0.210861387390809	0	0.763696419799247	0.763696419799247	0.261248737260284	0.0615753725083481	0.0638041520512414	0.0766655987026135	0.482636700877359	0.0615753725083481	0.123007766049322	0.235399634939388	0.136551835619845	0.0995304222386936	0.0379550497303456	0.197444585209043	0.0638041520512414	0.0995304222386936	0.197444585209043	0.135869212700695	0.138240971210962	0.421061328369011	0.0379550497303456	0.0766655987026135	0.080703731250801	0.0615753725083481	0	0.0592036139980811
"Chrysobalanus_icaco"	0.793383927085155	0.790808035257519	0.889312417164594	0.484196940321825	0.343769873874506	1.45748386135998	0.307816968741394	0.19638587093187	0	0.873858172371401	0.873858172371401	0.266919701719225	0.0547482485947513	0.0726295410482738	0.0595037945313866	0.191600264747902	0.0547482485947513	0.152667658593087	0.229639617438688	0.517283275952807	0.0900977053624878	0.0353494567677365	0.194290160670951	0.0726295410482737	0.0900977053624879	0.194290160670951	0.1395419120762	0.114252043126138	0.13685201615315	0.0353494567677365	0.0595037945313866	0.0923450906224182	0.0547482485947513	0	0.0800381175448134
"Paragenipa_wrightii"	0.772442136734098	0.775066008310036	0.682805466052274	0.485402136456835	0.35868325000356	0.307816968741394	1.69672336518656	0.184218563252086	0	0.9279202200574	0.9279202200574	0.245854388628213	0.0536584159599255	0.0728103204685253	0.0579331602550574	0.192295307465784	0.0536584159599256	0.13426281241323	0.206203409545063	0.153797582567123	0.086817757345301	0.0331593413853755	0.173044068159688	0.0728103204685253	0.086817757345301	0.173044068159688	0.119385652199762	0.111591576214983	0.138636891505858	0.0331593413853755	0.0579331602550574	0.509017009555968	0.0536584159599255	0	0.0614524919447047
"Roscheria_melanochaetes"	0.639641826128641	1.13414114622072	0.524358921215474	0.224259117896188	0.168689109912647	0.117831522559122	0.110531137951252	2.3437051128528	0	0.313785619406053	0.313785619406053	0.207321771522596	0.0785174639691267	0.0336388676844282	0.0479731369596481	0.16444565065912	0.0785174639691267	0.0808311705938208	0.595549824151672	0.0825417596771292	0.500384384282631	0.421866920313505	0.173682903838167	0.0336388676844281	0.500384384282631	0.173682903838167	0.0951654398690407	0.126490600928775	0.0859281866899936	0.421866920313504	0.0479731369596481	0.0331593413853755	0.0785174639691267	0	0.0471923029093926
"Excoecaria_benthiamiana"	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0
"Apis_mellifera"	0.939804599693152	0.94299697677721	0.8307466503636	0.590572599355817	0.436397954170998	0.374510645302029	0.397680094310314	0.224132585290038	0	1.62896960106984	0.628969601069837	0.299122839497659	0.0652844060845761	0.0885858899033725	0.0704853449769864	0.233959290750037	0.0652844060845761	0.163353088436096	0.250880814946493	0.187120392123333	0.105628271436783	0.0403438653522068	0.210536949594287	0.0885858899033724	0.105628271436783	0.210536949594287	0.14525254350971	0.135769751061563	0.168674884665461	0.0403438653522068	0.0704853449769865	0.119304028293094	0.0652844060845761	0	0.074767198532724
"Lasioglossum_mahense"	0.939804599693153	0.94299697677721	0.8307466503636	0.590572599355817	0.436397954170998	0.374510645302029	0.397680094310314	0.224132585290038	0	0.628969601069837	1.62896960106984	0.299122839497659	0.0652844060845761	0.0885858899033725	0.0704853449769864	0.233959290750037	0.0652844060845761	0.163353088436096	0.250880814946493	0.187120392123333	0.105628271436783	0.0403438653522068	0.210536949594287	0.0885858899033724	0.105628271436783	0.210536949594287	0.14525254350971	0.135769751061563	0.168674884665461	0.0403438653522068	0.0704853449769865	0.119304028293094	0.0652844060845761	0	0.074767198532724
"Hemipyrellia_germana"	1.06235038899584	1.09780308890529	0.952071079417302	0.719636028520618	0.261248737260284	0.200189776289419	0.18439079147116	0.259152214403244	0	0.523464969120903	0.523464969120903	1.34930983290917	0.0760017523088275	0.107945404278093	0.0796762791746883	0.21445899736708	0.0760017523088275	0.19363180142565	0.288011827223657	0.145743330034383	0.122649150901412	0.046647398592584	0.241364428631073	0.107945404278093	0.122649150901412	0.241364428631073	0.165362676322246	0.155678031483516	0.138457245058252	0.046647398592584	0.0796762791746884	0.0553172374413479	0.0760017523088275	0	0.0856863971475572
"Unidentified_sp3_M_PL_130"	0.790920327323622	2.05770327755136	0.606414176571426	0.317695520273697	0.246301490033392	0.164244745784254	0.160975247879777	0.392587319845634	0	0.456990842592033	0.456990842592033	0.30400700923531	1.14245638075356	0.0476543280410546	0.0593190245492717	0.25719324056034	0.142456380753556	0.102231603932483	0.32701839876647	0.103850699626704	0.21312209832577	0.0706657175722141	0.256352681194256	0.0476543280410546	0.21312209832577	0.256352681194256	0.1138963004407	0.201775405302827	0.114736859806785	0.0706657175722141	0.0593190245492717	0.048292574363933	0.142456380753556	0	0.0545772758914283
