"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Roscheria_melanochaetes"	"Campnosperma_seychellarum"	"Psychotria_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_121"	"Rhiparida_seychellensis"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_121"	"Unidentified_sp4_M_PL_121"	"Unidentified_sp6_M_PL_121"	"Unidentified_sp1_M_PL_121"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_121"	"Cratopus_aurostriatus"	"Polistes_olivaceus"	"Simosyrphus_aegyptius"	"Unidentified_sp5_M_PL_121"	"Forcipomyia_litoraurea"	"Forcipomyia_sp1_M_PL_121"	"Lygistorrhina_sp1_M_PL_121"	"Nectarinia_dussumieri"	"Pachycerina_seychellensis"	"Unidentified_sp7_M_PL_121"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	2.22906358926677	0.369763830775775	0.215432909966518	0.215432909966518	0.555768014522115	0.707490560018738	0.234146542935009	0.399588766847845	0.165543794094999	0.170926976342556	0.613451527751445	0.522624566621528	0.182377930030918	0.328328524955082	0.321908933060202	0.409131720267679	0.139531003029285	0.0646298729899553	0.0744947073427497	0.337030679536882	0.234245437508072	0.0599383150271768	0.261970618033026	0.265574791955467	0.0646298729899553	0.261970618033026	0.0599383150271768	0.0599383150271768	0.182377930030918	0.0702439628805026	0.0714558875814148	0.079592688002108	0.0714558875814149
"Chrysobalanus_icaco"	1.01685053463338	1.63193684097102	0.235367664132306	0.235367664132306	0.731638468710945	0.592604951150613	0.240019748353321	0.288550216108589	0.115607390246431	0.175214416297925	0.836523464582455	0.428435852944644	0.0831968619245494	0.229287990655422	0.193147451345282	0.300717330769056	0.109950589420732	0.0706102992396919	0.0520233256108941	0.544450454263009	0.527921649342903	0.0432825324162884	0.149864918928993	0.45038265114303	0.0706102992396919	0.149864918928993	0.0432825324162884	0.0432825324162884	0.0831968619245494	0.0720059245059964	0.0940678031199787	0.0666680570044439	0.0940678031199787
"Memecylon_eleagni"	0.789920669877231	0.313823552176408	1.72860939369284	0.358746379994212	0.571893325959381	0.538420202860516	0.266895999401842	0.409910585842139	0.0901037053689251	0.194834079563345	1.00272018186888	0.886424607703263	0.0646298729899552	0.178705682315035	0.186688733688084	0.292946281435821	0.122058860698129	0.107623913998264	0.0405466674160163	0.208769314138711	0.204711713970563	0.0614865878763209	0.125202145811763	0.135240172229647	0.518582818107853	0.125202145811763	0.0614865878763209	0.0614865878763209	0.0646298729899553	0.0800687998205527	0.0735291419090633	0.060572272821808	0.0735291419090633
"Erythroxylum_sechellarum"	0.789920669877231	0.313823552176408	0.358746379994212	1.72860939369284	0.571893325959381	0.538420202860516	0.266895999401842	0.409910585842139	0.0901037053689251	0.194834079563345	1.00272018186888	0.886424607703263	0.0646298729899553	0.178705682315035	0.186688733688084	0.292946281435821	0.122058860698129	0.518582818107853	0.0405466674160163	0.208769314138711	0.204711713970563	0.0614865878763209	0.125202145811763	0.135240172229647	0.107623913998264	0.125202145811763	0.0614865878763209	0.0614865878763209	0.0646298729899553	0.0800687998205527	0.0735291419090633	0.060572272821808	0.0735291419090633
"Dillenia_ferruginea"	0.873349737106181	0.418079124977683	0.245097139696878	0.245097139696878	2.03142098540964	0.554249362540302	0.20457025140794	0.32501966230473	0.216938208068812	0.149336283527796	0.702337075653507	0.590802872155132	0.0714558875814148	0.430260779336477	0.182561890212908	0.262381343877089	0.111106002631493	0.0735291419090633	0.0976221936309655	0.426706388825491	0.41760355452986	0.0487529493457095	0.133808940867199	0.165523690701394	0.0735291419090633	0.133808940867199	0.0487529493457095	0.0487529493457095	0.0714558875814148	0.0613710754223819	0.261182698124097	0.0623530532857839	0.261182698124097
"Phoenicophorium_borsigianum"	0.972799520025764	0.296302475575306	0.201907576072693	0.201907576072693	0.484968192222764	2.04351330449915	0.220631391324742	0.587493633741083	0.0925733095355817	0.161060915667062	0.468425173383552	0.581109578748825	0.079592688002108	0.183603730578904	0.397611979819425	0.448154764205863	0.318019291817317	0.060572272821808	0.0416579892910118	0.208613798292336	0.358916357046383	0.0881240450611624	0.309487934758263	0.146260745006552	0.060572272821808	0.309487934758263	0.0881240450611624	0.0881240450611624	0.079592688002108	0.0661894173974226	0.0623530532857839	0.229895246756155	0.0623530532857839
"Northea_hornei"	0.858537324095032	0.320026331137762	0.266895999401842	0.266895999401842	0.477330586618526	0.588350376865978	1.80857591834004	0.270449043942238	0.0858358945453594	0.320260420388226	1.0504485271267	0.398509411932748	0.0702439628805026	0.170241190848296	0.177000736869261	0.823123344954638	0.106756773988758	0.0800687998205527	0.0386261525454118	0.203620962808881	0.199566417325801	0.0405673565913357	0.136433380277925	0.142249887386499	0.0800687998205527	0.136433380277925	0.0405673565913357	0.0405673565913357	0.0702439628805026	0.542572775502011	0.0613710754223819	0.0661894173974226	0.0613710754223819
"Roscheria_melanochaetes"	0.732579405887717	0.19236681073906	0.20495529292107	0.20495529292107	0.379189606022185	0.78332484498811	0.135224521971119	2.46096261104789	0.0708856071997084	0.0987139010389169	0.359935584600665	0.688932876843873	0.0599383150271768	0.140589787612755	0.517206751745522	0.233050972147188	0.457268436718346	0.0614865878763209	0.0318985232398688	0.151973796789175	0.18015952682316	0.369144391657183	0.148062360088339	0.103220847443465	0.0614865878763209	0.148062360088339	0.369144391657183	0.369144391657183	0.0599383150271768	0.0405673565913357	0.0487529493457095	0.0881240450611624	0.0487529493457095
"Campnosperma_seychellarum"	0.910490867522497	0.231214780492863	0.135155558053388	0.135155558053388	0.759283728240842	0.370293238142327	0.128753841818039	0.212656821599125	2.28616319628721	0.0939903045271686	0.38615535099928	0.326766748336628	0.0744947073427497	1.20089033930296	0.14805121987363	0.197074486216399	0.0735565125308806	0.0405466674160163	1.02877343832924	0.224140226584609	0.191303508532871	0.0318985232398688	0.116152696633762	0.126518032953644	0.0405466674160163	0.116152696633762	0.0318985232398688	0.0318985232398688	0.0744947073427497	0.0386261525454118	0.0976221936309654	0.0416579892910118	0.0976221936309654
"Psychotria_pervillei"	0.94009836988406	0.350428832595849	0.292251119345017	0.292251119345017	0.522676992347286	0.644243662668247	0.480390630582339	0.296141703116751	0.0939903045271686	1.35068516032511	1.15024113720374	0.436367806066359	0.0769171393541503	0.186414103978884	0.193815806871841	0.901320062725329	0.11689866751769	0.0876753358035052	0.0422956370372259	0.222964954275725	0.218525226971752	0.0444212554675126	0.149394551404328	0.155763626688216	0.0876753358035052	0.149394551404328	0.0444212554675126	0.0444212554675126	0.0769171393541503	0.144117189174702	0.0672013275875082	0.0724774120501777	0.0672013275875082
