"Spondias_cytherea"	"Uvaria_sp."	"Cerbera_manghas"	"Ochrosia_coccinea"	"Ochrosia_oppositifolia"	"Barringtonia_calyptrocalyx"	"Garcinia_hollrungii"	"Garcinia_ledermannii"	"Terminalia_sp."	"Pimelodendron_amboinicum"	"Pangium_edule"	"Gnetum_costatum"	"Gnetum_gnemon"	"Medusanthera_laxiflora"	"Neuburgia_corynocarpa"	"Ficus_conocephaliafolia"	"Ficus_hispidioides"	"Myristica_sp."	"Syzygium_pachycladum"	"Syzygium_samaragense"	"Syzygium_longipes"	"Syzygium_sp."	"Galearia_celebica"	"Morinda_bracteata"	"Nauclea_orientalis"	"Randia_dryadum"	"Versteegia_cauliflora"	"Pometia_pinnata"	"Phaleria_macrocarpa"	"Gmelina_moluccana"	"Adrama_selecta"	"Bactrocera_bancroftii"	"Bactrocera_bullata"	"Bactrocera_cheesmane"	"Bactrocera_diaphana"	"Bactrocera_enochra"	"Bactrocera_frauenfeldi"	"Bactrocera_hastigerina"	"Bactrocera_lineata"	"Bactrocera_neocheesmanae"	"Bactrocera_paramusae"	"Bactrocera_penefurva"	"Bactrocera_tinomiscii"	"Bactrocera_trivialis"	"Bactrocera_sp._1"	"Bactrocera_sp._2"	"Bactrocera_sp._3"	"Bactrocera_sp._4"	"Bactrocera_sp._5"	"Bactrocera_sp._6"	"Bactrocera_sp._7"	"Bactrocera_sp._8"	"Bactrocera_sp._9"	"Bactrocera_sp._10"	"Bactrocera_sp._11"	"Euphranta_marginata"	"Euphranta_perkinsi"	"Euphranta_quatei"	"Euphranta_sp."
"Spondias_cytherea"	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	0	0	1.57894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	0	0	0	0
"Uvaria_sp."	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0
"Cerbera_manghas"	0	0	2.61165322359282	0	1.43669246788102	0	0	0	0	0	0.888839962651339	0	0	0	0	0	0.32597224061166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431007740364306	1.97519991700298	0	0	0	0	1.60625169098108	0	0	0.7243827569148	0	0	0	0	0
"Ochrosia_coccinea"	0	0	0	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06578947368421	0	0	0	0	0	1.06578947368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	0	2.36842105263158
"Ochrosia_oppositifolia"	0	0	0.957794978587347	0	3.24347596156851	0	0	0	0	0	0.32597224061166	0	0	0	0	0	0.735914713969326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.973042788470553	0.7243827569148	0	0	0	0	1.40405052883486	0	0	1.63536603104295	0	0	0	0	0
"Barringtonia_calyptrocalyx"	0	0	0	0	0	2.19905151983344	0	0	0.468441144278696	0	0	0	0	0	0	0	0	0	0.605307609478413	0.605307609478413	0.278722480845824	0.278722480845824	0.278722480845824	0	0	0	0	0	0.548882569130402	0	0.659715455950033	0	0.246997156108681	0	0	0	1.45148946058929	0	0	0	0	0.210798514925413	0	2.16784151768974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Garcinia_hollrungii"	0	0	0	0	0	0	3.31651045421774	0.973323720259553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.973323720259553	0	0	0	0	0	0	0	1.49242970439798	0	0	0	0	0	3.24441240086518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Garcinia_ledermannii"	0	0	0	0	0	0	1.94664744051911	2.15825522710887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15825522710887	0	0	0	0	0	0	0	0.875991348233598	0	0	0	0	0	3.86085075702956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Terminalia_sp."	0	0	0	0	0	0.702661716418044	0	0	2.2363297696134	0	0	0	0	0	0	0	0	0	0.512943052985172	0.512943052985172	0.330616212919976	0.330616212919976	0.330616212919976	0	0	0	0	0	0.30643166397512	0	0.210798514925413	0	0.137894248788804	0	0	0	0.810341511400872	0	0	0	0	1.00634839632603	0	2.57145943382203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pimelodendron_amboinicum"	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	0	0	1.57894736842105	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	0	0	0	0	0	0	0	0	0	0	0	0
"Pangium_edule"	0	0	1.77767992530268	0	0.97791672183498	0	0	0	0	0	2.28568098298116	0	0	0	0	0	0.221880264618021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293375016550494	2.85706885106925	0	0	0	0	1.0933309829367	0	0	0.493067254706713	0	0	0	0	0
"Gnetum_costatum"	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	2.36842105263158	0	0	0	0	0	0
"Gnetum_gnemon"	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36842105263158	2.36842105263158	0	0	0	0	0	0
"Medusanthera_laxiflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neuburgia_corynocarpa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0
"Ficus_conocephaliafolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59033162844415	0	0	0	0	0	0	0	0	0	0	0	2.67282626629269	0	0	0	0	0	0	0	0	0	0	3.53407028543145	0	0	0	0	0	0	0	0	1.20277181983171	0	0	0	0	0	0	0	0	0	0	0
"Ficus_hispidioides"	0	0	0.65194448122332	0	2.20774414190798	0	0	0	0	0	0.221880264618021	0	0	0	0	0	2.18158900698752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.662323242572393	0.493067254706713	0	0	0	0	0.955698259122887	0	0	2.62575334886117	0	0	0	0	0
"Myristica_sp."	0	0	0	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40612560813799	0	0	0	0	0	0.725453339230429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61211853162318	0	3.12472357363998
"Syzygium_pachycladum"	0	0	0	0	0	0.90796141421762	0	0	0.512943052985172	0	0	0	0	0	0	0	0	0	1.66281183237886	0.662811832378863	0.305201116526177	0.305201116526177	0.305201116526177	0	0	0	0	0	0.601026413197791	0	0.272388424265286	0	0.270461885939006	0	0	0	1.58938095934527	0	0	0	0	0.230824373843327	0	2.37378646187027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
