"Giraffe"	"Buffalo"	"Eland"	"Zebra"	"Waterbuck"	"Wildebeest"	"Kongoni"	"Topi"	"Warthog"	"Reedbuck"	"Impala"	"Gr_Gazelle"	"Bushbuck"	"Th_Gazelle"	"Oribi"	"Dikdik"	"lion"	"Leopard"	"hyaena"	"Cheetah"	"wild_dog"	"caracal"	"canis_meso"	"canis_aureus"
"Giraffe"	1.109485212635	0.109485212634999	0.109485212634999	0.265276118101434	0.265276118101434	0.315666244080946	0.265276118101434	0.265276118101434	0.315666244080946	0.315666244080946	0.315666244080946	0.364079682557708	0.213776562809913	0.364079682557708	0.263352919710413	0.405643960466584	1.94640378017776	0.750793706063262	0.686660737220288	0.447912230928998	0.639385075639859	0.0521542234885608	0.0521542234885608	0.161378128255873
"Buffalo"	0.109485212634999	1.109485212635	0.109485212634999	0.265276118101434	0.265276118101434	0.315666244080946	0.265276118101434	0.265276118101434	0.315666244080946	0.315666244080946	0.315666244080946	0.364079682557708	0.213776562809913	0.364079682557708	0.263352919710413	0.405643960466584	1.94640378017776	0.750793706063262	0.686660737220288	0.447912230928998	0.639385075639859	0.0521542234885608	0.0521542234885608	0.161378128255873
"Eland"	0.109485212634999	0.109485212634999	1.109485212635	0.265276118101434	0.265276118101434	0.315666244080946	0.265276118101434	0.265276118101434	0.315666244080946	0.315666244080946	0.315666244080946	0.364079682557708	0.213776562809913	0.364079682557708	0.263352919710413	0.405643960466584	1.94640378017776	0.750793706063262	0.686660737220288	0.447912230928998	0.639385075639859	0.0521542234885608	0.0521542234885608	0.161378128255873
"Zebra"	0.0663190295253586	0.0663190295253586	0.0663190295253586	1.27871269881768	0.27871269881768	0.33064048716448	0.27871269881768	0.27871269881768	0.33064048716448	0.33064048716448	0.33064048716448	0.380296072966082	0.208406066082954	0.380296072966082	0.25778031450374	0.40000953571327	1.17900496933971	0.999943589621239	0.937421769796353	0.46158034086044	0.890513221409049	0.051429797448849	0.051429797448849	0.165518619338674
"Waterbuck"	0.0663190295253586	0.0663190295253586	0.0663190295253586	0.27871269881768	1.27871269881768	0.33064048716448	0.27871269881768	0.27871269881768	0.33064048716448	0.33064048716448	0.33064048716448	0.380296072966082	0.208406066082954	0.380296072966082	0.25778031450374	0.40000953571327	1.17900496933971	0.999943589621239	0.937421769796353	0.46158034086044	0.890513221409049	0.051429797448849	0.051429797448849	0.165518619338674
"Wildebeest"	0.0631332488161893	0.0631332488161893	0.0631332488161893	0.264512389731584	0.264512389731584	1.33815248485031	0.264512389731584	0.264512389731584	0.33815248485031	0.33815248485031	0.33815248485031	0.389285601104678	0.197564406678885	0.389285601104678	0.269622725944206	0.417340315128256	1.12236886784337	0.951909096039654	0.892639774035988	0.654578623277562	0.837585942185718	0.05365804051649	0.05365804051649	0.170443720847893
"Kongoni"	0.0663190295253586	0.0663190295253586	0.0663190295253586	0.27871269881768	0.27871269881768	0.33064048716448	1.27871269881768	0.27871269881768	0.33064048716448	0.33064048716448	0.33064048716448	0.380296072966082	0.208406066082954	0.380296072966082	0.25778031450374	0.40000953571327	1.17900496933971	0.999943589621239	0.937421769796353	0.46158034086044	0.890513221409049	0.051429797448849	0.051429797448849	0.165518619338674
"Topi"	0.0663190295253586	0.0663190295253586	0.0663190295253586	0.27871269881768	0.27871269881768	0.33064048716448	0.27871269881768	1.27871269881768	0.33064048716448	0.33064048716448	0.33064048716448	0.380296072966082	0.208406066082954	0.380296072966082	0.25778031450374	0.40000953571327	1.17900496933971	0.999943589621239	0.937421769796353	0.46158034086044	0.890513221409049	0.051429797448849	0.051429797448849	0.165518619338674
"Warthog"	0.0631332488161893	0.0631332488161893	0.0631332488161893	0.264512389731584	0.264512389731584	0.33815248485031	0.264512389731584	0.264512389731584	1.33815248485031	0.33815248485031	0.33815248485031	0.389285601104678	0.197564406678885	0.389285601104678	0.269622725944206	0.417340315128256	1.12236886784337	0.951909096039654	0.892639774035988	0.654578623277562	0.837585942185718	0.05365804051649	0.05365804051649	0.170443720847893
"Reedbuck"	0.0631332488161893	0.0631332488161893	0.0631332488161893	0.264512389731584	0.264512389731584	0.33815248485031	0.264512389731584	0.264512389731584	0.33815248485031	1.33815248485031	0.33815248485031	0.389285601104678	0.197564406678885	0.389285601104678	0.269622725944206	0.417340315128256	1.12236886784337	0.951909096039654	0.892639774035988	0.654578623277562	0.837585942185718	0.05365804051649	0.05365804051649	0.170443720847893
"Impala"	0.0631332488161893	0.0631332488161893	0.0631332488161893	0.264512389731584	0.264512389731584	0.33815248485031	0.264512389731584	0.264512389731584	0.33815248485031	0.33815248485031	1.33815248485031	0.389285601104678	0.197564406678885	0.389285601104678	0.269622725944206	0.417340315128256	1.12236886784337	0.951909096039654	0.892639774035988	0.654578623277562	0.837585942185718	0.05365804051649	0.05365804051649	0.170443720847893
