"Giraffe"	"Buffalo"	"Eland"	"Zebra"	"Waterbuck"	"Wildebeest"	"Kongoni"	"Topi"	"Warthog"	"Reedbuck"	"Impala"	"Gr_Gazelle"	"Bushbuck"	"Th_Gazelle"	"Oribi"	"Dikdik"	"lion"	"Leopard"	"hyaena"	"Cheetah"	"wild_dog"	"caracal"	"canis_meso"	"canis_aureus"
"Gr_Gazelle"	0.0606799470929514	0.0606799470929514	0.0606799470929514	0.253530715310721	0.253530715310721	0.324404667587231	0.253530715310721	0.253530715310721	0.324404667587231	0.324404667587231	0.324404667587231	1.42583061434384	0.189168090509574	0.425830614343839	0.259257053559174	0.469290149109753	1.0787546149858	0.914918757834833	0.858168330681961	0.629990686902312	0.79624861589848	0.0603373048855396	0.0603373048855396	0.338086489188691
"Bushbuck"	0.0712588542699709	0.0712588542699709	0.0712588542699709	0.277874754777272	0.277874754777272	0.329274011131475	0.277874754777272	0.277874754777272	0.329274011131475	0.329274011131475	0.329274011131475	0.378336181019148	1.224852037927	0.378336181019148	0.250064108431634	0.38919775989501	1.26682407591059	1.07442516938167	0.70696955800357	0.456882278704025	0.968121032998052	0.0500397119865013	0.0500397119865013	0.163540566292246
"Th_Gazelle"	0.0606799470929514	0.0606799470929514	0.0606799470929514	0.253530715310721	0.253530715310721	0.324404667587231	0.253530715310721	0.253530715310721	0.324404667587231	0.324404667587231	0.324404667587231	0.425830614343839	0.189168090509574	1.42583061434384	0.259257053559174	0.469290149109753	1.0787546149858	0.914918757834833	0.858168330681961	0.629990686902312	0.79624861589848	0.0603373048855396	0.0603373048855396	0.338086489188691
"Oribi"	0.0658382299276031	0.0658382299276031	0.0658382299276031	0.25778031450374	0.25778031450374	0.337028407430257	0.25778031450374	0.25778031450374	0.337028407430257	0.337028407430257	0.337028407430257	0.388885580338761	0.187548081323726	0.388885580338761	1.2840435391201	0.437045536096699	1.17045742093517	0.992694200130638	0.93642977573352	0.704427492680155	0.647592834901897	0.0561915689267184	0.0561915689267184	0.172857243028347
"Dikdik"	0.057949137209512	0.057949137209512	0.057949137209512	0.22857687755044	0.22857687755044	0.298100225091611	0.22857687755044	0.22857687755044	0.298100225091611	0.298100225091611	0.298100225091611	0.402248699236931	0.166799039955004	0.402248699236931	0.249740306340971	1.76156532777027	1.03020688372466	0.873744213258975	0.823704501272473	0.617985311477078	0.591065673618936	0.22648697071332	0.22648697071332	0.347161580484399
"lion"	0.12165023626111	0.12165023626111	0.12165023626111	0.294751242334927	0.294751242334927	0.350740271201052	0.294751242334927	0.294751242334927	0.350740271201052	0.350740271201052	0.350740271201052	0.404532980619676	0.237529514233236	0.404532980619676	0.292614355233792	0.450715511629538	2.16267086686418	0.83421522895918	0.762956374689209	0.497680256587775	0.710427861822065	0.057949137209512	0.057949137209512	0.179309031395415
"Leopard"	0.0577533620048663	0.0577533620048663	0.0577533620048663	0.307674950652689	0.307674950652689	0.366118883092174	0.307674950652689	0.307674950652689	0.366118883092174	0.366118883092174	0.366118883092174	0.422270195923769	0.247944269857309	0.422270195923769	0.305444369270965	0.470477653293294	1.02672643564207	1.87079235822893	0.796409077271735	0.519501621684316	0.741577391148109	0.0604899839948521	0.0604899839948521	0.187171042771983
"hyaena"	0.0572217281016907	0.0572217281016907	0.0572217281016907	0.312473923265451	0.312473923265451	0.371933239181662	0.312473923265451	0.312473923265451	0.371933239181662	0.371933239181662	0.371933239181662	0.42908416534098	0.176742389500892	0.42908416534098	0.31214325857784	0.480494292408943	1.01727516625228	0.862776500377713	1.80975378352745	0.52852725258854	0.730766429602264	0.0617778375954355	0.0617778375954355	0.19050308719773
"Cheetah"	0.0559890288661247	0.0559890288661247	0.0559890288661247	0.23079017043022	0.23079017043022	0.409111639548477	0.23079017043022	0.23079017043022	0.409111639548477	0.409111639548477	0.409111639548477	0.472493015176734	0.17133085451401	0.472493015176734	0.352213746340077	0.540737147542443	0.995360513175551	0.844190135237013	0.79279087888281	1.58507972549561	0.695418694769325	0.0695233475411712	0.0695233475411712	0.211271252094191
"wild_dog"	0.0581259159672599	0.0581259159672599	0.0581259159672599	0.32382298960329	0.32382298960329	0.38072088281169	0.32382298960329	0.32382298960329	0.38072088281169	0.38072088281169	0.38072088281169	0.434317426853716	0.264033008999469	0.434317426853716	0.23548830360069	0.376132701393869	1.03334961719573	0.876409644084129	0.797199741384288	0.505759050741327	1.77506485702333	0.0483599187506403	0.0483599187506402	0.178655146806755
"caracal"	0.0521542234885608	0.0521542234885608	0.0521542234885608	0.205719189795396	0.205719189795396	0.26829020258245	0.205719189795396	0.205719189795396	0.26829020258245	0.26829020258245	0.26829020258245	0.362023829313238	0.150119135959504	0.362023829313238	0.224766275706874	1.58540879499324	0.927186195352192	0.786369791933077	0.741334051145226	0.55618678032937	0.531959106257043	1.20383827364199	0.203838273641988	0.312445422435959
"canis_meso"	0.0521542234885608	0.0521542234885608	0.0521542234885608	0.205719189795396	0.205719189795396	0.26829020258245	0.205719189795396	0.205719189795396	0.26829020258245	0.26829020258245	0.26829020258245	0.362023829313238	0.150119135959504	0.362023829313238	0.224766275706874	1.58540879499324	0.927186195352192	0.786369791933077	0.741334051145226	0.55618678032937	0.531959106257043	0.203838273641988	1.20383827364199	0.312445422435959
"canis_aureus"	0.0537927094186245	0.0537927094186245	0.0537927094186245	0.220691492451565	0.220691492451565	0.284072868079822	0.220691492451565	0.220691492451565	0.284072868079822	0.284072868079822	0.284072868079822	0.676172978377383	0.163540566292246	0.676172978377383	0.230476324037796	0.810043687796932	0.956314834108879	0.811074518678592	0.762012348790919	0.56339000558451	0.655068871624769	0.10414847414532	0.10414847414532	1.30700036765853
