"Ilex_anomala"	"Cheirodendron_platyphyllum"	"Cheirodendron_trigynum"	"Dubautia_paleata"	"Dubautia_raillardioides"	"Clermontia_faurieri"	"Dryopteris"	"Elaphoglossum"	"Elaeocarpus_bifidus"	"Styphelia_tameiameiae"	"Vaccinium_calycinum"	"Vaccinium_dentatum"	"Dicranopteris_linearis"	"Scaevola_glabra"	"Broussaisia_arguta"	"Myrsine_wawraea"	"Metrosideros_polymorpha"	"Peperomia_hesperomannii"	"Coprosma_kauensis"	"Hedyotis_terminalis"	"Psychotria"	"Coprosoma_elliptica"	"Melicope_clusiifolia"	"Wilkstroemia_oahuensis"	"Hedychium_gardinerianum"	"Rubus_argutus"	"Croesia_zimmermani"	"Schreckensteinia_festaliella"	"Scotorythra_apicalis"	"Spheterista_pleonectes"	"Udea_ommatias"	"Leaf_miner_sp._3"	"Thyrocopa_complex"	"Amakua_omaomao"	"Carposina_sp._3"	"Haliophyle_euclidias"	"Scotorythra_hecataea"	"Eupithecia_orichloris"	"Udea_pyranthes"	"Eupithecia_rhodopyra"	"Udea_constricta"	"Carposina_graminis"	"Eccoptocera_sp._1"	"Eupithecia_monticolans"	"Scotorythra_complex"	"Unkn_code"	"Leaf_miner_sp._4"	"Fletcherana_leucoxyla"	"Hyles_calida"	"Paralopostega_sp._1"	"Agrotis_hephaestaea"
"Ilex_anomala"	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cheirodendron_platyphyllum"	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cheirodendron_trigynum"	0	0	1.36331305235691	0.193211505478614	0.578008448425614	0.207745261339351	0.0493031110669058	0.144865931283007	0.0955628202161014	0.198849730379646	0.243561518332632	0.0955628202161014	0.496526664487785	0.160609781875801	0.0955628202161014	0.0495974829610401	0.243907945290227	0.145160303177142	0.046526274335158	0	0.0495974829610401	0.341767076906408	0.160609781875801	0	0.0955628202161014	0.207745261339351	0.0623235784018052	0.0623235784018052	0	0	0.21699707836114	0.130051900895763	0.89250077380271	0.0623235784018052	0.0623235784018052	0.109562469037568	0.0596549191138938	0.0548013416248421	0.0548013416248421	0.148957999346336	0.0722744018441103	0.0548792876903011	0.109680629315143	0.330649886406934	1.8050754929708	0.210476073189489	0	0.103391720744796	0.0615180738431534	0.0722744018441105	0
"Dubautia_paleata"	0	0	0.193211505478614	1.4717018189266	0.705538418400359	0.22227486028462	0.0527513458229614	0.154997781553886	0.102246435730925	0.207376161377215	0.259403589061287	0.102246435730925	0.191751925178355	0.171842749127605	0.102246435730925	0.0491381620744422	0.255151470302079	0.151384597805367	0.0388694550141712	0	0.0491381620744422	0.285522539918912	0.171842749127605	0	0.102246435730925	0.22227486028462	0.0666824580853859	0.0666824580853859	0	0	0.82101196265705	0.158746144140081	0.303216899158964	0.0666824580853859	0.0666824580853859	0.117225212939914	0.0622128484131647	0.0583658075387897	0.0583658075387897	0.0575255775535064	0.0773292371074224	0.0574090808179678	0.115774888356758	0.327587747162948	1.93132156380636	0.108919634738911	0	0.0863765666981583	0.0513940571854042	0.0773292371074225	0
"Dubautia_raillardioides"	0	0	0.289004224212807	0.35276920920018	1.95395330567446	0.181512330733922	0.0430773849881907	0.126573057125795	0.0834956721376041	0.172957560544727	0.212632492005416	0.0834956721376041	0.384457040816087	0.140328860735469	0.0834956721376041	0.0427633470600464	0.21226292138341	0.126259019197651	0.0390645163199481	0	0.0427633470600464	0.286955397658878	0.140328860735469	0	0.0834956721376041	0.181512330733922	0.0544536992201766	0.0544536992201766	0	0	0.598385637916835	0.439639493776754	0.685028506917343	0.0544536992201766	0.0544536992201766	0.0957275221959793	0.0518872681634181	0.0478423107012187	0.0478423107012187	0.115337112244826	0.0631479873309611	0.0477591573112672	0.0956014680124859	0.28508898040031	1.5771404737103	0.166989083823424	0	0.0868100362665513	0.051651971578598	0.0631479873309612	0
"Clermontia_faurieri"	0	0	0.138496840892901	0.148183240189747	0.242016440978563	2.37754775957009	0.0483275765705842	0.141999545972828	0.0936719694022434	0.188925482156554	0.237414902384464	0.0936719694022434	0.108796535600696	0.157431881348308	0.0936719694022434	0.0442436325720409	0.232608776790968	0.137915601974284	0.033460617129003	0	0.0442436325720409	0.245790952984652	0.157431881348308	0	0.0936719694022434	0.203634716091833	0.06109041482755	0.06109041482755	0	0	0.121136157305563	0.0544536992201766	0.149416238302191	0.713264327871028	0.713264327871028	0.107394614601298	0.0566776446469662	0.0534183530365043	0.0534183530365043	0.0326389606802087	0.0708443466067387	0.0523369747779678	0.105755327814472	0.294957550480273	1.76935942204238	0.076881332217446	0	0.07435692695334	0.0442423715372373	0.0708443466067389	0
"Dryopteris"	0	0	0.0986062221338116	0.105502691645923	0.172309539952763	0.144982729711753	2.06625513700038	1.13294719266779	0.0666920556674062	0.134510129907386	0.169033361710416	0.0666920556674062	0.077460361461438	0.112087488516649	0.0666920556674062	0.0315003391649856	0.165611522736907	0.0981923948323918	0.0238231068960507	0	0.0315003391649856	0.174996896335187	0.112087488516649	0	0.0666920556674062	0.144982729711753	0.0434948189135258	0.0434948189135258	0	0	0.0862458577300368	0.0387696464893716	0.106380554888018	0.0434948189135258	0.0434948189135258	2.36945586000085	0.0403530389722158	0.0380325063848437	0.0380325063848436	0.0232381084384314	0.0504393698324921	0.0372625926158041	0.0752950990006477	0.210002261099904	1.25973882927323	0.0547375497787651	0	0.0529402375467793	0.0314994413403337	0.0504393698324922	0
"Elaphoglossum"	0	0	0.144865931283007	0.154997781553887	0.25314611425159	0.212999318959241	0.566473596333894	1.66445328305515	0.097979686721251	0.197613647641715	0.248332963500488	0.097979686721251	0.113799790295199	0.164671742388657	0.097979686721251	0.046278276057201	0.243305817354221	0.144257962778452	0.0349993792670374	0	0.046278276057201	0.257094205727003	0.164671742388657	0	0.097979686721251	0.212999318959241	0.0638997956877724	0.0638997956877724	0	0	0.126706877405857	0.0569578757066077	0.156287481872521	0.0638997956877724	0.0638997956877724	1.25883021407532	0.0592840942925145	0.0558749167876098	0.0558749167876098	0.0341399370885597	0.0741022840748957	0.0547438089046998	0.11061872569231	0.30852184038134	1.85072741584585	0.0804168941194203	0	0.0777763983711942	0.0462769570308606	0.0741022840748959	0
"Elaeocarpus_bifidus"	0	0	0.191125640432203	0.20449287146185	0.333982688550417	0.28101590820673	0.0666920556674062	0.195959373442502	1.1292673177751	0.260717165376044	0.32763256529056	0.129267317775096	0.15013921912896	0.217255996260665	0.129267317775096	0.0610562129494165	0.321000111971535	0.190323530724512	0.0461756516380241	0	0.0610562129494165	0.339191515118819	0.217255996260666	0	0.129267317775096	0.28101590820673	0.084304772462019	0.084304772462019	0	0	0.167167897081676	0.0751461049238437	0.206194408857023	0.084304772462019	0.084304772462019	0.148204568149791	0.0782151496128133	0.073717327190376	0.0737173271903759	0.045041765738688	0.0977651983172994	0.0722250251935955	0.145942352383971	0.407041419662777	2.44171600241848	0.106096238460075	0	0.102612559195609	0.0610544727213875	0.0977651983172996	0
"Styphelia_tameiameiae"	0	0	0.132566486919764	0.138250774251477	0.230610080726302	0.188925482156554	0.0448367099691287	0.131742431761143	0.0869057217920148	1.71211275815676	0.257268411659511	0.0869057217920148	0.135534543828396	0.146060036625235	0.0869057217920148	0.16293659166242	0.396252409529567	0.249842313454435	0.0587937621010862	0	0.16293659166242	0.431880104322794	0.146060036625235	0	0.0869057217920148	0.188925482156554	0.0566776446469661	0.0566776446469661	0	0	0.114100116576583	0.051887268163418	0.152202550425831	0.0566776446469661	0.0566776446469661	0.0996371332647303	0.513633827447028	0.0578853926233899	0.0578853926233899	0.0406603631485187	0.0657270164813557	0.0891567921441525	0.147042184767542	1.08624394441614	1.64155252273806	0.118398781926622	0	0.130652804669081	0.0777384187781029	0.0657270164813559	0
"Vaccinium_calycinum"	0	0	0.121780759166316	0.129701794530644	0.212632492005416	0.178061176788348	0.0422583404276041	0.124166481750244	0.0819081413226399	0.192951308744633	2.3013184877408	0.0819081413226399	0.100883579398418	0.137660741718723	0.0819081413226399	0.0589463140609422	0.536966538265477	0.140854455383582	0.0338707762998034	0	0.0589463140609422	0.248803850597321	0.137660741718723	0	0.0819081413226399	0.178061176788348	0.0534183530365043	0.0534183530365043	0	0	0.106208118240008	0.0478423107012187	0.132908726145586	0.0534183530365043	0.0534183530365043	0.0939074231724534	0.0578853926233899	0.51779665974168	0.51779665974168	0.0302650738195255	0.0619473337734252	0.120817471109732	0.638614130851412	0.392975427072948	1.54715378053875	0.0750497669270433	0	0.0752683917773408	0.0447846931075178	0.0619473337734253	0
