"Oxalis_compacta"	"Phacelia_secunda"	"Azorella_madreporica"	"Tropaeolum_polyphyllum"	"Draba_tenuis"	"Laretia_acaulis"	"Nassauvia_lagascae"	"Nototriche_compacta"	"Caiophora_coronata"	"Draba_gilliesii"	"Junellia_uniflora"	"Oreopolus_glacialis"	"Adesmia_capitellata"	"Adesmia_glomerula"	"Chaetanthera_lycopodioides"	"Loasa_caespitosa"	"Nassauvia_pungens"	"Viola_atropurpurea"	"Acaena_pinnatifida"	"Calandrinia_affinis"	"Calandrinia_caespitosa"	"Calandrinia_occulta"	"Calandrinia_picta"	"Calandrinia_sericea"	"Cardamine_nivalis"	"Chaetanthera_flabellata"	"Erigeron_andicola"	"Leuceria_salina"	"Nassauvia_pinnigera"	"Oxalis_sp1_M_PL_003"	"Pozoa_coriacea"	"Ranunculus_peduncularis"	"Senecio_francisci"	"Valeriana_radicalis"	"Viola_montagnei"	"Viola_philippii"	"Unidentified_sp1_M_PL_003"	"Scaeva_melanostoma"	"Yramea_modesta"	"Phulia_nymphula"	"Unidentified_sp2_M_PL_003"	"Anthidium_sp1_M_PL_003"	"Bombus_dahlbomii"	"Megachile_sp1_M_PL_003"	"Anthidium_espinosai"	"Faunula_leucoglene"	"Habromyia_lipoflava"	"Megachile_semirufa"	"Unidentified_sp3_M_PL_003"	"Unidentified_sp4_M_PL_003"	"Andinus_venustus"	"Cynthia_terpsichore"	"Dasybasis_sp1_M_PL_003"	"Hypsochila_wagenknechti"	"Pseudolucia_chilensis"	"Tatochila_mercedis"	"Unidentified_sp5_M_PL_003"	"Unidentified_sp6_M_PL_003"	"Unidentified_sp7_M_PL_003"	"Vibrissomyia_sp1_M_PL_003"	"Villa_sp1_M_PL_003"
"Oxalis_compacta"	2.29516851024841	0.262799518918591	0.109314639149346	0.217902865244277	0.0880540544442108	0.063741146051347	0.183643862453472	0.206014659655048	0.154817249425996	0.128062929117808	0.172999757115155	0.206002810990958	0.125630453570849	0.126702520713682	0.0970009485029626	0.122594280081242	0.0596736198020518	0.0986165137039475	0.0278215353775022	0.0278215353775022	0.0226177050917555	0.0226177050917555	0.0226177050917555	0.0258581503290985	0.0226177050917555	0.0226177050917555	0.0278215353775022	0.0258581503290985	0.0278215353775022	0.0226177050917555	0.0226177050917555	0.0226177050917555	0.0258581503290985	0.0226177050917555	0.075998808612192	0.075998808612192	0.376961751529259	0.278215353775022	0.675544965441707	0.578536337642722	0.2011189470041	0.549675461304981	0.112718231576511	0.133809869618318	0.0959536319446708	0.098336003373188	0.0340183929084354	0.0786424435817585	0.0856676905717688	0.0661654606723331	0.295093094174796	0.295093094174796	0.0196766350468824	0.295093094174796	0.0618008432972873	0.295093094174796	0.0413198690520312	0.0198121622499474	0.0198121622499474	0.0143417578615531	0.0143417578615531
"Phacelia_secunda"	0.306599438738356	1.79305507217143	0.164567752403747	0.487725262217441	0.0478125118394008	0.0531552426879726	0.18995237683937	0.105600144081197	0.322689653588343	0.133040700825716	0.0699868840764264	0.0781800971834842	0.286705260125323	0.159058189007348	0.0396757068432031	0.248139734087665	0.165000218261223	0.0432265903657062	0.0732847653897034	0.0732847653897034	0.012915413132483	0.012915413132483	0.012915413132483	0.0329956417252928	0.012915413132483	0.012915413132483	0.0732847653897034	0.0329956417252928	0.0732847653897034	0.012915413132483	0.012915413132483	0.012915413132483	0.0329956417252928	0.012915413132483	0.0303111772332233	0.0303111772332233	0.215256885541383	0.732847653897034	0.26943268651754	0.208135617750046	0.2566327689745	0.717441517189158	0.440015255119768	0.468411688364303	0.397975627882111	0.114315469842165	0.0415821250374683	0.356748808024854	0.184597443275643	0.0345178475821344	0.0394199278377887	0.0394199278377887	0.0296221954326745	0.0394199278377887	0.0234540291550453	0.0394199278377887	0.0427392847888583	0.0107578151638652	0.0107578151638652	0.0119599296047938	0.0119599296047938
"Azorella_madreporica"	0.153040494809085	0.197481302884496	1.67497801342263	0.176567033072026	0.170210073898648	0.406216224500451	0.165603963512142	0.18908821953178	0.076690849781582	0.1962495638197	0.127396772526707	0.0856174394066329	0.0414217753205893	0.0457320115098067	0.0992126839091678	0.0440753251897783	0.122540314063875	0.0930801303774035	0.0717243851152898	0.0717243851152898	0.0648960417598647	0.0648960417598647	0.0648960417598647	0.0902085365551073	0.0648960417598647	0.0648960417598647	0.0717243851152898	0.0902085365551073	0.0717243851152898	0.0648960417598647	0.0648960417598647	0.0648960417598647	0.0902085365551073	0.0648960417598647	0.0281840886175388	0.0281840886175388	1.08160069599774	0.717243851152898	0.250525232155901	0.266907216716802	0.701621950984167	0.13135918582311	0.107772591695893	0.0812381577210393	0.0482619943269397	0.057840296969645	0.392894692928675	0.0614042613856391	0.0547893208874392	0.0808421160218463	0.0196766350468824	0.0196766350468824	0.301496042416074	0.0196766350468823	0.0256852318219899	0.0196766350468824	0.0372608917902319	0.0382972666271958	0.0382972666271958	0.0913986505126016	0.0913986505126016
"Tropaeolum_polyphyllum"	0.305064011341988	0.58527031466093	0.176567033072026	1.63322898468156	0.0700340966946748	0.0672412042868897	0.189656601906282	0.154873286964721	0.301232476372276	0.141516689488043	0.120964167873071	0.139816099911307	0.127025640085336	0.101567313694613	0.052460447262203	0.203848244001143	0.0965130040083238	0.0874021355486862	0.0779189957297048	0.0779189957297048	0.0188984149378177	0.0188984149378177	0.0188984149378177	0.0300356614339534	0.0188984149378177	0.0188984149378177	0.0779189957297048	0.0300356614339534	0.0779189957297048	0.0188984149378177	0.0188984149378177	0.0188984149378177	0.0300356614339534	0.0188984149378177	0.0685037206108685	0.0685037206108685	0.314973582296962	0.779189957297048	0.608921960985498	0.261038029189663	0.23361070004186	0.411981344856283	0.221591141914568	0.473503474242334	0.144952085237541	0.0883780265914892	0.0469113369175148	0.381771764441819	0.384350960154363	0.0506041613233641	0.0392225157439699	0.0392225157439699	0.0317820659529646	0.0392225157439698	0.041944829973392	0.0392225157439699	0.0426727354289135	0.0157576717563018	0.0157576717563018	0.0151292709645502	0.0151292709645502
"Draba_tenuis"	0.154094595277369	0.0717187677591012	0.21276259237331	0.0875426208683436	2.28201369995843	0.214784796362892	0.0839057332155419	0.374597937111451	0.0348601478010368	0.0869417898250741	0.161086333580337	0.0990001511758868	0.0192372635020691	0.0238196317332093	0.125259914474102	0.0213356611505328	0.0459082732381281	0.124642642328176	0.0171522000731847	0.0171522000731847	0.08881622322194	0.08881622322194	0.08881622322194	0.033345898499728	0.08881622322194	0.08881622322194	0.0171522000731847	0.033345898499728	0.0171522000731847	0.08881622322194	0.08881622322194	0.08881622322194	0.033345898499728	0.08881622322194	0.0358264191062359	0.0358264191062359	1.48027038703233	0.171522000731847	0.318457058722097	0.283450931961256	0.259356988331218	0.0700046721277387	0.0418745824613338	0.0361165344379068	0.0194145837397963	0.0295976242534411	0.0866238458088466	0.026515486920167	0.0262157160966129	0.597737618340723	0.0198121622499474	0.0198121622499474	0.0382972666271958	0.0198121622499474	0.029700045352766	0.0198121622499474	0.0188787899734969	0.513453082490647	0.513453082490647	0.0483265791816508	0.0483265791816508
"Laretia_acaulis"	0.111547005589857	0.0797328640319589	0.507770280625564	0.0840515053586121	0.214784796362892	2.29966008974407	0.0798765079998995	0.115774978999669	0.0335845745375947	0.083116905078785	0.144637826699661	0.0689178768756159	0.0187944771049828	0.0221869888452118	0.120230939892743	0.020501025826439	0.0446316094969156	0.11873466338738	0.0252179901414935	0.0252179901414935	0.0943277765804616	0.0943277765804616	0.0943277765804616	0.0319957516250103	0.0943277765804616	0.0943277765804616	0.0252179901414935	0.0319957516250103	0.0252179901414935	0.0943277765804616	0.0943277765804616	0.0943277765804616	0.0319957516250103	0.0943277765804616	0.0244068868069184	0.0244068868069184	1.57212960967436	0.252179901414935	0.216950104950386	0.201469047984409	0.248855845972302	0.0640441811271105	0.0421195262396843	0.0363146621912416	0.0204174443020361	0.0279563592803227	0.608822170705016	0.027089200569344	0.0252046433258286	0.0743759494565764	0.0143417578615531	0.0143417578615531	0.0913986505126016	0.0143417578615531	0.0206753630626848	0.0143417578615531	0.0179722142999774	0.0483265791816508	0.0483265791816508	0.517423520192415	0.517423520192415
"Nassauvia_lagascae"	0.321376759293576	0.284928565259055	0.207004954390177	0.237070752382853	0.0839057332155419	0.0798765079998995	1.77961799891409	0.185252654378546	0.115785862196717	0.215056999644445	0.146541497268869	0.169684757191128	0.085251455939469	0.2870742073314	0.111784994644762	0.0859872416440137	0.0663271767855297	0.0574281271434532	0.0918131346339072	0.0918131346339072	0.022671624519346	0.022671624519346	0.022671624519346	0.0341304948851212	0.022671624519346	0.022671624519346	0.0918131346339072	0.0341304948851212	0.0918131346339072	0.022671624519346	0.022671624519346	0.022671624519346	0.0341304948851212	0.022671624519346	0.0347565026241071	0.0347565026241071	0.377860408655767	0.918131346339072	0.308946689992064	0.693103989864349	0.265459404662054	0.325035719711602	0.107322273001362	0.124106278957578	0.0811024399616194	0.529597443054799	0.0552331060902093	0.0854120202177719	0.0774084940879285	0.0605606372086698	0.0413198690520312	0.0413198690520312	0.0372608917902319	0.0413198690520312	0.0509054271573384	0.0413198690520312	0.400414049755669	0.0188787899734969	0.0188787899734969	0.0179722142999774	0.0179722142999774
"Nototriche_compacta"	0.360525654396333	0.158400216121795	0.236360274414725	0.193591608705901	0.374597937111451	0.115774978999669	0.185252654378546	1.45124955847195	0.0829112379181203	0.214901779557777	0.207608627068276	0.232314949883263	0.0435810423187263	0.0536936650994243	0.123736695756534	0.048145460412211	0.128766019962381	0.121890644965235	0.0323912113253887	0.0323912113253887	0.038018713653494	0.038018713653494	0.038018713653494	0.0967925861293477	0.038018713653494	0.038018713653494	0.0323912113253887	0.0967925861293477	0.0323912113253887	0.038018713653494	0.038018713653494	0.038018713653494	0.0967925861293477	0.038018713653494	0.0838719313117411	0.0838719313117411	0.633645227558233	0.323912113253887	0.745528278326588	0.666695416356982	0.752831225450482	0.160425777739754	0.106578112776777	0.0802719791708264	0.0433715014616961	0.0658439965299138	0.0685942196695761	0.0586065219853315	0.0597198609424983	0.410815686506265	0.0463532984223857	0.0463532984223857	0.0425448493946505	0.0463532984223857	0.0696944849649788	0.0463532984223857	0.0416818472351729	0.0842845358500764	0.0842845358500764	0.0260493702749256	0.0260493702749256
"Caiophora_coronata"	0.361240248660658	0.645379307176687	0.127818082969303	0.502054127287127	0.046480197068049	0.044779432716793	0.154381149595622	0.11054831722416	1.59887144511814	0.106057162250577	0.0691780944700754	0.07865960861188	0.225930041665625	0.190905575411243	0.0373459513721955	0.222854447040885	0.242968976588422	0.0435887232812828	0.0432401251963826	0.0432401251963826	0.011756580183403	0.011756580183403	0.011756580183403	0.0372276658654018	0.011756580183403	0.011756580183403	0.0432401251963826	0.0372276658654018	0.0432401251963826	0.011756580183403	0.011756580183403	0.011756580183403	0.0372276658654018	0.011756580183403	0.0318321430978799	0.0318321430978799	0.195943003056716	0.432401251963826	0.282952383092266	0.199028442579498	0.289548512286458	0.910774033292732	0.685804369076733	0.287461140156584	0.198475414826034	0.120643267594074	0.033082627295753	0.187176638988186	0.570031176447124	0.0353314157157471	0.046445174827799	0.0464451748277989	0.0230072549344746	0.0464451748277989	0.023597882583564	0.0464451748277989	0.034735758659015	0.010458044340311	0.010458044340311	0.0100753723612784	0.0100753723612784
"Draba_gilliesii"	0.298813501274885	0.266081401651433	0.327082606366167	0.235861149146739	0.115922386433432	0.110822540105047	0.286742666192593	0.286535706077036	0.106057162250577	1.29978508981049	0.158933248417419	0.179052479940016	0.0598842910130566	0.0737679278036878	0.119854215099348	0.0630143267048316	0.157915978648562	0.0673039713792785	0.0930772989182058	0.0930772989182058	0.0282249380612072	0.0282249380612072	0.0282249380612072	0.115078513854139	0.0282249380612072	0.0282249380612072	0.0930772989182058	0.115078513854139	0.0930772989182058	0.0282249380612072	0.0282249380612072	0.0282249380612072	0.115078513854139	0.0282249380612072	0.0390790333180713	0.0390790333180713	0.470415634353454	0.930772989182058	0.347369185049522	0.712672154741091	0.895055107754417	0.19864818314294	0.142791549314741	0.110723664111302	0.0668601412035904	0.0977126674049929	0.0838099406695456	0.082367217094128	0.0742721555215861	0.0905530708148553	0.0384188787353424	0.0384188787353424	0.0588748691459101	0.0384188787353424	0.0537157439820048	0.0384188787353424	0.0645170998933334	0.0260825369475222	0.0260825369475222	0.0249350715236355	0.0249350715236355
