"Trema_micrantha"	"Cecropia_pachystachia"	"Urera_baccifera"	"Chamissoa_altissima"	"Cabralea_canjerana"	"Dendropanax_cuneatum"	"Pera_glabrata"	"Trichilia_clauseni"	"Citharexylum_mirianthum"	"Zanthoxylum_hyemale"	"Talauma_ovata"	"Gomidesia_affinis"	"Ocotea_macropoda"	"Ocotea_corimbosa"	"Miconia_discolor"	"Cestrum_sp1_M_SD_012"	"Momordica_charantia"	"Ocotea_sp1_M_SD_012"	"Miconia_elegans"	"Pereskia_aculeata"	"Persia_major"	"Protium_heptaphyllum"	"Rubus_sp1_M_SD_012"	"Copaifera_langsdorffii"	"Maytenus_aquifolium"	"Miconia_sp1_M_SD_012"	"Palicourea_sp1_M_SD_012"	"Paullinia_sp1_M_SD_012"	"Xylopia_brasiliensis"	"Chlorophora_tinctoria"	"Cordia_sp1_M_SD_012"	"Ficus_luschnatiana"	"Paullinia_rhomboidea"	"Piper_sp1_M_SD_012"	"Rhipsalis_sp1_M_SD_012"	"Tachyphonus_coronatus"	"Chiroxiphia_caudata"	"Trichothraupis_melanops"	"Vireo_olivaceus"	"Manacus_manacus"	"Saltator_similis"	"Dacnis_cayana"	"Elaenia_flavogaster"	"Pitangus_sulphuratus"	"Thraupis_sayaca"	"Myiodynastes_maculatus"	"Habia_rubica"	"Turdus_rufiventris"	"Ramphocelus_carbo"	"Tyrannus_melancholicus"	"Thlypopsis_sordida"	"Myiophobus_fasciatus"	"Tangara_cayana"	"Coereba_flaveola"	"Cyclarhis_gujanensis"	"Penelope_superciliaris"	"Ramphastos_toco"	"Turdus_amaurochalinus"	"Tyrannus_savanna"	"Conirostrum_speciosum"	"Cyanocorax_cristatellus"	"Pipraeidea_melanonota"	"Sirystes_sibilator"	"Tityra_cayana"
"Trema_micrantha"	1.57570630161321	0.307656554824857	0.196514217722444	0.343957650333924	0.178209723412221	0.15975219066573	0.282007642132325	0.254556673933168	0.170859811598216	0.182996409516635	0.19970261141644	0.145206949492426	0.124363479997802	0.103252893267234	0.0254307361154004	0.0795569254574859	0.125891582875814	0.0929802048013518	0.0590555426400223	0.0826961341874965	0.0530201028553411	0.0254307361154004	0.0789636597870044	0.0239853394551258	0.0260062363023134	0.0260062363023134	0.0514369724177137	0.0654950394358962	0.0530201028553411	0.033624806524622	0.0275266873692907	0.0254307361154004	0.0260062363023134	0.0293240795252778	0.0275266873692907	0.39760770644531	0.508614722308007	0.293240795252778	0.226285433899821	0.433437271705223	0.297387107028054	0.278812169943364	0.193760669926627	0.170914828445844	0.224165376830813	0.191387223543766	0.199004814710229	0.0747637002798075	0.218702121039177	0.24146374931792	0.150210458996219	0.0493435163917689	0.149714822751513	0.0743050912846326	0.0615769795304757	0.0232319009851276	0.0317139488351108	0.0480614764388608	0.0886334794657428	0.0281419895727756	0.0107934027548066	0.0252661137071713	0.0253806877919093	0.0209205460803042
"Cecropia_pachystachia"	0.44750044338161	1.4099948854689	0.234832143087389	0.325436726398686	0.160256104410625	0.17712008163689	0.2837965483899	0.199519008236043	0.190556285789534	0.117024871092153	0.224123060918399	0.161089930487511	0.149873709931687	0.113064906368702	0.0273388956887039	0.107399744643164	0.115673495148245	0.0742624742304941	0.0658980088250098	0.081405886710012	0.0574485031909565	0.0273388956887039	0.0873375876891042	0.0191568802951275	0.0296922809691856	0.0296922809691856	0.0570311766578896	0.0429207037473597	0.0574485031909565	0.0385591131363059	0.0303064110312146	0.0273388956887039	0.0296922809691856	0.0327207596380837	0.0303064110312146	0.437759270450877	0.546777913774079	0.327207596380837	0.144830382425576	0.494871349486427	0.237605799900935	0.295618350512123	0.22497376869885	0.272337980274197	0.257060754242039	0.113817131858412	0.130463670137163	0.170514673015965	0.254153623348318	0.17448371121102	0.0686822651633579	0.0521097016006246	0.0728630179876047	0.177775845406186	0.0435103652231424	0.0254396039329581	0.0253296528346685	0.0557930899057835	0.0251718999402156	0.0266266412508016	0.00862059613280736	0.0301927041112357	0.025541689355091	0.0167090567018612
"Urera_baccifera"	0.449175354794157	0.369021939137325	1.46359538054934	0.32392916393305	0.116801795304959	0.142742086219904	0.262053582166869	0.241179386650137	0.169589238807717	0.104762654866574	0.186910302148138	0.136614600807037	0.135456804763978	0.0972809346688811	0.020529126511061	0.141548711994247	0.167797427564638	0.059100518563186	0.0421187896535604	0.0838276785141238	0.0372379629228022	0.020529126511061	0.0916729949970123	0.0152456751707582	0.0333157114268799	0.0333157114268799	0.0538448379379409	0.0352880361276128	0.0372379629228022	0.0215896631424994	0.0378281570590715	0.020529126511061	0.0333157114268799	0.0403435824756305	0.0378281570590715	0.546406713075477	0.410582530221219	0.403435824756305	0.133772477205043	0.555261857114665	0.254703949439914	0.190546435323208	0.130584065756463	0.151528899757419	0.143931087616663	0.0974020017582154	0.304833060066013	0.0770424028653789	0.330859498331283	0.138099700753265	0.071256072581295	0.0449961353280038	0.0706266868140404	0.260833866637282	0.0459899588741237	0.0218882103004983	0.020158170503558	0.0484135494194195	0.0252661137071713	0.0265032952308859	0.00686055382684118	0.188176548927772	0.0235848223950182	0.0132976166767169
"Chamissoa_altissima"	0.500302036849344	0.325436726398686	0.206136740684668	1.47341972647527	0.142285623331438	0.158085291808186	0.299190388551705	0.240666581759299	0.154573034989072	0.161845907134288	0.187395179023095	0.163363724945449	0.129941071488993	0.0885919213168084	0.0275473722699146	0.0884266419001693	0.129863460934443	0.0723700930448491	0.0679193985501545	0.0920766354545625	0.0377785243148154	0.0275473722699146	0.0877260378461291	0.0186687182695311	0.0289459672917524	0.0289459672917524	0.056493339561667	0.0376315913198976	0.0377785243148154	0.0403720262802398	0.0312326982844621	0.0275473722699146	0.0289459672917524	0.0328735329353393	0.0312326982844621	0.451138975220008	0.550947445398293	0.328735329353393	0.156332015545466	0.482432788195873	0.332965649001858	0.306222532016946	0.228820290263405	0.14938639767255	0.269146841868266	0.105888275349897	0.231492077037082	0.0735253902703904	0.157770825887472	0.144446569220459	0.0843492433048685	0.0506399287408814	0.177826775932197	0.0796579290517383	0.0562072537320929	0.0199331822962819	0.0246841941563801	0.0474830587424167	0.0281419895727756	0.12055252307525	0.00840092322128901	0.0265032952308859	0.0269271349696535	0.016283270935091
"Cabralea_canjerana"	0.475225929099256	0.293802858086146	0.136268761189119	0.260856976107636	1.29044714051507	0.165095919199583	0.268221229244124	0.207035541026952	0.175982793062074	0.1606196964283	0.243893811510817	0.136114878608125	0.153825968540208	0.165187084225735	0.0310500803985823	0.0567484380962624	0.0800213518235266	0.140598535633014	0.0517820862577313	0.0702235535789798	0.109547670631076	0.0310500803985823	0.070938726623591	0.036269049000873	0.0209915649957279	0.0209915649957279	0.0520416453943102	0.116020446683664	0.109547670631076	0.020732005859149	0.0188970812292809	0.0310500803985823	0.0209915649957279	0.022189029038947	0.0188970812292809	0.272957839978501	0.621001607971645	0.22189029038947	0.321405871823629	0.349859416595465	0.202763919511167	0.374589698654608	0.127971171588282	0.412411934360528	0.138213372394327	0.330539820073482	0.106890873833118	0.0752002225008423	0.144050142354452	0.439625503881179	0.0789345022344592	0.0489042985119086	0.0769858473686428	0.0585832163862164	0.0522030437226261	0.0371670939507903	0.047955742567821	0.0590464501029139	0.0267314585118331	0.0213428434997157	0.0163210720503928	0.0175202692957439	0.0241399106319712	0.0316346705174281
"Dendropanax_cuneatum"	0.426005841775281	0.324720149667632	0.166532433923221	0.289823034981675	0.165095919199583	1.34910837747766	0.392915986072696	0.24066203526929	0.235928583400657	0.142715964925383	0.158271499511829	0.136612542866493	0.128751686919495	0.0721036114066108	0.0335556844327552	0.0883114473568292	0.110646253548499	0.085945950192902	0.0570113831207621	0.099525303973914	0.0358003793851302	0.0335556844327552	0.0920972241816367	0.0221707705911626	0.0354833718742035	0.0354833718742035	0.0690390563069587	0.0391706252265275	0.0358003793851302	0.0234556986880069	0.023058167874678	0.0335556844327552	0.0354833718742035	0.0217022507116419	0.023058167874678	0.33306242485646	0.671113688655103	0.217022507116419	0.339219264502353	0.591389531236725	0.429114516664809	0.204998785440017	0.119183085126968	0.143300550578463	0.156371324586713	0.121081124135236	0.121056821320281	0.264323556377282	0.152576041131267	0.135146844639217	0.0767261812542236	0.237728695368192	0.0733644960576564	0.0744727593855679	0.052763352654364	0.0162233125664874	0.0293146855594262	0.0435244964398871	0.0239628285998596	0.023712793771228	0.00997684676602319	0.0214113129329856	0.0353624387465426	0.019337838793403
"Pera_glabrata"	0.451212227411721	0.312176203228891	0.183437507516808	0.329109427406876	0.160932737546475	0.235749591643618	1.47080070469685	0.240177489200154	0.160762043865552	0.146616965802228	0.166678180259664	0.147623238470837	0.13186152046613	0.0886440655615826	0.0290333011100085	0.0891438341410216	0.111169256827667	0.0751017776321236	0.0710307734057215	0.0954162366533053	0.0372314055925417	0.0290333011100085	0.0902350118963851	0.0193733884974586	0.0299745455500993	0.0299745455500993	0.0590078466601077	0.0374974753191708	0.0372314055925417	0.041997472295713	0.0312271652362773	0.0290333011100085	0.0299745455500993	0.0334622366928204	0.0312271652362773	0.451059053412895	0.580666022200169	0.334622366928204	0.270666121972558	0.499575759168321	0.351557703070195	0.308754774688164	0.125851746789076	0.14829990520328	0.279983148638087	0.107406668864568	0.127925695477823	0.0850184346814664	0.145064640655747	0.141277693849822	0.0787917091713276	0.167734502169259	0.0786988766059637	0.0758696619924157	0.0534110213794184	0.0199449147513561	0.0256159247910842	0.0451651254315744	0.0253806877919093	0.0269271349696535	0.00871802482385639	0.0235848223950182	0.132372063422717	0.0168978999672278
"Trichilia_clauseni"	0.509113347866336	0.274338636324559	0.21103196331887	0.330916549919036	0.155276655770214	0.180496526451968	0.300221861500193	1.39468143883733	0.151896135230266	0.263942810556464	0.144043377080065	0.129869698740075	0.122385660674652	0.0906778651727688	0.0288015208383006	0.0954589314278332	0.143750020156561	0.0750439136852694	0.0510220518610361	0.10079557761022	0.0358711190489507	0.0288015208383006	0.0837487547919569	0.0193584618105313	0.0210245023985963	0.0210245023985963	0.049826023236897	0.0375308523459576	0.0358711190489507	0.0222205310227354	0.0339227315550599	0.0288015208383006	0.0210245023985963	0.0364444784263325	0.0339227315550599	0.489995011350866	0.576030416766013	0.364444784263324	0.310434938455189	0.350408373309939	0.380713252168597	0.217876085033321	0.120054913232608	0.13897319528889	0.148136873484903	0.10848730860242	0.272090713667969	0.0723047876788899	0.15186423282938	0.14002439731406	0.233048993586845	0.0540944465028125	0.103222322165566	0.0782162488530452	0.204411367769363	0.020402519663873	0.0255961883939247	0.0405492816888742	0.0286376258174814	0.0270749904479211	0.00871130781473908	0.0271326809981404	0.0270199675350173	0.0168848805791856
"Citharexylum_mirianthum"	0.455626164261908	0.349353190614146	0.197854111942337	0.283383897479966	0.175982793062074	0.235928583400657	0.267936739775919	0.202528180307022	1.29164189771061	0.104071173717337	0.192603070814017	0.135306753388694	0.130951341076247	0.0788783171226079	0.0329626421604255	0.0879278952046283	0.136104432669052	0.138339004382294	0.0548458770335065	0.0967704781897609	0.0419104749065584	0.0329626421604255	0.0905105680499896	0.0356861762897001	0.0348283133990296	0.0348283133990296	0.0677909555594551	0.0776250333405578	0.0419104749065584	0.021883234873081	0.0227196124905345	0.0329626421604255	0.0348283133990296	0.0209949829987214	0.0227196124905345	0.328172180418831	0.65925284320851	0.209949829987214	0.153047216342635	0.580471889983827	0.41088223538801	0.195761374236555	0.126516837428291	0.158782403951757	0.145888232487207	0.311830216344903	0.127661230444327	0.257719015035121	0.328783834398251	0.167187956432586	0.067146203293393	0.0595035940899312	0.0675477382572138	0.0804001972509762	0.0415172315536606	0.0177476213525868	0.0471850553163812	0.0483344933555266	0.0256289717397324	0.0231859552483608	0.016058779330365	0.0254383858211576	0.0241143065798327	0.0311262759860161
"Zanthoxylum_hyemale"	0.585588510453232	0.257454716402737	0.146667716813203	0.356060995695433	0.19274363571396	0.171259157910459	0.293233931604456	0.422308496890342	0.124885408460804	1.45221249783464	0.168830833887794	0.136260460600045	0.099831141140019	0.0764004882915502	0.0210513612704748	0.0639100053966376	0.0932170000772855	0.0642816657235439	0.0434338553538356	0.0672329397796438	0.0377366590075548	0.0210513612704748	0.0627909491347514	0.0165822131325065	0.019629086381877	0.019629086381877	0.0406804476523518	0.0399799383623323	0.0377366590075548	0.0223824940833608	0.0221105014823996	0.0210513612704748	0.019629086381877	0.0231927304049564	0.0221105014823996	0.319373910301328	0.421027225409495	0.231927304049564	0.422838782111457	0.32715143969795	0.240710770267694	0.446070647013351	0.129369798201621	0.140805552031142	0.149216627222405	0.113038057390056	0.149412425790702	0.0654861617522771	0.134274566171934	0.152701795805395	0.341847309223393	0.0520799275309699	0.323469866607401	0.0590947562915621	0.308907955510398	0.0171901098655988	0.0219253706974253	0.0396764269050626	0.0329393537129943	0.0291322632841718	0.00746199590962794	0.0188572778759833	0.026391053844401	0.0144633747877974
