"Ambrosia_trifida"	"Helianthis_rigidus"	"Monarda_fistulosa"	"Ruellia_humilis"	"Solidago_altissima"	"Silphium_integrifolium"	"Silphium_laciniatum"	"Hippopsis_lemniscata"	"Mecas_sp."	"Apion_sp."	"Curculionidae_12"	"Mordellistena"	"Mordellidae_23"	"Tomoxia_sp."	"Thomasiniana"	"Tephritidae"	"Mordellidae_64"	"Family_unkn_77"
"Ambrosia_trifida"	2.62144412012714	0.741047144576325	0.720710857568198	0	0.283157088234964	0.334542455872714	0.562256228357503	0.471859941622885	0.343633946976193	0.688073198893345	0.571208053758567	0.854808806423018	0.915647305675718	0.126507651380438	0.471859941622885	0.166735607529673	0	0.126507651380438
"Helianthis_rigidus"	0.926308930720407	2.14794653559416	0.544465797883204	0	0.387259327631554	0.468978366915345	0.788198935992177	0.166735607529673	0.33760643679916	0.330075346894634	1.04593969365303	0.81336331740332	1.0384086037485	0.17734476059824	0.166735607529673	0.483287970508686	0	0.17734476059824
"Monarda_fistulosa"	1.20118476261366	0.725954397177605	2.05916053758681	0	0.526917922435672	0.279758284375701	0.470181990547397	0.216213257270459	0.854861226372095	0.833961418546501	0.632134980303244	0.997301157911462	0.61123517247765	0.105790947873164	0.216213257270459	0.163339739364961	0	0.105790947873164
"Ruellia_humilis"	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0
"Solidago_altissima"	0.707892720587411	0.774518655263108	0.790376883653509	0	1.76787989643795	0.456038491901533	0.766451246893333	0.127420689705734	1.03265901849313	0.364533754801787	1.34748150273797	0.538800452235986	0.679356239046623	0.172451530551	0.127420689705734	0.174266697434199	0	0.172451530551
"Silphium_integrifolium"	0.836356139681785	0.93795673383069	0.419637426563552	0	0.456038491901533	1.60177781576287	1.01139128699642	0.150544105142721	0.331108549324755	0.276435333111787	1.36462064313508	0.487475598223692	1.30994742692211	0.227563039574194	0.150544105142721	0.211040265111905	0	0.227563039574194
"Silphium_laciniatum"	0.702820285446878	0.788198935992177	0.352636492910548	0	0.383225623446666	0.505695643498208	2.53058091344237	0.126507651380438	0.278242478424164	0.232298599253602	1.14674003624797	0.409643359851842	1.1007961570774	0.569380705524532	0.126507651380438	0.17734476059824	0	0.569380705524532
"Hippopsis_lemniscata"	2.35929970811443	0.666942430118693	0.648639771811378	0	0.254841379411468	0.301088210285443	0.506030605521752	1.4246739474606	0.309270552278574	0.61926587900401	0.51408724838271	0.769327925780716	0.824082575108146	0.113856886242394	0.424673947460597	0.150062046776706	0	0.113856886242394
"Mecas_sp."	0.859084867440483	0.67521287359832	1.28229183955814	0	1.03265901849313	0.331108549324755	0.556484956848328	0.154635276139287	1.84938411018935	0.53932282800673	0.890827417368545	0.691245724566352	0.580766135185923	0.125209115290874	0.154635276139287	0.151922896559622	0	0.125209115290874
"Apion_sp."	1.72018299723336	0.660150693789268	1.25094212781975	0	0.364533754801787	0.276435333111787	0.464597198507205	0.309632939502005	0.53932282800673	1.68491557784793	0.541504365327815	0.833449483950516	0.687097115169016	0.104534369664121	0.309632939502005	0.148533906102585	0	0.104534369664121
"Curculionidae_12"	0.714010067198208	1.04593969365303	0.474101235227433	0	0.673740751368984	0.68231032156754	1.14674003624797	0.128521812095678	0.445413708684272	0.270752182663907	2.10357592204916	0.506088613735839	0.928914396028795	0.258016508155792	0.128521812095678	0.235336431071932	0	0.258016508155792
"Mordellistena"	1.42468134403836	1.08448442320443	0.997301157911463	0	0.359200301490657	0.324983732149128	0.546191146469123	0.256442641926905	0.460830483044235	0.555632989300344	0.674784818314452	1.79964198452134	0.769587324570562	0.122893007955553	0.256442641926905	0.244008995220996	0	0.122893007955553
"Mordellidae_23"	1.14455913209465	1.0384086037485	0.458426379358238	0	0.339678119523312	0.654973713461055	1.1007961570774	0.206020643777037	0.290383067592961	0.343548557584508	0.928914396028795	0.577190493427921	1.98207988602034	0.247679135342416	0.206020643777037	0.233641935843413	0	0.247679135342416
"Tomoxia_sp."	0.632538256902191	0.709379042392959	0.317372843619493	0	0.344903061102	0.455126079148387	2.27752282209813	0.113856886242394	0.250418230581748	0.209068739328242	1.03206603262317	0.368679023866658	0.990716541369664	1.51244263497208	0.113856886242394	0.159610284538416	0	0.512442634972079
"Thomasiniana"	2.35929970811443	0.666942430118693	0.648639771811378	0	0.254841379411468	0.301088210285443	0.506030605521752	0.424673947460597	0.309270552278574	0.61926587900401	0.51408724838271	0.769327925780716	0.824082575108146	0.113856886242394	1.4246739474606	0.150062046776706	0	0.113856886242394
"Tephritidae"	0.833678037648366	1.93315188203474	0.490019218094883	0	0.348533394868399	0.422080530223811	0.709379042392959	0.150062046776706	0.303845793119244	0.297067812205171	0.941345724287727	0.732026985662988	0.934567743373654	0.159610284538416	0.150062046776706	1.43495917345782	0	0.159610284538416
"Mordellidae_64"	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0
"Family_unkn_77"	0.63253825690219	0.709379042392959	0.317372843619493	0	0.344903061102	0.455126079148387	2.27752282209813	0.113856886242394	0.250418230581748	0.209068739328242	1.03206603262317	0.368679023866658	0.990716541369664	0.512442634972079	0.113856886242394	0.159610284538416	0	1.51244263497208
