"Pittosporum_senacia"	"Aphloia_theiformis"	"Embelia_angustifolia"	"Stillingia_lineata"	"Memecylon_ovatifolium"	"Syzygium_coriaceum"	"Diospyros_revaughanii"	"Gaertnera_sp1_M_PL_068"	"Casearia_coriacea"	"Calophyllum_eputamen"	"Olea_lancea"	"Labourdonnaisia_callophylloides"	"Tabernaemontana_persicarifolia"	"Antidesma_madagascariense"	"Euodia_chapelieri"	"Turraea_rigida"	"Warneckea_trinervis"	"Xylopia_lamarckii"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_068"	"Apis_mellifera"	"Paragus_borbonicus"	"Nacoleia_sp1_M_PL_068"	"Stomorhina_lunata"	"Chrysomya_megacephala"	"Chaetocnema_sp1_M_PL_068"	"Episyrphus_sp1_M_PL_068"	"Graphomya_maculata"	"Melanostoma_annulipes"	"Villa_unifasciata"	"Allograpta_nasuta"	"Musca_domestica"	"Pachycerina_crinicornis"	"Ahasverus_advena"	"Cheloninae_sp1_M_PL_068"	"Eristalinus_flaveolus"	"Ischiodon_aegyptius"	"Orthellia_albigena"	"Phorinia_sp1_M_PL_068"	"Siphona_sp1_M_PL_068"	"Unidentified_sp1_M_PL_068"	"Cephonodes_trochilus"	"Cerambycidae_sp1_M_PL_068"	"Drosophila_sp1_M_PL_068"	"Henotesia_narcissus"	"Hyadina_sp1_M_PL_068"	"Hyperaspis_hottentota"	"Macroglossum_milvus"	"Nacoleia_sp2_M_PL_068"	"Panara_naso"	"Papillio_manlius"	"Pelecophora_intemipta"	"Phelsuma_cepediana"	"Polistes_hebraeus"	"Sapromyza_sp1_M_PL_068"	"Sarcophaga_arno"	"Scolia_oryctophaga"	"Zosterops_mauritianus"
"Pittosporum_senacia"	1.82573379947571	0.552993139789032	0.0400089581528336	0.66187122277552	0.355912858659492	0.239762509067562	0.1901942090352	0.329455053616906	0.0622123144971379	0.322388299904192	0.146476667507678	0.0996360053653544	0.0795583494033102	0.0517507176107304	0.121495737689524	0.121495737689524	0	0.0622123144971379	0.55299835108567	0.0180040311687751	0.592834231923859	0.406934432498858	0.353592664014712	0.134596198414524	0.273640127087496	0.101972894235058	0.235960308746495	0.0817862302445933	0.0986318220543901	0.240603273930325	0.0992087826833829	0.0458218538844591	0.0793511003364533	0.0439430002523033	0.0452448932554663	0.0817862302445933	0	0.103851747867214	0.22839523383203	0.0458218538844591	0.182573379947571	0.0423585068936022	0.0452448932554663	0.0452448932554663	0.0423585068936022	0.0155252152832191	0.0458218538844591	0.0423585068936022	0.0359643763601342	0.0423585068936022	0.0423585068936022	0.0155252152832191	0.0570582627105601	0.0452448932554663	0.0458218538844591	0.0359643763601342	0.0452448932554663	0.0448362024144095
"Aphloia_theiformis"	0.452448932554663	2.31113217771042	0.0338263750773545	0.559592283032902	0.413487847236354	0.315898014766649	0.114233136383951	0.197875026075251	0.0584184374063342	0.222587576958345	0.137095554830497	0.0903845455286883	0.0296113849707146	0.0437536808065781	0.112197241995904	0.112197241995904	0	0.0584184374063342	0.519274999167415	0.0152218687848095	0.537788045895695	0.423615075936798	0.131606155425398	0.298500512022212	0.273078530187198	0.0811944303016511	0.107268070340919	0.0861257064249675	0.251115809807215	0.0853106571079684	0.100764181295423	0.0387410042099701	0.067088977236753	0.0411286664491491	0.189092632721762	0.0861257064249676	0	0.0788067680624722	0.0839858974654364	0.0387410042099701	0.0452448932554663	0.0254410747811036	0.189092632721762	0.189092632721762	0.0254410747811036	0.0131261042419734	0.0387410042099701	0.0254410747811036	0.0473847022149974	0.0254410747811036	0.0254410747811036	0.0131261042419734	0.0342699409151853	0.189092632721762	0.0387410042099701	0.0473847022149974	0.189092632721762	0.0406730454879097
"Embelia_angustifolia"	0.180040311687751	0.18604506292545	2.39642207279619	0.916333428910622	0.121188858705388	0.16440506582788	0.0300454409763389	0.0520448147081668	0.0203681048768218	0.101172717468183	0.052946379333203	0.0208785820852999	0.00951041557197398	0.925806811551598	0.0327908612175753	0.0327908612175753	0	0.0203681048768218	0.181049821127305	1.07838993275829	0.124227563407535	0.155387370588886	0.0422685136532177	0.0580609574647998	0.0966643681089353	0.0340950029442338	0.0361823599745834	0.0880992280295327	0.0334001975906178	0.036215120313048	0.081616796961159	0.0634384681553507	1.41957044437912	0.0158839137999609	0.0152218687848095	0.0880992280295327	0	0.0816495572996236	0.0814424993241258	0.0634384681553507	0.0180040311687751	0.0066914761767643	0.0152218687848095	0.0152218687848095	0.0066914761767643	0.27774204346548	0.0634384681553507	0.0066914761767643	0.024660759874182	0.0066914761767643	0.0066914761767643	0.277742043465479	0.00901363229290169	0.0152218687848095	0.0634384681553507	0.024660759874182	0.0152218687848095	0.00939536193838496
"Stillingia_lineata"	0.458218538844591	0.473501162566302	0.140974373678557	2.33214973332244	0.308436378717981	0.418425453367092	0.0764683083141767	0.132458662876421	0.0518386308499467	0.257493526503161	0.134753224695857	0.0531378405568704	0.0242048499380111	0.182347287692916	0.0834556459812847	0.0834556459812847	0	0.0518386308499467	0.460787829777305	0.0634384681553507	0.316170151313379	0.395474620315194	0.107577110835605	0.147770279022731	0.246019378093675	0.0867748021793261	0.0920873106921563	0.22422033800431	0.0850064610176673	0.092170688655028	0.207721976806943	0.161456519999246	0.279599174462472	0.0404259674087572	0.0387410042099701	0.22422033800431	0	0.207805354769815	0.207278373883705	0.161456519999246	0.0458218538844591	0.0170303995126827	0.0387410042099701	0.0387410042099701	0.0170303995126827	0.0547041863078749	0.161456519999246	0.0170303995126827	0.0627638180050638	0.0170303995126827	0.0170303995126827	0.0547041863078749	0.022940492494253	0.0387410042099701	0.161456519999246	0.0627638180050638	0.0387410042099701	0.0239120282505917
"Memecylon_ovatifolium"	0.533869287989239	0.758061053266648	0.0403962862351295	0.668278820555626	1.65755653208241	0.385989332816359	0.130783304927705	0.226543284129008	0.0415112608461858	0.223459377887347	0.160602410859834	0.102727040715091	0.0343492233717456	0.0522517180650044	0.102633850071665	0.102633850071665	0	0.0415112608461858	0.36898898529943	0.0181783288058083	0.611225892254791	0.516388165684839	0.152663214985536	0.368555056820268	0.161675562692074	0.0884034112776726	0.302020408611285	0.104163856730151	0.310656656897814	0.0936096168186464	0.294898936620058	0.0462654568076972	0.0801193010330068	0.0481807232579501	0.062023177085453	0.104163856730151	0	0.0864881448274197	0.0996523856066211	0.0462654568076972	0.0533869287989238	0.0291269936737296	0.0620231770854531	0.0620231770854531	0.0291269936737296	0.0156755154195013	0.0462654568076972	0.0291269936737296	0.0578983999224538	0.0291269936737296	0.0291269936737296	0.0156755154195013	0.0392349914783115	0.062023177085453	0.0462654568076972	0.0578983999224539	0.062023177085453	0.0462271683217909
"Syzygium_coriaceum"	0.359643763601342	0.579146360405524	0.0548016886092933	0.906588482295366	0.385989332816359	2.13502994019645	0.0658631064851078	0.114088296318271	0.0326282460421654	0.169007848284597	0.167871825165218	0.0474290945338332	0.019859756486498	0.0708847928750641	0.0608485572897962	0.0608485572897962	0	0.0326282460421654	0.290028853708137	0.024660759874182	0.282203112476307	0.574627335081682	0.0882655843844353	0.425537593166918	0.146112896580195	0.0807829602407927	0.0938627762825881	0.383018309034531	0.105283102137451	0.0663857890513616	0.120662217927518	0.0627638180050638	0.108690015741765	0.0503615475495654	0.0473847022149974	0.383018309034531	0	0.0931852306962912	0.098728194365198	0.0627638180050638	0.0359643763601342	0.0146684952409206	0.0473847022149974	0.0473847022149974	0.0146684952409206	0.0212654378625192	0.0627638180050638	0.0146684952409206	0.320254491029467	0.0146684952409206	0.0146684952409206	0.0212654378625192	0.0197589319455323	0.0473847022149974	0.0627638180050638	0.320254491029467	0.0473847022149974	0.0213430925402249
"Diospyros_revaughanii"	0.570582627105601	0.41885483340782	0.020030293984226	0.331362669361432	0.26156660985541	0.131726212970216	1.76725316165167	0.688360561369505	0.040103812770723	0.246812894271631	0.0836022497592336	0.167139167450823	0.19064700337248	0.0259087498274227	0.139551617403963	0.139551617403963	0	0.040103812770723	0.35647833573976	0.00901363229290168	0.994478046332397	0.198343294471612	0.847320014988801	0.0932638643390291	0.114268696119998	0.0695069958966638	0.0962932541888715	0.0426994244397853	0.0735049323934968	0.101484583679454	0.0621754839725645	0.022940492494253	0.0397267497353815	0.0250806749277701	0.0342699409151853	0.0426994244397854	0	0.0673668134631467	0.0799987552048131	0.022940492494253	0.05705826271056	0.0885035007475078	0.0342699409151853	0.0342699409151853	0.0885035007475078	0.00777262494822682	0.022940492494253	0.0885035007475078	0.0197589319455323	0.0885035007475078	0.0885035007475078	0.00777262494822682	0.530175948495501	0.0342699409151853	0.022940492494253	0.0197589319455323	0.0342699409151853	0.0752126253528703
"Gaertnera_sp1_M_PL_068"	0.423585068936022	0.310946469546822	0.0148699470594762	0.24599465962764	0.194179957824864	0.0977899682728041	0.295011669158359	2.88390156928787	0.0297719830399604	0.183227199476228	0.0620640430416005	0.124079585327899	0.141531165215502	0.0192339532617138	0.10359933631006	0.10359933631006	0	0.0297719830399604	0.264639849244093	0.0066914761767643	0.738273532701	0.147244683014519	0.629027400957788	0.0692365636957538	0.0848299811873886	0.0516001088182012	0.0714855005673318	0.0316988947536034	0.0545680684548332	0.0753394027993233	0.0461573931864123	0.0170303995126827	0.0294920616679612	0.0186192129124802	0.0254410747811036	0.0316988947536034	0	0.0500112954184038	0.0593889064062849	0.0170303995126827	0.0423585068936022	0.370787344622726	0.0254410747811036	0.0254410747811036	0.370787344622726	0.00577018597851414	0.0170303995126827	0.370787344622726	0.0146684952409206	0.370787344622726	0.370787344622726	0.00577018597851415	0.0885035007475078	0.0254410747811036	0.0170303995126827	0.0146684952409206	0.0254410747811036	0.0558358133975545
"Casearia_coriacea"	0.559910830474241	0.642602811469676	0.0407362097536437	0.673902201049308	0.249067565077115	0.195769476252993	0.120311438312169	0.208403881279723	1.19018859570446	0.405414889411405	0.12023782935266	0.0912398920198164	0.0335396142160926	0.0526914017465609	0.244476331456255	0.244476331456255	0	0.190188595704464	1.6905652951508	0.0183312943891397	0.542877357517907	0.258019349483391	0.149064952071522	0.119302149865217	0.155222444478077	0.109046028899851	0.0933512178089914	0.076020189202901	0.089936728427268	0.128965763141477	0.0840149025265193	0.0466547677649521	0.08079348267806	0.0360713488057979	0.0525765936657008	0.076020189202901	0	0.119629447859005	0.102645850812376	0.0466547677649521	0.0559910830474241	0.0267947847359644	0.0525765936657008	0.0525765936657008	0.0267947847359644	0.0158074205239683	0.0466547677649521	0.0267947847359644	0.0293654214379489	0.0267947847359644	0.0267947847359644	0.0158074205239683	0.0360934314936507	0.0525765936657008	0.0466547677649521	0.0293654214379489	0.0525765936657008	0.0410579514089173
"Calophyllum_eputamen"	0.580298939827547	0.489692669308359	0.0404690869872731	0.669483168908218	0.268151253464817	0.202809417941516	0.148087736562979	0.256518079266719	0.081082977882281	1.63591884867975	0.299586755891957	0.117467143838453	0.0382110971070948	0.0523458842552771	0.150975928466161	0.150975928466161	0	0.081082977882281	0.720737581175831	0.0182110891442729	0.698929505838798	0.304964620084363	0.169827098253755	0.110709864563452	0.144444492605826	0.384341419529942	0.0982525820024772	0.0767702474617964	0.0802884518722246	0.35249528674511	0.0865715227902915	0.046348834770569	0.080263689191425	0.089876026767587	0.0400657638525021	0.0767702474617964	0	0.340814227532924	0.104378728753324	0.0463488347705689	0.0580298939827547	0.0329808959057211	0.0400657638525021	0.0400657638525021	0.0329808959057211	0.0157037652765832	0.0463488347705689	0.0329808959057211	0.0304214126912274	0.0329808959057211	0.0329808959057211	0.0157037652765831	0.0444263209688937	0.0400657638525021	0.0463488347705689	0.0304214126912274	0.0400657638525021	0.052860214727304
