"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"
"R14"	0.0183077191594398	0.061182512333232	0.0481952026688449	0.131482541183437	0.0996560481822973	0.0806917319495976	0.076878884848516	0.202765126978454	0.0807842535014823	0.0844959525475236	0.151814561216378	0.1448486662337	0.1526435432598	1.30370270979315	0.113106044241057	0.201999343848274	0.167981364014885	0.184915188976435	0.225374989790741	0.279272102475065	0.400470635619996	0.309139188959159	0.366898223453812	0.376551359501564	0.679805692591466	0.328746001016535	0.267864616789418	0.211279697220998	0.566763450581654	0.208703128065428	0.546778002168259	0.203633055791594	0.194848027277962	0.160114893417544	0.175996028280295	0.160767128962426	0.123976939397925	0.441558142694932	0.0977952113839912	0.0701022338966743	0.0601132862861802	0.0472705385653696	0.0597936571876929	0.0406838203543106	0.0330208401108431	0.0330208401108431	0.0242068731108148
"R15"	0.0272681662263334	0.0292337156637587	0.055732057791756	0.0572530899629323	0.0580417483483119	0.0882228344780103	0.151428585234115	0.13036996062463	0.129506088999863	0.135652916663112	0.159251635833023	0.160717115406494	0.260705891602014	0.113106044241057	1.39344724989645	0.113519000534221	0.113737087154198	0.191507300932339	0.149275901380653	0.263348199645921	0.254110748086048	0.327748799628858	0.339124806611737	0.560848949791006	0.324819062930652	0.30258470937119	0.316841080328711	0.229069573317945	0.205003869120095	0.531768056425327	0.21792846677135	0.496780042310034	0.153717631210569	0.461539218277611	0.187392774580095	0.177418034676426	0.138568776967655	0.131090284278594	0.0934454701872813	0.0876008516934008	0.0699136295838974	0.081483150913942	0.372184456837155	0.0605959249474076	0.0305212325950563	0.0305212325950563	0.0360545753437075
"R16"	0.0230685814042755	0.0584639058396883	0.0565084042419567	0.0916747165020339	0.0986960422688676	0.115190315444945	0.0826497717508264	0.138628356364661	0.0822449590532096	0.085209918377401	0.113070560201747	0.139621646110314	0.179363375394123	0.201999343848274	0.113519000534221	1.27268631517729	0.243584513326483	0.147498959616692	0.213353397675576	0.301860028991066	0.375291957545926	0.29294850567779	0.361553015444751	0.474472303944728	0.649598953774315	0.604999298217782	0.275440853700952	0.228371919913549	0.553404109212674	0.197079319844008	0.258306305151577	0.188691526789473	0.458725125650266	0.167900895882365	0.170806662055065	0.160233756118446	0.119897308778117	0.174100757544302	0.101445173939507	0.0904876675102394	0.0693123661238695	0.0552967224931233	0.0658985345838774	0.0512635142317233	0.0325397713900276	0.0325397713900276	0.0305017909678754
"R17"	0.0239019500820443	0.0310825277975581	0.100928148928712	0.060488181118721	0.100388373021469	0.124064885796222	0.087195821049228	0.137485253032636	0.123758393397279	0.127060603166407	0.112600427934315	0.113268753207612	0.145670937890263	0.167981364014885	0.113737087154198	0.243584513326483	1.27915788776472	0.181098836763126	0.177965190504745	0.340835171413941	0.341297701431107	0.265310171564666	0.372682765775442	0.49161294860106	0.345361419972868	0.593800083091722	0.304126307941363	0.518434795167319	0.544255772879254	0.207587802857125	0.228710636942378	0.199947134243147	0.461923527735667	0.171056078414609	0.160796329154341	0.163356008839104	0.115965704229649	0.16674418075036	0.0971788727635692	0.114240822309712	0.0754253544490034	0.0577624358676937	0.0583668056350038	0.0531154446267652	0.0335414489197898	0.0335414489197898	0.0316036895529253
"R18"	0.0235368829533199	0.0326092710789422	0.0890736725776296	0.0930904012456524	0.0580855690108221	0.09136952309715	0.0849181399899341	0.0857055092382776	0.152535707572109	0.121615130078581	0.187826818363984	0.199506125642866	0.166499807574344	0.147932151181148	0.153205840745872	0.117999167693354	0.144879069410501	1.32356551837255	0.226424917219706	0.274989544077634	0.234686224518805	0.389334399273793	0.3796642198664	0.484104283953469	0.362325234210469	0.305228253358996	0.3126219797971	0.462693566191805	0.208626219130873	0.480544841749079	0.470408790185524	0.205758395351879	0.155798334707775	0.156597487524209	0.394430634817111	0.393407579701996	0.15244068187224	0.124526128463927	0.106047254570246	0.0986149992718013	0.0664767882069903	0.0565964316797033	0.0719337708720484	0.052304184340711	0.034169779787976	0.034169779787976	0.031120989682723
"R19"	0.0234524684221119	0.0562501329367917	0.0542286592082748	0.119071529908649	0.0590485154441602	0.107393450454732	0.0793015458744366	0.0898848750042391	0.0858849926412353	0.0845699158578891	0.151937324510282	0.148972627244588	0.217617651910971	0.180299991832593	0.119420721104522	0.170682718140461	0.142372152403796	0.226424917219706	1.33991877519519	0.226774376014521	0.290325680062332	0.364496254483251	0.442460564649294	0.482368054212819	0.625001477075464	0.531304228691193	0.279739355774657	0.21730774488988	0.241691176740957	0.233111587828328	0.488610865336671	0.191042753868639	0.167931013710306	0.148153793848697	0.411733115762451	0.175447235260208	0.138535564876964	0.134017253587772	0.312016205267251	0.0876303066938246	0.0601660804012625	0.0547998386760122	0.075833633928486	0.0521165964935819	0.0398214508184365	0.0398214508184365	0.0310093749136812
"R20"	0.0297308863149459	0.0288417740209801	0.0841023602992193	0.0580203900749648	0.06185729522142	0.109355623448007	0.124574797302034	0.132378119394981	0.109846193257325	0.110825610866688	0.116234711223103	0.145636480891915	0.132633882033066	0.15958405855718	0.150484685511955	0.172491445137752	0.194762955093681	0.196421102912596	0.16198169715323	1.45190677409949	0.331443756761398	0.281330590995129	0.307210770823816	0.611501933341974	0.320464155788667	0.474686711486831	0.288978759770133	0.397547764264847	0.256351038567608	0.23205025902647	0.226944791530992	0.20542967275177	0.351231004020456	0.339830257399183	0.153653788330384	0.32575826488239	0.125880826172006	0.304907774390259	0.0961165134337088	0.109963587741035	0.225984566670489	0.0766832777625941	0.0637016776976297	0.0660686362554354	0.0276489693741434	0.0276489693741434	0.039310838571984
"R21"	0.0232237648862754	0.047912748869187	0.0541376980212625	0.100215195191982	0.0840501893232947	0.101439508030932	0.114574764105551	0.158535222858622	0.0833722926104643	0.0860990937140209	0.134261425251182	0.132076719061883	0.156279108200128	0.228840363211426	0.145206141763456	0.2144525471691	0.195027257960632	0.167633017513432	0.207375485758809	0.331443756761398	1.39661900303201	0.292757631231467	0.329960857734584	0.477664102475739	0.5323638763243	0.480876904562646	0.277015792141239	0.22156913069448	0.438266967515773	0.211425306832612	0.406796804732853	0.199400365594521	0.345019431858212	0.319930286832464	0.165296040643685	0.166147613769073	0.12032953768285	0.321229146267882	0.0977310426489957	0.0855007945351452	0.0733211753141915	0.0650794072479628	0.0678341812418064	0.0516083664139454	0.0296964771961126	0.0296964771961126	0.0307069780162975
"R22"	0.0245168939995452	0.0447993855729457	0.0590118164347137	0.0952012166784768	0.0732630778065554	0.114888534220265	0.101467162217676	0.108943737974057	0.124507796284196	0.124160674853679	0.177226617827798	0.183069482629525	0.179830398346406	0.154569594479579	0.163874399814429	0.146474252838895	0.132655085782333	0.243333999546121	0.227810159052032	0.246164267120738	0.256162927327533	1.39358546307757	0.383379896490756	0.504261054361015	0.497770950810508	0.432518401375947	0.43605096164341	0.24095725512743	0.230673190550557	0.388285968026997	0.392014241931909	0.330502401153027	0.159805808256334	0.164313595690106	0.316550343456004	0.305835591659189	0.147987595353131	0.132046205150614	0.107926801379599	0.0934386597277661	0.0640664735530173	0.062856930731368	0.0773335795861878	0.0544819866656559	0.0345041906841681	0.0345041906841681	0.0324167820660653
"R23"	0.0241260726080714	0.0414086862128879	0.0746116252405012	0.0722889780224393	0.0888252671589911	0.101205118740752	0.097319157720769	0.123339938905352	0.119626457414011	0.137743030070694	0.161943416444391	0.158977727067761	0.152883392530091	0.146759289381525	0.135649922644695	0.144621206177901	0.149073106310177	0.1898321099332	0.221230282324647	0.215047539576671	0.230972600414209	0.306703917192605	1.67274637406367	0.496222678580826	0.460096513476532	0.294412636661513	0.43012816179264	0.356693449351277	0.356319063175655	0.239190426918977	0.240180047407622	0.325797516975108	0.155326696217412	0.148962455818882	0.293441358275582	0.163992957773873	0.254654460293304	0.127368268352705	0.222268653821506	0.09583679631779	0.0595489987114822	0.0610957766535695	0.0649199959143268	0.0536134946846031	0.150547173665731	0.150547173665731	0.0319000293373388
"R24"	0.0874242704469105	0.0262828066958719	0.0904532431542648	0.0531438533819624	0.0671179353938726	0.137595862710664	0.163122099556086	0.0962716098748404	0.11285807997713	0.113384069192559	0.157971200850936	0.162937063235926	0.120263368094951	0.107586102714732	0.160242557083144	0.135563515412779	0.140460842457446	0.172894387126239	0.172274305076007	0.305750966670987	0.238832051237869	0.28814917392058	0.354444770414876	1.79813376005621	0.292031185509688	0.379481783869862	0.40374574909951	0.242512151315297	0.208003914874947	0.321248443651649	0.208919252002926	0.278862403613802	0.247717610255553	0.270603334945285	0.153506433821172	0.255103762695326	0.219698701903353	0.123106172661548	0.17850371739749	0.197577031379089	0.154905151718454	0.164530943013296	0.0631138331650716	0.19427615654869	0.0319000293373388	0.0319000293373388	0.11559431314647
"C1"	0.0198777529632645	0.148294485037698	0.04901493097057	0.194846885321874	0.0662782027034838	0.0879289084851346	0.0777951510231463	0.106921072705621	0.0857183659015033	0.0839009688296938	0.140618112206845	0.248838315127748	0.26917499031831	0.271922277036587	0.129927625172261	0.259839581509726	0.138144567989147	0.181162617105235	0.312500738537732	0.224324909052067	0.37265471342701	0.398216760648406	0.460096513476532	0.408843659713563	1.64771650041887	0.380576327100183	0.274558163216657	0.206884778466484	0.301951894080807	0.246268384932253	0.362074224432482	0.198971206606059	0.192583763223285	0.155609590556741	0.235631848623187	0.188521858272483	0.155319189059043	0.170013357035085	0.123941625845552	0.0747181981781688	0.055124580716852	0.0496213520028158	0.0897980884853786	0.04417278436281	0.0414086862128879	0.0414086862128879	0.0262828066958719
"C2"	0.0287003029817543	0.0380576327100183	0.074414472394931	0.0725678987080371	0.0698963811909186	0.221154014893516	0.0971654955140628	0.103633809225441	0.0945508697691931	0.0954197725339866	0.123956651846412	0.129141528545627	0.264944759261818	0.146109333785127	0.134482093053862	0.268888576985681	0.263911148040765	0.169571251866109	0.295169015939552	0.369200775600868	0.374015370215391	0.384460801223064	0.327125151846125	0.590304997130897	0.42286258566687	1.47572551643156	0.322471946205316	0.257290473728579	0.292827006658566	0.227293666316566	0.268413179984591	0.20061582765568	0.253384478122884	0.192912659583272	0.215958922842674	0.18824835893193	0.124336532641346	0.159521104474234	0.120519864922257	0.13778089543276	0.0854168495356693	0.0670978270412051	0.0898710417710282	0.0637784510705651	0.0294412636661513	0.0294412636661513	0.0379481783869862
"C3"	0.0305353927890386	0.0274558163216657	0.0846522679648452	0.0587724013826471	0.19043230334499	0.232299246904716	0.24282578913454	0.099097721280199	0.235457191116806	0.234628780377252	0.265762613895181	0.137824187438173	0.116766196118998	0.119050940795297	0.140818257923872	0.122418157200423	0.135167247973939	0.173678877665055	0.155410753208143	0.224761257598992	0.215456727220964	0.387600854794142	0.477920179769599	0.628048943043682	0.305064625796285	0.322471946205316	1.55604691414521	0.312704832962521	0.270881426125866	0.308370164721919	0.243573439363189	0.258794545783662	0.15493074626532	0.201505874874321	0.172126440027555	0.175150187204604	0.174194421389219	0.113115233254139	0.111361326666681	0.148157869565546	0.0692724508869642	0.113222311650313	0.0579565021596456	0.0678564284200857	0.043012816179264	0.043012816179264	0.040374574909951
"C4"	0.0235816137533482	0.0265994715171194	0.24643601846726	0.0562400613960392	0.0737996727150454	0.127371443379699	0.0979998145715977	0.101840613452175	0.270222518541812	0.269904012336385	0.138528635462703	0.131714346671294	0.11943082363449	0.120731255554856	0.130896899038825	0.130498239950599	0.296248454381325	0.330495404422718	0.155219817778486	0.397547764264847	0.22156913069448	0.275379720145635	0.509562070501824	0.485024302630594	0.295549683523548	0.33080203765103	0.402049070951813	1.49605311292769	0.261292621487832	0.29297275387944	0.230537921280488	0.24899612862239	0.206798883602849	0.169632624033381	0.191141480175525	0.202398537030961	0.137845391065852	0.137317460173123	0.10498028728583	0.180287775064715	0.082293417717447	0.0605800781120175	0.056323737601496	0.0524035861185516	0.0458605863451642	0.0458605863451642	0.0311801337405382
"C5"	0.0202260709542265	0.0388223863818181	0.0582156860959094	0.074590779895033	0.228294722514914	0.0970977189769009	0.0893905666778822	0.286177405281687	0.0930895303837285	0.10532573382325	0.123816160482586	0.117723486454423	0.130892886836829	0.323864828903802	0.117145068068626	0.316230919550099	0.311003298788145	0.149018727950623	0.172636554814969	0.256351038567608	0.438266967515773	0.26362650348635	0.509027233108079	0.416007829749893	0.431359848686867	0.37649186570387	0.348276119304685	0.261292621487832	1.50474419343458	0.191855633148635	0.278198616213894	0.246022375152785	0.257179088963604	0.169226200156305	0.162819283058035	0.1426719168539	0.126902232024476	0.248030837441439	0.103630391330343	0.0820697349201512	0.0597027797283285	0.0535605304872864	0.0558085398537273	0.0449468243427255	0.0458124509797271	0.0458124509797271	0.0267433604839217
"C6"	0.0312378438604845	0.0316630780627182	0.068215766917479	0.0698491246278584	0.0643147454404998	0.0994189054093564	0.108802269263746	0.0870526656364453	0.262419533319355	0.114958378047091	0.310558475516691	0.309848936479973	0.142954588081891	0.119258930323102	0.303867460814473	0.112616754196576	0.118621601632643	0.343246315535056	0.166508277020234	0.23205025902647	0.211425306832612	0.443755392030853	0.341700609884252	0.642496887303298	0.351811978474647	0.292234713835585	0.396475926071039	0.29297275387944	0.191855633148635	1.43969789610473	0.297002584395535	0.250952399608011	0.15035028842724	0.199332517828045	0.204596145471432	0.252561233737819	0.211648093915473	0.109967346052656	0.102027916079865	0.101826138062313	0.0711384046300438	0.0739440521057644	0.100534961001682	0.0694174308010767	0.0307530548895827	0.0307530548895827	0.0413033713266406
"C7"	0.0203150773256146	0.0465524002841763	0.0528460224399409	0.235345426028165	0.0670849785741964	0.0890322836200214	0.0837843687729841	0.10637048296482	0.0991432215050415	0.0902285112653091	0.294124111561095	0.156970269267868	0.152049661201841	0.312444572667576	0.124530552440772	0.147603602943758	0.130691792538502	0.336006278703945	0.349007760954765	0.226944791530992	0.406796804732852	0.44801627649361	0.34311435343946	0.417838504005851	0.517248892046403	0.345102659980189	0.313165850609815	0.230537921280488	0.278198616213894	0.297002584395535	1.46839020023102	0.195142242169385	0.170958573046379	0.161496793993939	0.238795823824065	0.202240934597587	0.159237574182159	0.183692236116431	0.1205627354675	0.0773514418700703	0.0560396627400751	0.0519963573179857	0.0622305480695879	0.0451446162791436	0.0308802918095514	0.0308802918095514	0.0268610466860904
"C8"	0.0316356508301372	0.0298456809909088	0.0680500900142045	0.0591170173163166	0.0757225381404671	0.0996122267367472	0.11037626533511	0.284435074242099	0.11381146110211	0.283965322191593	0.140056647294775	0.134827240917384	0.142038376712615	0.13575537052773	0.331186694873356	0.125794351192982	0.133298089495432	0.1714653294599	0.159202294890533	0.239667951543731	0.232633759860274	0.440669868204037	0.54299586162518	0.650678941765538	0.331618677676764	0.30092374148352	0.388191818675493	0.290495483392789	0.287026104344916	0.29277779954268	0.227665949197616	1.3853114735379	0.160849665448907	0.210183752241052	0.189923794862637	0.183419060136983	0.152547862936072	0.176599986393312	0.119355401168632	0.102335569069487	0.0726438114548358	0.0749422401426034	0.106475641106844	0.0703014462891938	0.0488696275462662	0.0488696275462662	0.0418293605420703
"C9"	0.0337229015642013	0.0346650773801914	0.0695033738361747	0.0654376205285396	0.0741797703412063	0.105776315177539	0.10298110567747	0.119393741074633	0.0921743852931735	0.0940642731570736	0.114144898583031	0.124837319251377	0.132157920890256	0.15587842182237	0.122974104968455	0.366980100520212	0.369538822188534	0.155798334707775	0.167931013710306	0.491723405628638	0.483027204601496	0.255689293210134	0.310653392434824	0.693609308715548	0.385167526446571	0.456092060621192	0.278875343277575	0.289518437043989	0.360050724549046	0.210490403798135	0.239342002264931	0.193019598538688	1.33563100591363	0.228477753625303	0.144730665720836	0.192707893134781	0.126318974177875	0.196215845690583	0.102775557632989	0.10759858262554	0.107810750569681	0.0754835015492406	0.05740470581821	0.0749397812537807	0.0279588053191342	0.0279588053191342	0.0445891698459995
"C10"	0.0368384371942321	0.0280097263002135	0.0629522376282919	0.0570791492191225	0.0667317735055127	0.10341370150465	0.34930652030268	0.108845840918302	0.102684783012435	0.104638005206776	0.131422596118072	0.129512672756751	0.139985746916472	0.128091914734035	0.369231374622089	0.134320716705892	0.136844862731687	0.156597487524209	0.148153793848697	0.475762360358857	0.447902401565451	0.26290175310417	0.297924911637764	0.757689337846798	0.311219181113483	0.347242787249889	0.362710574773778	0.237485673646733	0.236916680218827	0.279065524959264	0.226095511591515	0.252220502689263	0.228477753625303	1.35533451363262	0.142741712974947	0.19678239297085	0.134232277834385	0.180231331052345	0.102189525230315	0.108061217674278	0.109878046622004	0.153500556380955	0.114573852346176	0.0818631937649602	0.0268132420473987	0.0268132420473987	0.0487086002901513
