"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"
"R1"	1.74017954543025	0.017889977666938	0.061569014247861	0.0361735472599912	0.0456853173689385	0.0936576880635611	0.111032689613806	0.0655294151248914	0.0768193653625841	0.0771773916352716	0.107526615705259	0.110906740521933	0.081859939627656	0.0732308766377591	0.109072664905334	0.0922743256171019	0.0956078003281773	0.1176844147666	0.117262342110559	0.208116204204621	0.162566354203928	0.196135151996361	0.241260726080714	1.22393978625675	0.198777529632645	0.258302726835789	0.274818535101347	0.165071296273438	0.141582496679585	0.218664907023392	0.142205541279302	0.189813904980823	0.168614507821006	0.184192185971161	0.104487572600966	0.173642056960684	0.149542813900602	0.0837949578620624	0.121502530329384	0.134485206232825	0.105439641085671	0.111991650286361	0.0429598360199227	1.64484343428945	0.0217134653472642	0.0217134653472642	0.0786818434022194
"R2"	0.017889977666938	1.13346503653393	0.044113437873513	0.175362196789687	0.0596503824331354	0.0791360176366212	0.0700156359208316	0.096228965435059	0.0771465293113529	0.0755108719467245	0.12655630098616	0.223954483614973	0.242257491286479	0.244730049332928	0.116934862655035	0.233855623358753	0.124330111190232	0.163046355394711	0.281250664683959	0.20189241814686	0.335389242084309	0.358395084583565	0.414086862128879	0.367959293742207	1.48294485037698	0.342518694390165	0.247102346894991	0.186196300619836	0.271756704672727	0.221641546439028	0.325866801989234	0.179074085945453	0.173325386900957	0.140048631501067	0.212068663760869	0.169669672445235	0.139787270153139	0.153012021331577	0.111547463260996	0.067246378360352	0.0496121226451668	0.0446592168025342	0.0808182796368407	0.039755505926529	0.0372678175915991	0.0372678175915991	0.0236545260262847
"R3"	0.0307845071239305	0.0220567189367565	1.32847605209386	0.0458374290347299	0.0642905793273396	0.28915987694549	0.0979639413360119	0.0811755168093518	0.179686824007313	0.179612269400839	0.121080282063726	0.111929858059469	0.104002284727826	0.0963904053376897	0.111464115583512	0.113016808483913	0.201856297857424	0.222684181444074	0.135571648020687	0.294358261047267	0.189481943074419	0.236047265738855	0.373058126202506	0.633172702079854	0.24507465485285	0.33486512577719	0.380935205841803	0.86252606463541	0.203754901335683	0.238755184211177	0.184961078539793	0.204150270042613	0.173758434590437	0.15738059407073	0.148017112121265	0.170372709673003	0.126706472305364	0.108248522488003	0.0986820874213684	0.725266145945302	0.0785500215540678	0.0700931418202228	0.0484799400700511	0.0684100158309566	0.0335752313582255	0.0335752313582255	0.0407039594194192
"R4"	0.0180867736299956	0.0876810983948434	0.0458374290347299	1.19358654010752	0.0600134315749561	0.0796325364473202	0.0727107839082587	0.0959812000516983	0.0831877143329451	0.0783582660427513	0.195634000695573	0.182613862978027	0.189551093184068	0.262965082366873	0.114506179925865	0.183349433004068	0.120976362237442	0.232726003114131	0.297678824771624	0.203071365262377	0.350753183171938	0.380804866713907	0.361444890112196	0.372006973673737	0.974234426609372	0.326555544186167	0.264475806221912	0.196840214886137	0.261067729632616	0.244471936197504	0.823708991098576	0.17735105194895	0.163594051321349	0.142697873047806	0.213492452601263	0.175843256791532	0.141550543458541	0.159167516918182	0.110026962590873	0.0684313380217076	0.0500239095556172	0.0457279691943607	0.0684128864497349	0.0401928302888791	0.0325300401100977	0.0325300401100977	0.0239147340218831
"R5"	0.0228426586844693	0.0298251912165677	0.0642905793273396	0.0600134315749561	1.18842716163696	0.148228634646728	0.14949736011559	0.173373806952849	0.147846024675241	0.152979531390226	0.175310448469995	0.114996453251668	0.111446587330122	0.199312096364595	0.116083496696624	0.197392084537735	0.200776746042938	0.145213922527055	0.1476212886104	0.21650053327497	0.294175662631531	0.293052311226221	0.444126335794955	0.469825547757109	0.331391013517419	0.314533715359133	0.856945365052454	0.258298854502659	0.799031528802199	0.225101609041749	0.234797425009688	0.227167614421401	0.185449425853016	0.166829433763782	0.150725575388515	0.143019946826327	0.135493494036163	0.16251573181301	0.0967462730986608	0.103602422018564	0.0580388537768817	0.0750522789619197	0.0511942689060178	0.050761463743265	0.039971370221546	0.039971370221546	0.0302030709272427
"R6"	0.0312192293545204	0.0263786725455404	0.192773251296993	0.0530883576315468	0.0988190897644852	1.29059779682255	0.137906735247109	0.0843842863222741	0.137726878708131	0.137784875106349	0.156077377126151	0.115195316166731	0.148018896009115	0.107588975932797	0.11763044597068	0.153587087259927	0.165419847728296	0.15228253849525	0.178989084091221	0.255163121378682	0.236692185405508	0.306369424587375	0.337350395802507	0.642114025983098	0.293096361617115	0.663462044680547	0.69689774071415	0.29720003455263	0.226561344279435	0.231977445955165	0.207741995113383	0.199224453473494	0.176293858629231	0.172356169174417	0.157761239555921	0.16188180918034	0.132676650426323	0.112761344925243	0.103858329571845	0.515206060943612	0.0740854458476012	0.082650779387332	0.059771101945454	0.0693760652322675	0.0303615356222257	0.0303615356222257	0.0412787588131992
"R7"	0.0370108965379354	0.0233385453069439	0.0653092942240079	0.0484738559388391	0.0996649067437266	0.137906735247109	1.38689153326155	0.0871442034597153	0.134888361890965	0.135360560712374	0.162406560831043	0.118147470052401	0.107816344050242	0.102505179798021	0.201904780312153	0.110199695667768	0.116261094732304	0.141530233316557	0.132169243124061	0.290674527038078	0.267341116246285	0.270579099247135	0.324397192402563	0.761236464595066	0.259317170077154	0.291496486542188	0.728477367403619	0.228666234000395	0.208577988915059	0.253871961615408	0.195496860470296	0.22075253067022	0.171635176129117	0.582177533837799	0.133160479152149	0.168807840481509	0.141257034131831	0.120951794914745	0.101922840945387	0.119697832841762	0.0863090690574357	0.46500408984529	0.069687252981539	0.0822464367509675	0.0291957473162307	0.0291957473162307	0.0489366298668257
"R8"	0.0218431383749638	0.0320763218116863	0.0541170112062345	0.0639874667011322	0.115582537968566	0.0843842863222741	0.0871442034597153	1.29169655820944	0.0863973001106459	0.145612022692342	0.114013742013221	0.111837151934797	0.11976884190414	0.270353502637939	0.173826614166173	0.184837808486215	0.183313670710181	0.142842515397129	0.149808125007065	0.308882278588288	0.369915520003452	0.290516634597485	0.411133129684506	0.449267512749255	0.356403575685403	0.310901427676324	0.297293163840597	0.237628098055076	0.667747278990603	0.203122886485039	0.248197793584579	0.568870148484197	0.198989568457722	0.181409734863836	0.149310207765009	0.152153052129976	0.116699915772362	0.535612508232448	0.0928489271353294	0.0785494239019399	0.0685949187809463	0.0550247440003667	0.0660589776158203	0.0485403074999196	0.0370019816716056	0.0370019816716056	0.0288814829624521
"R9"	0.0256064551208614	0.025715509770451	0.119791216004875	0.0554584762219634	0.0985640164501604	0.137726878708131	0.134888361890965	0.0863973001106459	1.23042977289339	0.185847351228218	0.214454917462372	0.173816241176832	0.113745482350614	0.107712338001976	0.172674785333151	0.109659945404279	0.165011191196372	0.254226179286849	0.143141654402059	0.256307784267092	0.194535349424417	0.332020790091189	0.398754858046703	0.526671039893272	0.285727886338344	0.283652609307579	0.706371573350419	0.630519209930894	0.2172089042287	0.612312244411828	0.231334183511763	0.227622922204219	0.153623975488622	0.171141305020724	0.170359219702353	0.189032987392015	0.157106371911163	0.108120011843975	0.0955108590097128	0.129081534807772	0.0668112819703365	0.0743239325604285	0.0644445602288471	0.0569032336019142	0.0358879372242033	0.0358879372242033	0.0338574239931389
"R10"	0.0257257972117572	0.0251702906489081	0.119741512933893	0.0522388440285009	0.101986354260151	0.137784875106349	0.135360560712374	0.145612022692342	0.185847351228218	1.23654943447157	0.163304368995798	0.121309732508055	0.113470618939831	0.112661270063365	0.180870555550816	0.113613224503201	0.169414137555209	0.202691883464302	0.140949859763148	0.258593092022271	0.200897885332716	0.331095132943144	0.459143433568981	0.529125656231944	0.279669896098979	0.28625931760196	0.703886341131755	0.629776028784899	0.245760045587584	0.268236215443212	0.210533192952388	0.567930644383187	0.156773788595123	0.174396675344626	0.165957514519715	0.168290335311765	0.139376302617343	0.128109803946172	0.100709104536343	0.129234364109924	0.0672629040177741	0.0746233889714801	0.0662267642603956	0.0571684382483493	0.0413229090212083	0.0413229090212083	0.0340152207577678
"R11"	0.0268816539263148	0.0316390752465401	0.0605401410318631	0.0978170003477866	0.0876552242349977	0.117058032844613	0.121804920623282	0.0855103065099154	0.160841188096779	0.122478276746848	1.28893123094332	0.229792388292827	0.120186873538605	0.151814561216378	0.159251635833023	0.113070560201747	0.112600427934315	0.23478352295498	0.189921655637853	0.20341074464043	0.234957494189568	0.354453235655595	0.404858541110979	0.552899202978278	0.351545280517112	0.278902466654427	0.597965881264157	0.24242511205973	0.216678280844526	0.54347733215421	0.514717195231917	0.210084970942163	0.142681123228789	0.16427824514759	0.179802236404139	0.195536640725696	0.413693603219583	0.116172998933374	0.106166686906262	0.0979039935091831	0.0616963302166588	0.0720849963784454	0.0628736646086165	0.0597370087251441	0.0364372686999881	0.0364372686999881	0.0355435201914607
"R12"	0.0277266851304832	0.0559886209037433	0.0559649290297347	0.0913069314890135	0.0574982266258341	0.0863964871250485	0.0886106025393011	0.0838778639510977	0.130362180882624	0.0909822993810414	0.229792388292827	1.30009775623754	0.150637196907776	0.1448486662337	0.160717115406494	0.139621646110314	0.113268753207612	0.249382657053582	0.186215784055735	0.254863841560851	0.231134258358295	0.36613896525905	0.397444317669403	0.57027972132574	0.62209578781937	0.290568439227661	0.310104421735889	0.230500106674765	0.206016101295241	0.542235638839952	0.274697971218769	0.202240861376076	0.156046649064221	0.161890840945939	0.189261710885816	0.448030554443499	0.416656110337662	0.120239779077516	0.105949668948362	0.0877640034289785	0.0694290474287641	0.0632440199898736	0.0700547202707109	0.0616148558455182	0.0357699885902462	0.0357699885902462	0.0366608392280833
"R13"	0.020464984906914	0.0605643728216199	0.052001142363913	0.0947755465920342	0.0557232936650609	0.111014172006836	0.0808622580376816	0.0898266314281047	0.0853091117629603	0.0851029642048731	0.120186873538605	0.150637196907776	1.36976997473916	0.1526435432598	0.260705891602014	0.179363375394123	0.145670937890263	0.20812475946793	0.272022064888714	0.232109293557865	0.273488439350223	0.359660796692811	0.382208481325227	0.42092178833233	0.672937475795776	0.596125708339092	0.262723941267745	0.209003941360358	0.22906255196445	0.25017052914331	0.266086907103222	0.213057565068922	0.16519740111282	0.17498218364559	0.469485275647719	0.168719546915222	0.12239343699107	0.126298209464355	0.110421992820603	0.0837640234871759	0.0569018812788038	0.0513179352326686	0.366857069926765	0.0454777442375867	0.0343987633192705	0.0343987633192705	0.0270592578213641
