"Fuchsia_regia"	"Justicia_brasiliana"	"Hippeastrum_aulicum"	"Heliconia_farinosa"	"Nematanthus_australis"	"Psychotria_suterella"	"Nidularium_inocentii"	"Ipomea_sp1_M_PL_069_01"	"Sinningia_douglasii"	"Vriesea_vagans"	"Aechmea_blumenavii"	"Billbergia_amoena"	"Justicia_carnea"	"Tillandsia_sp1_M_PL_069_01"	"Vriesea_carinata"	"Hedychium_coronarium"	"Vriesea_erythrodactylon"	"Vriesea_incurvata"	"Clytolaema_rubricauda"	"Thalurania_glaucopis"	"Phaethornis_eurynome"	"Amazilia_fimbriata"	"Amazilia_versicolor"	"Ramphodon_naevius"
"Fuchsia_regia"	1.47263792401195	0.0836731731781235	0.257596245766215	0.257596245766215	0.472637924011953	0.173923072588092	0.0836731731781235	0.323218718906748	0.159633479912896	0.611346879971982	0.257596245766215	0.0836731731781235	0.257596245766215	0.173923072588092	0.0836731731781235	0.073335339583884	0.298714851423861	0.13870895596003	1.32762156188383	1.93247858431213	0.836731731781235	0.168800681632827	0.16296742129752	0.308242124355621
"Justicia_brasiliana"	0.167346346356247	1.27604415253425	0.382577196999754	0.382577196999754	0.167346346356247	0.106533044465509	0.276044152534245	0.292508964629299	0.395652492488026	0.216458861047754	0.382577196999754	0.276044152534245	0.382577196999754	0.106533044465509	0.276044152534245	0.0663675802100089	0.0608133018907378	0.0491125146915073	0.270281341736613	1.18370049406121	2.76044152534245	0.265796311008401	0.147483511577798	0.109138921536683
"Hippeastrum_aulicum"	0.257596245766215	0.191288598499877	1.35527492328011	0.355274923280107	0.257596245766215	0.16398632478023	0.191288598499877	0.352016214812086	0.299449263322268	0.333195143980213	0.355274923280107	0.191288598499877	0.355274923280107	0.16398632478023	0.191288598499877	0.0798692252094649	0.0936099209859849	0.0755988982139979	0.416044093271044	1.82207027533589	1.91288598499877	0.240357032938646	0.177487167132144	0.167997551586662
"Heliconia_farinosa"	0.257596245766215	0.191288598499877	0.355274923280107	1.35527492328011	0.257596245766215	0.16398632478023	0.191288598499877	0.352016214812086	0.299449263322268	0.333195143980213	0.355274923280107	0.191288598499877	0.355274923280107	0.16398632478023	0.191288598499877	0.0798692252094649	0.0936099209859849	0.0755988982139979	0.416044093271044	1.82207027533589	1.91288598499877	0.240357032938646	0.177487167132144	0.167997551586662
"Nematanthus_australis"	0.472637924011953	0.0836731731781235	0.257596245766215	0.257596245766215	1.47263792401195	0.173923072588092	0.0836731731781235	0.323218718906748	0.159633479912896	0.611346879971982	0.257596245766215	0.0836731731781235	0.257596245766215	0.173923072588092	0.0836731731781235	0.073335339583884	0.298714851423861	0.13870895596003	1.32762156188383	1.93247858431213	0.836731731781235	0.168800681632827	0.16296742129752	0.308242124355621
"Psychotria_suterella"	0.347846145176183	0.106533044465509	0.32797264956046	0.32797264956046	0.347846145176183	1.22143960509495	0.106533044465509	0.411523464994873	0.20324603415651	0.449931426912672	0.32797264956046	0.106533044465509	0.32797264956046	0.221439605094951	0.106533044465509	0.0933708702089208	0.126406540081232	0.102085281736489	0.561806844805475	2.46044005661057	1.06533044465509	0.214917754868892	0.207490822686491	0.226856181636641
"Nidularium_inocentii"	0.167346346356247	0.276044152534245	0.382577196999754	0.382577196999754	0.167346346356247	0.106533044465509	1.27604415253425	0.292508964629299	0.395652492488026	0.216458861047754	0.382577196999754	0.276044152534245	0.382577196999754	0.106533044465509	0.276044152534245	0.0663675802100089	0.0608133018907378	0.0491125146915073	0.270281341736613	1.18370049406121	2.76044152534245	0.265796311008401	0.147483511577798	0.109138921536683
"Ipomea_sp1_M_PL_069_01"	0.215479145937832	0.0975029882097662	0.234677476541391	0.234677476541391	0.215479145937832	0.137174488331624	0.0975029882097662	1.92426978688207	0.447999259484445	0.278717590941326	0.234677476541391	0.0975029882097662	0.234677476541391	0.137174488331624	0.0975029882097662	0.436599027275763	0.0783046576062075	0.0632384450034942	0.348020700472033	1.52416098146249	0.975029882097662	0.778880602832621	0.970220060612807	0.140529877785543
"Sinningia_douglasii"	0.159633479912896	0.197826246244013	0.299449263322268	0.299449263322268	0.159633479912896	0.101623017078255	0.197826246244013	0.671998889226668	1.61573178218133	0.206482435974289	0.299449263322268	0.197826246244013	0.299449263322268	0.101623017078255	0.197826246244013	0.152470336211093	0.0580104628346407	0.0468489560613934	0.25782427926507	1.12914463420284	1.97826246244013	0.9286789687496	0.338822969357984	0.104108791247541
"Vriesea_vagans"	0.407564586647988	0.0721529536825847	0.222130095986809	0.222130095986809	0.407564586647988	0.149977142304224	0.0721529536825847	0.278717590941326	0.137654957316193	1.82065419359903	0.222130095986809	0.0721529536825847	0.222130095986809	0.149977142304224	0.0721529536825847	0.0632384450034942	0.257587444343764	0.41308960695104	1.14483308597229	1.66641269226915	0.721529536825848	0.145560008074685	0.140529877785543	0.917976904335645
"Aechmea_blumenavii"	0.257596245766215	0.191288598499877	0.355274923280107	0.355274923280107	0.257596245766215	0.16398632478023	0.191288598499877	0.352016214812086	0.299449263322268	0.333195143980213	1.35527492328011	0.191288598499877	0.355274923280107	0.16398632478023	0.191288598499877	0.0798692252094649	0.0936099209859849	0.0755988982139979	0.416044093271044	1.82207027533589	1.91288598499877	0.240357032938646	0.177487167132144	0.167997551586662
"Billbergia_amoena"	0.167346346356247	0.276044152534245	0.382577196999754	0.382577196999754	0.167346346356247	0.106533044465509	0.276044152534245	0.292508964629299	0.395652492488026	0.216458861047754	0.382577196999754	1.27604415253425	0.382577196999754	0.106533044465509	0.276044152534245	0.0663675802100089	0.0608133018907378	0.0491125146915073	0.270281341736613	1.18370049406121	2.76044152534245	0.265796311008401	0.147483511577798	0.109138921536683
"Justicia_carnea"	0.257596245766215	0.191288598499877	0.355274923280107	0.355274923280107	0.257596245766215	0.16398632478023	0.191288598499877	0.352016214812086	0.299449263322268	0.333195143980213	0.355274923280107	0.191288598499877	1.35527492328011	0.16398632478023	0.191288598499877	0.0798692252094649	0.0936099209859849	0.0755988982139979	0.416044093271044	1.82207027533589	1.91288598499877	0.240357032938646	0.177487167132144	0.167997551586662
"Tillandsia_sp1_M_PL_069_01"	0.347846145176183	0.106533044465509	0.32797264956046	0.32797264956046	0.347846145176183	0.221439605094951	0.106533044465509	0.411523464994873	0.20324603415651	0.449931426912672	0.32797264956046	0.106533044465509	0.32797264956046	1.22143960509495	0.106533044465509	0.0933708702089208	0.126406540081232	0.102085281736489	0.561806844805475	2.46044005661057	1.06533044465509	0.214917754868892	0.207490822686491	0.226856181636641
"Vriesea_carinata"	0.167346346356247	0.276044152534245	0.382577196999754	0.382577196999754	0.167346346356247	0.106533044465509	0.276044152534245	0.292508964629299	0.395652492488026	0.216458861047754	0.382577196999754	0.276044152534245	0.382577196999754	0.106533044465509	1.27604415253425	0.0663675802100089	0.0608133018907378	0.0491125146915073	0.270281341736613	1.18370049406121	2.76044152534245	0.265796311008401	0.147483511577798	0.109138921536683
