"Euphorbia_obtusifolia"	"Argyranthemum_frutescens"	"Convolvulus_floridus"	"Euphorbia_canariensis"	"Lavandula_buchii"	"Galactites_tomentosa"	"Plocama_pendula"	"Bituminaria_bituminosa"	"Echium_plantagineum"	"Echium_aculeatum"	"Lotus_glaucus"	"Oxalis_pes-caprae"	"Scandix_pecten-veneris"	"Sideritis_argosphacelus"	"Ceballosia_fruticosa"	"Sideritis_nervosa"	"Fagonia_albiflora"	"Eucera_gracilipes"	"Lasioglossum_evylaeus"	"Amegilla_sp1_M_PL_058"	"Anthophora_alluardii"	"Apis_mellifera"	"Amegilla_canifrons"	"Anthophora_orotavae"	"Unidentified_sp1_M_PL_058"	"Unidentified_sp2_M_PL_058"	"Unidentified_sp3_M_PL_058"	"Amegilla_quadrifasciata"	"Lucilia_sp1_M_PL_058"	"Unidentified_sp4_M_PL_058"	"Unidentified_sp5_M_PL_058"	"Unidentified_sp6_M_PL_058"	"Hylaeus_sp1_M_PL_058"	"Unidentified_sp10_M_PL_058"	"Unidentified_sp11_M_PL_058"	"Unidentified_sp12_M_PL_058"	"Unidentified_sp13_M_PL_058"	"Unidentified_sp14_M_PL_058"	"Unidentified_sp7_M_PL_058"	"Unidentified_sp8_M_PL_058"	"Unidentified_sp9_M_PL_058"	"Andrena_vucana"	"Camponotus_rufoglaucus"	"Cyclyrius_webbianus"	"Macroglossum_stellatarum"	"Sphecodes_marginatus"	"Tachina_canariensis"	"Thysanoptera_sp1_M_PL_058"	"Unidentified_sp15_M_PL_058"	"Unidentified_sp16_M_PL_058"	"Unidentified_sp17_M_PL_058"	"Unidentified_sp18_M_PL_058"	"Unidentified_sp19_M_PL_058"	"Unidentified_sp20_M_PL_058"	"Unidentified_sp21_M_PL_058"	"Unidentified_sp22_M_PL_058"	"Unidentified_sp23_M_PL_058"	"Unidentified_sp24_M_PL_058"	"Unidentified_sp25_M_PL_058"	"Unidentified_sp26_M_PL_058"	"Unidentified_sp27_M_PL_058"	"Unidentified_sp28_M_PL_058"	"Unidentified_sp29_M_PL_058"	"Unidentified_sp30_M_PL_058"	"Unidentified_sp31_M_PL_058"	"Unidentified_sp32_M_PL_058"	"Unidentified_sp33_M_PL_058"	"Unidentified_sp34_M_PL_058"
"Euphorbia_obtusifolia"	1.98301528040658	0.468144112053378	0.461834749311453	0.581935849051111	0.24922062439107	0.243333636752844	0.295610570235895	0.127878066933003	0.126971335568268	0.114349379292235	0.0988145445305764	0.0938684350832087	0.120613792397048	0.107126683879637	0.07452507238465	0.0720362767517906	0.0438794857140991	0.381925450028012	0.406709203877767	0.181921075630745	0.112184781807605	0.219822185210074	0.0980067807604326	0.096880516776956	0.230184413546059	0.210404060070405	0.116651163569346	0.0547695751842583	0.178723329214714	0.0574878924520638	0.178723329214714	0.0651852412206248	0.148628350582711	0.148628350582711	0.13507814053588	0.148628350582711	0.0487865254613331	0.139620768102237	0.139620768102237	0.134544218927467	0.139620768102236	0.0436451886788334	0.0295610570235895	0.0186915468293303	0.0186915468293303	0.022357521715395	0.0436451886788334	0.0300949786320029	0.021900027307756	0.0300949786320029	0.0436451886788334	0.0295610570235895	0.0300949786320029	0.0436451886788334	0.0168963183149776	0.0300949786320029	0.0300949786320029	0.021900027307756	0.0271381032893357	0.0271381032893357	0.0271381032893358	0.104983161903877	0.034637606198359	0.034637606198359	0.034637606198359	0.034637606198359	0.0295610570235895	0.104983161903877
"Argyranthemum_frutescens"	0.568460707493388	2.02734177392646	0.323578834179742	0.398081921800574	0.33504999749716	0.265175399941558	0.274050752106483	0.154973485190491	0.155903741674202	0.127281251692582	0.12564072446199	0.109625537928949	0.0554278477495239	0.103624727979533	0.107492230369767	0.0808559889783285	0.050592971766116	0.423588853772461	0.43713247084307	0.295749602146164	0.137018886377025	0.152720778749738	0.11790605276598	0.118153275454826	0.241551098010564	0.0966908010741695	0.214250270923188	0.0681073694180714	0.190280236805175	0.068727132634238	0.190280236805175	0.0704273725687089	0.059951122767046	0.059951122767046	0.160424092670132	0.059951122767046	0.155457863850416	0.0543633911954835	0.0543633911954835	0.0575000538426511	0.0543633911954835	0.0298561441350431	0.0274050752106483	0.025128749812287	0.025128749812287	0.0322476691109301	0.0298561441350431	0.130329114038129	0.0238657859947403	0.130329114038129	0.0298561441350431	0.0274050752106483	0.130329114038129	0.0298561441350431	0.0197325968272108	0.130329114038129	0.130329114038129	0.0238657859947403	0.0124712657436429	0.0124712657436429	0.0124712657436429	0.0300949786320029	0.0242684125634806	0.0242684125634806	0.0242684125634806	0.0242684125634806	0.0274050752106483	0.0300949786320029
"Convolvulus_floridus"	0.654265894857892	0.377508639876366	1.98604495302975	0.325948262024228	0.271651295617445	0.238638626950598	0.25545532740018	0.154554577153734	0.155759173800467	0.126589638698186	0.124798529477878	0.104422145857579	0.136916553999756	0.103910857713875	0.114238929204911	0.081707566698296	0.0507469223757067	0.437781507554951	0.447209306881846	0.306870040552395	0.130966766340494	0.148200540486535	0.110465069938624	0.113549843625953	0.130375147579229	0.238843321977352	0.233038995542203	0.0623530199987326	0.0833521384136567	0.0606473098512264	0.0833521384136567	0.0680406059842358	0.0590837258501761	0.0590837258501761	0.0589060187618396	0.0590837258501761	0.044642259734789	0.18359097767559	0.18359097767559	0.0601831389383769	0.18359097767559	0.0244461196518171	0.025545532740018	0.0203738471713084	0.0203738471713084	0.0342716787614733	0.0244461196518171	0.0242684125634806	0.0214774764255538	0.0242684125634806	0.0244461196518171	0.0255455327400179	0.0242684125634806	0.0244461196518171	0.0187959862543642	0.0242684125634806	0.0242684125634806	0.0214774764255538	0.0308062246499451	0.0308062246499451	0.0308062246499451	0.034637606198359	0.148953371477231	0.148953371477231	0.148953371477231	0.148953371477231	0.025545532740018	0.034637606198359
"Euphorbia_canariensis"	0.824409119489075	0.464428908767337	0.325948262024228	2.12536931156397	0.20565799242048	0.216235940981286	0.233506998466252	0.109719119623601	0.107697020915866	0.0846009767054067	0.0784291828045271	0.0866365696208455	0.149721832561721	0.0849595018523271	0.070550573477545	0.0622772107868587	0.0330093726755193	0.270794855081694	0.422757661608235	0.15114569769942	0.0929767817559964	0.136225536369057	0.0803855659690198	0.0792335364137721	0.275715965716115	0.261181419024335	0.0988181356767489	0.0474767999068284	0.232904031181174	0.0504801666516039	0.232904031181174	0.0550349905486295	0.203047887046131	0.203047887046131	0.0735013328138764	0.203047887046131	0.0452804935665791	0.0680913083306505	0.0680913083306505	0.0669958885254585	0.0680913083306505	0.159402698367298	0.0233506998466252	0.015424349431536	0.015424349431536	0.0211651720432635	0.159402698367298	0.0298561441350431	0.0194612346883157	0.0298561441350431	0.159402698367298	0.0233506998466252	0.0298561441350431	0.159402698367298	0.0155945825317522	0.0298561441350431	0.0298561441350431	0.0194612346883157	0.0336874123263872	0.0336874123263872	0.0336874123263872	0.0436451886788334	0.0244461196518171	0.0244461196518171	0.0244461196518171	0.0244461196518171	0.0233506998466252	0.0436451886788334
"Lavandula_buchii"	0.353062551220683	0.390891663746686	0.271651295617445	0.20565799242048	1.73818465015024	0.381672527449463	0.235338382561647	0.257045045581434	0.2644531460256	0.221174233795776	0.231084968201825	0.251718289405575	0.0358616227341551	0.142701294261608	0.0738133973625972	0.1211075060127	0.087739328188925	0.519996484099122	0.481984790787856	0.369848358315939	0.335304525954895	0.278858914609316	0.285789004495128	0.287442064430263	0.11712901179977	0.0625586085473595	0.0911804544485392	0.214229897691487	0.0592446460731532	0.210023668324724	0.0592446460731532	0.105015075516529	0.0341158962608663	0.0341158962608663	0.0438202966416172	0.0341158962608663	0.155492598573555	0.0390653940006386	0.0390653940006386	0.0422253850854949	0.0390653940006386	0.015424349431536	0.0235338382561647	0.130363848761268	0.130363848761268	0.0221440192087792	0.015424349431536	0.025128749812287	0.0343505274704517	0.0251287498122869	0.015424349431536	0.0235338382561647	0.025128749812287	0.015424349431536	0.0453092920930036	0.025128749812287	0.025128749812287	0.0343505274704517	0.00806886511518491	0.00806886511518491	0.00806886511518491	0.0186915468293303	0.0203738471713084	0.0203738471713084	0.0203738471713084	0.0203738471713084	0.0235338382561647	0.0186915468293303
"Galactites_tomentosa"	0.413667182479836	0.371245559918182	0.286366352340718	0.259483129177543	0.458007032939356	1.65769509131853	0.281688013916554	0.244490771287869	0.225536591205615	0.208797619135281	0.190986136198454	0.19550921740209	0.0413563909173404	0.186004865700974	0.0771179914941138	0.099878202155776	0.0653277471486143	0.522632398789248	0.499062127881226	0.371351528443508	0.212007366936923	0.313046580615601	0.289334650330034	0.161919467530625	0.242588407601135	0.0721439263780271	0.0966474612601836	0.106215802296008	0.0652270479908119	0.218734744821496	0.065227047990812	0.227717268694567	0.0413612619960717	0.0413612619960717	0.0457658133024963	0.0413612619960717	0.0582163134651919	0.0433775037333099	0.0433775037333098	0.0500688286994114	0.0433775037333098	0.0194612346883157	0.0281688013916554	0.0343505274704517	0.0343505274704517	0.0231353974482342	0.0194612346883157	0.0238657859947403	0.149192558218668	0.0238657859947403	0.0194612346883157	0.0281688013916554	0.0238657859947403	0.0194612346883157	0.0351916591323762	0.0238657859947403	0.0238657859947403	0.149192558218668	0.00930518795640158	0.00930518795640159	0.00930518795640159	0.021900027307756	0.0214774764255538	0.0214774764255538	0.0214774764255538	0.0214774764255538	0.0281688013916554	0.021900027307756
"Plocama_pendula"	0.558375521556691	0.426301169943418	0.340607103200239	0.311342664621669	0.313784510082196	0.312986682129504	1.81784424355636	0.159254027571862	0.157722204600075	0.148907601060907	0.122578578741494	0.117885018901092	0.0516355105295864	0.143176460000315	0.132768314154714	0.0915659549726497	0.0564223291140695	0.497487214261132	0.507630151290604	0.201067194788709	0.141167088848584	0.32206619271808	0.124228482702264	0.122116147712771	0.290270057828154	0.0900752794793896	0.274565526552717	0.0686412457941406	0.0803168320808629	0.0729219430500167	0.0803168320808629	0.0842716090275055	0.0529117568702147	0.0529117568702147	0.0569661322342378	0.0529117568702147	0.050938913466813	0.0551065897636075	0.0551065897636075	0.211345481379226	0.0551065897636075	0.0233506998466252	0.181784424355636	0.0235338382561647	0.0235338382561647	0.0398304942464144	0.0233506998466252	0.0274050752106483	0.0281688013916554	0.0274050752106483	0.0233506998466252	0.181784424355636	0.0274050752106483	0.0233506998466252	0.0212193034021966	0.0274050752106483	0.0274050752106483	0.0281688013916554	0.0116179898691569	0.0116179898691569	0.0116179898691569	0.0295610570235895	0.0255455327400179	0.0255455327400179	0.0255455327400179	0.0255455327400179	0.181784424355636	0.0295610570235895
"Bituminaria_bituminosa"	0.362321189643508	0.361604798777812	0.309109154307467	0.219438239247203	0.514090091162869	0.407484618813116	0.238881041357793	1.36689802549669	0.261717581796224	0.21849942723924	0.221667960288821	0.270281729186298	0.0387133368196677	0.19785502167171	0.0843336106295411	0.115155844903146	0.0751062233957425	0.601113800781909	0.57849453288471	0.445182052731017	0.410729938939736	0.202147463485323	0.19371813955488	0.186059180957664	0.119447320591024	0.0675332653409759	0.0956173966762753	0.292242171915252	0.0588856007620643	0.123881083783929	0.0588856007620643	0.286225699393818	0.0356395779834906	0.0356395779834906	0.0424277328185241	0.0356395779834906	0.0618027796157888	0.0423648966130105	0.0423648966130105	0.0430698141757298	0.0423648966130105	0.0164578679435402	0.0238881041357793	0.0385567568372151	0.0385567568372152	0.0253000831888623	0.0164578679435402	0.0232460227785736	0.0366736156931804	0.0232460227785736	0.0164578679435402	0.0238881041357793	0.0232460227785737	0.0164578679435402	0.0486507112535337	0.0232460227785737	0.0232460227785736	0.0366736156931804	0.00871050078442523	0.00871050078442524	0.00871050078442524	0.0191817100399505	0.02318318657306	0.02318318657306	0.02318318657306	0.02318318657306	0.0238881041357793	0.0191817100399505
"Echium_plantagineum"	0.359752117443426	0.363775397239805	0.311518347600934	0.215394041831733	0.5289062920512	0.375894318676025	0.236583306900112	0.261717581796224	1.3326770563519	0.253138365126701	0.294132845570732	0.200386670755759	0.0385431199915329	0.142776455814139	0.0820920129565204	0.152207087705634	0.113662876924462	0.629555066064771	0.556749711283598	0.45791591155364	0.413405586287634	0.193892099890921	0.371908836963006	0.389323863487056	0.116074634094604	0.0672363315407851	0.0950353718981676	0.11499520990931	0.0585858147237505	0.109568061320719	0.0585858147237505	0.105212828508457	0.0352002534726202	0.0352002534726202	0.0424312615863705	0.0352002534726202	0.0630535331549703	0.0424095764053102	0.0424095764053102	0.0427040310252514	0.0424095764053102	0.01615455313738	0.0236583306900112	0.03966797190384	0.03966797190384	0.0246276038869561	0.01615455313738	0.0233855612511303	0.0338304886808423	0.0233855612511303	0.01615455313738	0.0236583306900112	0.0233855612511303	0.01615455313738	0.0360696007360366	0.0233855612511303	0.0233855612511303	0.0338304886808423	0.00867220199809489	0.00867220199809489	0.00867220199809489	0.0190457003352402	0.02336387607007	0.02336387607007	0.02336387607007	0.02336387607007	0.0236583306900112	0.0190457003352402
"Echium_aculeatum"	0.388787889593601	0.356387504739229	0.303815132875647	0.203042344092976	0.530818161109861	0.417595238270562	0.268033681909634	0.262199312687088	0.303766038152041	1.2989989850377	0.276419347373363	0.192816171001865	0.0385648841979702	0.165677676040642	0.0659007089546734	0.108840754739334	0.0814940639606559	0.645550085034595	0.395007755692019	0.491561796257789	0.442988375323436	0.395878484407087	0.406535139084388	0.204456305537346	0.123108629019554	0.0672742979897924	0.0922703411477035	0.113848169766638	0.0587216893842403	0.112101844307926	0.0587216893842403	0.114190945456558	0.0358110640795756	0.0358110640795756	0.0434935135772671	0.0358110640795756	0.0627219873879043	0.0433690232382759	0.0433690232382759	0.0473862564635657	0.0433690232382759	0.0152281758069732	0.0268033681909634	0.0398113620832396	0.0398113620832396	0.019770212686402	0.0152281758069732	0.0229106253046647	0.0375835714443506	0.0229106253046647	0.0152281758069732	0.0268033681909633	0.0229106253046647	0.0152281758069732	0.0347069107803358	0.0229106253046647	0.0229106253046647	0.0375835714443506	0.00867709894454328	0.00867709894454328	0.00867709894454329	0.0205828882726024	0.0227861349656735	0.0227861349656735	0.0227861349656735	0.0227861349656735	0.0268033681909634	0.0205828882726024
