"Toddalia_asiatica"	"Molinaea_alternifolia"	"Aphloia_theiformis"	"Psiadia_terebinthina"	"Stillingia_lineata"	"Croton_fothergillifolius"	"Roussea_simplex"	"Erythroxylum_macrocarpum"	"Chassalia_coriacea"	"Bertiera_zaluzania"	"Dodonaea_viscosa"	"Antirhea_borbonica"	"Claoxylon_linostachys"	"Stomorhina_lunata"	"Pachycerina_crinicornis"	"Apis_mellifera"	"Brachymyrmex_sp1_M_PL_062"	"Fannia_pusio"	"Technomyrmex_albipes"	"Chaetocnema_sp1_M_PL_062"	"Chrysomya_megacephala"	"Eristalinus_flaveolus"	"Musca_domestica"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Phorinia_sp1_M_PL_062"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_062"	"Lygistorrhina_sp1_M_PL_062"	"Nacoleia_sp1_M_PL_062"	"Polistes_hebraeus"	"Psilopa_iceryae"	"Diptera_sp1_M_PL_062"	"Paragus_borbonicus"	"Stomoxys_niger"	"Episyrphus_sp1_M_PL_062"	"Unidentified_sp7_M_PL_062"	"Graphomya_maculata"	"Sepsis_lateralis"	"Acalyptrate_sp1_M_PL_062"	"Homoneura_sp1_M_PL_062"	"Limnophora_quaterna"	"Pelecophora_intemipta"	"Stomoxys_calcitrans"	"Villa_unifasciata"	"Zosterops_mauritianus"	"Dioxyna_sororcula"	"Henotesia_narcissus"	"Phelsuma_cepediana"	"Pteromalidae_sp1_M_PL_062"	"Tarundia_servillei"	"Cheloninae_sp1_M_PL_062"	"Hyadina_sp1_M_PL_062"	"Ischiodon_aegyptius"	"Mauritiborium_undulatus"	"Panara_naso"	"Pterophoridae_sp1_M_PL_062"	"Sarcophaga_arno"
"Toddalia_asiatica"	1.96453398270851	0.495816195886742	0.29246395779179	0.518525691504965	0.316825078621511	0.49716069364235	0.282689979461893	0.421890886924361	0.177765636728169	0.147526719844468	0.0299860095020694	0.0582081017860623	0.0597649603339545	0.281381134337684	0.333177883356327	0.107104875509959	0.252404072278673	0.199204916072834	0.146868585770984	0.10625811307042	0.228394532627197	0.228161479256454	0.226082316077412	0.22594845394504	0.22693666374705	0.147629790020204	0.227246854229648	0.0274513601384982	0.0254420981515704	0.0542114172198903	0.105770024063334	0.0930568728651398	0.0259220518872146	0.0816612931734871	0.174718166038627	0.106318394806191	0.0537716321548579	0.080403578838717	0.0930568728651398	0.0259220518872146	0.0259220518872146	0.027121557016566	0.0930568728651399	0.081331490051555	0.0816612931734871	0.0254420981515704	0.0930568728651398	0.0930568728651398	0.0254420981515704	0.0259220518872146	0.0266648455092254	0.0930568728651398	0.0259220518872146	0.027121557016566	0.027121557016566	0.0266648455092254	0.0274513601384981	0.0263202720163597
"Molinaea_alternifolia"	0.588781732615506	1.64382996496902	0.330741537033959	0.560183636623458	0.32693840710026	0.601326423624542	0.300627144330456	0.415975474628796	0.172656434881657	0.143851433124603	0.031148347644202	0.0852847332187814	0.061812624941605	0.290146547659674	0.346092751602244	0.178945397614723	0.265419492978363	0.201976726797076	0.147104602583612	0.113141396080584	0.234481344094369	0.238354824464997	0.235652754645306	0.167004161578125	0.171787854167738	0.0842877222928988	0.243207900550222	0.0296567807624184	0.0270564429897411	0.122232173862563	0.112373220047644	0.0278896610186292	0.0267495060354758	0.15395714460146	0.18184680562009	0.114236205116871	0.061491709071953	0.162678493787493	0.0278896610186292	0.0267495060354758	0.0267495060354758	0.0267412805118512	0.0278896610186293	0.151041644350893	0.15395714460146	0.027056442989741	0.0278896610186292	0.0278896610186292	0.027056442989741	0.0267495060354758	0.0258984652322485	0.0278896610186292	0.0267495060354758	0.0267412805118512	0.0267412805118512	0.0258984652322485	0.0296567807624184	0.0318349283095346
"Aphloia_theiformis"	0.555681519804401	0.529186459254334	1.46456210084124	0.579448690258766	0.266048123993885	0.525243542867926	0.354520575458294	0.455804198520297	0.190843167985108	0.212564936165821	0.0350584167992036	0.0483331369567758	0.0458630258307925	0.342572652253596	0.389537964435596	0.224160874566655	0.300057215642242	0.130401281730738	0.0778560683156352	0.0995146449744871	0.182135587980118	0.275684488545982	0.16824662656653	0.288279279421012	0.274544225410692	0.0863001500442065	0.163573590931945	0.0306766953666406	0.0319068517912465	0.161577327408768	0.232655824743446	0.0263217562012611	0.0217675737813178	0.0882504447927047	0.114572200993966	0.227180987154872	0.0584837064596485	0.0793236610566132	0.0263217562012611	0.0217675737813178	0.0217675737813178	0.0293016984763048	0.0263217562012611	0.086875447902369	0.0882504447927047	0.0319068517912465	0.0263217562012611	0.0263217562012611	0.0319068517912465	0.0217675737813178	0.0286264751977662	0.0263217562012611	0.0217675737813178	0.0293016984763048	0.0293016984763048	0.0286264751977662	0.0306766953666406	0.0278070110930078
"Psiadia_terebinthina"	0.579528714034961	0.527231657998549	0.340852170740451	1.75763737092389	0.266703128815926	0.580564328332137	0.317278898277516	0.425193305309486	0.169405602098972	0.173142225693346	0.030818678125572	0.0491611925564019	0.0456406218296303	0.295482281332672	0.3424297569508	0.181939967199418	0.261948250981616	0.128022686654166	0.0789293059858559	0.100429058808357	0.239394745651186	0.238905840393024	0.231271555614975	0.238234002541624	0.234659899945451	0.147836605705205	0.162711131766227	0.0930513902253827	0.0285551008449765	0.0603334761290589	0.183448787061802	0.0274513601384982	0.0218211650849394	0.153443929546561	0.180895289685059	0.119911909891527	0.123787148784143	0.0825150759715594	0.0274513601384982	0.0218211650849394	0.0218211650849394	0.0273338553413241	0.0274513601384982	0.0877263946625027	0.153443929546561	0.0285551008449765	0.0274513601384982	0.0274513601384981	0.0285551008449765	0.0218211650849394	0.0254108403148458	0.0274513601384981	0.0218211650849394	0.0273338553413241	0.0273338553413241	0.0254108403148458	0.0930513902253826	0.0307357585587602
"Stillingia_lineata"	0.547243317618974	0.475546773964015	0.241861930903531	0.412177562715522	2.05783464902087	0.452571558929245	0.313411841547082	0.33940612532797	0.131673534537577	0.101242439964223	0.0350956241922303	0.0413077575563249	0.113784778459276	0.180013602129642	0.38995137991367	0.0985453106409704	0.316795322760371	0.300450063433946	0.221039847388034	0.265350075738516	0.138494998167688	0.142038932755445	0.295027748979053	0.137760460885925	0.135040456900606	0.0695621821718092	0.136789714970171	0.0218211650849394	0.0282070657392373	0.0485170798167936	0.0900194437990548	0.0259220518872146	0.168368289465344	0.0725303418872576	0.0984523937744722	0.0857698489413756	0.0457808358517818	0.0692976677026644	0.0259220518872146	0.168368289465344	0.168368289465344	0.0218189651996552	0.0259220518872146	0.0725281420019734	0.0725303418872576	0.0282070657392373	0.0259220518872146	0.0259220518872146	0.0282070657392374	0.168368289465344	0.0197510301806366	0.0259220518872146	0.168368289465344	0.0218189651996552	0.0218189651996552	0.0197510301806366	0.0218211650849394	0.0239596707668424
"Croton_fothergillifolius"	0.555650187012038	0.565954281058392	0.308966789922309	0.580564328332137	0.292840420483629	1.7147981086347	0.260153521857149	0.462098886599517	0.185314678290106	0.158298210465668	0.0305900545330095	0.0849552796600897	0.0629731478881018	0.293478635881342	0.339889494811216	0.113791514928446	0.254854886992308	0.133866604609526	0.0821148710927367	0.172787373592832	0.237874423044818	0.237187756254006	0.2270478758993	0.166476893514775	0.233150029687987	0.0867623875708032	0.244672064192794	0.0307357585587602	0.0234138169671434	0.0596419394025424	0.110450264502732	0.0263202720163597	0.0239596707668424	0.153354116148955	0.179674388165315	0.176790475253172	0.121519187839421	0.160848233437235	0.0263202720163597	0.0239596707668424	0.0239596707668424	0.0297063569956833	0.0263202720163597	0.152324714585878	0.153354116148955	0.0234138169671434	0.0263202720163597	0.0263202720163597	0.0234138169671434	0.0239596707668424	0.0277972017435159	0.0263202720163597	0.0239596707668424	0.0297063569956833	0.0297063569956833	0.0277972017435159	0.0307357585587602	0.0907834292806603
"Roussea_simplex"	0.537110960977597	0.48100343092873	0.354520575458295	0.539374127071778	0.34475302570179	0.442260987157153	1.75073006377766	0.349296911184229	0.141452963724283	0.172522072285057	0.0358256632637907	0.0414781737957626	0.0728289394107229	0.211101029747902	0.39806292515323	0.245084101365953	0.322147082223904	0.271044335355363	0.0807056068805488	0.106848706874478	0.157976233398013	0.15882911217795	0.290240230432658	0.296978530972365	0.152990613746851	0.0764520004298187	0.138250282308462	0.0285551008449765	0.157565705739989	0.0589632947809875	0.249081631387523	0.0254420981515704	0.0282070657392373	0.0790253608018609	0.104467458953431	0.108829443202972	0.0519689178121199	0.0691354381649776	0.0254420981515704	0.0282070657392373	0.0282070657392373	0.0224548014332718	0.0254420981515704	0.0729250613901563	0.0790253608018609	0.157565705739989	0.0254420981515704	0.0254420981515704	0.157565705739989	0.0282070657392373	0.0212179445586425	0.0254420981515704	0.0282070657392373	0.0224548014332718	0.0224548014332718	0.0212179445586425	0.0285551008449765	0.0234138169671434
"Erythroxylum_macrocarpum"	0.572566203683061	0.475400542432909	0.325574427514498	0.516306156447233	0.266676241329119	0.561120076585128	0.24949779370302	1.75319408320766	0.19731050343861	0.18300288374178	0.0320024354700594	0.0637178142273579	0.0667887329564095	0.315447176851534	0.355582616333994	0.105831635762752	0.184478514974656	0.128191533991728	0.0756818027280724	0.194285585946215	0.256548902859437	0.252910082262222	0.155176816498352	0.251857765261479	0.255765377266162	0.167160746278382	0.254544120362695	0.0273338553413241	0.0224548014332718	0.0560429789881559	0.112030874324421	0.027121557016566	0.0218189651996552	0.0837814928488585	0.110903049865425	0.204653908466	0.0570402123370074	0.0851206539098455	0.027121557016566	0.0218189651996552	0.0218189651996552	0.112705333920492	0.0271215570165661	0.169152971428027	0.0837814928488585	0.0224548014332718	0.027121557016566	0.027121557016566	0.0224548014332718	0.0218189651996552	0.0295965755157915	0.027121557016566	0.0218189651996552	0.112705333920492	0.112705333920492	0.0295965755157915	0.0273338553413241	0.0297063569956833
"Chassalia_coriacea"	0.562924516305869	0.460417159684418	0.318071946641847	0.47998253928042	0.241401479985559	0.525058255155301	0.235754939540472	0.460391174690091	1.65983352281912	0.145343288337956	0.0444553390650693	0.0877097398824787	0.0418139933482396	0.439131223837094	0.493948211834103	0.101153725303503	0.175366802736881	0.112348582487461	0.0723143409221105	0.0959611044466519	0.161529720216459	0.163994403513393	0.146740327539115	0.157678472997103	0.387070966704013	0.0816722613398627	0.398401499370765	0.0254108403148458	0.0212179445586425	0.0545249404300147	0.101417051972086	0.0266648455092254	0.0197510301806366	0.0791065072906102	0.105771352799836	0.112182044357906	0.0532080420583618	0.0931650499228798	0.0266648455092254	0.0197510301806366	0.0197510301806366	0.0295965755157915	0.0266648455092254	0.083292242491556	0.0791065072906102	0.0212179445586425	0.0266648455092254	0.0266648455092254	0.0212179445586425	0.0197510301806366	0.248975028422868	0.0266648455092254	0.0197510301806366	0.0295965755157915	0.0295965755157915	0.248975028422868	0.0254108403148458	0.0277972017435159
"Bertiera_zaluzania"	0.560601535408979	0.46032458599873	0.425129872331642	0.588683567357377	0.222733367921291	0.538213915583272	0.345044144570114	0.512408074476984	0.174411946005547	1.31915839357323	0.0253399414536358	0.0467996102981385	0.0443089397579056	0.446919856370437	0.281554905040398	0.126374520108389	0.199646646757774	0.121664702630361	0.0706717067279931	0.0995968590419583	0.382496375959757	0.183309553626424	0.161384958247926	0.397425101634666	0.183578087564827	0.090660929270327	0.161103881026768	0.0311656006248023	0.0310539730113103	0.0641549464722763	0.337929772989141	0.0265548095720043	0.0182236391935602	0.0855525364710511	0.112107346043055	0.337144396310369	0.0596592785086226	0.0754467604804112	0.0265548095720043	0.0182236391935602	0.0182236391935602	0.0329405190735204	0.0265548095720043	0.0873274549197693	0.0855525364710511	0.0310539730113103	0.0265548095720043	0.0265548095720043	0.0310539730113103	0.0182236391935602	0.026161791900832	0.0265548095720043	0.0182236391935602	0.0329405190735204	0.0329405190735204	0.026161791900832	0.0311656006248023	0.0284936778838203
