"Catostomus_catostomus"	"Catostomus_commersoni"	"Catostomus_macrocheilus"	"Coregonus_clupeaformis"	"Cottus_cognatus"	"Lota_lota"	"Mylocheilus_caurinus"	"Oncorhynchus_nerka"	"Prosopium_coulteri"	"Prosopium_williamsoni"	"Ptychocheilus_oregonensis"	"Rhinichthys_cataractae"	"Richardsonius_balteatus"	"Salmo_gairdneri"	"Salvelinus_malma"	"Salvelinus_namaycush"	"Thymallus_arcticus"	"Acolpenteron_catostomi"	"Anoncohaptor_anomalum"	"Pellucidhaptor_pellucidhaptor"	"Pseudomurraytrema_copulata"	"Tetraonchus_borealis"	"Tetraonchus_variabilis"	"Octomacrum_lanceatus"	"Allocreadium_isosporum"	"Bunodera_luciopercae"	"Crepidostomum_farionis"	"Phyllodistomum_sp."	"Diplostomum_sp.1_(L)"	"Diplostomum_sp.2_(L)"	"Neascus_sp_(L)"	"Tetracotyle_sp._(L)"	"Glaridacris_catostomi"	"Glaridacris_sp."	"Glaridacris_vogei"	"Hunterella_nodulosa"	"Monobothrium_sp."	"Proteocephalus_ptychocheilus"	"Proteocephalus_salmonidicola"	"Proteocephalus_sp."	"Proteocephalus_tumidocollus"	"Bothriocephalus_opsariichthydis"	"Diphyllobothrium_sp._(L)"	"Eubothrium_salvelini"	"Ligula_intestinalis_(L)"	"Hysterothylacium_brachyurum"	"Raphidascaris_acus"	"Eustrongylides_sp._(L)"	"Philometroides_huronensis"	"Philonema_agubernaculum"	"Philonema_sp."	"Haplonema_hamatulum"	"Truttaedacnitis_truttae"	"Cystidicola_farionis"	"Cystidicoloides_tenuissima"	"Rhabdochona_canadensis"	"Rhabdochona_cascadilla"	"Rhabdochona_cotti"	"Rhabdochona_kisutchi"	"Rhabdochona_milleri"	"Rhabdochona_zacconis"	"Neoechinorhynchus_cristatus"	"Neoechinorhynchus_cylindratus"	"Neoechinorhynchus_rutili"	"Octospinifer_macilentus"	"Pomphorhynchus_bulbocolli"	"Ergasilus_nerkae"	"Salmincola_californiensis"	"Salmincola_edwardsii"	"Salmincola_thymalli"
"Catostomus_catostomus"	1.8081117384441	0.807062833449871	0.899594205665552	0.162782378329715	0.0901933778249348	0.0551473397142924	0.0738544342256297	0.121544432412883	0.0108226220223913	0.202385195283019	0.186698375996931	0.0488564339067348	0.115215983346532	0.229098757261647	0.199560366700726	0.118941745145135	0.133287675006744	0.234786826184343	0.300819239830242	0.0129617981264848	0.300819239830242	0.0133287675006744	0.0121431117169811	0.0539756523399332	0.0285691198330896	0.0128868050959677	0.0991840300169371	0.0250412483372559	0.0561813320092487	0.17996220916967	0.0152753216724762	0.452193438270112	0.246843587490309	0.0539756523399332	0.0539756523399332	0.120008065985832	0.246843587490309	0.0152753216724762	0.0105649605900385	0.0495129295979822	0.0128868050959677	0.0285691198330896	0.0876226767091378	0.059643495158789	0.026490804800225	0.0204914817386111	0.0152753216724762	0.0495308771413731	0.300819239830242	0.0250299168129488	0.0757285021946243	0.0204914817386111	0.0474890519175008	0.0346022468215331	0.026215572596642	0.0105649605900385	0.028237119798961	0.0135290066737402	0.0105649605900385	0.0219853952580306	0.0539756523399332	0.300819239830242	0.0129617981264848	0.120251355804347	0.300819239830242	0.174963718520931	0.189443172465238	0.0247809796104812	0.0224591351045519	0.0254718792176555
"Catostomus_commersoni"	0.660324136458986	1.77090267775507	0.827633424839852	0.197333688622006	0.0940954467498644	0.0608711706650907	0.0970164255759479	0.131817409392009	0.0122460643100433	0.23367810685325	0.232813031717354	0.0463155586753377	0.123217602441601	0.273873046715413	0.217657295341234	0.127649070177235	0.15571373844655	0.11569041913629	0.260582456407159	0.0138619802746802	0.260582456407159	0.015571373844655	0.014020686411195	0.0496580054903911	0.0365112955623632	0.015405358877742	0.112533353063741	0.0285870998169429	0.0681333078130239	0.192295210960573	0.0190483389586926	0.428676226406182	0.210924450916768	0.0496580054903911	0.0496580054903911	0.19455004276126	0.210924450916768	0.0190483389586926	0.0115230332827712	0.0564854926091477	0.015405358877742	0.0365112955623632	0.100227132349268	0.0668957265286326	0.0279762972871598	0.0224798440024875	0.0190483389586926	0.0571209933101165	0.260582456407159	0.029426045288937	0.0874622253315447	0.0224798440024875	0.0537139855894317	0.0383086267116897	0.030976732722397	0.0115230332827712	0.0329103192333727	0.0141143170124797	0.0115230332827712	0.020842001403902	0.0496580054903911	0.260582456407159	0.0138619802746802	0.136067381222704	0.260582456407159	0.26078445898487	0.279798103022001	0.0281702658954655	0.0242879403004947	0.02959206025585
"Catostomus_macrocheilus"	0.539756523399332	0.606931178215892	2.06111161543086	0.198005285221018	0.10148032234092	0.0706705022694195	0.0939313731832883	0.13929525086364	0.0127441614392708	0.239517024712379	0.230724038508252	0.0430195664675178	0.131246763586962	0.276161354695222	0.230887512770019	0.135662101411187	0.152013320221667	0.177642349265785	0.227300354756176	0.0147652609035332	0.227300354756176	0.0152013320221667	0.0143710214827427	0.123666696925851	0.0357850685054852	0.0155340762016062	0.117022625780817	0.0294636012879702	0.0683708050789101	0.272696883061648	0.0188774213324933	0.398169987416026	0.103633657830324	0.123666696925851	0.123666696925851	0.173324702416243	0.103633657830324	0.0188774213324933	0.0122234565584128	0.0583444787974111	0.0155340762016062	0.0357850685054852	0.102646097162303	0.0696242894702443	0.0299873092546712	0.0249441469669083	0.0188774213324933	0.0587241735652854	0.227300354756176	0.029905097684349	0.0890798870211841	0.0249441469669083	0.0556947643838804	0.0401606881822742	0.0307354082237729	0.0122234565584128	0.0336426822360265	0.015222048351138	0.0122234565584128	0.019358804910383	0.123666696925851	0.227300354756176	0.0147652609035332	0.141601793769675	0.227300354756176	0.239927697102976	0.257665654815392	0.0291002863427249	0.0257896666995314	0.0295723535049094
"Coregonus_clupeaformis"	0.146504140496744	0.217067057484207	0.297007927831527	1.3589508218778	0.158699908544369	0.142836201856704	0.14873810680941	0.292998689848953	0.0324596052882806	0.443902954295619	0.310164237597283	0.0460108506832434	0.225900529729504	0.454980772585449	0.471783731350562	0.23943229059658	0.275720067860608	0.032470889719566	0.0502309216955466	0.0254138095945692	0.0502309216955466	0.0275720067860608	0.0266341772577372	0.0178204756698916	0.052149933210926	0.0255926684579315	0.305896583848872	0.0548925374428268	0.199869316774497	0.370879165372162	0.0253770739852323	0.425855984657131	0.0324104460256549	0.0178204756698916	0.0178204756698916	0.0355805076458722	0.032410446025655	0.0253770739852323	0.0249767857773827	0.203216405989017	0.0255926684579315	0.052149933210926	0.280324310292668	0.130446729537605	0.0492187958762246	0.0506873021115895	0.0253770739852323	0.102188808542469	0.0502309216955465	0.0522268457156687	0.25638108123301	0.0506873021115895	0.101146860552709	0.0755541920947778	0.0531646752439923	0.0249767857773827	0.0507908835798015	0.0238049862816554	0.0249767857773827	0.0207048828074595	0.0178204756698916	0.0502309216955466	0.0254138095945692	0.360662280980896	0.0502309216955466	0.235490001315775	0.263200690069793	0.0495358975175895	0.0489200148370406	0.054206184043798
"Cottus_cognatus"	0.135290066737402	0.172508319041418	0.253700805852299	0.264499847573949	1.5060643399551	0.152143215431345	0.156881327707829	0.244370990866187	0.022338373317821	0.417508240031857	0.262496589234227	0.0557563741219703	0.330453543854245	0.378333163143346	0.469992209674658	0.219019908595049	0.221800579598136	0.0287510550248782	0.0428653720373578	0.0371760236836026	0.0428653720373578	0.0221800579598136	0.0250504944019114	0.015222048351138	0.0497156326520278	0.0212812404268132	0.394931248439908	0.0457183395134319	0.110696642617286	0.468528247038958	0.0214769936646186	0.516056218262236	0.0276433236862199	0.015222048351138	0.015222048351138	0.0293363653636176	0.0276433236862199	0.0214769936646186	0.0248819405121878	0.0981745202823734	0.0212812404268132	0.0497156326520278	0.163537809528505	0.117552765287036	0.263085674676868	0.0522677192898299	0.0214769936646186	0.304080724894774	0.0428653720373578	0.0463317348287246	0.141635818669	0.0522677192898299	0.0931156662004174	0.0718344257736042	0.0434612983866268	0.0248819405121878	0.0586530173482211	0.225909650993266	0.0248819405121878	0.0250903683548866	0.015222048351138	0.0428653720373578	0.0371760236836026	0.248204147975789	0.0428653720373578	0.120950080138616	0.146318282683928	0.0431832312863181	0.0467839313716927	0.0472305523617251
"Lota_lota"	0.0992652114857264	0.1339165754632	0.212011506808259	0.285672403713409	0.182571858517614	1.39814832496782	0.0891901153374855	0.282026774138108	0.0458168802315235	0.41999371108298	0.207047184964787	0.0333998893922839	0.208289641617818	0.424959101371183	0.730142898191476	0.261228478682304	0.249477338770865	0.0226472115570681	0.0336040222767845	0.0234325846820046	0.0336040222767845	0.0249477338770865	0.0251996226649788	0.0127206904084955	0.032994444985139	0.0239039494521291	0.445671601035964	0.0521066268659399	0.0821375460013504	0.499940214342	0.0169402242243916	0.309134531819695	0.020883331868289	0.0127206904084955	0.0127206904084955	0.0236775011282119	0.020883331868289	0.0169402242243916	0.0386546240219017	0.117767440434898	0.0239039494521291	0.032994444985139	0.192741971632344	0.142083721421051	0.0508183634596467	0.29032132251611	0.0169402242243916	0.10729424622527	0.0336040222767845	0.0491035721171079	0.166619123764114	0.29032132251611	0.11388104400724	0.0899770945551108	0.0488516833292155	0.0386546240219017	0.0403728089063962	0.0273857787776421	0.0386546240219017	0.0150299502265278	0.0127206904084955	0.0336040222767845	0.0234325846820046	0.509076447016928	0.0336040222767845	0.115431813803918	0.131234145776773	0.0500267973203594	0.064777471890132	0.0501473565420653
"Mylocheilus_caurinus"	0.132937981606133	0.213436136267085	0.281794119549865	0.29747621361882	0.188257593249395	0.0891901153374856	1.51543663878047	0.163395976767149	0.01778366799752	0.333634564584878	0.697350002560984	0.0338985697684735	0.265529058781224	0.322019970392982	0.354473643757087	0.156274986308305	0.200268655408986	0.0302014453336052	0.0476644019372758	0.0298720191128878	0.0476644019372758	0.0200268655408986	0.0200180738750927	0.0169076471729919	0.329834504280929	0.0181136233346052	0.164330131129478	0.0344532210113201	0.386479382619511	0.263766339805734	0.0570559093004442	0.313750095745982	0.030756754764284	0.0169076471729919	0.0169076471729919	0.0343706037766625	0.030756754764284	0.0570559093004442	0.0187662517283164	0.0818967825058177	0.0181136233346052	0.329834504280929	0.135664770012152	0.0888650452455597	0.058110658100297	0.0348204724890638	0.0570559093004442	0.339801559571303	0.0476644019372758	0.0381316972096979	0.120037271381322	0.0348204724890638	0.0725254475688448	0.0544118242342396	0.0381404888755038	0.0187662517283164	0.086927928413332	0.0282386389874093	0.0187662517283164	0.0152543563958131	0.0169076471729919	0.0476644019372758	0.0298720191128877	0.197596311083555	0.0476644019372758	0.156331069512498	0.429118456158789	0.0337411219654358	0.0343937503591469	0.0400449394159913
"Oncorhynchus_nerka"	0.121544432412883	0.161110167034678	0.2321587514394	0.325554099832171	0.162913993910792	0.156681541187838	0.0907755426484158	1.38959970981126	0.0355481595967604	0.486756856235037	0.213330570594989	0.0472361630297803	0.191773437763492	0.538134043567101	0.542519206121119	0.286536544838831	0.280984674712298	0.0260839683276522	0.0392657092668531	0.0215745117483928	0.0392657092668531	0.0280984674712298	0.0292054113741022	0.013929525086364	0.0337939170890321	0.0302700399506495	0.337195140292374	0.169230010931775	0.0846682978223203	0.390708683552101	0.0174543194123173	0.437196931153411	0.0253361841804892	0.013929525086364	0.013929525086364	0.0271112660255649	0.0253361841804892	0.0174543194123173	0.0287216050299416	0.226186856370065	0.0302700399506495	0.0337939170890321	0.313209018275827	0.255810681819702	0.0460116108350116	0.0569242824437524	0.0174543194123173	0.0987037131673774	0.0392657092668531	0.0594754513247517	0.284555363791944	0.0569242824437524	0.116850710838576	0.0865806708879269	0.0583685074218793	0.0287216050299416	0.0390288311607102	0.0244370990866188	0.0287216050299416	0.0212562733634011	0.013929525086364	0.0392657092668531	0.0215745117483928	0.394979551075115	0.0392657092668531	0.133340905747529	0.148573559521372	0.0589236944345325	0.0573752595138246	0.057303878845332
"Prosopium_coulteri"	0.0974035982015214	0.134706707410477	0.191162421589061	0.324596052882806	0.134030239906926	0.229084401157617	0.0889183399875998	0.319933436370844	1.1156581101175	0.460793958844108	0.196919147861015	0.0350017991234857	0.284507143894701	0.48280003395172	0.531692228785289	0.319812741954664	0.316137532697514	0.0212101051154958	0.0322315629945348	0.0320070536881538	0.0322315629945348	0.0316137532697514	0.0276476375306465	0.0114697452953437	0.0321168678409419	0.0271575019097842	0.237114021413291	0.0591508455468686	0.0933375662885483	0.297069907965678	0.0161115666431739	0.323961096331818	0.0207618176991911	0.0114697452953437	0.0114697452953437	0.0224912031743827	0.0207618176991911	0.0161115666431739	0.0281484121121623	0.117003038039346	0.0271575019097842	0.0321168678409419	0.207755567414348	0.146928169385144	0.0521115896741927	0.0693836043205335	0.0161115666431739	0.0919058868266157	0.0322315629945348	0.0548051394404307	0.175774293218881	0.0693836043205335	0.114934825748059	0.0877773238382752	0.0587712551795357	0.0281484121121623	0.0481186203313278	0.0201045359860389	0.0281484121121623	0.0157508096055686	0.0114697452953437	0.0322315629945348	0.0320070536881538	1.28509011241662	0.0322315629945348	0.12262155401744	0.142592970954313	0.0591387761052506	0.0601296863076288	0.0592613908003979
"Prosopium_williamsoni"	0.121431117169811	0.171363945025717	0.239517024712379	0.295935302863746	0.167003296012743	0.139997903694327	0.111211521528293	0.292054113741022	0.0307195972562738	1.62383390988472	0.221661269990869	0.0422690915936112	0.175745719795584	0.500379558082306	0.546320945722623	0.297638855490487	0.286074722172334	0.0265141331997239	0.0405348196109189	0.0197713934770032	0.0405348196109189	0.0286074722172334	0.097430034593083	0.0143710214827427	0.0381539959652547	0.0281463501421297	0.289196436248256	0.0573517615162319	0.0845595666999951	0.342631186629979	0.018135922090162	0.391223925527535	0.0261637981281761	0.0143710214827427	0.0143710214827427	0.0283917078939378	0.0261637981281761	0.018135922090162	0.02892287359708	0.182192496822002	0.0281463501421297	0.0381539959652547	0.268710204730414	0.213468555255444	0.0448218878789147	0.0541224962620588	0.018135922090162	0.171421476467167	0.0405348196109189	0.125576384735213	0.238946319181366	0.0541224962620588	0.184263143881342	0.156116793739212	0.0567538223593631	0.0289228735970801	0.0379073155671653	0.0250504944019114	0.02892287359708	0.0190210912171251	0.0143710214827427	0.0405348196109189	0.0197713934770032	0.341328858403043	0.0405348196109189	0.19873819197705	0.149933703476293	0.0579102356911784	0.0586867591461288	0.126037506810316
