"Ficus_pellucido-punctata"	"Ficus_caulocarpa"	"Ficus_binnendykii"	"Ficus_pisocarpa"	"Ficus_crassiramea"	"Ficus_stupenda"	"Ficus_kerkhovenii"	"Ficus_delosyce"	"Ficus_obscura"	"Ficus_trichocarpa"	"Ficus_benjamina"	"Ficus_sundaica"	"Ficus_cucurbitina"	"Ficus_virens"	"Ficus_consociata"	"Ficus_parietalis"	"Ficus_dubia"	"Ficus_bracteata"	"Ficus_drupacea"	"Ficus_heteropleura"	"Ficus_stricta"	"Ficus_subcordata"	"Ficus_sumatrana"	"Ficus_sagittata"	"Calorhamphus_fuliginosus"	"Irene_puella"	"Megalaima_chrysopogon"	"Calyptomena_viridis"	"Chloropsis_sonnerati"	"Megalaima_australis"	"Treron_curvirostra"	"Megalaima_mystacophanos"	"Anthracoceros_malayanus"	"Hypsipetes_charlottae"	"Megalaima_henricii"	"Pycnonotus_brunneus"	"Chloropsis_cyanopogon"	"Prionochilus_percussus"	"Pycnonotus_eutilotus"	"Buceros_rhinoceros"	"Criniger_phaeocephalus"	"Dicaeum_chrysorrherum"	"Pycnonotus_cyaniventris"	"Treron_capellei"	"Gracula_religiosa"	"Pycnonotus_erythropthalmos"	"Pycnonotus_simplex"	"Anorrhinus_galeritus"	"Criniger_bres"	"Prionochilus_maculatus"	"Rhinoplax_vigil"	"Oriolus_xanthonotus"	"Alcippe_brunneicauda"	"Loriculus_galgulus"	"Pycnonotus_atriceps"	"Criniger_finschii"	"Ptilinopus_jambu"	"Rhyticeros_corrugatus"	"Chloropsis_cochinchinensis"	"Hypsipetes_criniger"	"Treron_olax"	"Corvus_enca"	"Dicaeum_agile"	"Hypsipetes_malaccensis"	"Lophura_ignita"	"Chalcophaps_indica"	"Dicaeum_concolor"	"Ducula_badia"	"Melanochlora_sultanea"	"Platysmurus_leucopterus"	"Pycnonotus_goavier"	"Zoothera_interpres"	"Anthracoceros_albirostris"	"Coracina_striata"	"Dicaeum_ignipectus"	"Dicaeum_trigonostigma"	"Harpactes_diardi"	"Hypsipetes_flavala"	"Pycnonotus_finlaysoni"	"Pycnonotus_melanoleucos"	"Pycnonotus_plumosus"	"Pycnonotus_squamatus"	"Pycnonotus_zeylanicus"	"Treron_fulvicollis"	"Turdus_obscurus"
"Ficus_pellucido-punctata"	1.36371072326166	0.277176144520518	0.261248070730033	0.25287038879817	0.236366710845587	0.243800180099904	0.218847998372515	0.213989050020787	0.219843703349855	0.209945298430954	0.213330362458847	0.19506518990753	0.177812101946544	0.177887588862598	0.136303978646603	0.137971991664397	0.124583436985746	0.110750295096647	0.10259140368944	0.0952246431917755	0.086602618037098	0.085418259258732	0.0725393163583423	0.0492784402025559	0.186042738416328	0.186358839367419	0.18608367072901	0.179477432156845	0.177356207231234	0.178833803517479	0.170045451009443	0.163810444765767	0.154230290347775	0.156736291710802	0.155265070178519	0.150123622778449	0.133722567777792	0.13514980572762	0.135411968289399	0.124158567525777	0.120523532842626	0.118809502606555	0.120321148329088	0.0880313850749789	0.081244440470721	0.113288155465408	0.112900442706053	0.0961364289452869	0.0979264954794486	0.0977257512477785	0.0948806412107273	0.0896459337041697	0.0827721339095421	0.0522628879203062	0.0539694525362489	0.075406432657979	0.0734403063584324	0.0438938142180628	0.0665715901431819	0.0676455081268567	0.0389246133413166	0.0218291105957503	0.0512505491773188	0.0221383653093219	0.0214985617304582	0.015335407204656	0.0150697105079072	0.0146096500557169	0.0146304518915331	0.0151115735651687	0.0149497967738977	0.0149017310983083	0.00758611166394509	0.0075861116639451	0.00791437332059479	0.0360982250275146	0.0360982250275146	0.00783744212190098	0.00755803074351435	0.00791437332059479	0.00755803074351435	0.00727721954437902	0.00755803074351435	0.00783744212190098	0.0075662124858591
"Ficus_caulocarpa"	0.29449965355305	1.31249126279757	0.276007876928285	0.254259179085838	0.232400092092377	0.230243446080212	0.225844215538229	0.214091446511668	0.23399756528054	0.206101380687265	0.221144481785161	0.190185284649572	0.187931354132852	0.182501540939025	0.13651735871984	0.139437852853578	0.113234543022009	0.109995931391449	0.0984205698673465	0.10257899567768	0.0904373656737986	0.0836287579454844	0.0773820448703454	0.0498256946536668	0.18798597200673	0.189584726344493	0.187164553812702	0.181826862678732	0.178561033356429	0.180555465747857	0.171886194573796	0.165854843183797	0.125179236951435	0.158921120961653	0.156612030606626	0.151955128679611	0.135083019890443	0.136418176348419	0.138387478801755	0.0948376857678325	0.123698471657693	0.121482078764262	0.123395064186256	0.116447339290315	0.110676372937841	0.115678706621561	0.115590742145695	0.0669597006427003	0.1001767334294	0.0994498975814825	0.0651446307299708	0.0912033661610632	0.0853117061259383	0.0813044654586913	0.0849033249649868	0.0775498417787264	0.0437780620233716	0.0425650147861348	0.0678232192472208	0.0697064625557127	0.0696385677157876	0.0216759400313635	0.0225688406948765	0.0221395989049265	0.0210669424467249	0.0155053347180863	0.0446019176170709	0.0149005175020321	0.0147405571690837	0.015968337158738	0.0148935039027916	0.0143579029088045	0.00762777537257514	0.00762777537257514	0.00842391235009945	0.00779557906463956	0.00779557906463956	0.00828023630784855	0.00741964970474155	0.00842391235009945	0.00741964970474156	0.00746597212932377	0.00741964970474156	0.00828023630784855	0.00714548625766177
"Ficus_binnendykii"	0.29608114682737	0.294408402056837	1.35582006456064	0.248141190464839	0.220039832102499	0.221215342554682	0.218727757087998	0.206485798897273	0.236960022944837	0.205243013796884	0.223098454337298	0.189501611664624	0.184874927065654	0.173303999919363	0.134918851509219	0.142139248363634	0.110319946005867	0.107751457654179	0.0955371609328752	0.105454430164018	0.085975932535836	0.0778826488636723	0.0786674357380877	0.0506092186886536	0.189368552370164	0.191377445350505	0.188431013844658	0.183515787395541	0.179214875548905	0.182431686804638	0.172767502480838	0.167560409960499	0.122022434413234	0.161133834872804	0.15786235564454	0.154335544598824	0.137006524212847	0.139120978502978	0.141421594670106	0.0920147733184939	0.127718389168528	0.123425592913442	0.126673659572332	0.0849869724405941	0.0793317746621617	0.119302158381836	0.119447695677563	0.0657162644277292	0.103953225081034	0.102704778371341	0.063263023860046	0.0619108966506989	0.0891459453465187	0.0509468178021651	0.0888612527490378	0.0816843659506859	0.0426870988354353	0.0411452386688016	0.0712206492991647	0.0736890332302316	0.0735577245253194	0.0208005856578056	0.0221469815703018	0.0212459380583326	0.0201339132131604	0.0151950144132435	0.0158433015059889	0.0143918875737352	0.0141197476118614	0.0482376671349596	0.0149801312999859	0.0136941261100505	0.00744423571394516	0.00744423571394516	0.00853056082601414	0.00783744212190097	0.00783744212190098	0.0406746019368192	0.00738874849668783	0.00853056082601414	0.00738874849668783	0.00708970908761031	0.00738874849668784	0.0406746019368192	0.00686530373445566
"Ficus_pisocarpa"	0.286586440637926	0.271209791024894	0.248141190464839	1.33329911744005	0.235991302354482	0.247264920985111	0.230705791307394	0.22127726596019	0.207685968160611	0.202281812608346	0.196128939108584	0.200124021156973	0.178801939244006	0.186147737890076	0.132800410683204	0.132967257707442	0.123111866618983	0.116278941860493	0.10486647452358	0.0989865882674277	0.0940650918679378	0.0901196547578384	0.0740435819956493	0.0502717881108049	0.190050666582568	0.190762857261855	0.189864268108798	0.183485224361643	0.182467989781111	0.182976639616017	0.175192516280062	0.168660366044141	0.160116193524498	0.16045446828177	0.160479741568384	0.15305444349436	0.138058129965217	0.137498929575806	0.138621012768552	0.130188382134429	0.123274573721852	0.122465470877048	0.12331400796369	0.12248020594207	0.115804507103439	0.115830235001446	0.115931575492864	0.100253974774982	0.0674114224652734	0.100683498273041	0.0674090060018915	0.0597365881976762	0.0529124235013498	0.0855892812703047	0.0524469052703354	0.0449690610668629	0.044912173514066	0.0448095735036227	0.0376464864648443	0.0374896528208193	0.0706465821399297	0.0223617900127475	0.0552588241142707	0.0229790667025707	0.0222930106640076	0.0146787032206765	0.0149424001598299	0.0146384927913594	0.0150140610476844	0.0147588605011999	0.0148229134705212	0.0149976069312288	0.0399989735232015	0.0399989735232015	0.00747669485378198	0.0075861116639451	0.0075861116639451	0.00744423571394516	0.00728214525390044	0.00747669485378198	0.00728214525390044	0.00761513473186676	0.00728214525390045	0.00744423571394516	0.00767373892712412
"Ficus_crassiramea"	0.277119592025861	0.256441480929519	0.227627412519826	0.244128933470154	1.32262383003234	0.268554029017343	0.242518908236292	0.225251888347006	0.190122459813376	0.197524769551796	0.201635239927284	0.191505884013526	0.201811381642932	0.18722932249822	0.131886939231229	0.125299770541027	0.139845962881566	0.123745991530349	0.116333381423209	0.0829769514432513	0.0932887758175871	0.096805995073241	0.0717422338538097	0.0471367609160929	0.192562184169632	0.19096044969664	0.192746247406219	0.184123134601008	0.18659015402941	0.184874080894814	0.17890503054707	0.169143172771979	0.164861482212951	0.160251340778515	0.163054492542999	0.152170130030545	0.138972208045177	0.137696903250875	0.102056011774019	0.135651120062958	0.0868062782886803	0.123870238540515	0.0875949085238228	0.128007646243286	0.118761029411529	0.0797158002847202	0.0796544569477806	0.103026447728427	0.065444095426172	0.0670184631898965	0.104628807620528	0.0921895251739748	0.0836184574389234	0.0874581922211006	0.0504664853060792	0.0428305997826742	0.0800157306722575	0.0818650521520145	0.0379671131806036	0.0357824876897415	0.0349985388840261	0.0245108460474093	0.0229938219998507	0.0240777803661005	0.023771520739611	0.0486082679465527	0.0154683368092627	0.0493028666073995	0.0491309100571559	0.0150847425337147	0.0141814058412786	0.0493813818325764	0.00732386800410462	0.00732386800410463	0.00684440855328154	0.00733551861244925	0.00733551861244925	0.00682882237559479	0.00711089170386467	0.00684440855328154	0.00711089170386468	0.0076593813749272	0.00711089170386468	0.00682882237559479	0.00833443538329687
"Ficus_stupenda"	0.285834693910233	0.254061733605752	0.228843457815189	0.255791297570804	0.268554029017343	1.33926318213466	0.238688744660644	0.223483366415255	0.180704162685491	0.192569969405688	0.177776639333603	0.194979850343044	0.201635325187924	0.191380568866946	0.12771474229039	0.124567847045758	0.140689369136444	0.124163259888258	0.117090443730415	0.0779204838257526	0.0935735321785904	0.105455397914644	0.0714748812939286	0.0469409164800861	0.19217678061846	0.190110730783289	0.193042582612211	0.183298343313054	0.187292658285747	0.184390726805641	0.179681534989986	0.16944776508421	0.166474697585551	0.159758618939179	0.163891603901419	0.151636148356151	0.139705950976736	0.13713610459955	0.100772272459113	0.13769526676763	0.0854709137805854	0.0911554966512757	0.0862589471070377	0.129471705400808	0.120401009321416	0.07828010970362	0.0783576217268816	0.104200357325977	0.0638286823471155	0.0995719931784615	0.106254107411847	0.0581637862009561	0.0494587240059773	0.0882384599656009	0.0490731560331269	0.0417559177059881	0.0805738317347659	0.0823836144943734	0.071389060461787	0.0347489763096643	0.0345651910889354	0.0584402269040996	0.0568032915481968	0.0573488367139132	0.0244703930929228	0.015001059358307	0.0153942041062587	0.0165831532318938	0.016290726871985	0.0151140215830526	0.0139736563706177	0.0498977755185105	0.00767373892712412	0.00767373892712412	0.00650534985667767	0.0075662124858591	0.0075662124858591	0.00686530373445566	0.00693251889860476	0.00650534985667767	0.00693251889860476	0.00782920509001142	0.00693251889860477	0.00686530373445566	0.0415633401352136
"Ficus_kerkhovenii"	0.275586368320944	0.267667218415679	0.243030841208887	0.256339768119327	0.26048327180935	0.256369392413284	1.27131711048622	0.218172267244112	0.201787405034222	0.204142541549461	0.197288405236864	0.196043792793883	0.179746252510398	0.199359012211137	0.133836851309467	0.132805073552893	0.128455602720864	0.1248132907036	0.113247884527817	0.0887763324073022	0.0942278249660605	0.0928890485796766	0.0755034467392551	0.0512688918761336	0.194795513124108	0.194351695066908	0.194825965981807	0.186668448396616	0.187660894221135	0.187085135333523	0.180047786420429	0.171741810314076	0.16536345398397	0.164405182095386	0.164822327799525	0.15630141126358	0.141521719883131	0.14074360274462	0.105166652790845	0.135306164899277	0.124148649382258	0.125589036225853	0.124634738757033	0.127422046650991	0.119677635585438	0.0818312221339975	0.116818353102402	0.0687796545458682	0.101501637596402	0.102471661207838	0.0690594273401661	0.0606027495185457	0.0521241425248342	0.0893435385714501	0.0520544745361632	0.044246946198256	0.0459437729777461	0.0819887779808733	0.0374235463064958	0.0367766608109058	0.0370371234850714	0.0229095603388143	0.0229414178113517	0.0584891244589876	0.0229923681682934	0.0154822788042588	0.0148813963024572	0.0154372193923927	0.0504612006240838	0.0146441810207829	0.0150394652772006	0.0160402550965645	0.00769019304357981	0.00769019304357981	0.007264346581232	0.00729493327908382	0.00729493327908382	0.00729092523626661	0.00734913149578059	0.007264346581232	0.00734913149578059	0.00815559595409198	0.00734913149578059	0.00729092523626661	0.00795629148868812
"Ficus_delosyce"	0.279831834642568	0.263497164937437	0.238252844881469	0.255319922261757	0.251242490848584	0.249269908693938	0.226563508291963	1.25388377160593	0.196382235370609	0.203775389769297	0.19227815814524	0.198655808589489	0.189776816453953	0.192087388257221	0.133797948150564	0.135438434777974	0.1375660390739	0.121021464664754	0.122292471837677	0.0884384028755702	0.0977167705425021	0.109932167774548	0.0779857284373207	0.0481512238525789	0.196564037928682	0.195545944910431	0.19698759025455	0.187534932514678	0.190870315589724	0.188735138282591	0.183078027447902	0.172798367000763	0.168921280661497	0.163689339773735	0.166199032672178	0.155729227586387	0.14159422126309	0.105711156459122	0.140652161456471	0.13844581159114	0.0892199187150346	0.12727467971867	0.124909647154938	0.130812755993085	0.121944049043221	0.117180620572574	0.0810256174929283	0.105413182888655	0.0662785252985387	0.0669671132407688	0.10759602525164	0.0596157122319459	0.0512789978607045	0.0894175052546945	0.0876592883312193	0.0438643597403093	0.0819340020972854	0.0475855759179093	0.0374653161006174	0.0362459477840482	0.0365236705776872	0.0244940098110024	0.022802873621408	0.0231462000553749	0.0608645210042277	0.0150076116809198	0.015174454800618	0.0155607777872259	0.0153492976935387	0.0149111823831967	0.0145585976095815	0.0155331434340783	0.00765959766785271	0.00765959766785271	0.00706976047334193	0.00740731326995032	0.00740731326995032	0.00714758534644407	0.0073359140316947	0.00706976047334193	0.0073359140316947	0.00785812042870449	0.0073359140316947	0.00714758534644407	0.00773596268360497
"Ficus_obscura"	0.298987436555803	0.299516883559092	0.284352027533805	0.249223161792733	0.220542053383516	0.209616828715169	0.21793039743696	0.204237524785433	1.32642971373701	0.209972903640119	0.237543470185362	0.188070040721547	0.156634921814969	0.174577197328682	0.136929715163412	0.147668329669541	0.105845770254612	0.104370412662897	0.0931480472279493	0.110517177633494	0.0841574836023546	0.0759294738968785	0.076660856045017	0.0502960673904814	0.195225951954443	0.197917520272816	0.194431075664429	0.190153469921656	0.145380550216652	0.149631184498822	0.177870698902199	0.173543293311763	0.120158454847998	0.168371156791087	0.123811547622113	0.162301888202168	0.103743987087839	0.146994634146015	0.150071299930792	0.0897051780003618	0.13620226843433	0.129945404977723	0.135388475276327	0.0825992724254141	0.0775913456190637	0.127737549655969	0.127774249394489	0.0642347315359503	0.112360207457322	0.110133850077901	0.0611128156008453	0.102245159495619	0.097414919410123	0.0507262671045879	0.0966560126243525	0.0898345398671036	0.0422436629502169	0.040123088696732	0.037781988609453	0.0815281963231919	0.0812249522580776	0.0191255536133983	0.0218964180310544	0.020911490874083	0.0197308829359306	0.0157522886852326	0.0148317046061664	0.0132522008093484	0.0141087551345136	0.0149383530820811	0.0151034346396165	0.0133497584099592	0.00747669485378198	0.00747669485378198	0.0477514696945324	0.00791437332059479	0.00791437332059479	0.00853056082601415	0.0075590245310443	0.0477514696945324	0.0075590245310443	0.00714179443617337	0.0075590245310443	0.00853056082601415	0.00650534985667767
"Ficus_trichocarpa"	0.285525605866098	0.2638097672797	0.246291616556261	0.242738175130015	0.229128732680084	0.223381164510598	0.220473944873418	0.211926405360069	0.209972903640119	1.35858947238212	0.204489667354047	0.193362500636517	0.163102120871735	0.18145586494004	0.147852495805681	0.138908940726711	0.120008677681051	0.111889314902251	0.0985815916800266	0.0977116299554796	0.0888636248279848	0.0763535140758439	0.0748843970486437	0.073855765952348	0.196283266414258	0.197077333658844	0.198849637086162	0.18996453519084	0.187157719664451	0.189448169575464	0.137490820300669	0.173979469775994	0.165006147148258	0.171579583602962	0.166417372017558	0.164711887284545	0.148343231802053	0.14569929330918	0.14750622841209	0.0926959351243559	0.131997328003952	0.0870145581491468	0.131701638085043	0.0848386611034026	0.0786099296844865	0.124998745808194	0.127773625276062	0.0654723674190861	0.109982499308249	0.06672397037061	0.0634485793704245	0.101965077578587	0.0526992956110778	0.0508534455634066	0.052673766910687	0.0454074439176423	0.0850470970442979	0.0426108267125454	0.0359713073337558	0.0375938160017648	0.0376441558918225	0.0198519840859266	0.0217726948960195	0.0217048448692052	0.0204078991528111	0.0147792542296414	0.0140920091949489	0.013783251194072	0.0144600231996453	0.0140611079868952	0.0599875858986085	0.0140434106024694	0.00728214525390044	0.00728214525390044	0.0075590245310443	0.00755803074351435	0.00755803074351435	0.00738874849668783	0.0489092210057564	0.0075590245310443	0.0489092210057564	0.00742319447481984	0.0489092210057564	0.00738874849668783	0.00693251889860476
