"Crataegus_monogyna"	"Juniperus_communis"	"Juniperus_sabina"	"Rosa_canina"	"Berberis_vulgaris"	"Juniperus_phoenicea"	"Hedera_helix"	"Lonicera_arborea"	"Taxus_baccata"	"Prunus_prostrata"	"Rhamnus_myrtifolius"	"Rhamnus_saxatilis"	"Turdus_merula"	"Turdus_viscivorus"	"Turdus_iliacus"	"Turdus_torquatus"
"Crataegus_monogyna"	1.55825471344005	0.558254713440047	0.558254713440047	0.558254713440047	0.412146485122775	0.410669767607757	0.264561539290485	0.274277073489135	0.264561539290485	0.128168845171863	0.128168845171863	0.14758494583229	1.5665081076561	1.21237950327664	0.983899638881936	0.97405485544848
"Juniperus_communis"	0.558254713440047	1.55825471344005	0.558254713440047	0.558254713440047	0.412146485122775	0.410669767607757	0.264561539290485	0.274277073489135	0.264561539290485	0.128168845171863	0.128168845171863	0.14758494583229	1.5665081076561	1.21237950327664	0.983899638881936	0.97405485544848
"Juniperus_sabina"	0.558254713440047	0.558254713440047	1.55825471344005	0.558254713440047	0.412146485122775	0.410669767607757	0.264561539290485	0.274277073489135	0.264561539290485	0.128168845171863	0.128168845171863	0.14758494583229	1.5665081076561	1.21237950327664	0.983899638881936	0.97405485544848
"Rosa_canina"	0.558254713440047	0.558254713440047	0.558254713440047	1.55825471344005	0.412146485122775	0.410669767607757	0.264561539290485	0.274277073489135	0.264561539290485	0.128168845171863	0.128168845171863	0.14758494583229	1.5665081076561	1.21237950327664	0.983899638881936	0.97405485544848
"Berberis_vulgaris"	0.549528646830367	0.549528646830367	0.549528646830367	0.549528646830367	1.44144858752718	0.388775405488375	0.280695346185188	0.242945166431275	0.280695346185188	0.134865107128088	0.134865107128088	0.160753241341991	1.6483513093433	1.29626879161867	1.07168827561328	0.720533728687916
"Juniperus_phoenicea"	0.547559690143675	0.547559690143675	0.547559690143675	0.547559690143675	0.388775405488375	1.44187708735018	0.28309280269488	0.295989000816976	0.28309280269488	0.137204716161675	0.137204716161675	0.105682602793495	1.67694653086492	1.29678299140627	0.704550685289966	1.058561897702
"Hedera_helix"	0.529123078580969	0.529123078580969	0.529123078580969	0.529123078580969	0.421043019277782	0.424639204042321	1.31655914473913	0.259847103894107	0.316559144739133	0.151767044590919	0.151767044590919	0.104483874538649	1.85493054500013	1.46481866798412	0.69655916359099	0.720533728687916
"Lonicera_arborea"	0.54855414697827	0.54855414697827	0.54855414697827	0.54855414697827	0.364417749646913	0.443983501225463	0.259847103894107	1.33484933235769	0.259847103894107	0.150712935026336	0.150712935026336	0.104570645752806	1.84204698365522	0.970081501046852	0.697137638352042	1.22757598220904
"Taxus_baccata"	0.529123078580969	0.529123078580969	0.529123078580969	0.529123078580969	0.421043019277782	0.424639204042321	0.316559144739133	0.259847103894107	1.31655914473913	0.151767044590919	0.151767044590919	0.104483874538649	1.85493054500013	1.46481866798412	0.69655916359099	0.720533728687916
"Prunus_prostrata"	0.512675380687452	0.512675380687452	0.512675380687452	0.512675380687452	0.404595321384264	0.411614148485026	0.303534089181839	0.301425870052672	0.303534089181839	1.19334581074948	0.193345810749485	0.101061232202425	2.36311546471592	0.979451363843148	0.673741548016168	0.720533728687917
"Rhamnus_myrtifolius"	0.512675380687452	0.512675380687452	0.512675380687452	0.512675380687452	0.404595321384264	0.411614148485026	0.303534089181839	0.301425870052672	0.303534089181839	0.193345810749485	1.19334581074948	0.101061232202425	2.36311546471592	0.979451363843148	0.673741548016168	0.720533728687917
"Rhamnus_saxatilis"	0.590339783329161	0.590339783329161	0.590339783329161	0.590339783329161	0.482259724025974	0.317047808380485	0.208967749077297	0.209141291505613	0.208967749077297	0.101061232202425	0.101061232202425	1.27329197494868	1.23519283802964	0.95916903888775	1.82194649965785	0.720533728687916
"Turdus_merula"	0.569639311874946	0.569639311874946	0.569639311874946	0.569639311874946	0.449550357093627	0.457349053872251	0.337260099090932	0.334917633391858	0.337260099090932	0.214828678610539	0.214828678610539	0.112290258002695	2.62568384968436	1.08827929315905	0.748601720017965	0.800593031875463
"Turdus_viscivorus"	0.606189751638319	0.606189751638319	0.606189751638319	0.606189751638319	0.486100796856999	0.48629362177735	0.366204666996031	0.242520375261713	0.366204666996031	0.122431420480394	0.122431420480394	0.119896129860969	1.4963840280937	2.16687330236122	0.799307532406458	0.800593031875462
"Turdus_iliacus"	0.655933092587957	0.655933092587957	0.655933092587957	0.655933092587957	0.535844137806638	0.352275342644983	0.232186387863663	0.232379212784014	0.232186387863663	0.112290258002695	0.112290258002695	0.303657749942974	1.3724364866996	1.06574337654194	2.02438499961983	0.800593031875462
"Turdus_torquatus"	0.64936990363232	0.64936990363232	0.64936990363232	0.64936990363232	0.360266864343958	0.529280948851	0.240177909562639	0.409191994069681	0.240177909562639	0.120088954781319	0.120088954781319	0.120088954781319	1.46775389177168	1.06745737583395	0.800593031875462	1.92735359525574
