"Euphorbia_obtusifolia"	"Parolinea_intermedia"	"Argyranthemum_frutescencs"	"Convolvulus_sp1_M_PL_050"	"Euphorbia_canariensis"	"Lavandula_buchii"	"Plocama_pendula"	"Echium_bonnetii"	"Periploca_laevigata"	"Ceballosia_fruticosa"	"Echium_aculeatum"	"Fagonia_albiflora"	"Lotus_sp1_M_PL_050"	"Noechamaelea_pulverulenta"	"Lasioglossum_evylaeus"	"Camponotus_rufoglaucus"	"Eucera_gracilipes"	"Sphecodes_marginatus"	"Unidentified_sp1_M_PL_050"	"Unidentified_sp2_M_PL_050"	"Amegilla_quadrifasciata"	"Amegilla_sp1_M_PL_050"	"Anthophora_orotavae"	"Hylaeus_sp1_M_PL_050"	"Unidentified_sp3_M_PL_050"	"Unidentified_sp4_M_PL_050"	"Amegilla_canifrons"	"Apis_mellifera"	"Lucilia_sp1_M_PL_050"	"Unidentified_sp5_M_PL_050"	"Unidentified_sp6_M_PL_050"	"Unidentified_sp7_M_PL_050"	"Unidentified_sp8_M_PL_050"	"Unidentified_sp9_M_PL_050"	"Anthophora_alluardii"	"Gallotia_galloti"	"Unidentified_sp10_M_PL_050"	"Unidentified_sp11_M_PL_050"	"Unidentified_sp12_M_PL_050"	"Unidentified_sp13_M_PL_050"	"Unidentified_sp14_M_PL_050"	"Unidentified_sp15_M_PL_050"	"Unidentified_sp16_M_PL_050"	"Unidentified_sp17_M_PL_050"	"Unidentified_sp18_M_PL_050"	"Unidentified_sp19_M_PL_050"	"Unidentified_sp20_M_PL_050"	"Unidentified_sp21_M_PL_050"	"Unidentified_sp22_M_PL_050"
"Euphorbia_obtusifolia"	2.59231982235265	0.35514692102284	0.346885096340767	0.35355276422066	0.484157945035139	0.236442712518116	0.270591194313486	0.138919224955155	0.234815354505491	0.0741298799927133	0.0769971975580334	0.0240393928645804	0.0240393928645804	0.0511209961926341	0.37599905760401	0.397607748164932	0.186973055613403	0.298664615621681	0.283805112806771	0.275761343434233	0.0862540045513309	0.0874770292945616	0.0806627410066301	0.232296909146851	0.0920968828069427	0.244541684763564	0.0556572805147022	0.0696461545034371	0.107301223580188	0.0602771340270832	0.0651781947765804	0.191708229999829	0.0630394074505285	0.0696461545034371	0.026599805158288	0.0250054604919279	0.137240461183375	0.031219658670669	0.0318197487798594	0.137240461183375	0.137240461183375	0.031219658670669	0.137240461183375	0.0312196586706691	0.137240461183375	0.137240461183375	0.137240461183375	0.137240461183375	0.137240461183375
"Parolinea_intermedia"	0.548863423398934	1.80784667211039	0.52685791785067	0.529677235324392	0.282497307198434	0.50375844406023	0.356615448164227	0.272270159163196	0.114040161678768	0.0981824280765879	0.0737763774686846	0.0583300949068822	0.0583300949068822	0.0321121304285668	0.463015084750902	0.249761014444408	0.453678515942417	0.378990389069606	0.303841313920116	0.133914671400521	0.138880823467059	0.252258503854094	0.253596181324274	0.114330739640872	0.243002891503878	0.0864974587939609	0.204587552674898	0.201407044942757	0.0574399834375467	0.195331940324683	0.0918530438136598	0.060838422416238	0.0950881637857555	0.201407044942756	0.0566728249567759	0.0490086286493754	0.0290574753564141	0.0474172126065603	0.0476709511791953	0.0290574753564141	0.0290574753564141	0.0474172126065603	0.0290574753564141	0.0474172126065604	0.0290574753564141	0.0290574753564141	0.0290574753564141	0.0290574753564141	0.0290574753564141
"Argyranthemum_frutescencs"	0.589704663779305	0.579543709635738	2.01762923733101	0.545796639079373	0.335779378115555	0.321416259465747	0.219566961813167	0.211398268811803	0.160566092638353	0.0707297331796593	0.0618810380849902	0.0589410600657182	0.0589410600657182	0.0312637926707102	0.45426644204016	0.243162831883302	0.458430467177808	0.228681322187091	0.347120380192164	0.286708840912089	0.102057484714267	0.132698239313601	0.121628230182581	0.101929882980644	0.278125541483495	0.105122209552298	0.0835765417964569	0.0803522568785354	0.0739025508816293	0.229003843966351	0.0809500774479903	0.068994838708669	0.230708328876934	0.0803522568785354	0.0361593291898965	0.0380516883861245	0.0312196586706691	0.181586631359791	0.0491216975171436	0.0312196586706691	0.0312196586706691	0.181586631359791	0.0312196586706691	0.181586631359791	0.0312196586706691	0.0312196586706691	0.0312196586706691	0.0312196586706691	0.0312196586706691
"Convolvulus_sp1_M_PL_050"	0.601039699175123	0.582644958856831	0.545796639079373	1.76920238412893	0.313790237378178	0.402435976456731	0.271327990932906	0.220023198248977	0.142593115961246	0.164871946076052	0.0862411576241671	0.0570277281921425	0.0570277281921425	0.0491351344340452	0.448719435428981	0.38216215670924	0.443548997049997	0.3988845362562	0.323142013752847	0.148326299093328	0.123686743967073	0.252173213102181	0.132549174215393	0.10782034912484	0.256020863267943	0.0992046015761847	0.0929449985305775	0.0883701498191311	0.0673848527963253	0.0967926486963388	0.233420590305827	0.0671211504849044	0.208349912088747	0.0883701498191311	0.0452740473513822	0.0396041756848159	0.0318197487798594	0.0491216975171436	0.159228214571604	0.0318197487798594	0.0318197487798594	0.0491216975171436	0.0318197487798594	0.0491216975171436	0.0318197487798594	0.0318197487798594	0.0318197487798594	0.0318197487798594	0.0318197487798594
"Euphorbia_canariensis"	1.02883563319967	0.388433797397847	0.419724222644443	0.392237796722722	1.67615204158898	0.248118881145916	0.306177286675744	0.160081455600689	0.366790735116904	0.0619097855808358	0.0952560777373016	0.0270310424620664	0.0270310424620664	0.065378096401654	0.450547031436484	0.508496305346198	0.210241441371628	0.223249488222975	0.347892402298082	0.363337968934517	0.0995932711188253	0.0949957228937844	0.0885089831968635	0.288961466496575	0.104857528802869	0.325562788896517	0.0596943211887394	0.0777075400611855	0.271095020080064	0.0695561270978238	0.0631608052164211	0.243034873495214	0.0730765817430448	0.0777075400611855	0.0279133741289155	0.0288146620081241	0.0544677688164531	0.0377751800379999	0.035301401705045	0.0544677688164531	0.0544677688164531	0.0377751800379999	0.0544677688164531	0.0377751800379999	0.0544677688164531	0.0544677688164531	0.0544677688164531	0.0544677688164531	0.0544677688164531
"Lavandula_buchii"	0.502440764100996	0.692667860582817	0.401770324332184	0.503044970570914	0.248118881145916	1.76414985469095	0.265541818742415	0.380183844749042	0.104436183311538	0.103287729654388	0.129802536714817	0.0677519585474076	0.0677519585474076	0.0322092090460485	0.49935060430418	0.250516070358155	0.526959677590948	0.413324287275015	0.192619380785258	0.114170649722196	0.325311092229228	0.30041373096089	0.323572775664336	0.0943444520985659	0.138106201498055	0.0780113205322995	0.255139683609508	0.0965040977681382	0.0514115153740115	0.0928321541466724	0.0917535256958568	0.0545131792872035	0.0814333765412787	0.0965040977681382	0.198466858652732	0.0684330920548275	0.026599805158288	0.0361593291898965	0.0452740473513823	0.026599805158288	0.026599805158288	0.0361593291898965	0.026599805158288	0.0361593291898965	0.026599805158288	0.026599805158288	0.026599805158288	0.026599805158288	0.026599805158288
"Plocama_pendula"	0.766675050554878	0.653794988301082	0.365944936355278	0.452213318221509	0.408236382234326	0.35405575832322	1.54328674025182	0.200194986186336	0.176833858465063	0.10853467290011	0.100928291528383	0.0339579251701307	0.0339579251701307	0.0645430610745806	0.521001213647605	0.502001586135627	0.264117195767683	0.454945081665777	0.213641832284929	0.159237934574999	0.121284101512675	0.134022788675932	0.129358687549537	0.318008283186157	0.127126560136545	0.126302890303024	0.0933235900359963	0.284985328262406	0.0857142111560007	0.086427361496609	0.0895398014449853	0.0865152721483846	0.0736342429119108	0.284985328262406	0.0398312728113623	0.0360350975135405	0.0405886791470229	0.032935044271975	0.0406991986399358	0.0405886791470229	0.0405886791470229	0.032935044271975	0.0405886791470229	0.032935044271975	0.0405886791470229	0.0405886791470229	0.0405886791470229	0.0405886791470229	0.0405886791470229
"Echium_bonnetii"	0.472325364847527	0.598994350159032	0.422796537623605	0.440046396497954	0.256130328961103	0.608294151598467	0.240233983423604	1.6818092060074	0.106353650131953	0.0692258181059455	0.167151619389644	0.0832789809797077	0.0832789809797077	0.0332385260311945	0.587678461870068	0.258521869131513	0.647725407619949	0.249238072542163	0.180484615220368	0.115801382165866	0.4463769778615	0.157045896389019	0.420167377785535	0.0898552200135925	0.126664492720316	0.0777496937797413	0.117441720704203	0.0850437261629159	0.0527442332878134	0.0870603170354998	0.0707557938324914	0.053820122500052	0.0776558640709403	0.0850437261629159	0.0684330920548275	0.302725657081332	0.0250054604919279	0.0380516883861245	0.0396041756848159	0.0250054604919279	0.0250054604919279	0.0380516883861245	0.0250054604919279	0.0380516883861245	0.0250054604919279	0.0250054604919279	0.0250054604919279	0.0250054604919279	0.0250054604919279
"Periploca_laevigata"	0.997965256648335	0.313610444616613	0.401415231595882	0.356482789903115	0.733581470233809	0.208872366623075	0.265250787697594	0.132942062664941	1.54326229813248	0.0555024770355441	0.118620237607002	0.0236371401029138	0.0236371401029138	0.0883781917726214	0.316446559157096	0.687385936009278	0.183844423022663	0.198837816298469	0.229231228477671	0.518722758088477	0.100806819447936	0.0812406287140992	0.0730867489025082	0.175148988319678	0.0938698583126327	0.482595387244847	0.0491571776228189	0.065446654532362	0.429761932481112	0.0617864072213523	0.0570595657572752	0.135361370165039	0.0682108219349097	0.065446654532362	0.023498141245096	0.0239295712796894	0.0528334547637354	0.0361273708436294	0.0320834510912803	0.0528334547637353	0.0528334547637354	0.0361273708436294	0.0528334547637354	0.0361273708436294	0.0528334547637353	0.0528334547637354	0.0528334547637353	0.0528334547637354	0.0528334547637353
"Ceballosia_fruticosa"	0.630103979938064	0.540003354421233	0.353648665898297	0.824359730380261	0.247639142323343	0.413150918617551	0.32560401870033	0.173064545264864	0.111004954071088	1.46636235398307	0.0671735065469104	0.0381134851882	0.0381134851882	0.0348157542154325	0.337892397104831	0.270789199453364	0.296438218130445	0.906916054807315	0.211420697807632	0.118022344104939	0.10785917443826	0.164853946713163	0.121813189126615	0.110058452313147	0.150202848299535	0.0861939641740919	0.0906615709789391	0.093022695439514	0.0528355181773709	0.0760104725653112	0.734055435026605	0.0612178495080971	0.10602075566507	0.093022695439514	0.0464794783444745	0.0311516181476755	0.033358445996721	0.0318283799308467	0.0741923757342235	0.033358445996721	0.033358445996721	0.0318283799308467	0.033358445996721	0.0318283799308467	0.033358445996721	0.033358445996721	0.033358445996721	0.033358445996721	0.033358445996721
