"Dryas_sp1_M_PL_014"	"Salix_sp1_M_PL_014"	"Saxifraga_oppositifolia"	"Potentilla_sp1_M_PL_014"	"Lychnis_triflora"	"Papaver_sp1_M_PL_014"	"Stellaria_sp1_M_PL_014"	"Epilobium_sp1_M_PL_014"	"Lesquerella_arctica"	"Cassiope_tetragona"	"Cerastium_alpinum"	"Erysimum_sp1_M_PL_014"	"Saxifraga_tricuspidata"	"Taraxacum_sp1_M_PL_014"	"Arnica_sp1_M_PL_014"	"Draba_bellii"	"Saxifraga_hirculus"	"Braya_sp1_M_PL_014"	"Cerastium_arcticum"	"Draba_cinerea"	"Draba_oblongata"	"Erigeron_sp1_M_PL_014"	"Pedicularis_capitata"	"Pedicularis_sp1_M_PL_014"	"Polygonum_viviparum"	"Saxifraga_cernua"	"Saxifraga_flagellaris"	"Saxifraga_sp1_M_PL_014"	"Silene_sp1_M_PL_014"	"Bombus_polaris"	"Smittia_extrema"	"Carposcalis_carinata"	"Aedes_nigripes"	"Smittia_sp1_M_PL_014"	"Aedes_impiger"	"Aedes_sp1_M_PL_014"	"Boloria_sp1_M_PL_014"	"Corynoneura_scutellata"	"Cryptus_arcticus"	"Limnophyes_sp1_M_PL_014"	"Orthocladiinae_sp1_M_PL_014"	"Unidentified_sp1_M_PL_014"	"Apis_mellifera"	"Pogonomyoides_segnis"	"Protophormia_terraenovae"	"Ramphomyia_lamelliseta"	"Ramphomyia_nigrita"	"Ramphomyia_sp1_M_PL_014"	"Spilogona_melanosoma"	"Spilogona_sanctipauli"	"Spilogona_sp1_M_PL_014"	"Allopiophila_arctica"	"Amauronematus_amentorum"	"Anarta_richardsoni"	"Boreellus_atriceps"	"Chironomus_sp1_M_PL_014"	"Colias_hecla"	"Eupogonomyia_groenlandica"	"Helophilus_borealis"	"Heterotrissocladius_subpilosus"	"Hyposoter_luctus"	"Lasiestra_leucocycla"	"Olethreutes_mengelana"	"Paraphaenocladius_despectus"	"Pegomyia_sp1_M_PL_014"	"Peleteriopsis_aenea"	"Petinarctia_stylata"	"Plebeius_aquilo"	"Prosmittia_nanseni"	"Ramphomyia_filicauda"	"Smittia_polaris"	"Smittia_polymorpha"	"Spilogona_dorsata"	"Spilogona_latilamina"	"Unidentified_sp2_M_PL_014"	"Unidentified_sp3_M_PL_014"	"Unidentified_sp4_M_PL_014"	"Amauronematus_sp1_M_PL_014"	"Bombus_hyperboreus"	"Bradysia_sp1_M_PL_014"	"Brevicoryne_arctica"	"Chironomus_sp2_M_PL_014"	"Cricotopus_lestralis"	"Cricotopus_sp1_M_PL_014"	"Crymodes_exulis"	"Dolichopus_dasyops"	"Einfieldia_sp1_M_PL_014"	"Fucellia_pictipennis"	"Gynometriocnemus_sp1_M_PL_014"	"Isotoma_viridis"	"Limnophyes_globifer"	"Limnophyes_sp2_M_PL_014"	"Metriocnemus_obscuripes"	"Olethreutes_inquietana"	"Orthocladius_consobrinus"	"Orthocladus_sp1_M_PL_014"	"Phaladrodira_nigropilosa"	"Procladius_sp1_M_PL_014"	"Psectrocladius_barbatimanus"	"Pseudodiamesa_arctica"	"Rhyncaenus_sp1_M_PL_014"	"Scatophaga_nigripalpis"	"Spilogona_almquisti"	"Spilogona_deflorata"	"Spilogona_tundrae"	"Sympistris_labradoris"	"Tanytarsus_niger"	"Tipula_arctica"	"Unidentified_sp5_M_PL_014"	"Unidentified_sp6_M_PL_014"
"Dryas_sp1_M_PL_014"	2.33447664743091	0.640826963497532	0.479185338813846	0.346591117169049	0.135105383608536	0.186285748849056	0.13235598493962	0.130108067961412	0.0926762411394561	0.0921572352634217	0.077144968657987	0.0480195447614862	0.0922575321997091	0.0843482156412183	0.0483923711774737	0.0507891308417584	0.0912446548219514	0.0304829805007336	0	0.0134148574543342	0.0134148574543342	0.030742430999791	0.0210411114894424	0.0210411114894424	0.0114953110003061	0.0134148574543342	0.0104063461333876	0.0146977724968721	0.0210411114894424	0.233790127660471	0.134148574543342	0.158845900685218	0.12770239029965	0.127040556825311	0.113184678946408	0.119586933115797	0.119586933115797	0.109821356940677	0.0653234333194315	0.113037003858428	0.064475436261637	0.0666648657339957	0.0600657269230401	0.0978376482024681	0.0946220012847165	0.0878527927207618	0.102474769999303	0.0620171507965047	0.102179978546077	0.0978376482024681	0.0346878204446253	0.0738866233504466	0.0704951747727147	0.0732836693121301	0.0704951747727148	0.0704951747727147	0.0715040730864697	0.0738866233504465	0.0738866233504466	0.0255451355562358	0.0350782400085812	0.0692074479722976	0.0748065820994915	0.0321652963545854	0.0412592060515702	0.0336989214687676	0.0759451768002497	0.0738866233504466	0.0704951747727147	0.0748065820994915	0.0738866233504467	0.0393303489887703	0.0764767494192171	0.079899121013781	0.0374396681500366	0.0374802131882563	0.0392980555959615	0.021360898783251	0.0234194522330542	0.0213608987832511	0.0166817234051021	0.0179694502055192	0.0179694502055192	0.0151993556559603	0.0108043975713344	0.0170171980636655	0.0179694502055192	0.0179694502055192	0.0213608987832511	0.0273733964465854	0.0179694502055192	0.0179694502055192	0.0179694502055192	0.0525257245671956	0.022280857532296	0.0179694502055192	0.0525257245671955	0.0179694502055192	0.0179694502055192	0.0525257245671955	0.021360898783251	0.0179694502055192	0.0525257245671956	0.0525257245671956	0.0525257245671956	0.0525257245671955	0.0179694502055192	0.0525257245671955	0	0.021360898783251
"Salix_sp1_M_PL_014"	0.949373279255602	2.05154394718422	0.427620549896205	0.28428055974161	0.152555508670871	0.181877145042369	0.16777279628123	0.121343324648191	0.0662373546042166	0.12292925467946	0.0664659546379154	0.0973824852195714	0.0667320482964122	0.0575685506928824	0.0565603345352074	0.0507605018785484	0.0425806489893028	0.0837420813558808	0	0.0210516593311718	0.0210516593311718	0.0162887990234725	0.0238062888712482	0.0238062888712482	0.0129800380276687	0.0210516593311718	0.0159777367951914	0.0360111506735515	0.0238062888712482	0.264514320791647	0.210516593311718	0.162455561713648	0.14655976431712	0.0909638641240445	0.129591663956558	0.129862674299932	0.129862674299932	0.134567274051077	0.160049558549118	0.130292396110788	0.0592682089113275	0.0631192896130415	0.11207965116346	0.113129901385316	0.117404779325604	0.0523515091978897	0.0542959967449084	0.0462428136131233	0.0524102723205739	0.113129901385316	0.053259122650638	0.0897456970227252	0.0373966694043587	0.0363756096499438	0.0373966694043587	0.0373966694043587	0.0343138226891496	0.0897456970227251	0.0897456970227252	0.0288445289503748	0.106068734849621	0.03328362261201	0.0396360776237831	0.0902958574138777	0.0312281027464306	0.0334935119220599	0.0432026972199254	0.0897456970227252	0.0373966694043587	0.0396360776237831	0.0897456970227253	0.0844205688605818	0.0447451031458414	0.0341350934800419	0.0269374346954517	0.0354376735660051	0.039845966933833	0.0683847982394741	0.0218417984366744	0.0683847982394741	0.011922723828759	0.0160357706211077	0.0160357706211077	0.017162494725473	0.0219110591744036	0.021570788093301	0.0160357706211077	0.0160357706211077	0.0683847982394741	0.0127741946967908	0.0160357706211077	0.0160357706211077	0.0160357706211077	0.0213608987832511	0.0182751788405321	0.0160357706211077	0.021360898783251	0.0160357706211077	0.0160357706211077	0.021360898783251	0.0683847982394741	0.0160357706211077	0.0213608987832511	0.0213608987832511	0.0213608987832511	0.0213608987832511	0.0160357706211077	0.0213608987832511	0	0.0683847982394741
"Saxifraga_oppositifolia"	0.798642231356409	0.481073118633231	2.46384612217853	0.193144389353121	0.147646817654257	0.144049570741103	0.0924171617473128	0.0766043222509522	0.0626080733032045	0.0944621085868815	0.115928529989795	0.0669148723963386	0.0653296526223849	0.0741163913973597	0.059533166828879	0.0749942502793194	0.0340633963625593	0.0225081652364647	0	0.0258463435355592	0.0258463435355592	0.0124873459871354	0.0228085286137484	0.0228085286137484	0.012562386796213	0.0258463435355592	0.0135270395908931	0.0107341649965821	0.0228085286137484	0.253428095708316	0.258463435355592	0.172035706373486	0.0761638024155029	0.177466533213998	0.0583038523668392	0.0602104238616418	0.0602104238616418	0.0718694622447791	0.0477073999848095	0.0691361469080155	0.0764619145121803	0.143540634680868	0.129683974634851	0.0525258799219116	0.0552591952586752	0.136447599034918	0.0416244866237845	0.043791784934286	0.0406048941441305	0.0525258799219116	0.0450901319696436	0.0340052208266269	0.110363679787214	0.0326686220455558	0.110363679787214	0.110363679787214	0.0346456382699252	0.0340052208266269	0.0340052208266269	0.0279164151026956	0.0261644449775168	0.029238903400096	0.0303858752353627	0.0310916169102839	0.0290926130942495	0.0231516597049456	0.0317582282106906	0.0340052208266269	0.110363679787214	0.0303858752353627	0.0340052208266269	0.108430000202802	0.0364901093008039	0.028188469114287	0.0259686250346134	0.0290266920159474	0.0242986315402123	0.0160357706211077	0.0137887780051714	0.0160357706211077	0.0112694531945768	0.0923942295816947	0.0923942295816947	0.0166102669861039	0.0150558462891762	0.0118822065103688	0.0923942295816946	0.0923942295816946	0.0160357706211077	0.0102190189087678	0.0923942295816947	0.0923942295816947	0.0923942295816947	0.0179694502055192	0.0124164250298435	0.0923942295816946	0.0179694502055192	0.0923942295816947	0.0923942295816946	0.0179694502055192	0.0160357706211077	0.0923942295816947	0.0179694502055192	0.0179694502055192	0.0179694502055192	0.0179694502055192	0.0923942295816946	0.0179694502055192	0	0.0160357706211077
"Potentilla_sp1_M_PL_014"	0.990260334768711	0.548255365215962	0.331104667462493	1.76652855894428	0.16965478212099	0.130822413632868	0.219738331428786	0.141639005287993	0.0815316177833159	0.0628236434672372	0.0513657662786225	0.0467676813873515	0.128831126607807	0.170314140307863	0.0699953654601045	0.0374893922861736	0.10055328359322	0.0318409295110593	0	0.0113841931876278	0.0113841931876278	0.0558260579795107	0.0163682177193464	0.0163682177193464	0.0144349131846641	0.0113841931876278	0.0129539745000762	0.0171693108068303	0.0163682177193464	0.181869085770515	0.113841931876278	0.212342039717215	0.203369267412407	0.0743214222706218	0.182370657774376	0.179613607542513	0.179613607542513	0.0737775191415678	0.0763080480303571	0.0764622239713797	0.0565659692881504	0.0908218792257554	0.0448269236505039	0.0573760609827683	0.0546913561529564	0.0462545799748295	0.186086859931702	0.180870235273872	0.166009392828108	0.0573760609827683	0.043179915000254	0.0405560363728281	0.0346972825621395	0.0512678610190525	0.0346972825621395	0.0346972825621395	0.0606015391015652	0.0405560363728281	0.0405560363728281	0.0320775848548091	0.0326035971205088	0.0369565487332929	0.135843407750143	0.0287979071526862	0.151883231787116	0.0429277623846979	0.0477758784841347	0.0405560363728281	0.0346972825621395	0.135843407750143	0.0405560363728281	0.0306916038703756	0.0391008821422362	0.052446842610262	0.0436626946877533	0.132648713206458	0.141814621401548	0.0182751788405321	0.0254950209518387	0.0182751788405321	0.0146756912009969	0.0124164250298435	0.0124164250298435	0.0190861629886114	0.0105227283121541	0.028252071183701	0.0124164250298435	0.0124164250298435	0.0182751788405321	0.0301659850779659	0.0124164250298435	0.0124164250298435	0.0124164250298435	0.022280857532296	0.113562550217847	0.0124164250298435	0.022280857532296	0.0124164250298435	0.0124164250298435	0.022280857532296	0.0182751788405321	0.0124164250298435	0.022280857532296	0.022280857532296	0.022280857532296	0.022280857532296	0.0124164250298435	0.022280857532296	0	0.0182751788405321
"Lychnis_triflora"	0.675526918042679	0.51487484176419	0.44294045296277	0.296895868711733	1.68486395410749	0.15285758030486	0.0997356615412152	0.0648034826825582	0.141197300415044	0.10263792114662	0.150941458704683	0.105356507111954	0.0645685515961135	0.115505245923295	0.0973813039932055	0.131210023449498	0.0339116151258488	0.0241342888777951	0	0.0438835624509948	0.0438835624509948	0.0140899391690021	0.0138158382317071	0.0138158382317071	0.143355021305364	0.0438835624509948	0.0217477829992402	0.0115239727535787	0.0138158382317071	0.153509313685635	0.438835624509948	0.102239321933042	0.0934855610518769	0.124787575353235	0.0642711698539152	0.0631126402529052	0.0631126402529052	0.245002577476515	0.0512176566825722	0.241562162686293	0.288287544155204	0.2613605333539	0.0568662939695663	0.052014967849201	0.0554553826394227	0.0657714508506179	0.0469664638966735	0.0596027674304785	0.0444590031823263	0.052014967849201	0.0724926099974675	0.0323618503814333	0.0318096226420642	0.0297272797650858	0.0318096226420642	0.0318096226420642	0.0411880359887018	0.0323618503814333	0.0323618503814333	0.31856671401192	0.0280229247204808	0.0406148697306682	0.0342855186445717	0.0408677088256626	0.0450748433213529	0.0382386705585784	0.0268639825388208	0.0323618503814333	0.0318096226420642	0.0342855186445717	0.0323618503814333	0.0337727617115769	0.034852473123728	0.0253728401937149	0.0399434381838334	0.208633357825704	0.0319093194724819	0.017162494725473	0.0116646268828605	0.017162494725473	0.0254155140747079	0.0166102669861039	0.0166102669861039	0.189547194837092	0.0237052141001896	0.0128231564838705	0.0166102669861039	0.0166102669861039	0.017162494725473	0.0101734845377546	0.0166102669861039	0.0166102669861039	0.0166102669861039	0.0151993556559603	0.0190861629886114	0.0166102669861039	0.0151993556559603	0.0166102669861039	0.0166102669861039	0.0151993556559603	0.017162494725473	0.0166102669861039	0.0151993556559603	0.0151993556559603	0.0151993556559603	0.0151993556559603	0.0166102669861039	0.0151993556559603	0	0.017162494725473
"Papaver_sp1_M_PL_014"	1.06448999342318	0.701526130877708	0.493884242540925	0.261644827265736	0.174694377491268	1.41464513745332	0.131279270855701	0.112557012565714	0.0782129138155863	0.0961290816825736	0.10430402165774	0.0536470191936816	0.0946970746597116	0.0605895521747374	0.0413169644685935	0.0845219950116508	0.045562922815838	0.0326338852257404	0	0.01677446076996	0.01677446076996	0.0167552258062856	0.0364407150899645	0.0364407150899645	0.014863702286547	0.01677446076996	0.0100543843804752	0.0155026315043623	0.0364407150899645	0.404896834332939	0.1677446076996	0.28586570096227	0.093429106560863	0.273179633567791	0.0810340172202849	0.0844155160863804	0.0844155160863804	0.0886173900609585	0.0689005844638325	0.248871292926377	0.08255644533106	0.0642015151429464	0.063533906836454	0.22921817545861	0.0689642725931908	0.0659400888202977	0.0558507526876187	0.0517595156476912	0.054439926306713	0.22921817545861	0.0335146146015841	0.0473352292146117	0.0424716839473062	0.0452578666504566	0.0424716839473062	0.0424716839473062	0.0375836740913374	0.0473352292146117	0.0473352292146117	0.03303044952566	0.0380694527141735	0.038029349338827	0.0407710494619617	0.0354547836811686	0.0304526738492561	0.0309570878825386	0.04421128711385	0.0473352292146117	0.0424716839473062	0.0407710494619617	0.0473352292146118	0.041904863457875	0.20583397109602	0.0376199016967729	0.0353851662852406	0.0364731420777079	0.0336987880056732	0.0233842043625903	0.0202602622618285	0.0233842043625903	0.0140783244868055	0.0185206590952847	0.0185206590952847	0.0196531174677677	0.0120705793185784	0.016878763395733	0.0185206590952847	0.0185206590952847	0.0233842043625903	0.0136688768447514	0.0185206590952847	0.0185206590952847	0.0185206590952847	0.0239510248520215	0.0168200246099402	0.0185206590952847	0.0239510248520215	0.0185206590952847	0.0185206590952847	0.0239510248520215	0.0233842043625903	0.0185206590952847	0.0239510248520215	0.0239510248520215	0.0239510248520215	0.0239510248520215	0.0185206590952847	0.0239510248520215	0	0.0233842043625903
"Stellaria_sp1_M_PL_014"	0.756319913940688	0.647123642799029	0.316858840276501	0.439476662857572	0.11398361318996	0.131279270855701	1.64651682837836	0.111894912537578	0.214362071829613	0.0872877940332547	0.0531295927806129	0.0519929901176417	0.0751546828478437	0.0665126747235175	0.0845719719693507	0.0408735238957112	0.0420564750551672	0.11262331871028	0	0.0112590122477207	0.0112590122477207	0.0186038092797397	0.0379051959434526	0.0379051959434526	0.00969818557603655	0.0112590122477207	0.0152342524797019	0.0801102420294632	0.0379051959434526	0.42116884381614	0.112590122477207	0.112510830887534	0.303906669722976	0.0699943835141186	0.278535078132171	0.0869811415974314	0.0869811415974314	0.0710508962983193	0.356045520130947	0.06828990603657	0.0756245449575521	0.065042306397836	0.0530927482611521	0.0554667495526995	0.0582277398144487	0.0408535629496721	0.0620126975991322	0.0601272266372573	0.0578862117639166	0.0554667495526995	0.0507808415990062	0.0385879861569664	0.0288994045740342	0.0339270017044303	0.0288994045740343	0.0288994045740343	0.0319825498764569	0.0385879861569664	0.0385879861569664	0.0215515235023034	0.0722512815129272	0.0556023709929957	0.0452692692473665	0.0332692108697703	0.0432174229964925	0.250280193720834	0.0371582823204294	0.0385879861569664	0.0288994045740343	0.0452692692473665	0.0385879861569665	0.0334529946036698	0.0338959614593985	0.0296341405802156	0.0554949765700951	0.0410752276675716	0.239947091975204	0.021570788093301	0.020141084256764	0.021570788093301	0.0385851729293302	0.0118822065103688	0.0118822065103688	0.0128231564838705	0.0116984227764694	0.211695020791503	0.0118822065103688	0.0118822065103688	0.021570788093301	0.0126169425165501	0.0118822065103688	0.0118822065103688	0.0118822065103688	0.0170171980636655	0.028252071183701	0.0118822065103688	0.0170171980636655	0.0118822065103688	0.0118822065103688	0.0170171980636655	0.021570788093301	0.0118822065103688	0.0170171980636655	0.0170171980636655	0.0170171980636655	0.0170171980636655	0.0118822065103688	0.0170171980636655	0	0.021570788093301
"Epilobium_sp1_M_PL_014"	1.0408645436913	0.655253953100231	0.367700746804571	0.39658921480638	0.103685572292093	0.157579817591999	0.156652877552609	1.61478424891211	0.0601016813684615	0.105959720169227	0.0493541083136354	0.0419098355663106	0.0617084654175799	0.0620477967767935	0.0385387437183234	0.0348602369309973	0.049926921703648	0.0323224347915244	0	0.0107243372297251	0.0107243372297251	0.0201018382951615	0.0492150765300098	0.0492150765300098	0.00882198671812978	0.0107243372297251	0.00862657648681516	0.0159483324497373	0.0492150765300098	0.546834183666776	0.107243372297251	0.118689716607523	0.102458978993828	0.0790312379499213	0.0908973558783312	0.361417436425748	0.361417436425748	0.0807668145906652	0.0708814775543878	0.0771861398144175	0.0440456749790507	0.0509757822783074	0.0594715134799219	0.0655215129315571	0.0691021877078047	0.0483129046087935	0.0670061276505382	0.0533401799455727	0.0638925496959873	0.0655215129315571	0.0287552549560505	0.0452612506697285	0.0372082302382256	0.0373038569520097	0.0372082302382256	0.0372082302382256	0.0373802065078327	0.0452612506697285	0.0452612506697285	0.0196044149291773	0.0363868940928604	0.0342377548793773	0.0489144731848929	0.0312715114390942	0.0394557752266173	0.030959386903087	0.314080617037235	0.0452612506697285	0.0372082302382256	0.0489144731848929	0.0452612506697286	0.0356305764418458	0.0436797144948827	0.0383975287441486	0.0247027073652785	0.0371596478346992	0.0456361052086027	0.0218417984366743	0.290661164804181	0.0218417984366744	0.0108183026463231	0.0137887780051714	0.0137887780051714	0.0116646268828605	0.00942971300241988	0.0201410842567639	0.0137887780051714	0.0137887780051714	0.0218417984366744	0.0149780765110944	0.0137887780051714	0.0137887780051714	0.0137887780051714	0.0234194522330542	0.0254950209518387	0.0137887780051714	0.0234194522330542	0.0137887780051714	0.0137887780051714	0.0234194522330542	0.0218417984366743	0.0137887780051714	0.0234194522330542	0.0234194522330542	0.0234194522330542	0.0234194522330542	0.0137887780051714	0.0234194522330542	0	0.0218417984366743
"Lesquerella_arctica"	0.741409929115648	0.357681714862769	0.300518751855382	0.228288529793284	0.22591568066407	0.109498079341821	0.300106900561457	0.0601016813684614	1.93907809175865	0.0507620903744405	0.162386598336378	0.048822817214317	0.264238777276006	0.0697370805324056	0.0410940748435557	0.143040149968768	0.0334930691368824	0.0292526628433346	0	0.019046829395559	0.019046829395559	0.0128866087422324	0.0136458987770979	0.0136458987770979	0.0192218173674262	0.019046829395559	0.00958083136696768	0.0179637728946178	0.0136458987770979	0.15162109752331	0.19046829395559	0.128081641003342	0.0941935338172549	0.1214785307028	0.0818653113641881	0.054098441081181	0.054098441081181	0.0654414316428181	0.0798389906427458	0.0680982857953745	0.453898600207581	0.0647040328421427	0.0346136473575849	0.0426827717206666	0.0400259175681102	0.0644881612253639	0.0429553624741081	0.0898202592078893	0.0414053353471637	0.0426827717206666	0.0319361045565589	0.0286044472338611	0.0279511765996789	0.0761354482922034	0.0279511765996789	0.0279511765996789	0.0323725665248933	0.0286044472338611	0.0286044472338611	0.0427151497053915	0.0250864221082596	0.365715779921659	0.0313574146060989	0.0229078577019803	0.0303665343207881	0.387619229445887	0.0275000260514251	0.0286044472338611	0.0279511765996789	0.0313574146060989	0.0286044472338611	0.0231921770233358	0.0307600478919076	0.0267296441461668	0.408487781403658	0.0400912052757048	0.0532608641303271	0.011922723828759	0.0108183026463231	0.011922723828759	0.349034056516557	0.0112694531945768	0.0112694531945768	0.0254155140747079	0.0109851338732213	0.0385851729293302	0.0112694531945768	0.0112694531945768	0.011922723828759	0.0100479207410647	0.0112694531945768	0.0112694531945768	0.0112694531945768	0.0166817234051021	0.0146756912009968	0.0112694531945768	0.0166817234051021	0.0112694531945768	0.0112694531945768	0.0166817234051021	0.011922723828759	0.0112694531945768	0.0166817234051021	0.0166817234051021	0.0166817234051021	0.0166817234051021	0.0112694531945768	0.0166817234051021	0	0.011922723828759
"Cassiope_tetragona"	0.921572352634217	0.829772469086353	0.566772651521289	0.21988275213533	0.205275842293239	0.168225892944504	0.152753639558196	0.132449650211534	0.0634526129680507	1.34746731649158	0.0627094188827058	0.0548813611340102	0.0547957924556109	0.053755158046836	0.0431199347635449	0.0458797273982277	0.0391923354153286	0.038463115209082	0	0.0153737579063213	0.0153737579063213	0.0143304237182459	0.0520666424648012	0.0520666424648012	0.0174656966657063	0.0153737579063213	0.010390802746938	0.0182277473429476	0.0520666424648012	0.578518249608903	0.153737579063213	0.117741851130417	0.0951055141038224	0.0914919332129744	0.082169533674759	0.0863707170553528	0.0863707170553529	0.374668138705743	0.0810122104131005	0.0931170358737168	0.0623885400603157	0.0693783976796394	0.352093202945532	0.0700235036157274	0.351574606447754	0.056098971614927	0.0477680790608195	0.0385592836431789	0.0466283983389968	0.0700235036157274	0.0346360091564599	0.0483944602371483	0.0419893523663182	0.0330644312367823	0.0419893523663182	0.0419893523663182	0.032830288494808	0.0483944602371483	0.0483944602371483	0.0388126592571251	0.0449674841469654	0.032156848268519	0.0348706977143983	0.0400073885580307	0.0262302303406665	0.0310612239917314	0.0445763149723461	0.0483944602371483	0.0419893523663182	0.0348706977143983	0.0483944602371483	0.0489130567349268	0.042364421312849	0.0324930785588685	0.0237505236367616	0.0372288520381178	0.0337750734376107	0.0276590823028784	0.0238409370380762	0.0276590823028784	0.0114214703342491	0.0212539744320483	0.0212539744320483	0.0230935322579894	0.0123483062551523	0.0196397536574823	0.0212539744320483	0.0212539744320483	0.0276590823028784	0.0117577006245986	0.0212539744320483	0.0212539744320483	0.0212539744320483	0.0207353779342699	0.0141353197801284	0.0212539744320483	0.0207353779342699	0.0212539744320483	0.0212539744320483	0.0207353779342699	0.0276590823028784	0.0212539744320483	0.0207353779342699	0.0207353779342699	0.0207353779342699	0.0207353779342699	0.0212539744320483	0.0207353779342699	0	0.0276590823028784
