"Canthium_bibracteatum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Roscheria_melanochaetes"	"Soulamea_terminaloides"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Unidentified_sp7_M_PL_098"	"Ornidia_obesa"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_098"	"Forcipomyia_sp1_M_PL_098"	"Melanostoma_annulipes"	"Lygistorrhina_sp1_M_PL_098"	"Phelsuma_sp1_M_PL_098"	"Unidentified_sp2_M_PL_098"	"Unidentified_sp3_M_PL_098"	"Unidentified_sp6_M_PL_098"	"Hemipyrellia_sp1_M_PL_098"	"Unidentified_sp4_M_PL_098"	"Unidentified_sp5_M_PL_098"
"Canthium_bibracteatum"	2.19272574888013	0.966763082294454	0.591070917701391	0.735455495665907	0.36600877003705	0.411133880157913	0.759782602086736	0.709987987605953	0.842134575345073	0.182306396324717	0.196885713613965	0.394690634798424	0.241751803240939	0.108760846758126	0.0735455495665906	0.108760846758126	0.0823519732583362	0.108760846758126	0.155897522824927	0.0735455495665906	0.155897522824927	0.394690634798424	0.0735455495665906	0.0735455495665906
"Nephrosperma_vanhoutteanum"	0.604226926434033	2.53171394005158	0.597079744628114	0.832401509281945	0.341199271996293	0.356536502344876	0.634882558258717	0.611161758483449	0.711652394457884	0.368057969183997	0.190201101631657	0.108760846758126	0.419160760797128	0.284817818255803	0.0832401509281945	0.284817818255803	0.0767698361991658	0.284817818255803	0.16000998712736	0.0832401509281945	0.16000998712736	0.108760846758126	0.0832401509281945	0.0832401509281945
"Dillenia_ferruginea"	0.738838647126739	1.19415948925623	1.73564311499446	0.785246783479819	0.382557815823012	0.426712044056584	0.785867213114868	0.736378278245874	0.871942721675046	0.212867620889308	0.206538291564957	0.132990956482813	0.524862643415079	0.134342942541326	0.0785246783479819	0.134342942541326	0.0860755085601776	0.134342942541326	0.16460018690816	0.0785246783479819	0.16460018690816	0.132990956482813	0.0785246783479819	0.0785246783479819
"Roscheria_melanochaetes"	0.408586386481059	0.739912452695062	0.348998570435475	2.86016459635054	0.572995003873592	0.33250088490111	0.3350606443131	0.521326838477821	0.463984520184658	0.369256610563249	0.385766725105387	0.0735455495665906	0.161764829276176	0.0832401509281945	0.286016459635054	0.0832401509281945	0.128923875871558	0.0832401509281945	0.414940335506612	0.286016459635054	0.414940335506612	0.0735455495665907	0.286016459635054	0.286016459635054
"Soulamea_terminaloides"	0.457510962546312	0.682398543992585	0.382557815823012	1.28923875871558	2.12415021111781	0.327301602541537	0.343387798780141	0.374121193889238	0.821321596281649	0.205693712070724	0.227114356634019	0.0823519732583362	0.162845344759343	0.0767698361991658	0.128923875871558	0.0767698361991658	0.477933797501508	0.0767698361991658	0.606857673373066	0.128923875871558	0.606857673373066	0.0823519732583363	0.128923875871558	0.128923875871558
"Excoecaria_benthiamiana"	0.685223133596521	0.950764006253004	0.568949392075445	0.997502654703331	0.43640213672205	1.62431657138649	0.845609699383759	0.458064993438145	0.943800180146221	0.206711216173796	0.587045236886281	0.123340164047374	0.234974563920438	0.106960950703463	0.0997502654703331	0.106960950703463	0.0981904807624612	0.106960950703463	0.197940746232794	0.0997502654703331	0.197940746232794	0.123340164047374	0.0997502654703331	0.0997502654703331
"Apis_mellifera"	0.949728252608421	1.26976511651744	0.785867213114868	0.753886449704476	0.343387798780141	0.63420727453782	1.68088196638992	0.56600842899902	0.75814422111545	0.218237220578659	0.265650827331794	0.170951085469516	0.319668698559056	0.142848575608211	0.0753886449704475	0.142848575608211	0.0772622547255317	0.142848575608211	0.152650899695979	0.0753886449704475	0.152650899695979	0.170951085469516	0.0753886449704475	0.0753886449704475
"Lasioglossum_mahense"	0.887484984507441	1.2223235169669	0.736378278245874	1.1729853865751	0.374121193889238	0.343548745078609	0.56600842899902	1.58024234413295	0.650185697624099	0.254809934316286	0.220363162181092	0.159747297211339	0.303196508264098	0.137511395658776	0.11729853865751	0.137511395658776	0.0841772686250785	0.137511395658776	0.201475807282588	0.11729853865751	0.201475807282588	0.159747297211339	0.11729853865751	0.11729853865751
"Hemipyrellia_germana"	0.842134575345073	1.13864383113261	0.697554177340036	0.835172136332385	0.657057277025319	0.566280108087732	0.60651537689236	0.520148558099279	1.75435326422306	0.211614644635658	0.253401246059558	0.151584223562113	0.285047120903927	0.128097431002419	0.0835172136332385	0.128097431002419	0.147837887330697	0.128097431002419	0.231355100963935	0.0835172136332385	0.231355100963935	0.151584223562113	0.0835172136332385	0.0835172136332385
"Neophyllomyza_approximatonervis"	0.455765990811792	1.47223187673599	0.425735241778615	1.66165474753462	0.411387424141448	0.310066824260694	0.436474441157318	0.509619868632572	0.529036611589144	1.33179156088626	0.25918552203167	0.0820378783461225	0.261416515532987	0.165626086132799	0.166165474753462	0.165626086132799	0.0925621704318258	0.165626086132799	0.258727645185288	0.166165474753462	0.258727645185288	0.0820378783461225	0.166165474753462	0.166165474753462
