"Stillingia_lineata"	"Gaertnera_sp1_M_PL_080"	"Aphloia_theiformis"	"Syzygium_coriaceum"	"Euodia_chapelieri"	"Warneckea_trinervis"	"Nacoleia_sp1_M_PL_080"	"Chaetocnema_sp1_M_PL_080"	"Chrysomya_megacephala"	"Apis_mellifera"	"Villa_unifasciata"	"Brachymyrmex_sp1_M_PL_080"	"Phorinia_sp1_M_PL_080"	"Stomorhina_lunata"	"Ahasverus_advena"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Episyrphus_sp1_M_PL_080"	"Lecithoceridae_sp1_M_PL_080"	"Mauritiborium_undulatus"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_080"	"Musca_domestica"	"Pachycerina_crinicornis"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Technomyrmex_albipes"
"Stillingia_lineata"	3.60317591067773	0.796948164882719	0.309082403236178	0.368927722932871	0.114065306893975	0.0709583861133706	0.236527953711236	0.506956919528776	0.321289405664303	0.0896566685493058	0.384185015503033	0.0695435407281401	0.231632737114997	0.152552278388036	0.231632737114997	0.321289405664303	0.231632737114997	0.0896566685493058	0.0896566685493059	0.231632737114997	0.0695435407281401	0.231632737114997	0.231632737114997	0.231632737114997	0.231632737114997	0.0896566685493059	0.231632737114997	0.231632737114997
"Gaertnera_sp1_M_PL_080"	1.39465928854476	2.83503342008511	0.247806700414849	0.466551736219482	0.144894941085404	0.174211808387243	0.580706027957477	0.643977515935127	0.408597928308881	0.318941259759574	0.25038731679203	0.055756507593341	0.0896566685493059	0.160730648242724	0.0896566685493058	0.408597928308881	0.0896566685493058	0.318941259759575	0.318941259759575	0.0896566685493058	0.055756507593341	0.0896566685493059	0.0896566685493058	0.0896566685493058	0.0896566685493058	0.318941259759575	0.0896566685493059	0.0896566685493058
"Aphloia_theiformis"	1.08178841132662	0.495613400829698	2.70941455960617	0.79422159297001	0.0857679987666959	0.0963519312376411	0.32117310412547	0.38119110562976	0.125300048321481	0.055756507593341	0.857861675057781	0.609618275911389	0.0695435407281402	0.788318134329642	0.0695435407281402	0.125300048321481	0.0695435407281401	0.055756507593341	0.055756507593341	0.0695435407281401	0.609618275911389	0.0695435407281402	0.0695435407281402	0.0695435407281402	0.0695435407281401	0.055756507593341	0.0695435407281401	0.0695435407281401
"Syzygium_coriaceum"	1.29124703026505	0.933103472438963	0.79422159297001	1.85857382343999	0.17101748894199	0.214994486680841	0.716648288936138	0.760077728631068	0.187982878309279	0.104974140649383	0.679887706352145	0.178699858418252	0.0830087376598961	0.59687896869225	0.0830087376598961	0.18798287830928	0.0830087376598961	0.104974140649383	0.104974140649383	0.0830087376598961	0.178699858418252	0.0830087376598961	0.0830087376598961	0.0830087376598961	0.0830087376598961	0.104974140649383	0.0830087376598961	0.0830087376598961
"Euodia_chapelieri"	1.59691429651564	1.15915952868323	0.343071995066784	0.684069955767961	1.36309779526844	0.11684432343479	0.389481078115965	1.61376797897082	0.23306422318144	0.130405446976863	0.333765715142395	0.0771911988900263	0.102658776204577	0.231106938937818	0.102658776204577	0.23306422318144	0.102658776204577	0.130405446976863	0.130405446976863	0.102658776204577	0.0771911988900264	0.102658776204577	0.102658776204577	0.102658776204577	0.102658776204577	0.130405446976863	0.102658776204577	0.102658776204577
"Warneckea_trinervis"	0.993417405587189	1.39369446709794	0.385407724950564	0.859977946723365	0.11684432343479	1.51381602694299	1.71272008980997	0.51930810415462	0.220653175050552	0.156790627548519	0.344074323628668	0.086716738113877	0.0638625475020336	0.280211776126634	0.0638625475020336	0.220653175050552	0.0638625475020336	0.156790627548519	0.156790627548519	0.0638625475020336	0.086716738113877	0.0638625475020336	0.0638625475020336	0.0638625475020336	0.0638625475020336	0.156790627548519	0.0638625475020336	0.0638625475020336
"Nacoleia_sp1_M_PL_080"	1.1037971173191	1.5485494078866	0.428230805500627	0.95553105191485	0.129827026038655	0.570906696603322	1.90302232201107	0.577009004616244	0.245170194500614	0.174211808387243	0.382304804031853	0.096351931237641	0.0709583861133707	0.311346417918483	0.0709583861133707	0.245170194500614	0.0709583861133706	0.174211808387243	0.174211808387243	0.0709583861133706	0.0963519312376411	0.0709583861133707	0.0709583861133707	0.0709583861133707	0.0709583861133706	0.174211808387243	0.0709583861133707	0.0709583861133707
"Chaetocnema_sp1_M_PL_080"	1.77434921835072	1.28795503187025	0.38119110562976	0.760077728631067	0.403441994742706	0.129827026038655	0.432756753462183	1.7930755321898	0.258960247979378	0.144894941085404	0.370850794602661	0.0857679987666959	0.114065306893975	0.256785487708686	0.114065306893975	0.258960247979378	0.114065306893975	0.144894941085404	0.144894941085404	0.114065306893975	0.085767998766696	0.114065306893975	0.114065306893975	0.114065306893975	0.114065306893975	0.144894941085404	0.114065306893975	0.114065306893975
"Chrysomya_megacephala"	2.24902583965012	1.63439171323552	0.250600096642962	0.375965756618559	0.11653211159072	0.110326587525276	0.367755291750921	0.517920495958756	1.32844930028793	0.183869067738996	0.285557549532778	0.0563850217446665	0.144580232548936	0.140977316983842	0.144580232548936	0.328449300287933	0.144580232548936	0.183869067738996	0.183869067738996	0.144580232548936	0.0563850217446665	0.144580232548936	0.144580232548936	0.144580232548936	0.144580232548936	0.183869067738996	0.144580232548936	0.144580232548936
"Apis_mellifera"	1.25519335969028	2.5515300780766	0.223026030373364	0.419896562597534	0.130405446976863	0.156790627548519	0.522635425161729	0.579579764341614	0.367738135477993	1.28704713378362	0.225348585112827	0.0501808568340069	0.0806910016943753	0.144657583418452	0.0806910016943753	0.367738135477993	0.0806910016943753	0.287047133783617	0.287047133783617	0.0806910016943752	0.0501808568340069	0.0806910016943753	0.0806910016943753	0.0806910016943753	0.0806910016943752	0.287047133783617	0.0806910016943753	0.0806910016943753
"Villa_unifasciata"	1.79286340568082	0.667699511445414	1.14381556674371	0.90651694180286	0.111255238380798	0.114691441209556	0.382304804031853	0.494467726136881	0.190371699688519	0.0751161950376091	1.57658031907389	0.257358502517334	0.11525550465091	0.461324814422978	0.11525550465091	0.190371699688519	0.11525550465091	0.0751161950376091	0.0751161950376091	0.11525550465091	0.257358502517334	0.11525550465091	0.11525550465091	0.11525550465091	0.11525550465091	0.0751161950376091	0.11525550465091	0.11525550465091
"Brachymyrmex_sp1_M_PL_080"	0.973609570193962	0.446052060746728	2.43847310364556	0.714799433673009	0.0771911988900263	0.086716738113877	0.289055793712923	0.343071995066784	0.112770043489333	0.0501808568340069	0.772075507552003	1.54865644832025	0.0625891866553262	0.709486320896677	0.0625891866553261	0.112770043489333	0.0625891866553261	0.0501808568340069	0.0501808568340069	0.0625891866553261	0.54865644832025	0.0625891866553262	0.0625891866553261	0.0625891866553261	0.0625891866553261	0.0501808568340069	0.0625891866553261	0.0625891866553261
"Phorinia_sp1_M_PL_080"	3.24285831960995	0.717253348394447	0.278174162912561	0.332034950639584	0.102658776204577	0.0638625475020336	0.212875158340112	0.456261227575898	0.289160465097872	0.0806910016943753	0.34576651395273	0.0625891866553261	1.2084694634035	0.137297050549233	0.208469463403497	0.289160465097872	0.208469463403497	0.0806910016943753	0.0806910016943753	0.208469463403497	0.0625891866553261	0.208469463403497	0.208469463403497	0.208469463403497	0.208469463403497	0.0806910016943753	0.208469463403497	0.208469463403497
"Stomorhina_lunata"	1.06786594871625	0.642922592970897	1.57663626865928	1.1937579373845	0.115553469468909	0.140105888063317	0.467019626877724	0.513570975417373	0.140977316983842	0.072328791709226	0.691987221634467	0.354743160448339	0.0686485252746163	1.62333869635985	0.0686485252746163	0.140977316983842	0.0686485252746163	0.0723287917092259	0.072328791709226	0.0686485252746163	0.354743160448339	0.0686485252746163	0.0686485252746163	0.0686485252746163	0.0686485252746163	0.072328791709226	0.0686485252746163	0.0686485252746163
"Ahasverus_advena"	3.24285831960995	0.717253348394447	0.278174162912561	0.332034950639584	0.102658776204577	0.0638625475020336	0.212875158340112	0.456261227575898	0.289160465097872	0.0806910016943753	0.34576651395273	0.0625891866553261	0.208469463403497	0.137297050549233	1.2084694634035	0.289160465097872	0.208469463403497	0.0806910016943753	0.0806910016943753	0.208469463403497	0.0625891866553261	0.208469463403497	0.208469463403497	0.208469463403497	0.208469463403497	0.0806910016943753	0.208469463403497	0.208469463403497
