"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"
"R1"	1.42212525535933	0.422125255359334	0.205036359830178	0.205036359830178	0.205036359830178	0.205036359830178	0.240281667763529	0.402768092348279	0.102403074558169	0.162486424584751	0.215656585386785	0.205036359830178	0.205036359830178	0.205036359830178	0.860057020565412	0.0552893798934908	0.0552893798934908	0.867870611495075	0.0552893798934908	0.581986903116891	0.913951995046251	0.0552893798934908	0.236311825786818	0.519754186004152	0.0552893798934908	0.0552893798934908	0.387254471822851	0.378221646626021	0.519754186004152
"R2"	0.422125255359334	1.42212525535933	0.205036359830178	0.205036359830178	0.205036359830178	0.205036359830178	0.240281667763529	0.402768092348279	0.102403074558169	0.162486424584751	0.215656585386785	0.205036359830178	0.205036359830178	0.205036359830178	0.860057020565412	0.0552893798934908	0.0552893798934908	0.867870611495075	0.0552893798934908	0.581986903116891	0.913951995046251	0.0552893798934908	0.236311825786818	0.519754186004152	0.0552893798934908	0.0552893798934908	0.387254471822851	0.378221646626021	0.519754186004152
"R3"	0.256295449787723	0.256295449787723	1.28792617483636	0.287926174836357	0.287926174836357	0.287926174836357	0.122025299427088	0.328626544729797	0.138592981920355	0.206601245302709	0.248500455308314	0.287926174836357	0.287926174836357	0.287926174836357	0.690737244618632	0.0444045371540549	0.0444045371540549	0.98234158218955	0.0444045371540549	0.952442062130129	1.04470842405371	0.0444045371540549	0.186218711136021	0.222572470615231	0.0444045371540549	0.0444045371540549	0.136670899077635	0.722888262521317	0.222572470615231
"R4"	0.256295449787723	0.256295449787723	0.287926174836357	1.28792617483636	0.287926174836357	0.287926174836357	0.122025299427088	0.328626544729797	0.138592981920355	0.206601245302709	0.248500455308314	0.287926174836357	0.287926174836357	0.287926174836357	0.690737244618632	0.0444045371540549	0.0444045371540549	0.98234158218955	0.0444045371540549	0.952442062130129	1.04470842405371	0.0444045371540549	0.186218711136021	0.222572470615231	0.0444045371540549	0.0444045371540549	0.136670899077635	0.722888262521317	0.222572470615231
"R5"	0.256295449787723	0.256295449787723	0.287926174836357	0.287926174836357	1.28792617483636	0.287926174836357	0.122025299427088	0.328626544729797	0.138592981920355	0.206601245302709	0.248500455308314	0.287926174836357	0.287926174836357	0.287926174836357	0.690737244618632	0.0444045371540549	0.0444045371540549	0.98234158218955	0.0444045371540549	0.952442062130129	1.04470842405371	0.0444045371540549	0.186218711136021	0.222572470615231	0.0444045371540549	0.0444045371540549	0.136670899077635	0.722888262521317	0.222572470615231
"R6"	0.256295449787723	0.256295449787723	0.287926174836357	0.287926174836357	0.287926174836357	1.28792617483636	0.122025299427088	0.328626544729797	0.138592981920355	0.206601245302709	0.248500455308314	0.287926174836357	0.287926174836357	0.287926174836357	0.690737244618632	0.0444045371540549	0.0444045371540549	0.98234158218955	0.0444045371540549	0.952442062130129	1.04470842405371	0.0444045371540549	0.186218711136021	0.222572470615231	0.0444045371540549	0.0444045371540549	0.136670899077635	0.722888262521317	0.222572470615231
"R7"	0.400469446272548	0.400469446272548	0.162700399236117	0.162700399236117	0.162700399236117	0.162700399236117	1.39004152569739	0.517110262679537	0.0830175463533091	0.127068736982149	0.265390790636782	0.162700399236117	0.162700399236117	0.162700399236117	0.940687345189759	0.060472757905056	0.060472757905056	0.636294975749909	0.0604727579050559	0.529483870950781	0.673652871608898	0.0604727579050559	0.614764682909479	0.69922075567432	0.060472757905056	0.060472757905056	0.204641758563173	0.316725886701941	0.69922075567432
"R8"	0.335640076956899	0.335640076956899	0.219084363153198	0.219084363153198	0.219084363153198	0.219084363153198	0.258555131339768	1.43295450609981	0.115899096372773	0.174399374760042	0.265380925661875	0.219084363153198	0.219084363153198	0.219084363153198	0.811098164516388	0.0521420248617678	0.0521420248617678	0.845004021149444	0.0521420248617678	0.776328186812708	0.897158614517191	0.0521420248617678	0.404362448452592	0.465482167883154	0.0521420248617678	0.0521420248617678	0.172972452566252	0.397199896828054	0.465482167883154
"R9"	0.256007686395422	0.256007686395422	0.277185963840711	0.277185963840711	0.277185963840711	0.277185963840711	0.124526319529964	0.347697289118318	1.17115170818692	0.223170969588354	0.266610656729987	0.277185963840711	0.277185963840711	0.277185963840711	0.677683831907477	0.0435653891940521	0.0435653891940521	0.751389331354024	0.043565389194052	1.18624483293579	1.27840760003814	0.043565389194052	0.193065276185036	0.225240645523141	0.0435653891940521	0.0435653891940521	0.135728156296404	0.480133282243171	0.225240645523141
"R10"	0.270810707641251	0.270810707641251	0.275468327070278	0.275468327070278	0.275468327070278	0.275468327070278	0.127068736982149	0.348798749520083	0.148780646392236	1.22173001253793	0.265371060686968	0.275468327070278	0.275468327070278	0.275468327070278	0.681508983843016	0.0438112918184796	0.0438112918184796	1.05371306654898	0.0438112918184796	1.02317250267463	1.12066435742548	0.0438112918184796	0.193960213995705	0.231743580091987	0.0438112918184796	0.0438112918184796	0.14130314656933	0.477673906954168	0.231743580091987
