"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"
"R11"	0.269570731733481	0.269570731733481	0.248500455308314	0.248500455308314	0.248500455308314	0.248500455308314	0.199043092977586	0.398071388492812	0.133305328364993	0.199028295515226	1.3027313594619	0.248500455308314	0.248500455308314	0.248500455308314	0.752333779299168	0.0483643143835179	0.0483643143835179	0.949331747725581	0.0483643143835179	0.912273682065775	1.00931914548983	0.0483643143835179	0.460902506429642	0.264833413974769	0.0483643143835179	0.0483643143835179	0.145409777807571	0.439752531494111	0.264833413974769
"R12"	0.256295449787723	0.256295449787723	0.287926174836357	0.287926174836357	0.287926174836357	0.287926174836357	0.122025299427088	0.328626544729797	0.138592981920355	0.206601245302709	0.248500455308314	1.28792617483636	0.287926174836357	0.287926174836357	0.690737244618632	0.0444045371540549	0.0444045371540549	0.98234158218955	0.0444045371540549	0.952442062130129	1.04470842405371	0.0444045371540549	0.186218711136021	0.222572470615231	0.0444045371540549	0.0444045371540549	0.136670899077635	0.722888262521317	0.222572470615231
"R13"	0.256295449787723	0.256295449787723	0.287926174836357	0.287926174836357	0.287926174836357	0.287926174836357	0.122025299427088	0.328626544729797	0.138592981920355	0.206601245302709	0.248500455308314	0.287926174836357	1.28792617483636	0.287926174836357	0.690737244618632	0.0444045371540549	0.0444045371540549	0.98234158218955	0.0444045371540549	0.952442062130129	1.04470842405371	0.0444045371540549	0.186218711136021	0.222572470615231	0.0444045371540549	0.0444045371540549	0.136670899077635	0.722888262521317	0.222572470615231
"R14"	0.256295449787723	0.256295449787723	0.287926174836357	0.287926174836357	0.287926174836357	0.287926174836357	0.122025299427088	0.328626544729797	0.138592981920355	0.206601245302709	0.248500455308314	0.287926174836357	0.287926174836357	1.28792617483636	0.690737244618632	0.0444045371540549	0.0444045371540549	0.98234158218955	0.0444045371540549	0.952442062130129	1.04470842405371	0.0444045371540549	0.186218711136021	0.222572470615231	0.0444045371540549	0.0444045371540549	0.136670899077635	0.722888262521317	0.222572470615231
"R15"	0.307163221630504	0.307163221630504	0.197353498462466	0.197353498462466	0.197353498462466	0.197353498462466	0.20157585968352	0.347613499078452	0.0968119759867824	0.146037639394932	0.214952508371191	0.197353498462466	0.197353498462466	0.197353498462466	2.26036547972369	0.145309209410809	0.145309209410809	0.711037360339939	0.145309209410809	0.64402398974701	0.754602749533992	0.145309209410809	0.30628830656115	0.368502751964614	0.145309209410809	0.145309209410809	0.25588796919779	0.456140969489193	0.368502751964614
"C1"	0.276446899467454	0.276446899467454	0.17761814861622	0.17761814861622	0.17761814861622	0.17761814861622	0.181418273715168	0.312852149170607	0.0871307783881041	0.131433875455439	0.193457257534072	0.17761814861622	0.17761814861622	0.17761814861622	2.03432893175132	1.13077828846973	0.130778288469728	0.639933624305945	0.130778288469728	0.579621590772309	0.679142474580593	0.130778288469728	0.275659475905035	0.331652476768153	0.130778288469728	0.130778288469728	0.230299172278011	0.410526872540273	0.331652476768153
"C2"	0.276446899467454	0.276446899467454	0.17761814861622	0.17761814861622	0.17761814861622	0.17761814861622	0.181418273715168	0.312852149170607	0.0871307783881041	0.131433875455439	0.193457257534072	0.17761814861622	0.17761814861622	0.17761814861622	2.03432893175132	0.130778288469728	1.13077828846973	0.639933624305945	0.130778288469728	0.579621590772309	0.679142474580592	0.130778288469728	0.275659475905035	0.331652476768153	0.130778288469728	0.130778288469728	0.230299172278011	0.410526872540273	0.331652476768153
"C3"	0.333796389036567	0.333796389036567	0.302258948366015	0.302258948366015	0.302258948366015	0.302258948366015	0.146837302096133	0.390001855915128	0.11559835866985	0.243164553818995	0.292102076223256	0.302258948366015	0.302258948366015	0.302258948366015	0.765732541904551	0.0492256634081497	0.0492256634081496	1.84262281882099	0.0492256634081496	0.774475380169256	0.89464208022242	0.0492256634081496	0.217500099574491	0.271943832477423	0.0492256634081497	0.0492256634081496	0.169392363461314	0.525283507084623	0.271943832477423
"C4"	0.276446899467454	0.276446899467454	0.17761814861622	0.17761814861622	0.17761814861622	0.17761814861622	0.181418273715168	0.312852149170607	0.0871307783881041	0.131433875455439	0.193457257534072	0.17761814861622	0.17761814861622	0.17761814861622	2.03432893175132	0.130778288469728	0.130778288469728	0.639933624305946	1.13077828846973	0.579621590772309	0.679142474580593	0.130778288469728	0.275659475905035	0.331652476768153	0.130778288469728	0.130778288469728	0.230299172278011	0.410526872540273	0.331652476768153
"C5"	0.242494542965371	0.242494542965371	0.31748068737671	0.31748068737671	0.31748068737671	0.31748068737671	0.132370967737695	0.388164093406354	0.197707472155964	0.255793125668659	0.304091227355258	0.31748068737671	0.31748068737671	0.31748068737671	0.751361321371512	0.0483017992310258	0.0483017992310258	0.839014995183361	0.0483017992310257	1.84068532218601	0.927983357653545	0.0483017992310257	0.214658229718221	0.233535739030821	0.0483017992310258	0.0483017992310258	0.135599834698559	0.548333881849343	0.233535739030821
"C6"	0.326411426802232	0.326411426802232	0.298488121158203	0.298488121158203	0.298488121158203	0.298488121158203	0.144354186773335	0.384496549078796	0.182629657148306	0.240142362305461	0.288376898711379	0.298488121158203	0.298488121158203	0.298488121158203	0.754602749533992	0.0485101767557566	0.0485101767557566	0.830739074492247	0.0485101767557566	0.795414306560181	1.91292242020898	0.0485101767557566	0.214375717359637	0.26699902879838	0.0485101767557566	0.0485101767557566	0.16601829040456	0.518628967579926	0.26699902879838
"C7"	0.276446899467454	0.276446899467454	0.17761814861622	0.17761814861622	0.17761814861622	0.17761814861622	0.181418273715168	0.312852149170607	0.0871307783881041	0.131433875455439	0.193457257534072	0.17761814861622	0.17761814861622	0.17761814861622	2.03432893175132	0.130778288469728	0.130778288469728	0.639933624305945	0.130778288469728	0.579621590772309	0.679142474580593	1.13077828846973	0.275659475905035	0.331652476768153	0.130778288469728	0.130778288469728	0.230299172278011	0.410526872540273	0.331652476768153
"C8"	0.295389782233522	0.295389782233522	0.186218711136021	0.186218711136021	0.186218711136021	0.186218711136021	0.461073512182109	0.606543672678888	0.0965326380925179	0.145470160496778	0.460902506429642	0.186218711136021	0.186218711136021	0.186218711136021	1.07200907296403	0.0689148689762588	0.0689148689762588	0.706875323617096	0.0689148689762588	0.643974689154661	0.75031501075873	0.0689148689762588	1.40192153747939	0.404558795136793	0.0689148689762588	0.0689148689762588	0.175255190580327	0.362209339015492	0.404558795136793
"C9"	0.519754186004152	0.519754186004152	0.178057976492185	0.178057976492185	0.178057976492185	0.178057976492185	0.419532453404592	0.558578601459785	0.0900962582092563	0.139046148055192	0.211866731179815	0.178057976492185	0.178057976492185	0.178057976492185	1.03180770550092	0.0663304953536305	0.0663304953536305	0.7070539644413	0.0663304953536305	0.560485773673971	0.747597280635465	0.0663304953536305	0.323647036109434	1.46308852855547	0.0663304953536305	0.0663304953536305	0.253442002315125	0.346771808328821	0.463088528555471
"C10"	0.276446899467454	0.276446899467454	0.17761814861622	0.17761814861622	0.17761814861622	0.17761814861622	0.181418273715168	0.312852149170607	0.0871307783881041	0.131433875455439	0.193457257534072	0.17761814861622	0.17761814861622	0.17761814861622	2.03432893175132	0.130778288469728	0.130778288469728	0.639933624305945	0.130778288469728	0.579621590772309	0.679142474580592	0.130778288469728	0.275659475905035	0.331652476768153	1.13077828846973	0.130778288469728	0.230299172278011	0.410526872540273	0.331652476768153
"C11"	0.276446899467454	0.276446899467454	0.17761814861622	0.17761814861622	0.17761814861622	0.17761814861622	0.181418273715168	0.312852149170607	0.0871307783881041	0.131433875455439	0.193457257534072	0.17761814861622	0.17761814861622	0.17761814861622	2.03432893175132	0.130778288469728	0.130778288469728	0.639933624305945	0.130778288469728	0.579621590772309	0.679142474580593	0.130778288469728	0.275659475905035	0.331652476768153	0.130778288469728	1.13077828846973	0.230299172278011	0.410526872540273	0.331652476768153
"C12"	0.645424119704752	0.645424119704752	0.182227865436847	0.182227865436847	0.182227865436847	0.182227865436847	0.204641758563173	0.345944905132503	0.0904854375309359	0.14130314656933	0.193879703743428	0.182227865436847	0.182227865436847	0.182227865436847	1.19414385625635	0.0767663907593371	0.0767663907593371	0.734033574999027	0.076766390759337	0.542399338794238	0.774752021887948	0.076766390759337	0.233673587440436	0.422403337191875	0.0767663907593371	0.0767663907593371	1.30911907385305	0.36377527882237	0.422403337191875
"C13"	0.236388529141263	0.236388529141263	0.361444131260658	0.361444131260658	0.361444131260658	0.361444131260658	0.118772207513228	0.297899922621041	0.120033320560793	0.179127715107813	0.219876265747056	0.361444131260658	0.361444131260658	0.361444131260658	0.798246696606087	0.0513158590675342	0.0513158590675342	0.853585699012513	0.0513158590675342	0.822500822774015	0.90760069326487	0.0513158590675342	0.181104669507746	0.216732380205513	0.0513158590675342	0.0513158590675342	0.136415729558389	1.62059036580307	0.216732380205514
"C14"	0.519754186004152	0.519754186004152	0.178057976492185	0.178057976492185	0.178057976492185	0.178057976492185	0.419532453404592	0.558578601459785	0.0900962582092563	0.139046148055192	0.211866731179815	0.178057976492185	0.178057976492185	0.178057976492185	1.03180770550092	0.0663304953536305	0.0663304953536305	0.7070539644413	0.0663304953536305	0.560485773673971	0.747597280635465	0.0663304953536305	0.323647036109434	0.463088528555471	0.0663304953536305	0.0663304953536305	0.253442002315125	0.346771808328821	1.46308852855547
