"Roscheria_melanochaetes"	"Mimusops_sechellarum"	"Dillenia_ferruginea"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Erythroxylum_sechellarum"	"Soulamea_terminaloides"	"Aphloia_theiformis"	"Syzygium_wrightii"	"Craterispermum_microdon"	"Glionnetia_sericea"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp1_M_PL_101"	"Unidentified_sp3_M_PL_101"	"Ornidia_obesa"	"Unidentified_sp2_M_PL_101"	"Unidentified_sp6_M_PL_101"	"Neavella_albipectus"	"Dichaetomyia_fasciculifera"	"Parasarcophaga_hirticeps"	"Scaptodrosophila_sp1_M_PL_101"	"Unidentified_sp4_M_PL_101"	"Unidentified_sp8_M_PL_101"	"Eristalinus_vicarians"	"Perissoma_aenescens"	"Phelsuma_sp1_M_PL_101"	"Unidentified_sp5_M_PL_101"	"Unidentified_sp7_M_PL_101"
"Roscheria_melanochaetes"	2.73854975720963	0.136948352065856	0.301539596600735	0.181132293110457	0.181132293110457	0.248126428918434	0.62063985046462	0.355736432380305	0.417868621397165	0.0581800330982296	0.0233042363809544	0.956295355650658	0.452511368541786	0.632582922652273	0.492938956297734	0.13187896706362	0.492938956297734	0.0308133792148175	0.0517871919576765	0.0744379286755303	0.233664406168902	0.233664406168902	0.0640325578284549	0.492938956297734	0.13964396635454	0.0678464092351654	0.0940204398143621	0.0640325578284549	0.0308133792148175
"Mimusops_sechellarum"	0.171185440082319	2.71614173176984	0.365260788779902	0.219409075958407	0.219409075958407	0.300560378025215	0.0851156660811595	0.430910471970373	0.139060935708171	0.15390374159348	0.462200588809573	0.509485933949431	1.19702910128262	0.0499644040830784	0.0308133792148175	0.159747562430145	0.0308133792148175	0.611131889648214	1.02711241957683	0.0901681134075644	0.0504397354025993	0.0504397354025994	0.0775638849546671	0.0308133792148175	0.0191510248682609	0.0821836774754779	0.0312887105343384	0.0775638849546671	0.611131889648213
"Dillenia_ferruginea"	0.376924495750919	0.365260788779902	1.96371129802068	0.299407304007418	0.299407304007418	0.410146991790983	0.187411847074827	0.837366509129432	0.306191186851217	0.155174446863596	0.0621557224604455	1.12181111111861	1.20691236449464	0.110014074827001	0.0678464092351654	0.592561013697952	0.0678464092351654	0.082183677475478	0.138123827689879	0.123044097537295	0.11106068263336	0.11106068263336	0.150725971643298	0.0678464092351654	0.0421676655918361	0.441835042054654	0.0688930170415238	0.150725971643298	0.0821836774754779
"Paragenipa_wrightii"	0.452830732776142	0.438818151916813	0.598814608014835	1.35970288585808	0.359702885858083	0.492743679257648	0.225153432580051	0.706441789780816	0.367852928303865	0.186423963614744	0.0746728367757602	1.34772495078153	1.44996416144801	0.132169054230217	0.0815095318997057	0.261892808963885	0.0815095318997056	0.098734084181283	0.165939637279467	0.147823103777294	0.133426431198881	0.133426431198881	0.127159522160547	0.0815095318997056	0.0506595223305116	0.134733286803338	0.0827669088683697	0.127159522160547	0.0987340841812829
"Memecylon_eleagni"	0.452830732776142	0.438818151916813	0.598814608014835	0.359702885858083	1.35970288585808	0.492743679257648	0.225153432580051	0.706441789780816	0.367852928303865	0.186423963614744	0.0746728367757602	1.34772495078153	1.44996416144801	0.132169054230217	0.0815095318997057	0.261892808963885	0.0815095318997056	0.098734084181283	0.165939637279467	0.147823103777294	0.133426431198881	0.133426431198881	0.127159522160547	0.0815095318997056	0.0506595223305116	0.134733286803338	0.0827669088683697	0.127159522160547	0.0987340841812829
"Erythroxylum_sechellarum"	0.41354404819739	0.400747170700286	0.546862655721311	0.328495786171765	0.328495786171765	1.81985724133119	0.205619573132467	0.645152319434535	0.335938747309466	0.170250195081958	0.0681943714847126	1.23079904180962	1.32416818397078	0.120702332630335	0.0744379286755303	0.239171515035511	0.0744379286755303	0.0901681134075644	0.151543047743806	0.545957172399356	0.121850622099435	0.121850622099435	0.116127417498216	0.0744379286755303	0.0462644039548051	0.123044097537295	0.0755862181446299	0.116127417498216	0.0901681134075643
"Soulamea_terminaloides"	0.775799813080775	0.0851156660811595	0.187411847074827	0.112576716290026	0.112576716290026	0.15421467984935	2.56300696992078	0.221096076985465	1.00071558784614	0.0361598529305296	0.0144839683877603	0.59435338168497	0.281243300570785	0.716320534586716	0.13964396635454	0.0819649594492199	0.139643966354539	0.0191510248682609	0.0321865964172452	0.0462644039548051	0.801837575497559	0.801837575497559	0.0397972938573838	0.13964396635454	0.576676568232177	0.0421676655918361	0.225161007265382	0.0397972938573838	0.0191510248682609
"Aphloia_theiformis"	0.355736432380305	0.344728377576298	0.669893207303546	0.282576715912326	0.282576715912326	0.387091391660721	0.176876861588372	2.26958555151565	0.288979256229403	0.146451622927477	0.0586617617304205	1.05875072321549	1.13906817832482	0.103829851685839	0.0640325578284549	0.559251370916115	0.0640325578284549	0.0775638849546671	0.130359470512046	0.116127417498216	0.104817626508999	0.104817626508999	0.408525399272817	0.0640325578284549	0.0397972938573838	0.150725971643298	0.0650203326516157	0.408525399272817	0.0775638849546671
"Syzygium_wrightii"	0.522335776746456	0.139060935708171	0.306191186851217	0.183926464151933	0.183926464151933	0.2519540604821	1.00071558784614	0.361224070286754	2.23108209176578	0.0590775260901393	0.0236637306562224	0.971047296036171	0.459491869589973	0.319181447079744	0.0940204398143621	0.133913349693139	0.094020439814362	0.0312887105343385	0.0525860681249386	0.0755862181446299	0.727154477912682	0.727154477912682	0.0650203326516157	0.0940204398143621	0.225161007265382	0.0688930170415238	0.5019934706473	0.0650203326516157	0.0312887105343384
"Craterispermum_microdon"	0.290900165491148	0.615614966373919	0.620697787454385	0.372847927229487	0.372847927229487	0.510750585245873	0.144639411722118	0.732258114637385	0.236310104360557	1.26153289600868	0.104758008983797	0.865783576161798	2.03414474673421	0.0849058974258833	0.0523620297884067	0.271463462811966	0.0523620297884066	0.138513367434132	0.232795575519549	0.153225175573762	0.085713641118602	0.085713641118602	0.131806460634729	0.0523620297884066	0.0325438676374766	0.139657002177237	0.0531697734811254	0.131806460634729	0.138513367434132
