"Catostomus_catostomus"	"Coregonus_clupeaformis"	"Cottus_cognatus"	"Esox_lucius"	"Prosopium_cylindraceum"	"Salvelinus_namaycush"	"Thymallus_arcticus"	"Anonchohaptor_anomalus"	"Dactylogyrus_buddi"	"Discocotyle_sagittata"	"Tetraonchus_borealis"	"Tetraonchus_monenteron"	"Tetraonchus_variabilis"	"Allocreadium_isosporum"	"Crepidostomum_farionis"	"Diplostomum_spathaceum_(L)"	"Heterophyid_meta_(L)"	"Neascus_sp._(L)"	"Tetracotyle_sp._(L)"	"Cyathocephalus_truncatus"	"Diphyllobothrium_sp._(L)"	"Eubothrium_salvelini"	"Glaridacris_catostomi"	"Proteocephalus_tumidocollus"	"Schistocephalus_solidus_(L)"	"Triaenophorus_crassus"	"Triaenophorus_crassus_(L)"	"Capillaria_salvelini"	"Cystidicola_farionis"	"Raphidascaris_acus"	"Raphidascaris_acus_(L)"	"Neoechinorhynchus_tumidus"	"Piscicola_milneri"	"Salmincola_extensus"	"Salmincola_edwardsii"	"Salmincola_thymalli"
"Tetraonchus_borealis"	0.159688186268943	0.69536376273243	0.315111004215735	0.401273262829249	0.684899545450299	0.684899545450299	1.7956067983162	0.0359298419105122	0.0354499879742702	0.240496877061095	1.10773640789897	0.0401273262829249	0.0440292564932335	0.147863734181897	0.316074191318291	0.352004033228803	0.0354499879742702	0.0354499879742702	0.240496877061095	0.132760469162123	0.240496877061095	0.240496877061095	0.0359298419105122	0.316074191318291	0.0354499879742703	0.0401273262829249	0.240496877061095	0.195794920885439	0.276426718971608	0.0401273262829249	0.152438364074628	0.316074191318291	0.172887795445048	0.0447019561756562	0.0440292564932335	0.107736407898972
"Tetraonchus_monenteron"	0.144534227121814	0.599142591998123	0.369655505066981	1.75697070874525	0.598875150474456	0.598875150474456	0.668788771382082	0.0325202011024081	0.0415862443200354	0.155641869400949	0.0401273262829249	1.17569707087452	0.038499116816215	0.21582439715745	0.372925184595509	0.405445385697917	0.0415862443200354	0.0415862443200354	0.155641869400949	0.115514543118024	0.155641869400949	0.155641869400949	0.0325202011024081	0.372925184595509	0.0415862443200354	0.175697070874525	0.155641869400949	0.117125559915355	0.188162070503357	0.175697070874525	0.0786436357685186	0.372925184595509	0.291211613992548	0.0385163094855936	0.038499116816215	0.0401273262829249
"Tetraonchus_variabilis"	0.162431563544912	0.713275025734591	0.319120281306198	0.38499116816215	1.68923613412589	0.733966990835522	0.733820941553891	0.0365471017976053	0.0359010316469473	0.245659994752262	0.0440292564932335	0.038499116816215	1.10859375147952	0.0825283733094485	0.320060143215425	0.35660724501303	0.0359010316469473	0.0359010316469473	0.245659994752262	0.201630738259029	0.245659994752262	0.245659994752262	0.0365471017976053	0.320060143215425	0.0359010316469473	0.038499116816215	0.245659994752262	0.199806600240753	0.282207096549868	0.038499116816215	0.0898826510047428	0.320060143215425	0.240129855075244	0.0458533945115094	0.0471835922679978	0.0440292564932335
"Allocreadium_isosporum"	0.152111206695378	0.647253177365277	0.342383254641358	1.07912198578725	0.641887347962377	0.641887347962377	1.23219778484914	0.0342250215064602	0.0385181161471528	0.198069373231022	0.0739318670909485	0.107912198578725	0.0412641866547242	1.18184406566967	0.3444996879569	0.37872470946336	0.0385181161471528	0.0385181161471528	0.198069373231022	0.124137506140073	0.198069373231022	0.198069373231022	0.0342250215064602	0.3444996879569	0.0385181161471528	0.107912198578725	0.198069373231022	0.156460240400397	0.232294394737482	0.107912198578725	0.115540999921573	0.3444996879569	0.232049704718798	0.0416091328306249	0.0412641866547242	0.0739318670909485
"Crepidostomum_farionis"	0.156369882086978	0.829676437738717	0.591698833369718	0.621541974325848	0.829785556484434	0.829785556484435	0.87798386477303	0.03518322346957	0.0665661187540932	0.212702088717584	0.0526790318863818	0.0621541974325848	0.0533433572025708	0.114833229318967	1.34142240490426	0.376605628373832	0.0665661187540932	0.0665661187540932	0.212702088717584	0.160023056831202	0.212702088717584	0.212702088717584	0.03518322346957	0.341422404904262	0.0665661187540933	0.0621541974325848	0.212702088717584	0.159365746291523	0.247885312187154	0.0621541974325848	0.106015374312442	0.341422404904262	0.222177254263787	0.0533363424260604	0.0533433572025708	0.0526790318863818
"Diplostomum_spathaceum_(L)"	0.393162335149173	0.792352530117885	0.549093616174175	0.579207693854167	0.7924605444734	0.7924605444734	0.838104841020959	0.088461525408564	0.0617730318195947	0.203111023115416	0.0502862904612575	0.0579207693854167	0.0509438921447186	0.108207059846674	0.322804824320427	1.41126634972899	0.0617730318195947	0.0617730318195947	0.203111023115416	0.152824732654158	0.203111023115416	0.203111023115416	0.088461525408564	0.322804824320427	0.0617730318195947	0.0579207693854167	0.203111023115416	0.152174074750695	0.29157254852398	0.0579207693854167	0.101223238825979	0.322804824320427	0.210745502039575	0.0509369483647211	0.0509438921447186	0.0502862904612575
"Heterophyid_meta_(L)"	0.146731156500459	0.558386406113565	1.90810798197258	0.415862443200354	0.558460492285847	0.558460492285847	0.590833132904504	0.0330145102126034	0.214662147971916	0.143148320232608	0.0354499879742702	0.0415862443200354	0.0359010316469473	0.0770362322943057	0.399396712524559	0.432411222737163	1.21466214797192	0.214662147971916	0.143148320232608	0.107698332258338	0.143148320232608	0.143148320232608	0.0330145102126034	0.399396712524559	0.214662147971916	0.0415862443200354	0.143148320232608	0.107252051268165	0.176162830445212	0.0415862443200354	0.0713462569387137	0.399396712524559	0.149284576578373	0.0358962689644435	0.0359010316469473	0.0354499879742702
"Neascus_sp._(L)"	0.146731156500459	0.558386406113565	1.90810798197258	0.415862443200354	0.558460492285847	0.558460492285847	0.590833132904504	0.0330145102126034	0.214662147971916	0.143148320232608	0.0354499879742702	0.0415862443200354	0.0359010316469473	0.0770362322943057	0.39939671252456	0.432411222737163	0.214662147971916	1.21466214797192	0.143148320232608	0.107698332258338	0.143148320232608	0.143148320232608	0.0330145102126034	0.39939671252456	0.214662147971916	0.0415862443200354	0.143148320232608	0.107252051268165	0.176162830445212	0.0415862443200354	0.0713462569387137	0.39939671252456	0.149284576578373	0.0358962689644435	0.0359010316469473	0.0354499879742702
"Tetracotyle_sp._(L)"	0.161738477224898	0.955132407080153	0.318107378294685	0.389104673502371	0.955344424036576	0.955344424036576	1.0020703210879	0.0363911573756021	0.0357870800581521	0.244355585667986	0.0601242192652738	0.0389104673502371	0.0614149986880656	0.099034686615511	0.319053133076375	0.355444290451978	0.0357870800581521	0.0357870800581521	1.24435558566799	0.184231366402712	0.244355585667986	0.244355585667986	0.0363911573756021	0.319053133076376	0.0357870800581521	0.0389104673502371	0.244355585667986	0.182954216641405	0.280746743043588	0.0389104673502371	0.121525588291855	0.319053133076376	0.22314183375295	0.0614013690265813	0.0614149986880656	0.0601242192652738
"Cyathocephalus_truncatus"	0.16242190754355	1.04172195519606	0.319106169654335	0.385048477060079	1.04549271689867	1.04549271689867	0.737558162011795	0.0365449291972988	0.0358994440861127	0.245641821870283	0.0442534897207077	0.0385048477060079	0.067210246086343	0.0827583374267156	0.320046113662404	0.356591042859703	0.0358994440861127	0.0358994440861127	0.245641821870283	1.20138833214958	0.245641821870283	0.245641821870283	0.0365449291972988	0.320046113662404	0.0358994440861127	0.0385048477060079	0.245641821870283	0.178673981893394	0.282186751067582	0.0385048477060079	0.111221329697597	0.320046113662404	0.239893179855583	0.0669678399768897	0.0672102460863429	0.0442534897207077
"Diphyllobothrium_sp._(L)"	0.161738477224898	0.955132407080154	0.318107378294685	0.389104673502371	0.955344424036576	0.955344424036576	1.0020703210879	0.0363911573756021	0.0357870800581521	0.244355585667986	0.0601242192652738	0.0389104673502371	0.0614149986880656	0.099034686615511	0.319053133076376	0.355444290451978	0.0357870800581521	0.0357870800581521	0.244355585667986	0.184231366402712	1.24435558566799	0.244355585667986	0.0363911573756021	0.319053133076376	0.0357870800581521	0.0389104673502371	0.244355585667986	0.182954216641405	0.280746743043588	0.0389104673502371	0.121525588291855	0.319053133076376	0.22314183375295	0.0614013690265813	0.0614149986880656	0.0601242192652738
"Eubothrium_salvelini"	0.161738477224898	0.955132407080153	0.318107378294685	0.389104673502371	0.955344424036576	0.955344424036576	1.0020703210879	0.0363911573756021	0.0357870800581521	0.244355585667986	0.0601242192652738	0.0389104673502371	0.0614149986880656	0.099034686615511	0.319053133076376	0.355444290451978	0.0357870800581521	0.0357870800581521	0.244355585667986	0.184231366402712	0.244355585667986	1.24435558566799	0.0363911573756021	0.319053133076376	0.0357870800581521	0.0389104673502371	0.244355585667986	0.182954216641405	0.280746743043588	0.0389104673502371	0.121525588291855	0.319053133076376	0.22314183375295	0.0614013690265813	0.0614149986880656	0.0601242192652738
"Glaridacris_catostomi"	1.81391705352235	0.568409084392888	0.293462313000919	0.325202011024081	0.568510472407194	0.568510472407194	0.598830698508537	0.408131337042528	0.0330145102126034	0.145564629502408	0.0359298419105122	0.0325202011024081	0.0365471017976053	0.0684500430129203	0.21109934081742	0.619230677859948	0.0330145102126034	0.0330145102126034	0.145564629502408	0.109634787591896	0.145564629502408	0.145564629502408	1.40813133704253	0.21109934081742	0.0330145102126034	0.0325202011024081	0.145564629502408	0.109024045505723	0.553695966544936	0.0325202011024081	0.0724704259071979	0.21109934081742	0.142154988694304	0.0365405839966857	0.0365471017976053	0.0359298419105122
"Proteocephalus_tumidocollus"	0.156369882086978	0.829676437738717	0.591698833369717	0.621541974325848	0.829785556484435	0.829785556484435	0.87798386477303	0.03518322346957	0.0665661187540932	0.212702088717584	0.0526790318863817	0.0621541974325848	0.0533433572025708	0.114833229318967	0.341422404904262	0.376605628373832	0.0665661187540932	0.0665661187540932	0.212702088717584	0.160023056831202	0.212702088717584	0.212702088717584	0.03518322346957	1.34142240490426	0.0665661187540932	0.0621541974325848	0.212702088717584	0.159365746291523	0.247885312187154	0.0621541974325848	0.106015374312442	0.341422404904262	0.222177254263787	0.0533363424260604	0.0533433572025708	0.0526790318863817
"Schistocephalus_solidus_(L)"	0.146731156500459	0.558386406113565	1.90810798197258	0.415862443200354	0.558460492285847	0.558460492285847	0.590833132904504	0.0330145102126034	0.214662147971916	0.143148320232608	0.0354499879742702	0.0415862443200354	0.0359010316469473	0.0770362322943057	0.399396712524559	0.432411222737163	0.214662147971916	0.214662147971916	0.143148320232608	0.107698332258338	0.143148320232608	0.143148320232608	0.0330145102126034	0.399396712524559	1.21466214797192	0.0415862443200354	0.143148320232608	0.107252051268165	0.176162830445212	0.0415862443200354	0.0713462569387137	0.39939671252456	0.149284576578373	0.0358962689644435	0.0359010316469473	0.0354499879742703
"Triaenophorus_crassus"	0.144534227121814	0.599142591998123	0.369655505066982	1.75697070874525	0.598875150474456	0.598875150474456	0.668788771382082	0.0325202011024081	0.0415862443200354	0.155641869400949	0.040127326282925	0.175697070874525	0.038499116816215	0.21582439715745	0.372925184595509	0.405445385697917	0.0415862443200354	0.0415862443200354	0.155641869400949	0.115514543118024	0.155641869400949	0.155641869400949	0.0325202011024081	0.372925184595509	0.0415862443200354	1.17569707087452	0.155641869400949	0.117125559915355	0.188162070503357	0.175697070874525	0.0786436357685186	0.372925184595509	0.291211613992548	0.0385163094855937	0.038499116816215	0.040127326282925
"Triaenophorus_crassus_(L)"	0.161738477224898	0.955132407080153	0.318107378294685	0.389104673502371	0.955344424036576	0.955344424036576	1.0020703210879	0.0363911573756021	0.0357870800581521	0.244355585667986	0.0601242192652738	0.0389104673502371	0.0614149986880656	0.099034686615511	0.319053133076376	0.355444290451978	0.0357870800581521	0.0357870800581521	0.244355585667986	0.184231366402712	0.244355585667986	0.244355585667986	0.0363911573756021	0.319053133076376	0.0357870800581521	0.0389104673502371	1.24435558566799	0.182954216641405	0.280746743043588	0.0389104673502371	0.121525588291855	0.319053133076376	0.22314183375295	0.0614013690265813	0.0614149986880656	0.0601242192652738
"Capillaria_salvelini"	0.161517104452923	0.70730460473387	0.317783855609377	0.390418533051183	1.03603422347057	1.03603422347057	1.08774956047466	0.0363413485019076	0.0357506837560549	0.243938955521873	0.0652649736284797	0.0390418533051183	0.066602200080251	0.104306826933598	0.318731492583047	0.355072841084954	0.0357506837560549	0.0357506837560549	0.243938955521873	0.178673981893394	0.243938955521873	0.243938955521873	0.0363413485019076	0.318731492583047	0.0357506837560549	0.0390418533051183	0.243938955521873	1.19846937378898	0.280280304023781	0.0390418533051183	0.110734555361371	0.318731492583047	0.217715835198512	0.0454695817328917	0.066602200080251	0.0652649736284797
"Cystidicola_farionis"	0.492174192484388	0.877787742542701	0.313178365235932	0.376324141006713	0.8779776337107	0.8779776337107	0.921422396572025	0.110739193308987	0.0352325660890423	0.224597394434871	0.0552853437943215	0.0376324141006713	0.0564414193099736	0.0929177578949929	0.297462374624585	0.408201567933572	0.0352325660890423	0.0352325660890423	0.224597394434871	0.169312050640549	0.224597394434871	0.224597394434871	0.110739193308987	0.297462374624585	0.0352325660890423	0.0376324141006713	0.224597394434871	0.168168182414269	1.33533658774386	0.0376324141006713	0.111714555814924	0.297462374624585	0.206944464741221	0.0564292120206022	0.0564414193099735	0.0552853437943215
"Raphidascaris_acus"	0.144534227121814	0.599142591998123	0.369655505066981	1.75697070874525	0.598875150474456	0.598875150474456	0.668788771382082	0.0325202011024081	0.0415862443200354	0.155641869400949	0.0401273262829249	0.175697070874525	0.038499116816215	0.21582439715745	0.372925184595509	0.405445385697917	0.0415862443200354	0.0415862443200354	0.155641869400949	0.115514543118024	0.155641869400949	0.155641869400949	0.0325202011024081	0.372925184595509	0.0415862443200354	0.175697070874525	0.155641869400949	0.117125559915355	0.188162070503357	1.17569707087452	0.0786436357685186	0.372925184595509	0.291211613992548	0.0385163094855937	0.038499116816215	0.0401273262829249
"Raphidascaris_acus_(L)"	0.161045390904884	1.19698978842572	0.317094475283172	0.393218178842593	0.699087285592445	0.699087285592445	1.2703197006219	0.0362352129535989	0.0356731284693569	0.24305117658371	0.0762191820373142	0.0393218178842593	0.0449413255023714	0.115540999921573	0.318046122937326	0.354281335890925	0.0356731284693569	0.0356731284693569	0.24305117658371	0.166831994546396	0.24305117658371	0.24305117658371	0.0362352129535989	0.318046122937326	0.0356731284693569	0.0393218178842593	0.24305117658371	0.166101833042057	0.279286389537309	0.0393218178842593	1.15316852557897	0.318046122937326	0.206153812430655	0.0769493435416532	0.0449413255023714	0.0762191820373142
"Neoechinorhynchus_tumidus"	0.156369882086978	0.829676437738717	0.591698833369718	0.621541974325848	0.829785556484435	0.829785556484435	0.877983864773029	0.03518322346957	0.0665661187540933	0.212702088717584	0.0526790318863818	0.0621541974325848	0.0533433572025708	0.114833229318967	0.341422404904262	0.376605628373832	0.0665661187540932	0.0665661187540933	0.212702088717584	0.160023056831202	0.212702088717584	0.212702088717584	0.03518322346957	0.341422404904262	0.0665661187540933	0.0621541974325848	0.212702088717584	0.159365746291523	0.247885312187154	0.0621541974325848	0.106015374312442	1.34142240490426	0.222177254263787	0.0533363424260604	0.0533433572025708	0.0526790318863818
"Piscicola_milneri"	0.157949987438116	0.931077114396577	0.331743503507497	0.728029034981371	0.933838325292615	0.933838325292615	0.720365814354367	0.0355387471735761	0.0373211441445934	0.22314183375295	0.043221948861262	0.072802903498137	0.060032463768811	0.116024852359399	0.33326588139568	0.368804628569256	0.0373211441445934	0.0373211441445934	0.22314183375295	0.179919884891688	0.22314183375295	0.22314183375295	0.0355387471735761	0.33326588139568	0.0373211441445934	0.0728029034981371	0.22314183375295	0.163286876398884	0.258680580926526	0.0728029034981371	0.103076906215328	0.33326588139568	1.25272278838982	0.0598549573540656	0.060032463768811	0.043221948861262
"Salmincola_extensus"	0.162402595540825	1.698615814119	0.319077946350609	0.385163094855936	0.71327502573459	0.71327502573459	0.745032602927604	0.0365405839966857	0.0358962689644435	0.245605476106325	0.0447019561756562	0.0385163094855936	0.0458533945115094	0.0832182656612499	0.320018054556362	0.356558638553048	0.0358962689644435	0.0358962689644435	0.245605476106325	0.200903519930669	0.245605476106325	0.245605476106325	0.0365405839966857	0.320018054556362	0.0358962689644435	0.0385163094855936	0.245605476106325	0.136408745198675	0.282146060103011	0.0385163094855936	0.153898687083306	0.320018054556362	0.239419829416263	1.10919673090765	0.0458533945115094	0.0447019561756562
"Salmincola_edwardsii"	0.162431563544912	0.71327502573459	0.319120281306198	0.38499116816215	0.733966990835522	1.68923613412589	0.733820941553891	0.0365471017976053	0.0359010316469473	0.245659994752262	0.0440292564932335	0.038499116816215	0.0471835922679978	0.0825283733094485	0.320060143215425	0.35660724501303	0.0359010316469473	0.0359010316469473	0.245659994752262	0.201630738259029	0.245659994752262	0.245659994752262	0.0365471017976053	0.320060143215425	0.0359010316469473	0.038499116816215	0.245659994752262	0.199806600240753	0.282207096549868	0.038499116816215	0.0898826510047429	0.320060143215425	0.240129855075244	0.0458533945115094	1.10859375147952	0.0440292564932335
"Salmincola_thymalli"	0.159688186268943	0.695363762732431	0.315111004215735	0.401273262829249	0.684899545450299	0.684899545450299	1.7956067983162	0.0359298419105122	0.0354499879742703	0.240496877061095	0.107736407898972	0.0401273262829249	0.0440292564932335	0.147863734181897	0.316074191318291	0.352004033228803	0.0354499879742702	0.0354499879742703	0.240496877061095	0.132760469162123	0.240496877061095	0.240496877061095	0.0359298419105122	0.316074191318291	0.0354499879742703	0.0401273262829249	0.240496877061095	0.195794920885439	0.276426718971608	0.0401273262829249	0.152438364074628	0.316074191318291	0.172887795445048	0.0447019561756562	0.0440292564932335	1.10773640789897
