"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Paragenipa_wrightii"	"Phoenicophorium_borsigianum"	"Cinnamomum_verum"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_122"	"Neophyllomyza_approximatonervis"	"Cratopus_aurostriatus"	"Scaptodrosophila_sp1_M_PL_122"	"Rhiparida_seychellensis"	"Dichaetomyia_fasciculifera"	"Phelsuma_sp1_M_PL_122"	"Unidentified_sp3_M_PL_122"	"Megachile_seychellensis"	"Pachycerina_seychellensis"	"Plagiostenopterina_cyanosoma"	"Simosyrphus_aegyptius"	"Eristalinus_vicarians"	"Eristalodes_seychellarum"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Polistes_olivaceus"	"Unidentified_sp2_M_PL_122"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	2.35212129628349	0.239035672349069	0.447354431700159	0.760463055693218	0.379392926694051	0.602725870372401	0.482064641644456	0.54655911044216	0.474848408737439	0.494516879478417	0.263180732717264	0.176409097221262	0.263180732717264	0.411165218882207	0.261961190986749	0.253902423411999	0.0867716354960022	0.329064355741773	0.0671031647550239	0.176409097221262	0.0671031647550239	0.261961190986749	0.0867716354960021	0.0774933261907373	0.0774933261907373	0.0717107017047208	0.0682907268049291	0.0682907268049291	0.0671031647550239	0.0855520937654871
"Chrysobalanus_icaco"	0.956142689396277	1.799268648806	0.459193875116683	0.724013824683663	0.400679662493606	0.67329279509618	0.250566399144438	0.920510488652149	0.38072989401035	0.356952764588847	0.11681265355072	0.0717107017047208	0.11681265355072	0.779509068135798	0.153162256981633	0.158276918217087	0.0451019518459989	0.222041338249135	0.0688790812675023	0.0717107017047208	0.0688790812675024	0.153162256981633	0.0451019518459989	0.0865662165123661	0.0865662165123661	0.539780594641799	0.0721223392488492	0.0721223392488492	0.0688790812675024	0.0814515552769122
"Paragenipa_wrightii"	0.894708863400319	0.229596937558341	2.2927635258022	0.685046635148114	0.409055865679024	0.52018461257669	0.231801454572156	0.697475455929104	0.628596374661601	0.326406107614259	0.108827426578012	0.0671031647550239	0.108827426578012	0.279930871236549	0.144170911209187	0.133984043514884	0.0417242618229881	0.488085440079517	0.34391452887033	0.0671031647550239	0.34391452887033	0.144170911209187	0.0417242618229881	0.0668808787598602	0.0668808787598601	0.0688790812675024	0.0736300558222244	0.0736300558222244	0.34391452887033	0.0770677464541628
"Phoenicophorium_borsigianum"	1.14069458353983	0.271505184256374	0.513784976361085	1.98336999773106	0.419873940268033	0.601527857396411	0.33240135518405	0.62011712544052	0.538665570163608	0.521430067642574	0.145384337698616	0.0855520937654871	0.145384337698616	0.467472069738111	0.308681218510232	0.162891389716454	0.059832243933129	0.385748964964395	0.0770677464541628	0.0855520937654871	0.0770677464541628	0.308681218510232	0.059832243933129	0.0773392959509671	0.0773392959509671	0.0814515552769122	0.075577309248246	0.075577309248246	0.0770677464541628	0.223129124744745
"Cinnamomum_verum"	0.910543024065721	0.240407797496164	0.490867038814829	0.671798304428854	1.9860202422183	0.618784372281449	0.344737115431526	0.726662065445443	0.654539726196594	0.642962351152045	0.130343407582604	0.0682907268049291	0.130343407582604	0.295548366023925	0.143868036053175	0.14784871752683	0.0620526807776746	0.2174980918754	0.0736300558222244	0.0682907268049291	0.0736300558222244	0.143868036053175	0.0620526807776746	0.0795579907219006	0.0795579907219006	0.0721223392488492	0.357483643599294	0.357483643599294	0.0736300558222244	0.075577309248246
"Dillenia_ferruginea"	1.03324434920983	0.28855405504122	0.445872525065734	0.687460408453041	0.441988837343892	2.0357880202603	0.330249699362825	0.649581882169298	0.563015665656932	0.55557973278238	0.136938272076046	0.0774933261907373	0.136938272076046	0.503143012687538	0.154832622141704	0.339237500224204	0.0594449458853085	0.221713500901565	0.0668808787598601	0.0774933261907373	0.0668808787598602	0.154832622141704	0.0594449458853085	0.261744174033467	0.261744174033467	0.086566216512366	0.0795579907219006	0.0795579907219006	0.0668808787598602	0.0773392959509671
"Nepenthes_pervillei"	1.1569551399467	0.150339839486663	0.278161745486587	0.53184216829448	0.344737115431526	0.462349579107955	2.33877230698294	0.354927719761101	0.309825767915102	0.689080521349043	0.507750650752931	0.0867716354960022	0.507750650752931	0.251150777160439	0.146603879429131	0.146216581381311	0.420979015256929	0.188328141252119	0.0417242618229881	0.0867716354960021	0.0417242618229881	0.146603879429131	0.420979015256929	0.0594449458853085	0.0594449458853085	0.0451019518459989	0.0620526807776746	0.0620526807776746	0.0417242618229881	0.059832243933129
"Apis_mellifera"	1.09311822088432	0.460255244326075	0.697475455929103	0.826822833920693	0.605551721204536	0.757845529197515	0.295773099800918	1.6241359192118	0.486059345913979	0.434677185488778	0.135223024530489	0.081983866566324	0.135223024530489	0.410515291005619	0.175001435382402	0.179421148891719	0.0532391579641652	0.279622753771768	0.104621318389365	0.0819838665663239	0.104621318389366	0.175001435382402	0.0532391579641652	0.0974372823253948	0.0974372823253948	0.138076573297822	0.108999309816817	0.108999309816817	0.104621318389366	0.093017568816078
"Lasioglossum_mahense"	1.13963618096985	0.22843793640621	0.754315649593922	0.861864912261772	0.654539726196595	0.788221931919705	0.309825767915102	0.583271215096774	1.51473983417491	0.457361124960542	0.141241351797457	0.085472713572739	0.141241351797457	0.352306716942299	0.182432516202188	0.186815533390987	0.0557686382247184	0.295579863641277	0.113147347439088	0.085472713572739	0.113147347439088	0.182432516202188	0.0557686382247184	0.101342819818248	0.101342819818248	0.0685313809218631	0.117817150715387	0.117817150715387	0.113147347439088	0.0969598026294494
"Hemipyrellia_germana"	1.1868405107482	0.214171658753308	0.391687329137111	0.834288108228118	0.642962351152045	0.777811625895333	0.689080521349043	0.521612622586534	0.457361124960542	1.5226425194328	0.213047532148943	0.0890130383061151	0.213047532148943	0.347126300008599	0.182870450481778	0.189017390206944	0.124034493842828	0.241623549852345	0.0587530993705667	0.0890130383061151	0.0587530993705667	0.182870450481778	0.124034493842828	0.100004351900829	0.100004351900829	0.0642514976259925	0.115733223207368	0.115733223207368	0.0587530993705667	0.0938574121756633
"Ornidia_obesa"	1.57908439630358	0.175218980326079	0.326482279734036	0.581537350794464	0.325858518956509	0.47928395226616	1.26937662688233	0.405669073591467	0.353103379493644	0.532618830372357	1.34691912256159	0.118431329722769	0.346919122561588	0.29804219821919	0.183854281687146	0.180053552156989	0.228487792838819	0.232826623647251	0.0489723419601054	0.118431329722769	0.0489723419601054	0.183854281687146	0.228487792838819	0.0616222224342206	0.0616222224342206	0.0525656940978238	0.0586545334121717	0.0586545334121717	0.0489723419601054	0.0654229519643773
"Unidentified_sp1_M_PL_122"	2.11690916665514	0.215132105114162	0.402618988530143	0.684416750123897	0.341453634024646	0.542453283335161	0.433858177480011	0.491903199397944	0.427363567863695	0.445065191530576	0.236862659445537	1.15876818749914	0.236862659445537	0.370048696993986	0.235765071888074	0.228512181070799	0.078094471946402	0.296157920167595	0.0603928482795215	0.158768187499135	0.0603928482795215	0.235765071888074	0.0780944719464019	0.0697439935716636	0.0697439935716636	0.0645396315342487	0.0614616541244362	0.0614616541244362	0.0603928482795215	0.0769968843889384
"Neophyllomyza_approximatonervis"	1.57908439630358	0.175218980326079	0.326482279734036	0.581537350794464	0.325858518956509	0.47928395226616	1.26937662688233	0.405669073591467	0.353103379493644	0.532618830372357	0.346919122561588	0.118431329722769	1.34691912256159	0.29804219821919	0.183854281687146	0.180053552156989	0.228487792838819	0.232826623647251	0.0489723419601054	0.118431329722769	0.0489723419601054	0.183854281687146	0.228487792838819	0.0616222224342206	0.0616222224342206	0.0525656940978238	0.0586545334121717	0.0586545334121717	0.0489723419601054	0.0654229519643772
"Cratopus_aurostriatus"	1.23349565664662	0.584631801101848	0.419896306854824	0.934944139476222	0.369435457529906	0.880500272203191	0.313938471450548	0.615772936508428	0.440383396177874	0.433907875010749	0.149021099109595	0.0925121742484965	0.149021099109595	1.48629010812482	0.197693389939572	0.205719352103192	0.0565089248610987	0.260677835967795	0.0629844460282235	0.0925121742484965	0.0629844460282236	0.197693389939572	0.0565089248610987	0.113207177854696	0.113207177854696	0.175389540330554	0.0664983823553831	0.0664983823553831	0.0629844460282236	0.105181215691075
"Scaptodrosophila_sp1_M_PL_122"	1.57176714592049	0.229743385472449	0.43251273362756	1.23472487404093	0.359670090132938	0.541914177495965	0.366509698572828	0.525004306147206	0.456081290505471	0.457176126204446	0.183854281687146	0.117882535944037	0.183854281687146	0.395386779879143	1.25678908427364	0.187557215907804	0.065971745743109	0.321665994317775	0.064876910044134	0.117882535944037	0.064876910044134	0.256789084273641	0.065971745743109	0.069674679963767	0.069674679963767	0.0689230156417348	0.0647406162239288	0.0647406162239288	0.064876910044134	0.138906548329604
"Rhiparida_seychellensis"	1.52341454047199	0.23741537732563	0.401952130544652	0.651565558865817	0.369621793817074	1.18733125078472	0.365541453453277	0.538263446675156	0.467038833477467	0.472543475517359	0.180053552156989	0.1142560905354	0.180053552156989	0.411438704206385	0.187557215907804	1.26691296563629	0.0657974616215898	0.247850035489502	0.0602928195816978	0.1142560905354	0.0602928195816978	0.187557215907804	0.0657974616215898	0.152656875100892	0.152656875100892	0.0712246131976891	0.0665319228870734	0.0665319228870734	0.0602928195816978	0.0733011253724044
"Dichaetomyia_fasciculifera"	1.04125962595203	0.135305855537997	0.250345570937929	0.478657951465032	0.310263403888373	0.41611462119716	2.10489507628464	0.319434947784991	0.278843191123592	0.620172469214139	0.456975585677638	0.078094471946402	0.456975585677638	0.226035699444395	0.131943491486218	0.13159492324318	1.37888111373124	0.169495327126907	0.0375518356406893	0.078094471946402	0.0375518356406893	0.131943491486218	0.378881113731236	0.0535004512967777	0.0535004512967777	0.040591756661399	0.0558474126999072	0.0558474126999072	0.0375518356406893	0.0538490195398161
"Phelsuma_sp1_M_PL_122"	1.31625742296709	0.222041338249135	0.976170880159034	1.02866390657172	0.362496819792332	0.517331502103651	0.313880235420199	0.559245507543535	0.492633106068794	0.402705916420575	0.155217749098168	0.0987193067225318	0.155217749098168	0.34757044795706	0.21444399621185	0.165233356993001	0.0564984423756358	1.36086962823571	0.146425632023855	0.0987193067225318	0.146425632023855	0.21444399621185	0.0564984423756358	0.0665140502704694	0.0665140502704694	0.0666124014747406	0.0652494275626199	0.0652494275626199	0.146425632023855	0.115724689489318
"Unidentified_sp3_M_PL_122"	0.805237977060287	0.206637243802507	2.06348717322198	0.616541971633302	0.368150279111122	0.468166151319021	0.20862130911494	0.627727910336193	0.565736737195441	0.293765496852833	0.0979446839202108	0.0603928482795215	0.0979446839202108	0.251937784112894	0.129753820088268	0.120585639163396	0.0375518356406893	0.439276896071565	1.3095230759833	0.0603928482795215	0.309523075983297	0.129753820088268	0.0375518356406893	0.0601927908838741	0.0601927908838741	0.0619911731407521	0.0662670502400019	0.0662670502400019	0.309523075983297	0.0693609718087465
"Megachile_seychellensis"	2.11690916665514	0.215132105114162	0.402618988530143	0.684416750123897	0.341453634024645	0.542453283335161	0.433858177480011	0.491903199397944	0.427363567863695	0.445065191530575	0.236862659445537	0.158768187499135	0.236862659445537	0.370048696993986	0.235765071888074	0.228512181070799	0.0780944719464019	0.296157920167595	0.0603928482795215	1.15876818749914	0.0603928482795215	0.235765071888074	0.0780944719464019	0.0697439935716636	0.0697439935716636	0.0645396315342487	0.0614616541244362	0.0614616541244362	0.0603928482795215	0.0769968843889384
"Pachycerina_seychellensis"	0.805237977060287	0.206637243802507	2.06348717322198	0.616541971633302	0.368150279111122	0.468166151319021	0.20862130911494	0.627727910336193	0.565736737195441	0.293765496852833	0.0979446839202108	0.0603928482795215	0.0979446839202108	0.251937784112894	0.129753820088268	0.120585639163396	0.0375518356406893	0.439276896071565	0.309523075983297	0.0603928482795215	1.3095230759833	0.129753820088268	0.0375518356406893	0.0601927908838741	0.0601927908838741	0.0619911731407521	0.0662670502400019	0.0662670502400019	0.309523075983297	0.0693609718087465
"Plagiostenopterina_cyanosoma"	1.57176714592049	0.229743385472449	0.43251273362756	1.23472487404093	0.359670090132938	0.541914177495965	0.366509698572828	0.525004306147206	0.456081290505471	0.457176126204446	0.183854281687146	0.117882535944037	0.183854281687146	0.395386779879143	0.256789084273641	0.187557215907804	0.0659717457431091	0.321665994317775	0.064876910044134	0.117882535944037	0.064876910044134	1.25678908427364	0.065971745743109	0.069674679963767	0.069674679963767	0.0689230156417348	0.0647406162239288	0.0647406162239288	0.064876910044134	0.138906548329604
"Simosyrphus_aegyptius"	1.04125962595203	0.135305855537997	0.250345570937929	0.478657951465032	0.310263403888373	0.41611462119716	2.10489507628464	0.319434947784991	0.278843191123592	0.620172469214139	0.456975585677638	0.078094471946402	0.456975585677638	0.226035699444395	0.131943491486218	0.13159492324318	0.378881113731236	0.169495327126907	0.0375518356406893	0.078094471946402	0.0375518356406893	0.131943491486218	1.37888111373124	0.0535004512967777	0.0535004512967777	0.040591756661399	0.0558474126999072	0.0558474126999072	0.0375518356406893	0.0538490195398161
"Eristalinus_vicarians"	0.929919914288848	0.259698649537098	0.401285272559161	0.618714367607737	0.397789953609503	1.83220921823427	0.297224729426543	0.584623693952368	0.506714099091239	0.500021759504142	0.123244444868441	0.0697439935716636	0.123244444868441	0.452828711418784	0.139349359927534	0.305313750201784	0.0535004512967777	0.199542150811408	0.0601927908838741	0.0697439935716636	0.0601927908838742	0.139349359927534	0.0535004512967777	1.23556975663012	0.23556975663012	0.0779095948611294	0.0716021916497105	0.0716021916497105	0.0601927908838741	0.0696053663558704
"Eristalodes_seychellarum"	0.929919914288848	0.259698649537098	0.401285272559161	0.618714367607737	0.397789953609503	1.83220921823427	0.297224729426543	0.584623693952368	0.506714099091239	0.500021759504142	0.123244444868441	0.0697439935716636	0.123244444868441	0.452828711418784	0.139349359927534	0.305313750201784	0.0535004512967777	0.199542150811408	0.0601927908838741	0.0697439935716636	0.0601927908838741	0.139349359927534	0.0535004512967777	0.23556975663012	1.23556975663012	0.0779095948611294	0.0716021916497106	0.0716021916497105	0.0601927908838741	0.0696053663558704
"Nectarinia_dussumieri"	0.860528420456649	1.6193417839254	0.413274487605014	0.651612442215297	0.360611696244246	0.605963515586562	0.225509759229994	0.828459439786934	0.342656904609315	0.321257488129962	0.105131388195648	0.0645396315342487	0.105131388195648	0.701558161322218	0.13784603128347	0.142449226395378	0.040591756661399	0.199837204424222	0.0619911731407521	0.0645396315342487	0.0619911731407521	0.13784603128347	0.040591756661399	0.0779095948611294	0.0779095948611294	1.48580253517762	0.0649101053239643	0.0649101053239643	0.0619911731407521	0.0733063997492209
"Physiphoa_azurea"	0.819488721659149	0.216367017746548	0.441780334933346	0.604618473985968	1.78741821799647	0.556905935053304	0.310263403888373	0.653995858900899	0.589085753576935	0.57866611603684	0.117309066824343	0.0614616541244362	0.117309066824343	0.265993529421532	0.129481232447858	0.133063845774147	0.0558474126999072	0.19574828268786	0.0662670502400019	0.0614616541244362	0.066267050240002	0.129481232447858	0.0558474126999072	0.0716021916497105	0.0716021916497105	0.0649101053239643	1.32173527923936	0.321735279239365	0.066267050240002	0.0680195783234215
"Polistes_olivaceus"	0.819488721659149	0.216367017746548	0.441780334933346	0.604618473985968	1.78741821799647	0.556905935053304	0.310263403888373	0.653995858900899	0.589085753576935	0.57866611603684	0.117309066824343	0.0614616541244362	0.117309066824343	0.265993529421532	0.129481232447858	0.133063845774147	0.0558474126999072	0.19574828268786	0.066267050240002	0.0614616541244362	0.066267050240002	0.129481232447858	0.0558474126999072	0.0716021916497106	0.0716021916497106	0.0649101053239643	0.321735279239365	1.32173527923936	0.066267050240002	0.0680195783234215
"Unidentified_sp2_M_PL_122"	0.805237977060287	0.206637243802507	2.06348717322198	0.616541971633302	0.368150279111122	0.468166151319021	0.20862130911494	0.627727910336193	0.565736737195441	0.293765496852833	0.0979446839202108	0.0603928482795215	0.0979446839202108	0.251937784112894	0.129753820088268	0.120585639163396	0.0375518356406893	0.439276896071565	0.309523075983297	0.0603928482795215	0.309523075983297	0.129753820088268	0.0375518356406893	0.0601927908838741	0.0601927908838741	0.0619911731407521	0.0662670502400019	0.0662670502400019	1.3095230759833	0.0693609718087465
"Xylocopa_caffra"	1.02662512518585	0.244354665830737	0.462406478724977	1.78503299795796	0.37788654624123	0.54137507165677	0.299161219665645	0.558105412896468	0.484799013147247	0.469287060878316	0.130845903928755	0.0769968843889384	0.130845903928755	0.4207248627643	0.277813096659209	0.146602250744809	0.0538490195398161	0.347174068467955	0.0693609718087465	0.0769968843889384	0.0693609718087465	0.277813096659209	0.0538490195398161	0.0696053663558704	0.0696053663558704	0.0733063997492209	0.0680195783234214	0.0680195783234214	0.0693609718087465	1.20081621227027
