"Microtus_oeconomus"	"Sorex_arcticus"	"Clethrionomys_rutilus"	"Sorex_caecutiens"	"Sorex_roboratus"	"Neomys_fodiens"	"Lemmus_sibiricus"	"Clethrionomys_rufocanus"	"Arvicola_terrestris"	"Microtus_middendorffi"	"Sorex_minutus"	"Corrodopsylla_birulai"	"Peromyscopsylla_bidentata"	"Megabothris_rectangulatus"	"Amphipsylla_sibirica"	"Amalaraeus_penicilliger"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Catallagia_ioffi"	"Rhadinopsylla_integella"	"Amphalius_runatus"
"Microtus_oeconomus"	1.66430579539638	0.56033542800625	0.644049257889058	0.494094678154862	0.400835890670948	0.244002823747001	0.182326322913928	0.668075910030866	0.244002823747001	0.0809512669757807	0.0801776972047644	0.89086330227516	0.518104374910633	0.736656529479604	0.809512669757807	0.453993892040725	0.50744850207424	0.296788506850985	0.157964873035637	0.218307788501946	0.147201666336419
"Sorex_arcticus"	0.56033542800625	1.6799498895749	0.530816491517463	0.547541270830531	0.454541836025667	0.245117172463755	0.142959831629689	0.695536157834938	0.245117172463755	0.0819287209512706	0.0793139234386213	0.881265815984682	0.516663526693689	0.745551360656562	0.819287209512706	0.282870703071411	0.530233222554636	0.14029096108162	0.146495652380104	0.379942278340259	0.294241374987489
"Clethrionomys_rutilus"	0.644049257889058	0.530816491517463	1.71297653005437	0.46419583337946	0.370465971530609	0.243007857976451	0.184800167765284	0.709316198663685	0.243007857976451	0.0805725323491451	0.0799491956348682	0.88832439594298	0.520721454715841	0.73321004437722	0.805725323491451	0.466004320579626	0.367165490012932	0.303046172735583	0.300037911928083	0.204561084506103	0.148045906973338
"Sorex_caecutiens"	0.576443791180672	0.638798149302287	0.541561805609371	1.56916584069015	0.473071595735233	0.253385432391608	0.145304552792769	0.645397981848434	0.253385432391608	0.0847297871520336	0.0819135256426797	0.910150284918664	0.533856916416199	0.771041063083505	0.847297871520336	0.281737898444843	0.549380428641622	0.143743576730148	0.142236647964868	0.402658953960444	0.154738463582528
"Sorex_roboratus"	0.561170246939327	0.636358570435934	0.518652360142853	0.56768591488228	1.49989915262367	0.26443307574087	0.147451377170735	0.62922996218421	0.26443307574087	0.0884873424808514	0.0853568163952471	0.948409071058301	0.376593123658966	0.805234816575748	0.884873424808514	0.275975825668835	0.579891096255716	0.13883433519628	0.137472245621233	0.436952265189222	0.152605901230344
"Neomys_fodiens"	0.569339922076335	0.571940069082096	0.567018335278385	0.506770864783215	0.44072179290145	1.30485154800675	0.163697901132295	0.633647131185643	0.304851548006745	0.102107707665751	0.098211074618181	1.09123416242423	0.366939288232029	0.929180139758337	1.02107707665751	0.291052562284953	0.373366853561355	0.146103204517035	0.14418765965132	0.22888070417887	0.144820453997511
"Lemmus_sibiricus"	0.638142130198747	0.500359410703911	0.646800587178494	0.435913658378309	0.368628442926837	0.245546851698443	1.30160231981643	0.701163188554869	0.245546851698443	0.0645591190389089	0.114895334543451	1.27661482826057	0.373806752508174	0.58748798325407	0.645591190389089	0.829808823435462	0.356999796740627	0.165206920805645	0.1620409342068	0.196072092716937	0.143212782945783
"Clethrionomys_rufocanus"	0.584566421277008	0.608594138105571	0.620651673830725	0.484048486386325	0.393268726365131	0.237617674194616	0.175290797138717	1.76462486377979	0.237617674194616	0.0788671401516743	0.0780102993126652	0.866781103474058	0.504332000117743	0.717690975380236	0.788671401516743	0.432357768115787	0.495322298513802	0.154956612228137	0.278318369524891	0.221643461460103	0.276768114931657
"Arvicola_terrestris"	0.569339922076335	0.571940069082096	0.567018335278385	0.506770864783215	0.44072179290145	0.304851548006745	0.163697901132295	0.633647131185643	1.30485154800675	0.102107707665751	0.098211074618181	1.09123416242423	0.366939288232029	0.929180139758337	1.02107707665751	0.291052562284953	0.373366853561355	0.146103204517035	0.14418765965132	0.22888070417887	0.144820453997511
"Microtus_middendorffi"	0.566658868830465	0.573501046658894	0.564007726444016	0.508378722912202	0.442436712404257	0.306323122997254	0.129118238077818	0.630937121213395	0.306323122997254	1.16810736097286	0.0673658512284272	0.748509458093635	0.366344502821914	0.629776984853032	1.68107360972861	0.274455052663958	0.37346783194045	0.145371419392433	0.143495705250738	0.22963126552574	0.14471627499265
"Sorex_minutus"	0.561243880433351	0.55519746407035	0.559644369444077	0.491481153856079	0.426784081976235	0.294633223854543	0.229790669086903	0.624082394501322	0.294633223854543	0.0673658512284272	1.15830158243101	1.75890647145571	0.359428177110239	0.613029246178687	0.673658512284272	0.317729274026174	0.36429503579458	0.144114203555669	0.14216354545278	0.221925838928893	0.141591800476158
"Corrodopsylla_birulai"	0.623604311592612	0.616886071189277	0.621827077160086	0.546090170951198	0.47420453552915	0.32737024872727	0.255322965652114	0.693424882779246	0.32737024872727	0.0748509458093635	0.175890647145571	1.95434052383967	0.399364641233599	0.681143606865208	0.748509458093635	0.353032526695749	0.404772261993978	0.160126892839633	0.157959494947533	0.246584265476548	0.157324222751287
"Peromyscopsylla_bidentata"	0.725346124874887	0.723328937371165	0.729010036602177	0.640628299699439	0.376593123658966	0.220163572939217	0.14952270100327	0.806931200188389	0.220163572939217	0.0732689005643828	0.0718856354220478	0.798729282467198	1.46686208911374	0.666746995135883	0.732689005643828	0.34505362480543	0.440918989523502	0.186988649332765	0.184509621870045	0.256880442018394	0.183779194826058
"Megabothris_rectangulatus"	0.644574463294654	0.652357440574492	0.641558788830068	0.578280797312629	0.503271760359842	0.348442552409376	0.146871995813518	0.717690975380236	0.348442552409376	0.0787221231066291	0.0766286557723359	0.85142950858151	0.416716871959927	1.71637132027032	0.787221231066291	0.312192622405252	0.424819658832261	0.165359989558893	0.163226364722714	0.261205564535529	0.16461476280414
"Amphipsylla_sibirica"	0.629620965367183	0.637223385176549	0.626675251604462	0.564865247680224	0.491596347115841	0.340359025552505	0.143464708975353	0.701041245792661	0.340359025552505	0.186785956636512	0.0748509458093635	0.831677175659594	0.407049447579904	0.699752205392258	1.86785956636512	0.304950058515509	0.414964257711611	0.161523799324926	0.159439672500819	0.255145850584156	0.160795861102945
"Amalaraeus_penicilliger"	0.794489311071269	0.495023730374969	0.815507561014345	0.422606847667265	0.344969782086043	0.218289421713715	0.414904411717731	0.864715536231573	0.218289421713715	0.0686137631659895	0.0794323185065435	0.882581316739373	0.431317031006788	0.624385244810505	0.686137631659895	1.49098708093861	0.38856061965186	0.206999597839579	0.202131469956468	0.189131496116645	0.160926406017119
"Catallagia_dacenkoi"	0.710427902903936	0.74232651157649	0.514031686018105	0.659256514369946	0.579891096255716	0.224020112136813	0.142799918696251	0.792515677622084	0.224020112136813	0.0746935663880899	0.072859007158916	0.809544523987956	0.440918989523502	0.679711454131618	0.746935663880899	0.310848495721488	1.4792095986472	0.157430518575691	0.155247801934812	0.298710854541355	0.184599993792319
"Megabothris_calcarifer"	1.03875977397845	0.491018363785671	1.06066160457454	0.431230730190445	0.3470858379907	0.219154806775553	0.165206920805645	0.619826448912548	0.219154806775553	0.0726857096962166	0.0720571017778347	0.800634464198163	0.467471623331913	0.661439958235571	0.726857096962166	0.413999195679158	0.393576296439227	1.26992560581396	0.206101253233674	0.190290992853622	0.132861407989391
"Catallagia_ioffi"	0.55287705562473	0.512734783330365	1.05013269174829	0.426709943894604	0.343680614053083	0.21628148947698	0.162040934206801	1.11327347809957	0.21628148947698	0.0717478526253688	0.07108177272639	0.789797474737667	0.461274054675113	0.652905458890856	0.717478526253688	0.404262939912936	0.38811950483703	0.206101253233674	1.26026032665384	0.191792045684792	0.191166309857248
"Rhadinopsylla_integella"	0.509384839837875	0.886531982793937	0.477309197180906	0.805317907920888	0.72825377531537	0.22888070417887	0.130714728477958	0.591049230560275	0.22888070417887	0.0765437551752467	0.0739752796429645	0.821947551588494	0.428134070030656	0.696548172094745	0.765437551752467	0.252175328155527	0.497851424235592	0.126860661902415	0.127861363789862	1.36586604924698	0.180475721940108
"Amphalius_runatus"	0.515205832177466	1.02984481245621	0.518160674406684	0.464215390747585	0.381514753075859	0.217230680996267	0.143212782945783	1.10707245972663	0.217230680996267	0.0723581374963252	0.0707959002380789	0.786621113756433	0.459447987065145	0.658459051216559	0.723581374963252	0.321852812034239	0.461499984480797	0.132861407989391	0.191166309857248	0.270713582910163	1.25695427046362
