"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Diospyros_seychellarum"	"Phoenicophorium_borsigianum"	"Premna_serratifolia"	"Canthium_bibracteatum"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Megachile_seychellensis"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_089"	"Hemipyrellia_germana"	"Rhynchium_brunneum"	"Unidentified_sp4_M_PL_089"	"Nectarinia_dussumieri"	"Ceratina_tabescens"	"Lygistorrhina_sp1_M_PL_089"	"Unidentified_sp5_M_PL_089"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Mabuya_sechellensis"	"Phelsuma_sp1_M_PL_089"	"Chalcidoma_disjunctum"	"Cratopus_aurostriatus"	"Eagris_sabadius"	"Ornidia_obesa"	"Polistes_olivaceus"	"Unidentified_sp1_M_PL_089"	"Unidentified_sp3_M_PL_089"	"Unidentified_sp6_M_PL_089"
"Nephrosperma_vanhoutteanum"	2.13761198282558	0.280539656915214	0.367467349022339	0.524899325426886	0.454193070038203	0.318519822297238	0.227837000724504	0.261420590504169	0.258402209265264	0.325189881188028	0.107077006529418	0.778687786372271	0.581886222610709	0.515165353402671	0.405532874317577	0.213761198282558	0.340800308550595	0.134273083329751	0.281248254408872	0.0904764137386388	0.0573335680135028	0.213761198282558	0.0504971382447385	0.126021234740159	0.281890158788288	0.0392130885756254	0.0392130885756254	0.0481846529382383	0.0674870561263138	0.0392130885756254	0.0581404970846844	0.0504971382447385	0.058534178613845	0.213761198282558	0.0512633251630134
"Deckenia_nobilis"	0.504971382447385	1.8645911317125	0.322064993860817	0.470191821870735	0.417332043775932	0.372531314025445	0.217448897682485	0.366856615417417	0.280512307685868	0.320744214232902	0.125913172025352	0.915668567673252	0.691937876741352	0.344784240771137	0.232037340609529	0.0504971382447385	0.643878842581677	0.120571505461337	0.110950372485262	0.103954494291172	0.0670556365245801	0.0504971382447385	0.335626403708251	0.118187192802446	0.113096944811128	0.0550284923126125	0.0550284923126125	0.0566609274114083	0.0604532342405231	0.0550284923126125	0.0631152692293203	0.335626403708251	0.0577339585619224	0.0504971382447385	0.0489260019785592
"Diospyros_seychellarum"	0.66144122824021	0.322064993860817	1.51736805717803	0.498834544913229	0.534493921832347	0.369529325158413	0.267174968397313	0.299493594324906	0.296833888094844	0.371797128204192	0.124126244532539	0.902673633850521	0.674990791951407	0.612997590885583	0.470193867997679	0.066144122824021	0.380508599728661	0.353300338566898	0.130279992884293	0.105038407038131	0.0665152785285143	0.066144122824021	0.0579716988949471	0.131059353137027	0.146318211098873	0.0449240391487359	0.0449240391487359	0.0558568100396427	0.0641358700602723	0.0449240391487359	0.0667876248213398	0.0579716988949471	0.0669234830767546	0.066144122824021	0.0601143678893955
"Phoenicophorium_borsigianum"	0.674870561263139	0.335851301336239	0.356310389223735	1.80561822366067	0.395438302717077	0.337498585997981	0.209067023178985	0.320023544150795	0.307271628573124	0.406631880357479	0.114576454277612	0.833225436941081	0.617486304249312	0.371922235753402	0.432909957086197	0.0674870561263139	0.529809287649951	0.123451615467834	0.299637970596972	0.0950436118378909	0.0607497454796366	0.0674870561263138	0.0604532342405231	0.305344652935004	0.126802801533875	0.0480035316226192	0.0480035316226192	0.0515594044249256	0.232150914470658	0.0480035316226192	0.0691361164289529	0.0604532342405231	0.0731937384643463	0.0674870561263138	0.0470400802152717
"Premna_serratifolia"	0.681289605057305	0.34777670314661	0.445411601526956	0.461344686503257	1.60565268226281	0.384431024112257	0.259706573979897	0.338598807522981	0.266483426336723	0.353287766226296	0.119175018061747	0.866667214682368	0.643855885354896	0.580374312526421	0.267577565113907	0.0681289605057305	0.54270963070779	0.321021990614274	0.127444705913292	0.109223800273924	0.0691975843402063	0.0681289605057304	0.0625998065663898	0.122907543328295	0.308976862845153	0.0507898211284471	0.0507898211284471	0.053628758127786	0.0593157454075616	0.0507898211284471	0.0599587709257627	0.0625998065663899	0.0635917979207333	0.0681289605057304	0.0584339791454769
"Canthium_bibracteatum"	0.573335680135028	0.372531314025445	0.369529325158413	0.472498020397174	0.461317228934709	1.60299215045897	0.273841830897692	0.3651927365605	0.27641488383216	0.370234789477477	0.125269934859277	0.910990804059967	0.676032662075	0.609841692022765	0.24679194088389	0.0573335680135028	0.602513812773348	0.135712862868721	0.118083313493139	0.116393322436056	0.288538587082614	0.0573335680135028	0.0670556365245801	0.127392007585582	0.126531152353709	0.054778910484075	0.054778910484075	0.0563714706866748	0.0607497454796366	0.054778910484075	0.062193348862236	0.0670556365245801	0.0666422621059458	0.0573335680135028	0.0616144119519808
"Psychotria_pervillei"	0.512633251630135	0.271811122103107	0.333968710496642	0.365867290563224	0.389559860969846	0.342302288622116	1.75728107884358	0.59107194122461	0.226958646022825	0.336401862599323	0.135301841661431	0.983945059637854	0.387944501611576	0.687366662157552	0.209483468622816	0.0512633251630134	0.355740959830116	0.118548347034872	0.0983034053782851	0.484049033923498	0.0616144119519808	0.0512633251630134	0.0489260019785592	0.10759241548315	0.10969730430849	0.0886607911836915	0.0886607911836915	0.0608858287476441	0.0470400802152716	0.0886607911836915	0.0510656953551355	0.0489260019785592	0.0605523352678782	0.0512633251630134	0.395388242739806
"Syzygium_wrightii"	0.392130885756254	0.305713846181181	0.249577995270755	0.373360801509261	0.338598807522981	0.304327280467083	0.394047960816407	2.2810570336639	0.25853305784518	0.24476679388338	0.121043431820458	0.880254734738772	0.336795906171123	0.322424673419583	0.190310597362146	0.0392130885756254	0.608929248612505	0.0957138602771831	0.0872166201982447	0.430819346233277	0.054778910484075	0.0392130885756254	0.0550284923126125	0.0920615545216276	0.0900029097040725	0.342158555049586	0.342158555049585	0.0544695443192059	0.0480035316226192	0.342158555049585	0.0581699380151654	0.0550284923126125	0.0440580228990084	0.0392130885756254	0.0886607911836915
"Dillenia_ferruginea"	0.581404970846844	0.350640384607335	0.371042360118555	0.537725350002967	0.399725139505085	0.3455186047902	0.226958646022825	0.38779958676777	1.64050098441581	0.288511120824263	0.13333074683519	0.969610820040357	0.431263629100663	0.350077938797526	0.563176959828534	0.0581404970846844	0.681686164954994	0.126746395747103	0.127276613513637	0.109235633370301	0.062193348862236	0.0581404970846844	0.0631152692293203	0.12106811817732	0.118099268010447	0.0581699380151654	0.0581699380151654	0.0599988360758357	0.0691361164289529	0.0581699380151654	0.369112721493557	0.0631152692293203	0.0519320017483673	0.0581404970846844	0.0510656953551355
"Erythroxylum_sechellarum"	0.58534178613845	0.320744214232902	0.371797128204192	0.569284632500471	0.423945319471555	0.370234789477477	0.269121490079459	0.293720152660056	0.23080889665941	1.70359467455222	0.124564810760648	0.905862984920493	0.693266460162947	0.622891098404557	0.250583401903313	0.058534178613845	0.357151781700323	0.130515280997488	0.131727917078191	0.104610358166887	0.0666422621059458	0.058534178613845	0.0577339585619224	0.379840779883746	0.122125976534578	0.0440580228990084	0.0440580228990084	0.0560541648422918	0.0731937384643462	0.0440580228990084	0.0519320017483673	0.0577339585619224	0.3066470414194	0.058534178613845	0.0605523352678782
