"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"	"C28"	"C29"	"C30"	"C31"	"C32"	"C33"	"C34"	"C35"	"C36"	"C37"	"C38"	"C39"	"C40"	"C41"	"C42"	"C43"	"C44"	"C45"	"C46"
"R1"	1.18772430515965	0.272245611301036	0.212929931822314	0.138649623554183	0.172847962702509	0.184238385710171	0.172092715276309	0.227236745318341	0.226701695465414	0.252323928384267	0.266173834834471	0.135536139269978	0.202039013358076	0.277307981207027	0.241279825142573	0.201917575482867	0.258394274107694	0.244701991718125	0.136492426537565	0.0343052873039029	0.218018641080364	0	0.24321447699954	0.24226654685467	0.233492033720113	0.225226801355464	0.214823641268791	0.18647408167824	0.216437520478332	0.207663007343774	0.199049864873518	0.206953559325935	0.206347855781067	0.13618883797864	0.127102547081911	0.175114487635091	0.107996577999666	0.175437461822449	0.190178928964002	0.170907746036289	0.181306467802853	0.0897371478515408	0.0886105090704911	0.0798359959359333	0.080101048826222	0.079596422632288	0.079596422632288	0.0706829518077764	0.0706829518077764	0.05556481924012	0.0617512486264288	0.0525368240936225	0.0362240798535168	0.0357238340308225	0.0383884054797611	0.0256661264628658	0.0176485035448778	0.018559595869659	0.0164457551961088	0.0164457551961088	0.0164457551961088	0.0164457551961088	0.00891347082451158	0.00861314247025646	0.00908629089672901	0.0091763246894297	0.00818052283146029	0
"R2"	0.161330732622836	1.29171798058488	0.203707097667968	0.12122535731339	0.16770201398378	0.161187302983937	0.150568313927621	0.245632917097551	0.241106525572142	0.254200861448708	0.278018246836269	0.124870110157118	0.221175304043489	0.288389490034235	0.245924093315834	0.197832563538825	0.273568736948867	0.238701902876163	0.142097482334517	0.0301236020619407	0.224077259386768	0	0.216331572690269	0.216897803188263	0.207762965038187	0.198714884418226	0.188829049649376	0.16165098834294	0.190362083772682	0.181227245622606	0.17210828772431	0.180455441530039	0.180068918975438	0.171787378035709	0.162884912676461	0.119469262080412	0.144806820609766	0.15338539748013	0.162673684549748	0.144314507856702	0.153406409655206	0.126152894117595	0.125201327548603	0.116066489398527	0.115595391596222	0.117174473222943	0.117174473222943	0.107904811043271	0.107904811043271	0.0901181634060016	0.0634397961748728	0.0548357485218307	0.0363456023961189	0.036501420089586	0.0361223078860464	0.0272290178083497	0.0176929344000691	0.0175961751379643	0.0178908656354727	0.0178908656354727	0.0178908656354727	0.0178908656354727	0.00926966217967184	0.00911895789829557	0.00890246535924711	0.00895132135785613	0.00884278501551183	0
"R3"	0.170343945457851	0.275004581851756	1.23193677936874	0.127544079456323	0.174428013583987	0.167101658282965	0.155747983179515	0.233027585698403	0.227317462700121	0.244877466058352	0.26547198969067	0.12954120485788	0.210905671667655	0.2921989047398	0.256456529020666	0.201997410999082	0.258903681746954	0.247107841526288	0.148367638791477	0.0265668118932649	0.218310654165087	0	0.228723483452835	0.230109610777645	0.22057169114105	0.211943731845555	0.154384869122184	0.126014599469129	0.204124421137616	0.194586501501021	0.185956378776123	0.193382540496566	0.193115468642926	0.183828617532087	0.174738734037128	0.165342185809974	0.155958921013637	0.163997529272054	0.177061347626987	0.158646475344741	0.168212281303965	0.137964876850523	0.0908336073566722	0.0812956877200772	0.128524501526705	0.0804891754950804	0.0804891754950804	0.0710970678427297	0.0710970678427297	0.0565266985197611	0.0633796491601277	0.0532452044295079	0.0373656550428202	0.0828353756473616	0.0364643534890449	0.0258681821330633	0.0175961965548867	0.0182347813166275	0.0170169523806375	0.0170169523806375	0.0170169523806375	0.0170169523806375	0.00939210765235071	0.00863012272489848	0.0090898834949587	0.00926654405723579	0.00838899308514251	0
"R4"	0.184866164738911	0.272757053955128	0.212573465760539	1.15161329780073	0.180583817918672	0.18541696089076	0.177240374830514	0.224926292885058	0.223579115133849	0.24897543347191	0.265413937968178	0.13457679045869	0.193663956280568	0.271494543530966	0.23989423848933	0.2034938428457	0.255111678953363	0.249587139323096	0.138414356028967	0.032439004062689	0.216536429409221	0	0.262291543341839	0.261839974811999	0.25294190906728	0.245019292673984	0.233410674696633	0.128782093892243	0.236503157150778	0.227605091406058	0.21910136877428	0.227037491219516	0.226211359629313	0.135908782626582	0.126751559698526	0.11790053990866	0.107276865216537	0.118106243092439	0.210352620790781	0.11513449219012	0.201505489525175	0.0894584758056831	0.0884263008917723	0.0795282351470531	0.0798151213634093	0.0785547883884898	0.0785547883884898	0.0698281780607087	0.0698281780607087	0.0555890972717237	0.0618590407819886	0.0520807816805828	0.0362393849238035	0.0353857967742173	0.0387250720997713	0.0254482004412468	0.0172394711173591	0.0186763724486792	0.016019962937158	0.0160199629371581	0.016019962937158	0.016019962937158	0.00872661032778105	0.00850372263177878	0.0091572229280565	0.00935951772461608	0.0080973465438621	0
"R5"	0.172847962702509	0.282997148597629	0.218035016979984	0.135437863439004	1.1943203690088	0.172979813724304	0.164805140576959	0.21452764212663	0.224428008829092	0.253721743871245	0.263738120289647	0.131354451070591	0.198476947270893	0.284644658796444	0.252441973051303	0.201599498157619	0.255531361397723	0.245377349051934	0.14217108192329	0.0271155189076277	0.226606224963617	0	0.240629805214905	0.2422068448982	0.233067275345988	0.224947763866725	0.154565731276968	0.126066671377383	0.217270568612875	0.208130999060664	0.199613287014073	0.206399489408248	0.205737035324634	0.19498488916509	0.185912911747997	0.119021850606681	0.10963862130175	0.118078612128327	0.190831321451195	0.171882211016948	0.182040050774874	0.148391230718292	0.0892762458412833	0.0801366762890718	0.0811163847988565	0.0797422465231267	0.0797422465231267	0.0705929539189553	0.0705929539189553	0.114455886387683	0.0619117493876468	0.0520352134236127	0.0368894946001356	0.0361504374742532	0.0372081124202932	0.025031977839471	0.0172132811687662	0.01829542027895	0.0158425065958225	0.0158425065958225	0.0158425065958225	0.0158425065958225	0.0091492926041714	0.00851771204659077	0.00907197741709283	0.00920165058944753	0.00772299511655867	0
"R6"	0.184238385710171	0.272003573785394	0.208877072853706	0.13906272066807	0.172979813724304	1.19801363857698	0.185845199866788	0.226680878840334	0.222420071967391	0.248181054913046	0.262032929187927	0.131020058394324	0.196764617300825	0.273035175731773	0.237203604692544	0.216267413039779	0.267650418563334	0.240554121997788	0.132146090009319	0.0343550013118974	0.213826053601148	0	0.243701034121416	0.24255850745361	0.234063401667297	0.226013940050445	0.214839417734217	0.186893828322881	0.217277914771207	0.208782808984893	0.199861128366116	0.207105746425476	0.206451813921865	0.135065903407093	0.125333869820303	0.116900378701662	0.106533135871012	0.175766336925005	0.191157734245652	0.171993599222616	0.182423303272722	0.088771707533084	0.0885059879157824	0.0800108821294691	0.0795954120988792	0.0788831586936462	0.0788831586936462	0.0701070280451249	0.0701070280451249	0.0549389294243329	0.0619596773539515	0.0530281815857351	0.0364240789861987	0.0352312457411604	0.0971926933675303	0.0258166232299607	0.0171200810441513	0.0180913990022164	0.0162099732551039	0.016209973255104	0.0162099732551039	0.0162099732551039	0.00877613064852126	0.00892168061877779	0.00973203358679004	0.00902077957491704	0.00816051163825202	0
"R7"	0.183565562961396	0.271022965069717	0.207663977572687	0.141792299864411	0.175792149948756	0.198234879857908	1.19001225255962	0.223427683749227	0.220265726500928	0.247243929841147	0.260321539180451	0.13282015067115	0.193303038936245	0.271617679008065	0.239962617381521	0.21545482783231	0.266260633606099	0.243775316878378	0.133376733475677	0.0350210415573332	0.212222888283814	0	0.248015427417595	0.24660438159113	0.238030163010551	0.230122311417704	0.219086772739753	0.190736557286404	0.221457892183001	0.212883673602422	0.204008319148885	0.211271896340192	0.21056065428735	0.135049552424164	0.12535408517171	0.116757240818014	0.106270535536782	0.118771283197469	0.195389225503197	0.176077418374017	0.186711840863848	0.0886503555786825	0.088389754810813	0.0798155362302337	0.0794706526558567	0.0782546620456578	0.0782546620456579	0.0695240937918272	0.0695240937918271	0.0550184876856903	0.0620059940756366	0.0526412648598302	0.0365662080410308	0.0351174420113808	0.101122268851575	0.0255961357078572	0.0171030927931568	0.0183368155832496	0.0159512482078186	0.0159512482078186	0.0159512482078186	0.0159512482078186	0.00873056825383065	0.00887535445353664	0.00969546725245396	0.00914157438293916	0.00804339661497216	0
"R8"	0.145431517003738	0.265283550465355	0.186422068558722	0.107964620584828	0.137297690961043	0.145075762457814	0.134056610249536	1.40359386887433	0.234968490510352	0.228874485092253	0.287071152009509	0.121517900511444	0.298327038616531	0.274020624716571	0.228818472555025	0.191334431722854	0.288203357207237	0.220166651119205	0.135855116428238	0.0308172428802179	0.198057242212035	0	0.217769538577886	0.217012533237193	0.208278990038235	0.196074702094831	0.193047500948656	0.167960361788866	0.145866088286598	0.13713254508764	0.127525766514066	0.178809697350987	0.181819566100507	0.134001376329171	0.125391326901642	0.117006069601032	0.109255554057368	0.159165531897343	0.118331347320182	0.100664962376003	0.108762308919865	0.0916513390426242	0.130730741021494	0.121997197822536	0.122953785882265	0.12582545491496	0.12582545491496	0.117017649120499	0.117017649120499	0.0510252393616775	0.103885731017638	0.0963174706692405	0.0342547973597733	0.0763068708798931	0.0344207362543272	0.0697051962533676	0.0206170656711189	0.0166690271446855	0.0627336672228795	0.0627336672228796	0.0627336672228795	0.0627336672228795	0.00880780579446121	0.00960677857357458	0.00861004942752846	0.00825624941697019	0.050529379279476	0
"R9"	0.157705527280288	0.283038095236863	0.19766735886967	0.116649973113313	0.156123832228934	0.154727006586011	0.143651560761475	0.255400533163426	1.25957231215843	0.249743565785909	0.292758346607987	0.12875172231156	0.226874162201557	0.288467419323253	0.237985680729007	0.196699281114022	0.290896717826155	0.233224564739195	0.143476668913878	0.0311740913564926	0.218569474429417	0	0.221920898444081	0.221935934226966	0.212712434082502	0.203431218356075	0.195392434081938	0.168674264776256	0.194546718531239	0.185323218386776	0.175626661125904	0.185606620773394	0.145600224284926	0.177799343373916	0.168947875723785	0.159602242895862	0.151252329385492	0.159978661909964	0.126339048911009	0.107831689373911	0.116580437357409	0.132555726863846	0.13238932244714	0.123165822302677	0.0818227882933361	0.124657833080719	0.124657833080719	0.115385666031043	0.115385666031043	0.0551458457212571	0.0643949400080069	0.0960608349230568	0.0357940189048646	0.0362860804200322	0.0358705126771544	0.0286495880083547	0.018194796501843	0.0176595019531355	0.0184756349203107	0.0184756349203107	0.0184756349203107	0.0184756349203107	0.00927216704967599	0.00969655726087183	0.008851467650131	0.00874592117771981	0.00919441919388334	0
"R10"	0.168215952256178	0.285975969129797	0.204064555048627	0.124487716735955	0.169147829247497	0.165454036608697	0.154527456150717	0.238410921971096	0.239337583878163	1.26433066912022	0.276588061312763	0.130384978341991	0.221367071151294	0.283045623485764	0.239561003622129	0.190153758466199	0.271468734601236	0.235203560984257	0.13710174350404	0.0309008859474732	0.233429783172748	0	0.220861315162624	0.221595182942928	0.212781499431954	0.203725573793946	0.193606925659285	0.166636529856204	0.194929811767208	0.186116128256234	0.177067170436193	0.185900905497498	0.185591447418534	0.17563522675408	0.167078307623101	0.157493357238012	0.148537089881176	0.15782838439305	0.167701786719221	0.149145605920266	0.158482184675462	0.0918149880828832	0.0900214379313639	0.0812077544203899	0.080626324965788	0.121319623411234	0.121319623411234	0.11222172837062	0.11222172837062	0.0945450640324965	0.0620256268694519	0.0538715509433238	0.0354584853443323	0.0358471308445913	0.0361843138793023	0.0268513530547594	0.0180825779847607	0.0178467858836629	0.017638718828967	0.017638718828967	0.017638718828967	0.017638718828967	0.00909789504061383	0.00904895782004119	0.00855691913097894	0.00882013353690964	0.00858279319095947	0
