"Buffalo"	"Bushbuck"	"Bushpig"	"common_duiker"	"Giraffe"	"Hippo"	"Impala"	"Klipspringer"	"Kudu"	"Nyala"	"Reedbuck"	"Steenbok"	"Tsessebe"	"Warthog"	"Waterbuck"	"White_Rhino"	"Wildebeest"	"Zebra"	"Lion"	"Leopard"	"Cheetah"	"wild_dog"
"Reedbuck"	0.169193049364102	0.356501560695489	0.0687517390839509	0.356501560695489	0.169193049364102	0.0687517390839509	0.356501560695489	0.100441310280151	0.356501560695489	0.356501560695489	1.2155582555707	0.356501560695489	0.169193049364102	0.284309994654653	0.356501560695489	0.0687517390839509	0.284309994654653	0.169193049364102	1.22225313927024	1.67402183800252	1.279077169895	0.561489958095395
"Steenbok"	0.168507858783566	0.364532253864675	0.0835351206807626	0.364532253864675	0.168507858783566	0.0835351206807626	0.364532253864675	0.0849727381028037	0.364532253864675	0.364532253864675	0.178250780347744	1.36453225386468	0.168507858783566	0.261785901028507	0.364532253864675	0.0835351206807626	0.261785901028507	0.168507858783566	1.48506881210245	1.4162123017134	1.03642269161045	0.799138299836863
"Tsessebe"	0.199632156418373	0.337015717567133	0.0995769853956861	0.337015717567133	0.199632156418373	0.0995769853956861	0.337015717567133	0.100055171022686	0.337015717567133	0.337015717567133	0.169193049364102	0.337015717567133	1.19963215641837	0.268770034759788	0.337015717567133	0.0995769853956861	0.268770034759788	0.199632156418373	1.77025751814553	1.66758618371144	0.768198648237953	0.530799755168234
"Warthog"	0.179180023173192	0.349047868038009	0.0888256783238776	0.349047868038009	0.179180023173192	0.0888256783238776	0.349047868038009	0.0903543448493146	0.349047868038009	0.349047868038009	0.189539996436435	0.349047868038009	0.179180023173192	1.27836567476031	0.349047868038009	0.0888256783238776	0.278365674760313	0.179180023173192	1.57912317020227	1.50590574748858	1.10206279541245	0.549750392159865
"Waterbuck"	0.168507858783566	0.364532253864675	0.0835351206807626	0.364532253864675	0.168507858783566	0.0835351206807626	0.364532253864675	0.0849727381028037	0.364532253864675	0.364532253864675	0.178250780347744	0.364532253864675	0.168507858783566	0.261785901028507	1.36453225386468	0.0835351206807626	0.261785901028507	0.168507858783566	1.48506881210245	1.4162123017134	1.03642269161045	0.799138299836863
"White_Rhino"	0.199153970791372	0.33414048272305	0.128973556803731	0.33414048272305	0.199153970791372	0.128973556803731	0.33414048272305	0.0701804139876412	0.33414048272305	0.33414048272305	0.137503478167902	0.33414048272305	0.199153970791372	0.266477034971633	0.33414048272305	1.12897355680373	0.266477034971633	0.199153970791372	2.29286323206633	1.16967356646069	0.74803404644734	0.526271260288804
"Wildebeest"	0.179180023173192	0.349047868038009	0.0888256783238776	0.349047868038009	0.179180023173192	0.0888256783238776	0.349047868038009	0.0903543448493146	0.349047868038009	0.349047868038009	0.189539996436435	0.349047868038009	0.179180023173192	0.278365674760313	0.349047868038009	0.0888256783238776	1.27836567476031	0.179180023173192	1.57912317020227	1.50590574748858	1.10206279541245	0.549750392159865
"Zebra"	0.199632156418373	0.337015717567133	0.0995769853956861	0.337015717567133	0.199632156418373	0.0995769853956861	0.337015717567133	0.100055171022686	0.337015717567133	0.337015717567133	0.169193049364102	0.337015717567133	0.199632156418373	0.268770034759788	0.337015717567133	0.0995769853956861	0.268770034759788	1.19963215641837	1.77025751814553	1.66758618371144	0.768198648237953	0.530799755168234
"Lion"	0.221282189768191	0.371267203025612	0.143303952004146	0.371267203025612	0.221282189768191	0.143303952004146	0.371267203025612	0.0779782377640458	0.371267203025612	0.371267203025612	0.15278164240878	0.371267203025612	0.221282189768191	0.296085594412925	0.371267203025612	0.143303952004146	0.296085594412925	0.221282189768191	2.54762581340703	1.29963729606743	0.831148940497044	0.584745844765338
"Leopard"	0.222344824494859	0.377656613790239	0.0779782377640458	0.377656613790239	0.222344824494859	0.0779782377640458	0.377656613790239	0.144366586730813	0.377656613790239	0.377656613790239	0.22320291173367	0.377656613790239	0.222344824494859	0.301181149497715	0.377656613790239	0.0779782377640458	0.301181149497715	0.222344824494859	1.38627978247193	2.40610977884688	0.875959166698407	0.594809166719626
"Cheetah"	0.153639729647591	0.414569076644181	0.074803404644734	0.414569076644181	0.153639729647591	0.074803404644734	0.414569076644181	0.0788363250028566	0.414569076644181	0.414569076644181	0.255815433979	0.414569076644181	0.153639729647591	0.330618838623735	0.414569076644181	0.074803404644734	0.330618838623735	0.153639729647591	1.32983830479527	1.31393875004761	1.96643454417938	0.652946295714585
"wild_dog"	0.15165707290521	0.456650457049636	0.0751816086126863	0.456650457049636	0.15165707290521	0.0751816086126863	0.456650457049636	0.0764754642925233	0.456650457049636	0.456650457049636	0.16042570231297	0.456650457049636	0.15165707290521	0.235607310925656	0.456650457049636	0.0751816086126863	0.235607310925656	0.15165707290521	1.3365619308922	1.27459107154206	0.932780422449407	1.71922446985318
