"Cabralea_canjerana"	"Trema_micrantha"	"Trichilia_clauseni"	"Protium_heptaphyllum"	"Chamissoa_altissima"	"Ixora_venulosa"	"Dendropanax_cuneatum"	"Chiroxiphia_caudata"	"Manacus_manacus"	"Vireo_olivaceus"	"Saltator_similis"	"Myiodynastes_maculatus"	"Tachyphonus_coronatus"	"Pitangus_sulphuratus"	"Turdus_leucomelas"	"Trichothraupis_melanops"	"Turdus_rufiventris"	"Tyrannus_savanna"	"Cyclarhis_gujanensis"	"Dacnis_cayana"	"Empidonomus_varius"	"Myiarchus_ferox"	"Myiophobus_fasciatus"	"Turdus_amaurochalinus"	"Tyrannus_melancholicus"
"Cabralea_canjerana"	3.17483783059536	0.430382603269014	0.465120098377551	0.367880310984999	0.308791607461353	0.306738149379521	0.209407294669043	0.611708993478445	0.604763167122525	0.406996342211948	0.34529361133346	0.259759458866893	0.282933451001159	0.259759458866893	0.259759458866893	0.139246126435437	0.0662184559772998	0.259759458866893	0.0697680147566326	0.259759458866893	0.259759458866893	0.259759458866893	0.062822188400713	0.0690160836103923	0.259759458866893
"Trema_micrantha"	0.94684172719183	1.66222964227492	0.740245689487352	0.61565337110813	0.48336966151392	0.46922806496835	0.345589738192345	0.812859152878985	0.805499220913585	0.48770705762101	0.730309031907633	0.0774688685884225	0.629813969672683	0.0774688685884224	0.0774688685884224	0.219795027263735	0.110817606799463	0.0774688685884225	0.111036853423103	0.0774688685884224	0.0774688685884225	0.0774688685884225	0.103676921457703	0.105576314617879	0.0774688685884225
"Trichilia_clauseni"	0.852720180358843	0.616871407906126	1.98581439596459	0.564759307438901	0.537311265912041	0.415284811237271	0.290396525919069	0.794667820272022	0.583914618653053	0.478677027574424	0.6911237284609	0.0697680147566326	0.631460722987003	0.0697680147566326	0.0697680147566326	0.418767194224898	0.101656675339002	0.0697680147566326	0.297872159394689	0.0697680147566326	0.0697680147566326	0.0697680147566326	0.0871189577757205	0.0934390825283858	0.0697680147566326
"Protium_heptaphyllum"	0.809336684166998	0.61565337110813	0.677711168926681	1.82821664638831	0.491143370680197	0.483174832442426	0.357921821024105	0.826993330168251	0.83271320113648	0.278692738115766	0.757644162095138	0.0662184559772998	0.652060536891405	0.0662184559772998	0.0662184559772998	0.212163933742046	0.329078996349895	0.0662184559772998	0.101656675339002	0.0662184559772998	0.0662184559772998	0.0662184559772998	0.107376546307232	0.108714337299546	0.0662184559772998
"Chamissoa_altissima"	0.849176920518721	0.6042120768924	0.805966898868061	0.613929213350246	1.63906734395479	0.445089393615261	0.305716047537367	0.878573844705951	0.849393624136952	0.299131320349646	0.532020394898529	0.0694781116788044	0.708950619463712	0.0694781116788044	0.0694781116788044	0.489685187220036	0.110507258403044	0.0694781116788044	0.120895034830209	0.0694781116788044	0.0694781116788044	0.0694781116788044	0.0917148142612101	0.100145113563434	0.0694781116788044
"Ixora_venulosa"	0.843529910793684	0.586535081210438	0.622927216855906	0.603968540553032	0.445089393615261	1.77348438392647	0.387623367782051	0.875924918003093	0.898772845809322	0.268031480756657	0.823050731163881	0.0690160836103923	0.407874848009244	0.0690160836103923	0.0690160836103923	0.19358419609182	0.108714337299546	0.0690160836103923	0.0934390825283858	0.0690160836103923	0.0690160836103923	0.0690160836103923	0.116287010334615	0.399033986383456	0.0690160836103923
"Dendropanax_cuneatum"	0.767826747119826	0.575982896987242	0.580793051838137	0.596536368373509	0.407621396716489	0.516831157042734	1.81756627665891	0.568996438537194	1.02714736375915	0.253618067634137	0.959729318872942	0.062822188400713	0.389887239801866	0.062822188400713	0.062822188400713	0.178833772036931	0.107376546307232	0.062822188400713	0.0871189577757205	0.062822188400713	0.062822188400713	0.062822188400713	0.545269882997672	0.116287010334615	0.062822188400713
"Chiroxiphia_caudata"	1.12146648804382	0.677382627399154	0.794667820272022	0.689161108473542	0.585715896470634	0.583949945335395	0.284498219268597	1.72010920892601	0.686258501665788	0.332885394994418	0.581916248978931	0.0917563490217667	0.496964122203781	0.0917563490217667	0.0917563490217667	0.250986249746696	0.124048999525238	0.0917563490217667	0.119200173040803	0.0917563490217667	0.0917563490217667	0.0917563490217667	0.0853494657805791	0.131388737700464	0.0917563490217667
"Manacus_manacus"	1.10873247305796	0.671249350761321	0.583914618653053	0.693927667613734	0.566262416091301	0.599181897206215	0.513573681879573	0.686258501665788	1.7527434134317	0.299126551003375	0.622207087540738	0.0907144750683788	0.46072809972601	0.0907144750683787	0.0907144750683787	0.214996236418501	0.124906980170472	0.0907144750683788	0.087587192797958	0.0907144750683787	0.0907144750683788	0.0907144750683788	0.154072104563872	0.134815926871398	0.0907144750683787
"Vireo_olivaceus"	1.49231992144381	0.812845096035017	0.957354055148849	0.464487896859609	0.398841760466194	0.357375307675543	0.253618067634137	0.665770789988835	0.598253102006749	1.41201412822221	0.530017911510598	0.122098902663584	0.463262443098254	0.122098902663584	0.122098902663584	0.233342504377221	0.0836078214347297	0.122098902663584	0.143603108272327	0.122098902663584	0.122098902663584	0.122098902663584	0.0760854202902411	0.0804094442269971	0.122098902663584
"Saltator_similis"	0.759645944933613	0.730309031907634	0.829348474153081	0.757644162095138	0.425616315918823	0.658440584931105	0.575837591323766	0.698299498774718	0.746648505048886	0.318010746906359	1.71313425505009	0.0621528500400228	0.487997517125196	0.0621528500400228	0.0621528500400228	0.220165942204697	0.136375949177125	0.0621528500400229	0.124402271122962	0.0621528500400228	0.0621528500400229	0.0621528500400229	0.17275127739713	0.148149131609499	0.0621528500400229
"Myiodynastes_maculatus"	2.85735404753582	0.387344342942112	0.418608088539796	0.331092279886499	0.277912446715218	0.276064334441569	0.188466565202139	0.5505380941306	0.544286850410273	0.366296707990753	0.310764250200114	1.2337835129802	0.254640105901043	0.233783512980204	0.233783512980204	0.125321513791893	0.0595966103795699	0.233783512980204	0.0627912132809694	0.233783512980204	0.233783512980204	0.233783512980204	0.0565399695606417	0.0621144752493531	0.233783512980204
"Tachyphonus_coronatus"	0.778066990253188	0.787267462090854	0.947191084480505	0.815075671114256	0.708950619463712	0.407874848009244	0.292415429851399	0.745446183305672	0.691092149589016	0.34744683232369	0.609996896406495	0.0636600264752609	1.59001431602833	0.0636600264752609	0.0636600264752609	0.301592552051411	0.146713620800566	0.0636600264752609	0.142078662672076	0.0636600264752609	0.0636600264752609	0.0636600264752609	0.0877246289554198	0.0917718408020799	0.0636600264752609
"Pitangus_sulphuratus"	2.85735404753582	0.387344342942112	0.418608088539796	0.331092279886499	0.277912446715218	0.276064334441569	0.188466565202139	0.5505380941306	0.544286850410272	0.366296707990753	0.310764250200114	0.233783512980204	0.254640105901043	1.2337835129802	0.233783512980204	0.125321513791893	0.0595966103795699	0.233783512980204	0.0627912132809693	0.233783512980204	0.233783512980204	0.233783512980204	0.0565399695606417	0.0621144752493531	0.233783512980204
"Turdus_leucomelas"	2.85735404753582	0.387344342942112	0.418608088539796	0.331092279886499	0.277912446715218	0.276064334441569	0.188466565202139	0.5505380941306	0.544286850410272	0.366296707990753	0.310764250200114	0.233783512980204	0.254640105901043	0.233783512980204	1.2337835129802	0.125321513791893	0.0595966103795698	0.233783512980204	0.0627912132809693	0.233783512980204	0.233783512980204	0.233783512980204	0.0565399695606417	0.0621144752493531	0.233783512980204
"Trichothraupis_melanops"	0.765853695394904	0.549487568159337	1.25630158267469	0.530409834355116	0.979370374440073	0.387168392183639	0.268250658055396	0.752958749240088	0.644988709255502	0.350013756565831	0.550414855511743	0.0626607568959467	0.603185104102822	0.0626607568959467	0.0626607568959467	1.40880357165022	0.0954737701839209	0.0626607568959467	0.188445237401204	0.0626607568959467	0.0626607568959467	0.0626607568959467	0.0804751974166188	0.0871128882413188	0.0626607568959467
"Turdus_rufiventris"	0.728403015750298	0.554088033997318	0.609940052034013	1.64539498174948	0.442029033612177	0.434857349198183	0.322129638921695	0.744293997151426	0.749441881022832	0.250823464304189	0.681879745885625	0.0595966103795698	0.586854483202265	0.0595966103795699	0.0595966103795698	0.190947540367842	1.29617109671491	0.0595966103795699	0.0914910078051019	0.0595966103795698	0.0595966103795699	0.0595966103795699	0.0966388916765084	0.0978429035695912	0.0595966103795699
"Tyrannus_savanna"	2.85735404753582	0.387344342942112	0.418608088539796	0.331092279886499	0.277912446715218	0.276064334441569	0.188466565202139	0.5505380941306	0.544286850410273	0.366296707990753	0.310764250200114	0.233783512980204	0.254640105901043	0.233783512980204	0.233783512980204	0.125321513791893	0.0595966103795698	1.2337835129802	0.0627912132809693	0.233783512980204	0.233783512980204	0.233783512980204	0.0565399695606417	0.0621144752493531	0.233783512980204
"Cyclarhis_gujanensis"	0.767448162322959	0.555184267115514	1.78723295636813	0.508283376695011	0.483580139320837	0.373756330113543	0.261356873327162	0.715201038244819	0.525523156787748	0.430809324816982	0.62201135561481	0.0627912132809694	0.568314650688303	0.0627912132809694	0.0627912132809694	0.376890474802408	0.0914910078051019	0.0627912132809694	1.26808494345522	0.0627912132809694	0.0627912132809694	0.0627912132809694	0.0784070619981485	0.0840951742755473	0.0627912132809694
"Dacnis_cayana"	2.85735404753582	0.387344342942112	0.418608088539796	0.331092279886499	0.277912446715218	0.276064334441569	0.188466565202139	0.5505380941306	0.544286850410273	0.366296707990753	0.310764250200114	0.233783512980204	0.254640105901043	0.233783512980204	0.233783512980204	0.125321513791893	0.0595966103795699	0.233783512980204	0.0627912132809694	1.2337835129802	0.233783512980204	0.233783512980204	0.0565399695606417	0.0621144752493531	0.233783512980204
