"Lathyrus_latifolius"	"Lathyrus_pratensis"	"Lathyrus_tuberosus"	"Lathyrus_niger"	"Lathyrus_pannonicus"	"Lathyrus_sylvestris"	"Lathyrus_vernus"	"Vicia_cassubica"	"Vicia_pisiformis"	"Vicia_sepium"	"Vicia_sparsifolia"	"Vicia_tenuifolia"	"Vicia_villosa"	"Vicia_cracca"	"Lathyrus_nissolia"	"Vicia_angustifolia"	"Vicia_grandiflora"	"Pisum_sativum"	"Vicia_pannonica_spp._pannonica"	"Vicia_pannonica_spp._striata"	"Lathyrus_hirsutus"	"Lathyrus_odoratus"	"Trifolium_pratense"	"Trifolium_striatum"	"Glycyrrhiza_echinata"	"Galega_officinalis"	"Cytisus_scoparius"	"Astragalus_glycyphyllos"	"Trifolium_fragiferum"	"Coronilla_coronata"	"Anthyllis_vulneraria_ssp._polyphylla"	"Onobrychis_arenaria"	"Coronilla_varia"	"Tetragonolobus_maritimus"	"Trifolium_rubens"	"Astragalus_asper"	"Astragalus_onobrychis"	"Astragalus_varius"	"Astragalus_vesicarius"	"Oxytropis_pilosa"	"Trifolium_alpestre"	"Trifolium_diffusum"	"Trifolium_medium"	"Chamaecytisus_hirsutus"	"Chamaecytisus_supinus"	"Cytisus_sessilifolius"	"Genista_pilosa"	"Genista_tinctoria"	"Laburnum_anagyroides"	"Petteria_ramentacea"	"Spartium_junceum"	"Brucchus_affinis"	"Brucchus_atomarius"	"Brucchus_brachialis"	"Brucchus_libanensis"	"Brucchus_loti"	"Brucchus_luteicornis"	"Brucchus_pisorum"	"Brucchus_rufimanus"	"Brucchus_occidentalis"	"Brucchus_tristiculus"	"Brucchus_venustus"	"Brucchus_viciae"	"Bruchidius_dispar"	"Bruchidius_glycyrhizae"	"Bruchidius_imbricornis"	"Bruchidius_lividimanus"	"Bruchidius_marginalis"	"Bruchidius_martinezi"	"Bruchidius_pauper"	"Bruchidius_picipis"	"Bruchidius_poupillieri"	"Bruchidius_pusillus"	"Bruchidius_seminarius"	"Bruchidius_sericatus"	"Bruchidius_varipes"	"Bruchidius_varius"	"Bruchidius_villosus"
"Vicia_tenuifolia"	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	0.532894736842106	1.59868421052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18421052631579	1.18421052631579	0	0	0	0	1.18421052631579	0	1.18421052631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_villosa"	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	2.04339893852278	1.08818000884564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3186643078284	0.806059265811588	0	0	0	0	0.806059265811588	0	0.806059265811588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_cracca"	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	0.362726669615215	2.76885227775321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806059265811589	1.31026094648386	0	0	0	0	1.31026094648386	0	1.31026094648386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_nissolia"	0.288998962026931	1.39785609964542	0.191696020735447	0.305630123643248	0.305630123643248	0.288998962026931	0.0973029412914839	0.0973029412914839	0.0973029412914839	0.0973029412914839	0.0973029412914839	0	0	0	1.9978328965582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.851982314379765	0.973029412914839	0	0	2.21740643679601	0	0	0	0	0	0	0.694423941172548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_angustifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_grandiflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pisum_sativum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_pannonica_spp._pannonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_pannonica_spp._striata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_hirsutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lathyrus_odoratus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Trifolium_pratense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0891502442989	1.07784184578479	0	0	0	0	0	0	0	0	0	0	0.752662766482281	0	0	0	0	0	0.447834346056957	0.447834346056957	0.447834346056957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42514644053766	0	0	0	0	0	0	0.485028830603153	0	0	0	0.338698244917027	0	2.48796858920532	0
"Trifolium_striatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07784184578479	3.10385471024565	0	0	0	0	0	0	0	0	0	0	0.38831645914054	0	0	0	0	0	0.231048293188621	0.231048293188621	0.231048293188621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8817634502137	0	0	0	0	0	0	1.39673461961054	0	0	0	0.174742406613243	0	1.28360162882567	0
"Glycyrrhiza_echinata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0
"Galega_officinalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0
"Cytisus_scoparius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30263157894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370065789473684	0.370065789473684	0.370065789473684	0.370065789473684	0.370065789473684	0.370065789473684	0.370065789473684	0.370065789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03618421052632	0	0	0	0	0	0	0	0	0	0	3.70065789473684
"Astragalus_glycyphyllos"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0
"Trifolium_fragiferum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0
"Coronilla_coronata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0
"Anthyllis_vulneraria_ssp._polyphylla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13157894736842	2.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0
"Onobrychis_arenaria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13157894736842	3.13157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0
"Coronilla_varia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0
"Tetragonolobus_maritimus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0
"Trifolium_rubens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.752662766482281	0.38831645914054	0	0	0	0	0	0	0	0	0	0	2.55733524923304	0	0	0	0	0	0.52161447329366	0.52161447329366	0.52161447329366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51344065153027	0	0	0	0	0	0	0.174742406613243	0	0	0	1.15080086215487	0	2.89785818496478	0
"Astragalus_asper"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85263157894737	0.852631578947369	0.852631578947369	0.852631578947369	0.852631578947369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0
"Astragalus_onobrychis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.852631578947369	1.85263157894737	0.852631578947369	0.852631578947369	0.852631578947369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0
"Astragalus_varius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.852631578947369	0.852631578947369	1.85263157894737	0.852631578947369	0.852631578947369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0
"Astragalus_vesicarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.852631578947369	0.852631578947369	0.852631578947369	1.85263157894737	0.852631578947369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0
"Oxytropis_pilosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.852631578947369	0.852631578947369	0.852631578947369	0.852631578947369	1.85263157894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0
"Trifolium_alpestre"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895668692113915	0.462096586377243	0	0	0	0	0	0	0	0	0	0	1.04322894658732	0	0	0	0	0	1.62072122321946	0.620721223219455	0.620721223219455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.610994375321021	0	0	0	0	0	0	0.207943463869759	0	0	0	0.469453025964294	0	3.44845124010808	0
"Trifolium_diffusum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895668692113915	0.462096586377243	0	0	0	0	0	0	0	0	0	0	1.04322894658732	0	0	0	0	0	0.620721223219455	1.62072122321946	0.620721223219455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.610994375321021	0	0	0	0	0	0	0.207943463869759	0	0	0	0.469453025964294	0	3.44845124010808	0
"Trifolium_medium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895668692113915	0.462096586377243	0	0	0	0	0	0	0	0	0	0	1.04322894658732	0	0	0	0	0	0.620721223219455	0.620721223219455	1.62072122321946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.610994375321021	0	0	0	0	0	0	0.207943463869759	0	0	0	0.469453025964294	0	3.44845124010808	0
"Chamaecytisus_hirsutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740131578947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44037828947368	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333059210526315	0	0	0	0	0	0	0	0	0	0	4.40378289473684
"Chamaecytisus_supinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740131578947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440378289473684	1.44037828947368	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333059210526315	0	0	0	0	0	0	0	0	0	0	4.40378289473684
"Cytisus_sessilifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740131578947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440378289473684	0.440378289473684	1.44037828947368	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333059210526315	0	0	0	0	0	0	0	0	0	0	4.40378289473684
"Genista_pilosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740131578947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440378289473684	0.440378289473684	0.440378289473684	1.44037828947368	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333059210526315	0	0	0	0	0	0	0	0	0	0	4.40378289473684
"Genista_tinctoria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740131578947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	1.44037828947368	0.440378289473684	0.440378289473684	0.440378289473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333059210526315	0	0	0	0	0	0	0	0	0	0	4.40378289473684
"Laburnum_anagyroides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740131578947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	1.44037828947368	0.440378289473684	0.440378289473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333059210526315	0	0	0	0	0	0	0	0	0	0	4.40378289473684
"Petteria_ramentacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740131578947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	1.44037828947368	0.440378289473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333059210526315	0	0	0	0	0	0	0	0	0	0	4.40378289473684
"Spartium_junceum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740131578947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	0.440378289473684	1.44037828947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333059210526315	0	0	0	0	0	0	0	0	0	0	4.40378289473684
"Brucchus_affinis"	0.721267803704479	0.938758290844371	0.544730927751915	0.357568660450078	0.357568660450078	0.721267803704479	0.176536875952564	0.176536875952564	0.176536875952564	0.176536875952564	0.176536875952564	0	0	0	0.212995578594941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42102634556407	1.76536875952564	0	0	0.473323507988758	0	0	0	0	0	0	0.603439281658382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brucchus_atomarius"	0.536415460525302	0.476504115789571	0.176536875952564	0.551731445196985	0.551731445196985	0.536415460525302	0.359878584572738	0.359878584572738	0.359878584572738	0.359878584572738	0.359878584572738	0	0	0	0.10811437921276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78460833756695	3.59878584572738	0	0	0.240254176028355	0	0	0	0	0	0	0.639509535414158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
