"Cecropia_membranacea"	"Cecropia_tessmannii"	"Cecropia_ficifolia"	"Cecropia_sp1_M_PA_002"	"Cecropia_polystachya"	"Cecropia_engleriana"	"Azteca_xanthochroa"	"Azteca_ovaticeps"	"Camponotus_balzani"	"Pachycondyla_luteola"
"Cecropia_membranacea"	2.02043251986607	0.549649644901693	0.653146883834984	0.326105345118476	1.02043251986607	0.693390981149559	1.81169636176931	1.22428545343694	1.45351794985114	0.247342340205762
"Cecropia_tessmannii"	0.82447446735254	2.37804182602234	0.620781219811734	0.205846333328441	0.82447446735254	0.409539580869247	1.14359074071356	0.678977491802685	1.84415505103686	1.07011882171005
"Cecropia_ficifolia"	0.979720325752476	0.620781219811734	1.72097267462182	0.351607848833841	0.979720325752476	0.610355499964494	1.95337693796579	0.862492170435508	1.64162144794659	0.27935154891528
"Cecropia_sp1_M_PA_002"	0.978316035355429	0.411692666656883	0.703215697667683	1.45825856100684	0.978316035355429	0.733358898694584	2.54588089448243	0.91700112562582	1.08869838515931	0.185261699995597
"Cecropia_polystachya"	1.02043251986607	0.549649644901693	0.653146883834984	0.326105345118476	2.02043251986607	0.693390981149559	1.81169636176931	1.22428545343694	1.45351794985114	0.247342340205762
"Cecropia_engleriana"	1.04008647172434	0.409539580869247	0.610355499964494	0.366679449347292	1.04008647172434	1.79641042110714	2.0371080519294	1.43243657253281	1.08300466940979	0.184292811391161
"Azteca_xanthochroa"	1.08701781706159	0.457436296285425	0.781350775186314	0.509176178896486	1.08701781706159	0.81484322077176	2.82875654942492	1.01889013958424	1.20966487239924	0.205846333328441
"Azteca_ovaticeps"	1.22428545343694	0.45265166120179	0.574994780290338	0.305667041875273	1.22428545343694	0.954957715021876	1.69815023264041	2.16430224382201	1.19701217073362	0.203693247540805
"Camponotus_balzani"	1.09013846238836	0.922077525518429	0.820810723973293	0.272174596289828	1.09013846238836	0.541502334704893	1.51208109049904	0.897759128050217	2.43838278970429	0.414934886483293
"Pachycondyla_luteola"	0.742027020617286	2.14023764342011	0.558703097830561	0.185261699995597	0.742027020617286	0.368585622782322	1.02923166664221	0.611079742622416	1.65973954593317	1.96310693953905
