"Miconia_argentea"	"Miconia_lacera"	"Miconia_minutiflora"	"Miconia_impetiolaris"	"Pipra_mentalis"	"Pipra_coronata"	"Catharus_ustulatus"	"Tachyphonus_luctuosus"	"Eucometis_penicillata"	"Euphonia_fulvicrissa"	"Manacus_vitellinus"	"Mionectes_oleagineus"	"Catharus_minimus"	"Dendroica_pensylvanica"	"Catharus_fuscescens"	"Dendroica_striata"	"Empidonax_virescens"	"Habia_fuscicauda"	"Leptotila_cassinii"	"Oryzoborus_angolensis"	"Ramphocelus_dimidiatus"	"Schiffornis_turdinus"	"Seiurus_aurocapillus"
"Miconia_argentea"	3.0997050726864	0.874854777501908	0.564124116570998	0.724473927977537	0.512293874500198	0.512293874500198	0.403622785303568	0.214594966570597	0.323266055767227	0.0874854777501908	0.410751533517418	0.424808396750007	0.189027818732971	0.214594966570597	0.0874854777501908	0.214594966570597	0.0874854777501908	0.214594966570597	0.214594966570597	0.214594966570597	0.214594966570597	0.10867108919663	0.0874854777501908
"Miconia_lacera"	1.26367912305831	2.67356678437573	0.666887672800419	0.659024314502379	0.573735584467196	0.573735584467196	0.474881937291839	0.0874854777501908	0.186339124925548	0.267356678437573	0.453695803363121	0.306378906029623	0.387396459541649	0.0874854777501908	0.267356678437573	0.0874854777501908	0.267356678437573	0.0874854777501908	0.0874854777501908	0.0874854777501908	0.0874854777501908	0.0988536471753568	0.267356678437573
"Miconia_minutiflora"	1.4667227030846	1.20039781104075	1.83112332424404	0.764914056367455	0.6659214289059	0.6659214289059	0.551184320450782	0.10154234098278	0.216279449437898	0.120039781104075	0.336319230541973	0.545881647801825	0.449641979468002	0.10154234098278	0.120039781104075	0.10154234098278	0.120039781104075	0.10154234098278	0.10154234098278	0.10154234098278	0.10154234098278	0.114737108455118	0.120039781104075
"Miconia_impetiolaris"	1.569693510618	0.988536471753569	0.637428380306212	2.06749953205907	0.632386774635965	0.632386774635966	0.322261844827106	0.10867108919663	0.41879601900549	0.0988536471753568	0.517649666180847	0.533533127460609	0.213590755630475	0.10867108919663	0.0988536471753569	0.10867108919663	0.0988536471753569	0.10867108919663	0.10867108919663	0.10867108919663	0.10867108919663	0.31012492980886	0.0988536471753568
"Pipra_mentalis"	1.66495509212564	1.29090506505119	0.832401786132375	0.948580161953948	1.53647597406458	0.536475974064584	0.394188949771491	0.115266121762545	0.257553146055637	0.129090506505119	0.386643652560756	0.407385467559464	0.278922828008947	0.115266121762545	0.129090506505119	0.115266121762545	0.129090506505119	0.115266121762545	0.115266121762544	0.115266121762544	0.115266121762544	0.142287024293092	0.129090506505119
"Pipra_coronata"	1.66495509212564	1.29090506505119	0.832401786132375	0.948580161953948	0.536475974064583	1.53647597406458	0.394188949771491	0.115266121762545	0.257553146055637	0.129090506505119	0.386643652560756	0.407385467559464	0.278922828008947	0.115266121762545	0.129090506505119	0.115266121762545	0.129090506505119	0.115266121762545	0.115266121762544	0.115266121762544	0.115266121762544	0.142287024293092	0.129090506505119
"Catharus_ustulatus"	1.74903206964879	1.42464581187552	0.918640534084637	0.644523689654211	0.525585266361988	0.525585266361988	1.42890671291386	0.12108683559107	0.217765389039202	0.142464581187552	0.360229970226754	0.383120685174437	0.307819877322786	0.12108683559107	0.142464581187552	0.12108683559107	0.142464581187552	0.12108683559107	0.12108683559107	0.12108683559107	0.12108683559107	0.0966785534481317	0.142464581187552
"Tachyphonus_luctuosus"	2.78973456541776	0.787369299751718	0.507711704913898	0.652026535179783	0.461064487050178	0.461064487050178	0.363260506773211	1.19313546991354	0.290939450190505	0.0787369299751717	0.369676380165676	0.382327557075006	0.170125036859673	0.193135469913537	0.0787369299751717	0.193135469913537	0.0787369299751717	0.193135469913537	0.193135469913537	0.193135469913537	0.193135469913537	0.0978039802769674	0.0787369299751717
"Eucometis_penicillata"	2.10122936248698	0.838526062164965	0.540698623594745	1.25638805701647	0.515106292111274	0.515106292111274	0.326648083558803	0.145469725095252	1.33392793364772	0.0838526062164965	0.41778053986422	0.431253685894777	0.181178358463551	0.145469725095252	0.0838526062164965	0.145469725095252	0.0838526062164965	0.145469725095252	0.145469725095252	0.145469725095252	0.145469725095252	0.188458208552471	0.0838526062164965
"Euphonia_fulvicrissa"	1.13731121075248	2.40621010593816	0.600198905520377	0.593121883052141	0.516362026020477	0.516362026020477	0.427393743562656	0.0787369299751717	0.167705212432993	1.24062101059381	0.408326223026809	0.275741015426661	0.348656813587484	0.0787369299751718	0.240621010593816	0.0787369299751718	0.240621010593816	0.0787369299751718	0.0787369299751717	0.0787369299751717	0.0787369299751717	0.0889682824578212	0.240621010593816
"Manacus_vitellinus"	1.77992331190881	1.36108741008936	0.560532050903289	1.03529933236169	0.515524870081008	0.515524870081008	0.360229970226754	0.123225460055225	0.27852035990948	0.136108741008936	1.41462910091842	0.379416129072072	0.237004510171528	0.123225460055225	0.136108741008936	0.123225460055225	0.136108741008936	0.123225460055225	0.123225460055225	0.123225460055225	0.123225460055225	0.155294899854254	0.136108741008936
"Mionectes_oleagineus"	1.8408363859167	0.919136718088869	0.909802746336374	1.06706625492122	0.543180623412619	0.543180623412619	0.383120685174437	0.127442519025002	0.287502457263185	0.0919136718088869	0.379416129072072	1.45126695160373	0.255678166149434	0.127442519025002	0.0919136718088869	0.127442519025002	0.0919136718088869	0.127442519025002	0.127442519025002	0.127442519025002	0.127442519025002	0.160059938238183	0.0919136718088869
