"Rutilus_rutilus"	"Abramis_brama"	"Blicca_bjoerkna"	"Scardinius_erythrophthalmus"	"Tinca_tinca"	"Alburnus_alburnus"	"Esox_lucius"	"Perca_fluviatilis"	"Carassius_carassius"	"Gymnocephalus_cernuus"	"Vimba_vimba"	"Gasterosteus_aculeatus"	"Lota_lota"	"Anguilla_anguilla"	"Coregonus_albula"	"Coregonus_lavaretus"	"Gobio_gobio_gobio"	"Leuciscus_cephalus"	"Sander_lucioperca"	"Cyprinus_carpio_carpio"	"Leuciscus_idus"	"Leuciscus_leuciscus"	"Osmerus_eperlanus_spirinchus"	"Aspius_aspius"	"Leucaspius_delineatus"	"Coregonus_peled"	"Lampetra_fluviatilis"	"Osmerus_eperlanus"	"Silurus_glanis"	"Alburnoides_bipunctatus"	"Carassius_auratus_auratus"	"Cobitis_taenia"	"Gadus_morhua_callarias"	"Platichthys_flesus_trachurus"	"Psetta_maxima"	"Pungitius_pungitius"	"Salmo_trutta_morpha_fario"	"Triglopsis_quadricornis"	"Zoarces_viviparus"	"Alosa_fallax_fallax"	"Belone_belone"	"Clupea_harengus_membras"	"Cottus_gobio"	"Pelecus_cultratus"	"Phoxinus_phoxinus"	"Salmo_salar"	"Salmo_trutta"	"Taurulus_bubalis"	"Diplostomum_spathaceum"	"Tylodelphys_clavata"	"Argulus_foliaceus"	"Piscicola_geometra"	"Acanthocephalus_lucii"	"Raphidascaris_acus"	"Myxobolus_muelleri"	"Ergasilus_sieboldi"	"Allocreadium_isoporum"	"Posthodiplostomum_brevicaudatum"	"Myxobolus_bramae"	"Ichthyocotylurus_variegatus"	"Myxobolus_oviformis"	"Triaenophorus_nodulosus"	"Proteocephalus_longicollis"	"Camallanus_(Camallanus)_lacustris"	"Myxidium_pfeifferi"	"Dactylogyrus_sphyrna"	"Ichthyocotylurus_erraticus"	"Proteocephalus_torulosus"	"Dactylogyrus_crucifer"	"Dactylogyrus_fraternus"
"Vimba_vimba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555555555555556	0.0555555555555556	0	0	0.0555555555555556	0.0555555555555556	0.0555555555555556	0	0	0	0.0555555555555556	0.0555555555555556	0.0555555555555556	0	0	0	0	0.0555555555555556	0	0	0	0
"Gasterosteus_aculeatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714285714285714	0	0.0714285714285714	0.0714285714285714	0.0714285714285714	0.0714285714285714	0	0	0	0.0714285714285714	0	0	0	0.0714285714285714	0	0	0	0	0	0	0	0
"Lota_lota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714285714285714	0.0714285714285714	0	0	0.0714285714285714	0.0714285714285714	0.0714285714285714	0	0	0	0	0	0	0.0714285714285714	0	0.0714285714285714	0	0	0	0	0	0
"Anguilla_anguilla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0.0833333333333333	0	0.0833333333333333	0.0833333333333333	0	0	0	0	0	0	0	0.0833333333333333	0	0.0833333333333333	0	0	0	0	0	0
"Coregonus_albula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0.0833333333333333	0.0833333333333333	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0.0833333333333333	0	0	0	0.0833333333333333	0	0	0
"Coregonus_lavaretus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0.0833333333333333	0.0833333333333333	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0.0833333333333333	0	0	0	0.0833333333333333	0	0	0
"Gobio_gobio_gobio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0.0833333333333333	0	0	0.0833333333333333	0	0.0833333333333333	0	0.0833333333333333	0	0	0	0.0833333333333333	0	0	0	0	0	0	0	0	0
"Leuciscus_cephalus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0.0833333333333333	0	0.0833333333333333	0	0.0833333333333333	0.0833333333333333	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sander_lucioperca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0.0833333333333333	0	0	0.0833333333333333	0.0833333333333333	0	0	0	0	0	0.0833333333333333	0	0	0	0.0833333333333333	0	0	0	0	0	0
"Cyprinus_carpio_carpio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leuciscus_idus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leuciscus_leuciscus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0.1	0	0
"Osmerus_eperlanus_spirinchus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0
"Aspius_aspius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0	0	0	0	0.125	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0
"Leucaspius_delineatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coregonus_peled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lampetra_fluviatilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Osmerus_eperlanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0.166666666666667	0	0	0
"Silurus_glanis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0.166666666666667	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alburnoides_bipunctatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Carassius_auratus_auratus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cobitis_taenia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0
"Gadus_morhua_callarias"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platichthys_flesus_trachurus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
"Psetta_maxima"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pungitius_pungitius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Salmo_trutta_morpha_fario"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0
"Triglopsis_quadricornis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zoarces_viviparus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alosa_fallax_fallax"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Belone_belone"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clupea_harengus_membras"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cottus_gobio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pelecus_cultratus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phoxinus_phoxinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Salmo_salar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Salmo_trutta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Taurulus_bubalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diplostomum_spathaceum"	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0	0	0.0116279069767442	0.0116279069767442	0.0116279069767442	0	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0.0116279069767442	0	0	0.0116279069767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tylodelphys_clavata"	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0	0.0227272727272727	0	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0	0	0.0227272727272727	0.0227272727272727	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Argulus_foliaceus"	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0	0	0.025	0	0.025	0.025	0.025	0	0	0	0.025	0	0	0.025	0	0.025	0.025	0.025	0	0	0	0.025	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Piscicola_geometra"	0.0263157894736842	0.0263157894736842	0.0263157894736842	0.0263157894736842	0.0263157894736842	0.0263157894736842	0.0263157894736842	0.0263157894736842	0.0263157894736842	0.0263157894736842	0	0.0263157894736842	0	0	0	0	0	0.0263157894736842	0	0.0263157894736842	0	0	0	0	0.0263157894736842	0.0263157894736842	0.0263157894736842	0	0	0	0.0263157894736842	0	0.0263157894736842	0	0	0.0263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acanthocephalus_lucii"	0.03125	0.03125	0.03125	0	0.03125	0	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0	0	0.03125	0	0.03125	0.03125	0	0	0	0	0	0	0	0	0.03125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Raphidascaris_acus"	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0.02	0.02	0	0.02	0.02	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0.02	0	0	0.02	0.02	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myxobolus_muelleri"	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0	0	0	0.0384615384615385	0	0.0384615384615385	0	0.0384615384615385	0	0	0	0.0384615384615385	0.0384615384615385	0	0	0.0384615384615385	0.0384615384615385	0	0.0384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ergasilus_sieboldi"	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0.0384615384615385	0	0	0	0	0.0384615384615385	0.0384615384615385	0	0	0	0	0	0	0.0384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allocreadium_isoporum"	0.0416666666666667	0.0416666666666667	0.0416666666666667	0.0416666666666667	0.0416666666666667	0.0416666666666667	0.0416666666666667	0	0.0416666666666667	0	0	0	0	0	0	0	0.0416666666666667	0.0416666666666667	0	0	0.0416666666666667	0.0416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Posthodiplostomum_brevicaudatum"	0.0625	0	0	0.0625	0.0625	0	0.0625	0.0625	0	0.0625	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myxobolus_bramae"	0.0714285714285714	0.0714285714285714	0.0714285714285714	0.0714285714285714	0.0714285714285714	0.0714285714285714	0	0	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichthyocotylurus_variegatus"	0.0714285714285714	0.0714285714285714	0.0714285714285714	0	0	0	0	0.0714285714285714	0	0.0714285714285714	0.0714285714285714	0	0	0	0	0	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myxobolus_oviformis"	0	0.0833333333333333	0.0833333333333333	0	0	0.0833333333333333	0	0	0	0	0.0833333333333333	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Triaenophorus_nodulosus"	0	0	0	0	0	0	0.0714285714285714	0.0714285714285714	0	0.0714285714285714	0	0.0714285714285714	0.0714285714285714	0.0714285714285714	0	0	0	0	0	0	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
