"Rutilus_rutilus"	"Carassius_carassius"	"Abramis_brama"	"Alburnus_alburnus"	"Blicca_bjoerkna"	"Esox_lucius"	"Perca_fluviatilis"	"Scardinius_erythrophthalmus"	"Gymnocephalus_cernuus"	"Tinca_tinca"	"Gobio_gobio_gobio"	"Vimba_vimba"	"Anguilla_anguilla"	"Cyprinus_carpio_carpio"	"Lota_lota"	"Sander_lucioperca"	"Leuciscus_idus"	"Aspius_aspius"	"Leuciscus_cephalus"	"Gasterosteus_aculeatus"	"Leuciscus_leuciscus"	"Coregonus_albula"	"Coregonus_lavaretus"	"Osmerus_eperlanus_spirinchus"	"Silurus_glanis"	"Leucaspius_delineatus"	"Osmerus_eperlanus"	"Carassius_auratus_auratus"	"Lampetra_fluviatilis"	"Pelecus_cultratus"	"Coregonus_peled"	"Pungitius_pungitius"	"Zoarces_viviparus"	"Alburnoides_bipunctatus"	"Cobitis_taenia"	"Gadus_morhua_callarias"	"Phoxinus_phoxinus"	"Platichthys_flesus_trachurus"	"Psetta_maxima"	"Salmo_salar"	"Salmo_trutta_morpha_fario"	"Triglopsis_quadricornis"	"Alosa_fallax_fallax"	"Belone_belone"	"Clupea_harengus_membras"	"Cottus_gobio"	"Salmo_trutta"	"Taurulus_bubalis"	"Diplostomum_spathaceum"	"Tylodelphys_clavata"	"Argulus_foliaceus"	"Ergasilus_sieboldi"	"Piscicola_geometra"	"Raphidascaris_acus"	"Ichthyocotylurus_platycephalus"	"Acanthocephalus_anguillae"	"Paracoenogonimus_ovatus"	"Acanthocephalus_lucii"	"Bucephalus_polymorphus"	"Diplozoon_paradoxum"	"Myxobolus_muelleri"	"Posthodiplostomum_cuticola"	"Allocreadium_isoporum"	"Myxobolus_ellipsoides"	"Zschokkella_nova"	"Myxobolus_bramae"	"Myxobolus_dispar"	"Sphaerostomum_bramae"	"Neoechinorhynchus_rutili"	"Ichthyocotylurus_variegatus"	"Myxobolus_oviformis"	"Phyllodistomum_folium"	"Triaenophorus_nodulosus"	"Proteocephalus_longicollis"	"Camallanus_(Camallanus)_lacustris"	"Posthodiplostomum_brevicaudatum"	"Diphyllobothrium_ditremum"	"Ergasilus_briani"	"Myxobolus_cycloides"	"Dactylogyrus_sphyrna"	"Acanthocephalus_clavula"	"Chloromyxum_fluviatile"	"Myxobolus_carassii"	"Myxobolus_macrocapsularis"	"Neodiplostomulum_sp."	"Ornithodiplostomum_scardinii"	"Azygia_lucii"	"Bunodera_luciopercae"	"Dactylogyrus_anchoratus"	"Dactylogyrus_cornu"	"Proteocephalus_percae"	"Proteocephalus_torulosus"	"Hemiclepsis_marginata"	"Henneguya_psorospermica"	"Myxobolus_anurum"	"Ichthyocotylurus_erraticus"	"Phyllodistomum_megalorchis"	"Phyllodistomum_pseudofolium"	"Dactylogyrus_crassus"	"Dactylogyrus_crucifer"	"Dactylogyrus_vastator"	"Khawia_dubius"	"Proteocephalus_sp."	"Achtheres_percarum"	"Myxidium_giardi"	"Myxidium_lieberkuehni"	"Myxidium_pfeifferi"	"Chloromyxum_dubium"	"Chloromyxum_mucronatum"	"Henneguya_lobosa"	"Henneguya_oviperda"	"Myxobolus_gigas"	"Myxobolus_permagnus"	"Myxobolus_rotundus"	"Myxobolus_thelohanellus"	"Thelohanellus_pyriformis"	"Asymphylodora_tincae"	"Parasymphylodora__markewitschi"	"Gyrodactylus_gobii"	"Gyrodactylus_markakulensis"	"Ancyrocephalus_percae"	"Dactylogyrus_amphibothrium"	"Dactylogyrus_difformis"	"Dactylogyrus_formosus"	"Dactylogyrus_fraternus"	"Dactylogyrus_intermedius"	"Dactylogyrus_m?cr?canthus"	"Dactylogyrus_minor"	"Dactylogyrus_nanus"	"Dactylogyrus_parvus"	"Dactylogyrus_wegeneri"	"Tetraonchus_monenteron"	"Bothriocephalus_claviceps"	"Lernaea_cyprinacea"
"Osmerus_eperlanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Carassius_auratus_auratus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0.025	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lampetra_fluviatilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0.025	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pelecus_cultratus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0.025	0	0	0.025	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coregonus_peled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0.0333333333333333	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pungitius_pungitius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0.0333333333333333	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zoarces_viviparus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alburnoides_bipunctatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cobitis_taenia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gadus_morhua_callarias"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phoxinus_phoxinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platichthys_flesus_trachurus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Psetta_maxima"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Salmo_salar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Salmo_trutta_morpha_fario"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Triglopsis_quadricornis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alosa_fallax_fallax"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Belone_belone"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clupea_harengus_membras"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cottus_gobio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Salmo_trutta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Taurulus_bubalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diplostomum_spathaceum"	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0	0.00232558139534884	0.00232558139534884	0.00232558139534884	0	0.00232558139534884	0.00232558139534884	0	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0.00232558139534884	0	0.00232558139534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tylodelphys_clavata"	0.00454545454545455	0.00454545454545455	0.00454545454545455	0.00454545454545455	0.00454545454545455	0.00454545454545455	0.00454545454545455	0.00454545454545455	0.00454545454545455	0.00454545454545455	0.00454545454545455	0.00454545454545455	0	0.00454545454545455	0.00454545454545455	0.00454545454545455	0.00454545454545455	0.00454545454545455	0	0	0.00454545454545455	0.00454545454545455	0.00454545454545455	0	0	0.00454545454545455	0	0	0	0	0	0	0	0	0.00454545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Argulus_foliaceus"	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0	0.005	0	0	0.005	0.005	0	0	0	0	0	0.005	0	0.005	0.005	0.005	0	0.005	0	0.005	0.005	0	0.005	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ergasilus_sieboldi"	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0	0	0.005	0.005	0.005	0	0	0	0.005	0	0.005	0.005	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Piscicola_geometra"	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0	0	0	0.00526315789473684	0	0	0	0	0.00526315789473684	0.00526315789473684	0	0	0	0	0	0.00526315789473684	0	0.00526315789473684	0.00526315789473684	0	0.00526315789473684	0.00526315789473684	0	0	0	0.00526315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Raphidascaris_acus"	0.0037037037037037	0.0037037037037037	0.0037037037037037	0.0037037037037037	0.0037037037037037	0.0037037037037037	0.0037037037037037	0.0037037037037037	0.0037037037037037	0.0037037037037037	0.0037037037037037	0.0037037037037037	0.0037037037037037	0	0.0037037037037037	0.0037037037037037	0.0037037037037037	0	0.0037037037037037	0.0037037037037037	0.0037037037037037	0	0.0037037037037037	0	0.0037037037037037	0	0	0	0	0	0	0	0.0037037037037037	0.0037037037037037	0	0	0	0	0.0037037037037037	0.0037037037037037	0	0.0037037037037037	0	0	0	0	0.0037037037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichthyocotylurus_platycephalus"	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0	0.00588235294117647	0.00588235294117647	0.00588235294117647	0	0	0.00588235294117647	0	0.00588235294117647	0.00588235294117647	0	0.00588235294117647	0	0	0	0	0	0	0.00588235294117647	0	0.00588235294117647	0	0	0	0.00588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acanthocephalus_anguillae"	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0	0.00588235294117647	0.00588235294117647	0.00588235294117647	0	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0	0.00588235294117647	0.00588235294117647	0	0	0	0	0	0	0.00588235294117647	0	0	0	0	0.00588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paracoenogonimus_ovatus"	0.00625	0.00625	0.00625	0.00625	0.00625	0.00625	0	0.00625	0.00625	0.00625	0.00625	0.00625	0	0	0	0.00625	0.00625	0.00625	0.00625	0	0.00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acanthocephalus_lucii"	0.00625	0.00625	0.00625	0	0.00625	0.00625	0.00625	0	0.00625	0.00625	0.00625	0.00625	0.00625	0.00625	0.00625	0.00625	0	0	0	0.00625	0	0	0	0	0.00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bucephalus_polymorphus"	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0.00526315789473684	0	0.00526315789473684	0	0.00526315789473684	0	0	0.00526315789473684	0	0.00526315789473684	0	0	0	0.00526315789473684	0	0	0	0	0.00526315789473684	0	0	0	0	0	0	0.00526315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diplozoon_paradoxum"	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0.00714285714285714	0	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0	0	0.00714285714285714	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myxobolus_muelleri"	0.00769230769230769	0.00769230769230769	0.00769230769230769	0	0.00769230769230769	0	0	0.00769230769230769	0	0.00769230769230769	0.00769230769230769	0.00769230769230769	0	0	0.00769230769230769	0	0.00769230769230769	0.00769230769230769	0.00769230769230769	0	0.00769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Posthodiplostomum_cuticola"	0.00833333333333333	0.00833333333333333	0.00833333333333333	0.00833333333333333	0.00833333333333333	0	0.00833333333333333	0.00833333333333333	0.00833333333333333	0	0	0.00833333333333333	0	0.00833333333333333	0	0	0.00833333333333333	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
