"Daucus_carota"	"Leontodon_hispidus"	"Torilis_japonica"	"Eupatorium_cannabinum"	"Centaurea_nigra"	"Leontodon_autumnalis"	"Knautia_arvensis"	"Trifolium_pratense"	"Aethusa_cynapium"	"Hypochoeris_radicata"	"Crepis_capillaris"	"Linum_catharticum"	"Chamerion_angustifolium"	"Plantago_major"	"Angelica_sylvestris"	"Leontodon_saxatilis"	"Senecio_jacobea"	"Agrimonia_eupatoria"	"Clematis_vitalba"	"Euphrasia_officinalis"	"Convolvulus_arvensis"	"Medicago_lupulina"	"Lathyrus_pratensis"	"Lotus_corniculatus"	"Rubus_fruticosus"	"Unidentified_sp32_M_PL_017"	"Sphaerophoria_scripta"	"Eriothrix_rufomaculata"	"Unidentified_sp22_M_PL_017"	"Episyrphus_balteatus"	"Unidentified_sp31_M_PL_017"	"Unidentified_sp42_M_PL_017"	"Unidentified_sp39_M_PL_017"	"Symphyta_sp1_M_PL_017"	"Syritta_pipiens"	"Unidentified_sp17_M_PL_017"	"Unidentified_sp18_M_PL_017"	"Unidentified_sp15_M_PL_017"	"Eristalis_tenax"	"Bombus_pascuorum"	"Melanostoma_mellinum"	"Episyrphus_arbustorum"	"Unidentified_sp13_M_PL_017"	"Unidentified_sp33_M_PL_017"	"Scatophaga_stercoraria"	"Unidentified_sp16_M_PL_017"	"Melanostoma_scalare"	"Platycheirus_clypeatus"	"Unidentified_sp19_M_PL_017"	"Unidentified_sp38_M_PL_017"	"Unidentified_sp29_M_PL_017"	"Bombus_muscorum"	"Eristalis_pertinax"	"Unidentified_sp8_M_PL_017"	"Helophilus_pendulus"	"Platycheirus_albimanus"	"Syrphus_vitripennis."	"Pyonia_tithonus"	"Bombus_lapidarius"	"Bombus_terrestris"	"Meliscaeva_auricollis"	"Metasyrphus_corollae"	"Polyommatus_icarus"	"Rhingia_campestris"	"Syrphus_ribesii"	"Unidentified_sp43_M_PL_017"	"Apis_mellifera"	"Chrysotoxum_bicinctum"	"Unidentified_sp10_M_PL_017"	"Unidentified_sp27_M_PL_017"	"Aglais_urticae"	"Pieris_brassicae"	"Unidentified_sp1_M_PL_017"	"Unidentified_sp12_M_PL_017"	"Unidentified_sp2_M_PL_017"	"Unidentified_sp20_M_PL_017"	"Unidentified_sp24_M_PL_017"	"Unidentified_sp25_M_PL_017"	"Unidentified_sp7_M_PL_017"	"Unidentified_sp41_M_PL_017"	"Unidentified_sp6_M_PL_017"	"Maniola_jurtina"	"Psithyrus_sp1_M_PL_017"	"Unidentified_sp14_M_PL_017"	"Unidentified_sp28_M_PL_017"	"Unidentified_sp3_M_PL_017"	"Unidentified_sp36_M_PL_017"	"Unidentified_sp40_M_PL_017"	"Unidentified_sp9_M_PL_017"	"Xanthogramma_pedissequum"	"Helophilus_trivittatus"	"Platycheirus_scutatus"	"Scaeva_pyrastri"	"Thymelicus_sylvestris"	"Unidentified_sp11_M_PL_017"	"Unidentified_sp21_M_PL_017"	"Unidentified_sp23_M_PL_017"	"Unidentified_sp26_M_PL_017"	"Unidentified_sp30_M_PL_017"	"Unidentified_sp34_M_PL_017"	"Unidentified_sp35_M_PL_017"	"Unidentified_sp37_M_PL_017"	"Unidentified_sp4_M_PL_017"	"Unidentified_sp5_M_PL_017"
"Daucus_carota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0	0.00217391304347826	0.00217391304347826	0.00217391304347826	0	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0.00217391304347826	0	0	0.00217391304347826	0	0.00217391304347826	0.00217391304347826	0	0.00217391304347826	0	0.00217391304347826	0.00217391304347826	0	0.00217391304347826	0.00217391304347826	0.00217391304347826	0	0.00217391304347826	0.00217391304347826	0	0	0	0	0.00217391304347826	0	0.00217391304347826	0	0.00217391304347826	0	0	0	0.00217391304347826	0	0	0	0	0.00217391304347826	0	0	0.00217391304347826	0	0.00217391304347826	0	0	0	0.00217391304347826	0.00217391304347826	0	0.00217391304347826	0	0	0.00217391304347826	0	0
"Leontodon_hispidus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294117647058824	0.00294117647058824	0.00294117647058824	0.00294117647058824	0.00294117647058824	0.00294117647058824	0.00294117647058824	0.00294117647058824	0.00294117647058824	0.00294117647058824	0.00294117647058824	0	0.00294117647058824	0.00294117647058824	0	0	0.00294117647058824	0	0.00294117647058824	0.00294117647058824	0	0.00294117647058824	0	0	0.00294117647058824	0	0	0.00294117647058824	0	0.00294117647058824	0.00294117647058824	0	0	0	0	0	0	0	0.00294117647058824	0	0.00294117647058824	0	0	0	0.00294117647058824	0.00294117647058824	0	0.00294117647058824	0.00294117647058824	0.00294117647058824	0.00294117647058824	0	0	0.00294117647058824	0	0	0	0	0	0.00294117647058824	0.00294117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294117647058824	0.00294117647058824
"Torilis_japonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.004	0.004	0.004	0.004	0.004	0	0.004	0.004	0.004	0	0.004	0.004	0	0	0.004	0	0.004	0	0	0.004	0.004	0	0	0	0	0	0.004	0.004	0.004	0	0.004	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0.004	0.004	0	0	0.004	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eupatorium_cannabinum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00434782608695652	0.00434782608695652	0.00434782608695652	0.00434782608695652	0.00434782608695652	0	0	0.00434782608695652	0	0.00434782608695652	0.00434782608695652	0.00434782608695652	0	0.00434782608695652	0	0	0.00434782608695652	0.00434782608695652	0	0	0	0	0	0.00434782608695652	0.00434782608695652	0	0	0.00434782608695652	0.00434782608695652	0	0	0	0.00434782608695652	0	0	0	0	0	0	0	0	0	0	0	0	0.00434782608695652	0	0	0	0	0	0	0	0	0.00434782608695652	0	0	0	0	0	0	0	0	0	0	0.00434782608695652	0	0.00434782608695652	0	0.00434782608695652	0	0	0	0	0.00434782608695652	0	0	0	0
"Centaurea_nigra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.005	0.005	0.005	0.005	0	0.005	0	0	0	0.005	0	0	0.005	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.005	0	0	0.005	0.005	0.005	0	0	0.005	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0.005	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0
"Leontodon_autumnalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769230769230769	0.00769230769230769	0.00769230769230769	0.00769230769230769	0	0	0.00769230769230769	0	0	0.00769230769230769	0	0	0	0.00769230769230769	0	0	0.00769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769230769230769	0	0	0	0	0	0	0	0.00769230769230769	0	0.00769230769230769	0	0	0	0.00769230769230769	0	0	0.00769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Knautia_arvensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.005	0.005	0	0	0	0	0	0.005	0.005	0.005	0	0	0.005	0.005	0	0.005	0	0	0.005	0	0	0	0.005	0	0	0.005	0.005	0	0	0	0	0.005	0	0.005	0	0	0	0.005	0	0	0	0	0	0	0.005	0	0.005	0	0	0	0	0	0	0	0	0.005	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Trifolium_pratense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00588235294117647	0.00588235294117647	0.00588235294117647	0	0.00588235294117647	0	0.00588235294117647	0	0	0.00588235294117647	0.00588235294117647	0	0	0.00588235294117647	0.00588235294117647	0	0	0	0	0	0	0.00588235294117647	0	0	0	0	0.00588235294117647	0.00588235294117647	0	0	0	0	0	0.00588235294117647	0	0	0	0.00588235294117647	0	0	0	0	0	0	0	0	0	0.00588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00588235294117647	0	0	0	0	0.00588235294117647	0	0	0	0	0	0	0	0	0	0
"Aethusa_cynapium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00833333333333333	0	0.00833333333333333	0.00833333333333333	0.00833333333333333	0.00833333333333333	0	0	0.00833333333333333	0	0.00833333333333333	0.00833333333333333	0	0	0	0.00833333333333333	0	0	0	0	0.00833333333333333	0	0	0	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hypochoeris_radicata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
