"Agropyron_smithii"	"Amaranthus_retroflexus"	"Ambrosia_psilostachya"	"Andropogon_hallii"	"Argemone_intermedia"	"Aristida_longiseta"	"Artemisia_filifolia"	"Astragalus_spp."	"Asclepias_pumila"	"Bouteloua_gracilis"	"Bromus_tectorum"	"Buchloe_dactyloides"	"Calamovilfa_longifolia"	"Carex_heliophila"	"Chenopodium_album"	"Cirsium_undulatum"	"Croton_texensis"	"Eriogonum_annum"	"Euphorbia_spp."	"Evolvulus_nuttallianus"	"Festuca_octoflora"	"Ipamoea_leptophylla"	"Juncus_balticus"	"Lepidium_densiflorum"	"Lesquerella_ludoviciana"	"Lithospermum_incisum"	"Lupinus_pussilus"	"Medicago_sativa"	"Melilotus_alba"	"Other_grasses"	"Other_forbs"	"Paspalum_stramineum"	"Penstemon_aIbidus"	"Psoralea_lanceolata"	"Psoralea_tenuiflora"	"Solanum_rostratum"	"Sphaeralcea_coccinea"	"Sporobolus_cryptandrus"	"Stipa_comata"	"Tradescantia_occidentalis"	"Ageneotettix_deorum"	"Amphitornus_coloradus"	"Cordillacris_occipitalis"	"Eritettix_simplex"	"Mermiria_maculipennis"	"Melanoplus_angustipennis"	"Melanoplus_confusus"	"Melanoplus_foedus"	"Arphia_conspersa"	"Arphia_pseudonictana"	"Pardalophora_apiculata"	"Spharagemon_collare"	"Trachyrhachys_kiowa"	"Xanthippus_corallipes"
"Paspalum_stramineum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
"Penstemon_aIbidus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0	0
"Psoralea_lanceolata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
"Psoralea_tenuiflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0.0333333333333333	0.0333333333333333	0	0	0	0	0	0
"Solanum_rostratum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
"Sphaeralcea_coccinea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0.0333333333333333	0.0333333333333333	0	0	0	0	0	0
"Sporobolus_cryptandrus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142857142857143	0	0	0.0142857142857143	0	0.0142857142857143	0	0.0142857142857143	0	0	0.0142857142857143	0.0142857142857143	0.0142857142857143	0
"Stipa_comata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714
"Tradescantia_occidentalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0	0	0.02	0.02	0	0
"Ageneotettix_deorum"	0.0142857142857143	0	0	0	0	0	0	0	0	0.0142857142857143	0	0	0.0142857142857143	0.0142857142857143	0	0	0	0	0	0	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142857142857143	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphitornus_coloradus"	0.02	0	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cordillacris_occipitalis"	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eritettix_simplex"	0.0142857142857143	0	0	0	0	0	0	0	0	0.0142857142857143	0	0	0.0142857142857143	0.0142857142857143	0	0	0	0	0	0	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142857142857143	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mermiria_maculipennis"	0.02	0	0	0.02	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanoplus_angustipennis"	0.00384615384615385	0	0.00384615384615385	0.00384615384615385	0.00384615384615385	0	0.00384615384615385	0.00384615384615385	0	0.00384615384615385	0	0	0.00384615384615385	0.00384615384615385	0.00384615384615385	0.00384615384615385	0.00384615384615385	0	0	0.00384615384615385	0	0.00384615384615385	0	0	0.00384615384615385	0.00384615384615385	0	0.00384615384615385	0.00384615384615385	0.00384615384615385	0.00384615384615385	0	0	0.00384615384615385	0.00384615384615385	0	0.00384615384615385	0.00384615384615385	0.00384615384615385	0.00384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanoplus_confusus"	0.00476190476190476	0.00476190476190476	0.00476190476190476	0.00476190476190476	0	0	0.00476190476190476	0.00476190476190476	0	0.00476190476190476	0	0	0.00476190476190476	0	0.00476190476190476	0.00476190476190476	0	0.00476190476190476	0	0.00476190476190476	0	0	0	0.00476190476190476	0.00476190476190476	0	0	0	0	0.00476190476190476	0.00476190476190476	0	0.00476190476190476	0	0.00476190476190476	0	0.00476190476190476	0	0.00476190476190476	0.00476190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanoplus_foedus"	0.004	0.004	0.004	0	0.004	0	0.004	0.004	0.004	0.004	0	0	0.004	0.004	0	0.004	0.004	0	0.004	0.004	0	0	0	0	0	0	0.004	0.004	0	0.004	0.004	0	0.004	0	0.004	0.004	0.004	0.004	0.004	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arphia_conspersa"	0.0125	0	0	0.0125	0	0	0	0	0	0.0125	0.0125	0	0.0125	0.0125	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arphia_pseudonictana"	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pardalophora_apiculata"	0.01	0.01	0	0.01	0	0	0	0	0	0.01	0	0	0.01	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spharagemon_collare"	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0	0	0	0	0.00714285714285714	0	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0	0	0	0	0	0.00714285714285714	0	0.00714285714285714	0	0	0	0.00714285714285714	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Trachyrhachys_kiowa"	0.025	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xanthippus_corallipes"	0.01	0.01	0.01	0.01	0	0	0	0	0	0.01	0	0	0.01	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
