"Clethrionomys_rutilus"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_arvalis"	"Microtus_agrestis"	"Sorex_caecutiens"	"Clethrionomys_rufocanus"	"Microtus_oeconomus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sorex_isodon"	"Sorex_roboratus"	"Micromys_minutus"	"Tamias_sibiricus"	"Arvicola_terrestris"	"Sorex_arcticus"	"Sorex_minutus"	"Apodemus_peninsulae"	"Sorex_minutissimus"	"Sciurus_vulgaris"	"Sicista_betulina"	"Myopus_schisticolor"	"Sorex_daphaenodon"	"Talpa_altaica"	"Cricetus_cricetus"	"Apodemus_uralensis"	"Talpa_europaea"	"Peromyscopsylla_silvatica"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Doratopsylla_dasycnema"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Amalaraeus_penicilliger"	"Hystrichopsylla_talpae"	"Rhadinopsylla_li"	"Ceratophyllus_indages"	"Megabothris_walkeri"	"Ctenophthalmus_assimilis"	"Tarsopsylla_octodecimdentata"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Neopsylla_acanthina"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Ctenophthalmus_pisticus"	"Neopsylla_mana"	"Rhadinopsylla_integella"
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0	0.00714285714285714	0	0	0	0	0	0	0.00714285714285714	0.00714285714285714	0	0	0.00714285714285714	0	0	0.00714285714285714
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0	0	0	0	0	0.00909090909090909	0	0	0	0	0	0	0	0	0	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0	0.00588235294117647	0.00588235294117647	0	0.00588235294117647	0.00588235294117647	0.00588235294117647	0.00588235294117647	0	0	0	0.00588235294117647	0.00588235294117647	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0.00714285714285714	0.00714285714285714	0	0	0	0.00714285714285714	0.00714285714285714	0	0	0.00714285714285714	0	0	0	0	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0.00714285714285714	0.00714285714285714	0	0	0.00714285714285714	0.00714285714285714	0	0	0	0	0	0.00714285714285714	0	0	0	0
"Sorex_caecutiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0
"Clethrionomys_rufocanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111111111111111	0	0.0111111111111111	0.0111111111111111	0.0111111111111111	0.0111111111111111	0.0111111111111111	0.0111111111111111	0.0111111111111111	0.0111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00909090909090909	0.00909090909090909	0.00909090909090909	0	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0	0.00909090909090909	0	0	0	0	0.00909090909090909	0	0	0	0	0.00909090909090909	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0.00714285714285714	0.00714285714285714	0	0	0.00714285714285714	0	0.00714285714285714	0.00714285714285714	0	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0.02	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sorex_isodon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142857142857143	0	0.0142857142857143	0.0142857142857143	0.0142857142857143	0	0.0142857142857143	0.0142857142857143	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sorex_roboratus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0.025	0	0	0	0.025	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
