"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"
"C1"	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0	0	0	0	0	0	0	0	0	0	0	0
"C2"	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0	0	0	0	0	0	0	0	0	0	0	0
"C3"	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0	0	0	0	0	0	0	0	0	0	0	0
"C4"	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0	0	0	0	0	0	0	0	0	0	0	0
"C5"	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0	0	0	0	0	0	0	0	0	0	0	0
"C6"	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0	0	0	0	0	0	0	0	0	0	0	0
"C7"	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0	0	0	0	0	0	0	0	0	0	0	0
"C8"	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0	0	0	0	0	0	0	0	0	0	0	0
"C9"	0.004	0	0.004	0	0.004	0.004	0	0.004	0.004	0	0	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0	0.004	0.004	0.004	0	0	0	0	0	0	0	0	0	0	0	0
"C10"	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0.0032258064516129	0	0	0	0	0	0	0	0	0	0	0	0
"C11"	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0.00333333333333333	0	0	0	0	0	0	0	0	0	0	0	0
"C12"	0	0.00769230769230769	0.00769230769230769	0.00769230769230769	0.00769230769230769	0	0	0	0	0	0	0	0.00769230769230769	0	0.00769230769230769	0	0.00769230769230769	0	0.00769230769230769	0.00769230769230769	0.00769230769230769	0	0.00769230769230769	0.00769230769230769	0	0	0	0	0	0	0.00769230769230769	0	0	0	0	0	0	0	0	0	0	0	0
