File	N.modules	Modularity	P.Null1	P.Null2
M_GC_10_littlecolorado_N51.txt	5	0.346600	0.000000	0.000000
M_GC_10_littlecolorado_N52.txt	6	0.354200	0.000000	0.000000
M_GC_10_littlecolorado_N53.txt	5	0.358600	0.000000	0.000000
M_GC_10_littlecolorado_N54.txt	4	0.345200	0.000000	0.000000
M_GC_10_littlecolorado_N55.txt	4	0.383400	0.000000	0.000000
M_GC_10_littlecolorado_N56.txt	7	0.369000	0.000000	0.000000
M_GC_10_littlecolorado_N57.txt	4	0.367400	0.000000	0.000000
M_GC_10_littlecolorado_N58.txt	5	0.367400	0.000000	0.000000
M_GC_10_littlecolorado_N59.txt	5	0.385800	0.000000	0.000000
M_GC_10_littlecolorado_N6.txt	5	0.360200	0.000000	0.000000
M_GC_10_littlecolorado_N60.txt	6	0.366400	0.000000	0.000000
M_GC_10_littlecolorado_N61.txt	5	0.347400	0.000000	0.000000
M_GC_10_littlecolorado_N62.txt	5	0.358000	0.000000	0.000000
M_GC_10_littlecolorado_N63.txt	6	0.336400	0.000000	0.000000
M_GC_10_littlecolorado_N64.txt	5	0.367000	0.000000	0.000000
M_GC_10_littlecolorado_N65.txt	6	0.350800	0.000000	0.000000
M_GC_10_littlecolorado_N66.txt	6	0.357000	0.000000	0.000000
M_GC_10_littlecolorado_N67.txt	5	0.351000	0.000000	0.000000
M_GC_10_littlecolorado_N68.txt	5	0.367200	0.000000	0.000000
M_GC_10_littlecolorado_N69.txt	4	0.382200	0.000000	0.000000
M_GC_10_littlecolorado_N7.txt	5	0.346600	0.000000	0.000000
M_GC_10_littlecolorado_N70.txt	5	0.363000	0.000000	0.000000
M_GC_10_littlecolorado_N71.txt	5	0.361000	0.000000	0.000000
M_GC_10_littlecolorado_N72.txt	4	0.380600	0.000000	0.000000
M_GC_10_littlecolorado_N73.txt	5	0.350400	0.000000	0.000000
M_GC_10_littlecolorado_N74.txt	6	0.341400	0.000000	0.000000
M_GC_10_littlecolorado_N75.txt	4	0.376000	0.000000	0.000000
M_GC_10_littlecolorado_N76.txt	5	0.358400	0.000000	0.000000
M_GC_10_littlecolorado_N77.txt	5	0.363000	0.000000	0.000000
M_GC_10_littlecolorado_N78.txt	5	0.378600	0.000000	0.000000
M_GC_10_littlecolorado_N79.txt	5	0.370400	0.000000	0.000000
M_GC_10_littlecolorado_N8.txt	6	0.346600	0.000000	0.000000
M_GC_10_littlecolorado_N80.txt	5	0.364800	0.000000	0.000000
M_GC_10_littlecolorado_N81.txt	5	0.352000	0.000000	0.000000
M_GC_10_littlecolorado_N82.txt	5	0.369000	0.000000	0.000000
M_GC_10_littlecolorado_N83.txt	5	0.372600	0.000000	0.000000
M_GC_10_littlecolorado_N84.txt	5	0.349000	0.000000	0.000000
M_GC_10_littlecolorado_N85.txt	6	0.369200	0.000000	0.000000
M_GC_10_littlecolorado_N86.txt	3	0.417400	0.000000	0.000000
M_GC_10_littlecolorado_N87.txt	6	0.362600	0.000000	0.000000
M_GC_10_littlecolorado_N88.txt	6	0.353000	0.000000	0.000000
M_GC_10_littlecolorado_N89.txt	6	0.347200	0.000000	0.000000
M_GC_10_littlecolorado_N9.txt	6	0.357200	0.000000	0.000000
M_GC_10_littlecolorado_N90.txt	6	0.332200	0.000000	0.000000
M_GC_10_littlecolorado_N91.txt	7	0.352400	0.000000	0.000000
M_GC_10_littlecolorado_N92.txt	4	0.363400	0.000000	0.000000
M_GC_10_littlecolorado_N93.txt	5	0.361600	0.000000	0.000000
M_GC_10_littlecolorado_N94.txt	5	0.381200	0.000000	0.000000
M_GC_10_littlecolorado_N95.txt	5	0.392200	0.000000	0.000000
M_GC_10_littlecolorado_N96.txt	4	0.344600	0.000000	0.000000
M_GC_10_littlecolorado_N97.txt	4	0.369000	0.000000	0.000000
M_GC_10_littlecolorado_N98.txt	6	0.356400	0.000000	0.000000
M_GC_10_littlecolorado_N99.txt	5	0.347800	0.000000	0.000000
M_GC_11_lakemichigan_N1.txt	9	0.509455	0.000000	0.000000
M_GC_11_lakemichigan_N10.txt	9	0.522005	0.000000	0.000000
M_GC_11_lakemichigan_N100.txt	10	0.502465	0.000000	0.000000
M_GC_11_lakemichigan_N11.txt	11	0.493274	0.000000	0.000000
M_GC_11_lakemichigan_N12.txt	9	0.521407	0.000000	0.000000
M_GC_11_lakemichigan_N13.txt	10	0.513514	0.000000	0.000000
M_GC_11_lakemichigan_N14.txt	10	0.504748	0.000000	0.000000
M_GC_11_lakemichigan_N15.txt	12	0.496084	0.000000	0.000000
M_GC_11_lakemichigan_N16.txt	12	0.483088	0.000000	0.000000
M_GC_11_lakemichigan_N17.txt	11	0.498712	0.000000	0.000000
M_GC_11_lakemichigan_N18.txt	10	0.490190	0.000000	0.000000
M_GC_11_lakemichigan_N19.txt	12	0.487856	0.000000	0.000000
M_GC_11_lakemichigan_N2.txt	9	0.496409	0.000000	0.000000
M_GC_11_lakemichigan_N20.txt	10	0.505803	0.000000	0.000000
M_GC_11_lakemichigan_N21.txt	8	0.498823	0.000000	0.000000
M_GC_11_lakemichigan_N22.txt	11	0.498407	0.000000	0.000000
M_GC_11_lakemichigan_N23.txt	11	0.507670	0.000000	0.000000
M_GC_11_lakemichigan_N24.txt	9	0.496611	0.000000	0.000000
M_GC_11_lakemichigan_N25.txt	11	0.513108	0.000000	0.000000
M_GC_11_lakemichigan_N26.txt	13	0.501187	0.000000	0.000000
M_GC_11_lakemichigan_N27.txt	9	0.503297	0.000000	0.000000
M_GC_11_lakemichigan_N28.txt	10	0.490687	0.000000	0.000000
M_GC_11_lakemichigan_N29.txt	8	0.500020	0.000000	0.000000
M_GC_11_lakemichigan_N3.txt	10	0.497667	0.000000	0.000000
M_GC_11_lakemichigan_N30.txt	10	0.499970	0.000000	0.000000
M_GC_11_lakemichigan_N31.txt	10	0.502262	0.000000	0.000000
M_GC_11_lakemichigan_N32.txt	10	0.518231	0.000000	0.000000
M_GC_11_lakemichigan_N33.txt	10	0.503967	0.000000	0.000000
M_GC_11_lakemichigan_N34.txt	10	0.489388	0.000000	0.000000
M_GC_11_lakemichigan_N35.txt	9	0.508806	0.000000	0.000000
M_GC_11_lakemichigan_N36.txt	9	0.485705	0.000000	0.000000
M_GC_11_lakemichigan_N37.txt	9	0.504606	0.000000	0.000000
M_GC_11_lakemichigan_N38.txt	9	0.498012	0.000000	0.000000
M_GC_11_lakemichigan_N39.txt	10	0.492716	0.000000	0.000000
M_GC_11_lakemichigan_N4.txt	11	0.502445	0.000000	0.000000
M_GC_11_lakemichigan_N40.txt	10	0.502628	0.000000	0.000000
M_GC_11_lakemichigan_N41.txt	12	0.488313	0.000000	0.000000
M_GC_11_lakemichigan_N42.txt	11	0.492178	0.000000	0.000000
M_GC_11_lakemichigan_N43.txt	11	0.497119	0.000000	0.000000
M_GC_11_lakemichigan_N44.txt	11	0.493811	0.000000	0.000000
M_GC_11_lakemichigan_N45.txt	8	0.499645	0.000000	0.000000
M_GC_11_lakemichigan_N46.txt	11	0.497129	0.000000	0.000000
M_GC_11_lakemichigan_N47.txt	10	0.500670	0.000000	0.000000
M_GC_11_lakemichigan_N48.txt	10	0.498458	0.000000	0.000000
M_GC_11_lakemichigan_N49.txt	11	0.494308	0.000000	0.000000
M_GC_11_lakemichigan_N5.txt	13	0.487278	0.000000	0.000000
M_GC_11_lakemichigan_N50.txt	11	0.496388	0.000000	0.000000
M_GC_11_lakemichigan_N51.txt	9	0.506331	0.000000	0.000000
M_GC_11_lakemichigan_N52.txt	10	0.506757	0.000000	0.000000
M_GC_11_lakemichigan_N53.txt	11	0.489388	0.000000	0.000000
M_GC_11_lakemichigan_N54.txt	9	0.500599	0.000000	0.000000
M_GC_11_lakemichigan_N55.txt	12	0.484985	0.000000	0.000000
M_GC_11_lakemichigan_N56.txt	11	0.500913	0.000000	0.000000
M_GC_11_lakemichigan_N57.txt	10	0.506128	0.000000	0.000000
M_GC_11_lakemichigan_N58.txt	11	0.496267	0.000000	0.000000
M_GC_11_lakemichigan_N59.txt	11	0.505083	0.000000	0.000000
M_GC_11_lakemichigan_N6.txt	11	0.498143	0.000000	0.000000
M_GC_11_lakemichigan_N60.txt	11	0.498397	0.000000	0.000000
M_GC_11_lakemichigan_N61.txt	10	0.500588	0.000000	0.000000
M_GC_11_lakemichigan_N62.txt	9	0.498661	0.000000	0.000000
M_GC_11_lakemichigan_N63.txt	10	0.497697	0.000000	0.000000
M_GC_11_lakemichigan_N64.txt	11	0.505062	0.000000	0.000000
M_GC_11_lakemichigan_N65.txt	11	0.503287	0.000000	0.000000
M_GC_11_lakemichigan_N66.txt	11	0.492300	0.000000	0.000000
M_GC_11_lakemichigan_N67.txt	10	0.512742	0.000000	0.000000
M_GC_11_lakemichigan_N68.txt	12	0.479902	0.000000	0.000000
M_GC_11_lakemichigan_N69.txt	12	0.499817	0.000000	0.000000
M_GC_11_lakemichigan_N7.txt	11	0.502973	0.000000	0.000000
M_GC_11_lakemichigan_N70.txt	11	0.506026	0.000000	0.000000
M_GC_11_lakemichigan_N71.txt	11	0.494755	0.000000	0.000000
M_GC_11_lakemichigan_N72.txt	9	0.522137	0.000000	0.000000
M_GC_11_lakemichigan_N73.txt	12	0.503257	0.000000	0.000000
M_GC_11_lakemichigan_N74.txt	12	0.489124	0.000000	0.000000
M_GC_11_lakemichigan_N75.txt	10	0.501177	0.000000	0.000000
M_GC_11_lakemichigan_N76.txt	10	0.496033	0.000000	0.000000
M_GC_11_lakemichigan_N77.txt	10	0.501633	0.000000	0.000000
M_GC_11_lakemichigan_N78.txt	10	0.507639	0.000000	0.000000
M_GC_11_lakemichigan_N79.txt	11	0.498620	0.000000	0.000000
M_GC_11_lakemichigan_N8.txt	9	0.499280	0.000000	0.000000
M_GC_11_lakemichigan_N80.txt	10	0.512824	0.000000	0.000000
M_GC_11_lakemichigan_N81.txt	10	0.509080	0.000000	0.000000
M_GC_11_lakemichigan_N82.txt	11	0.524125	0.000000	0.000000
M_GC_11_lakemichigan_N83.txt	11	0.511992	0.000000	0.000000
M_GC_11_lakemichigan_N84.txt	10	0.498894	0.000000	0.000000
M_GC_11_lakemichigan_N85.txt	10	0.487602	0.000000	0.000000
M_GC_11_lakemichigan_N86.txt	10	0.484234	0.000000	0.000000
M_GC_11_lakemichigan_N87.txt	11	0.509232	0.000000	0.000000
M_GC_11_lakemichigan_N88.txt	9	0.507903	0.000000	0.000000
M_GC_11_lakemichigan_N89.txt	13	0.490890	0.000000	0.000000
M_GC_11_lakemichigan_N9.txt	12	0.497575	0.000000	0.000000
M_GC_11_lakemichigan_N90.txt	8	0.501583	0.000000	0.000000
M_GC_11_lakemichigan_N91.txt	11	0.495029	0.000000	0.000000
M_GC_11_lakemichigan_N92.txt	11	0.496398	0.000000	0.000000
M_GC_11_lakemichigan_N93.txt	11	0.491123	0.000000	0.000000
M_GC_11_lakemichigan_N94.txt	10	0.495394	0.000000	0.000000
M_GC_11_lakemichigan_N95.txt	12	0.500233	0.000000	0.000000
M_GC_11_lakemichigan_N96.txt	11	0.503409	0.000000	0.000000
M_GC_11_lakemichigan_N97.txt	11	0.497687	0.000000	0.000000
M_GC_11_lakemichigan_N98.txt	15	0.490118	0.000000	0.000000
M_GC_11_lakemichigan_N99.txt	11	0.493771	0.000000	0.000000
M_GC_12_lakesuperior_N1.txt	11	0.465727	0.000000	0.000000
M_GC_12_lakesuperior_N10.txt	11	0.471262	0.000000	0.000000
M_GC_12_lakesuperior_N100.txt	10	0.465097	0.000000	0.000000
M_GC_12_lakesuperior_N11.txt	9	0.475595	0.000000	0.000000
M_GC_12_lakesuperior_N12.txt	15	0.469674	0.000000	0.000000
M_GC_12_lakesuperior_N13.txt	12	0.474656	0.000000	0.000000
M_GC_12_lakesuperior_N14.txt	10	0.479038	0.000000	0.000000
M_GC_12_lakesuperior_N15.txt	10	0.473820	0.000000	0.000000
M_GC_12_lakesuperior_N16.txt	12	0.475641	0.000000	0.000000
M_GC_12_lakesuperior_N17.txt	13	0.481221	0.000000	0.000000
M_GC_12_lakesuperior_N18.txt	12	0.467676	0.000000	0.000000
M_GC_12_lakesuperior_N19.txt	13	0.467495	0.000000	0.000000
M_GC_12_lakesuperior_N2.txt	11	0.473618	0.000000	0.000000
M_GC_12_lakesuperior_N20.txt	11	0.470130	0.000000	0.000000
M_GC_12_lakesuperior_N21.txt	13	0.459037	0.000000	0.000000
M_GC_12_lakesuperior_N22.txt	13	0.467541	0.000000	0.000000
M_GC_12_lakesuperior_N23.txt	13	0.471150	0.000000	0.000000
M_GC_12_lakesuperior_N24.txt	11	0.458529	0.000000	0.000000
M_GC_12_lakesuperior_N25.txt	12	0.473204	0.000000	0.000000
M_GC_12_lakesuperior_N26.txt	11	0.478147	0.000000	0.000000
M_GC_12_lakesuperior_N27.txt	12	0.473016	0.000000	0.000000
M_GC_12_lakesuperior_N28.txt	10	0.472912	0.000000	0.000000
M_GC_12_lakesuperior_N29.txt	13	0.463339	0.000000	0.000000
M_GC_12_lakesuperior_N3.txt	10	0.472055	0.000000	0.000000
M_GC_12_lakesuperior_N30.txt	9	0.478478	0.000000	0.000000
M_GC_12_lakesuperior_N31.txt	12	0.472414	0.000000	0.000000
M_GC_12_lakesuperior_N32.txt	10	0.466086	0.000000	0.000000
M_GC_12_lakesuperior_N33.txt	12	0.468829	0.000000	0.000000
M_GC_12_lakesuperior_N34.txt	11	0.467555	0.000000	0.000000
M_GC_12_lakesuperior_N35.txt	11	0.477103	0.000000	0.000000
M_GC_12_lakesuperior_N36.txt	10	0.468515	0.000000	0.000000
M_GC_12_lakesuperior_N37.txt	13	0.463301	0.000000	0.000000
M_GC_12_lakesuperior_N38.txt	12	0.476636	0.000000	0.000000
M_GC_12_lakesuperior_N39.txt	12	0.473194	0.000000	0.000000
M_GC_12_lakesuperior_N4.txt	12	0.470360	0.000000	0.000000
M_GC_12_lakesuperior_N40.txt	12	0.480664	0.000000	0.000000
M_GC_12_lakesuperior_N41.txt	9	0.475742	0.000000	0.000000
M_GC_12_lakesuperior_N42.txt	11	0.475091	0.000000	0.000000
M_GC_12_lakesuperior_N43.txt	12	0.471015	0.000000	0.000000
M_GC_12_lakesuperior_N44.txt	13	0.464808	0.000000	0.000000
M_GC_12_lakesuperior_N45.txt	14	0.466176	0.000000	0.000000
M_GC_12_lakesuperior_N46.txt	10	0.472083	0.000000	0.000000
M_GC_12_lakesuperior_N47.txt	12	0.476166	0.000000	0.000000
M_GC_12_lakesuperior_N48.txt	12	0.473747	0.000000	0.000000
M_GC_12_lakesuperior_N49.txt	10	0.477224	0.000000	0.000000
M_GC_12_lakesuperior_N5.txt	11	0.468407	0.000000	0.000000
M_GC_12_lakesuperior_N50.txt	11	0.478895	0.000000	0.000000
M_GC_12_lakesuperior_N51.txt	8	0.484103	0.000000	0.000000
M_GC_12_lakesuperior_N52.txt	12	0.479832	0.000000	0.000000
M_GC_12_lakesuperior_N53.txt	12	0.471060	0.000000	0.000000
M_GC_12_lakesuperior_N54.txt	11	0.469392	0.000000	0.000000
M_GC_12_lakesuperior_N55.txt	11	0.472358	0.000000	0.000000
M_GC_12_lakesuperior_N56.txt	10	0.470955	0.000000	0.000000
M_GC_12_lakesuperior_N57.txt	13	0.465793	0.000000	0.000000
M_GC_12_lakesuperior_N58.txt	11	0.480813	0.000000	0.000000
M_GC_12_lakesuperior_N59.txt	10	0.478467	0.000000	0.000000
M_GC_12_lakesuperior_N6.txt	13	0.465891	0.000000	0.000000
M_GC_12_lakesuperior_N60.txt	11	0.476713	0.000000	0.000000
M_GC_12_lakesuperior_N61.txt	11	0.464101	0.000000	0.000000
M_GC_12_lakesuperior_N62.txt	12	0.466980	0.000000	0.000000
M_GC_12_lakesuperior_N63.txt	10	0.471168	0.000000	0.000000
M_GC_12_lakesuperior_N64.txt	13	0.469716	0.000000	0.000000
M_GC_12_lakesuperior_N65.txt	10	0.476890	0.000000	0.000000
M_GC_12_lakesuperior_N66.txt	13	0.469883	0.000000	0.000000
M_GC_12_lakesuperior_N67.txt	11	0.473681	0.000000	0.000000
M_GC_12_lakesuperior_N68.txt	10	0.471523	0.000000	0.000000
M_GC_12_lakesuperior_N69.txt	10	0.470959	0.000000	0.000000
M_GC_12_lakesuperior_N7.txt	11	0.469629	0.000000	0.000000
M_GC_12_lakesuperior_N70.txt	13	0.476431	0.000000	0.000000
M_GC_12_lakesuperior_N71.txt	11	0.470158	0.000000	0.000000
M_GC_12_lakesuperior_N72.txt	14	0.471324	0.000000	0.000000
M_GC_12_lakesuperior_N73.txt	14	0.465362	0.000000	0.000000
M_GC_12_lakesuperior_N74.txt	11	0.471189	0.000000	0.000000
M_GC_12_lakesuperior_N75.txt	14	0.457516	0.000000	0.000000
M_GC_12_lakesuperior_N76.txt	10	0.480162	0.000000	0.000000
M_GC_12_lakesuperior_N77.txt	12	0.462681	0.000000	0.000000
M_GC_12_lakesuperior_N78.txt	10	0.473726	0.000000	0.000000
M_GC_12_lakesuperior_N79.txt	9	0.486052	0.000000	0.000000
M_GC_12_lakesuperior_N8.txt	13	0.467781	0.000000	0.000000
M_GC_12_lakesuperior_N80.txt	12	0.464373	0.000000	0.000000
M_GC_12_lakesuperior_N81.txt	15	0.463604	0.000000	0.000000
M_GC_12_lakesuperior_N82.txt	8	0.486804	0.000000	0.000000
M_GC_12_lakesuperior_N83.txt	13	0.474050	0.000000	0.000000
M_GC_12_lakesuperior_N84.txt	11	0.481938	0.000000	0.000000
M_GC_12_lakesuperior_N85.txt	12	0.475414	0.000000	0.000000
M_GC_12_lakesuperior_N86.txt	11	0.472765	0.000000	0.000000
M_GC_12_lakesuperior_N87.txt	12	0.467847	0.000000	0.000000
M_GC_12_lakesuperior_N88.txt	14	0.462556	0.000000	0.000000
M_GC_12_lakesuperior_N89.txt	10	0.477938	0.000000	0.000000
M_GC_12_lakesuperior_N9.txt	11	0.471617	0.000000	0.000000
M_GC_12_lakesuperior_N90.txt	13	0.463802	0.000000	0.000000
M_GC_12_lakesuperior_N91.txt	12	0.474847	0.000000	0.000000
M_GC_12_lakesuperior_N92.txt	11	0.469305	0.000000	0.000000
M_GC_12_lakesuperior_N93.txt	13	0.471478	0.000000	0.000000
M_GC_12_lakesuperior_N94.txt	11	0.479316	0.000000	0.000000
M_GC_12_lakesuperior_N95.txt	11	0.479971	0.000000	0.000000
M_GC_12_lakesuperior_N96.txt	11	0.471822	0.000000	0.000000
M_GC_12_lakesuperior_N97.txt	11	0.472027	0.000000	0.000000
M_GC_12_lakesuperior_N98.txt	14	0.474126	0.000000	0.000000
M_GC_12_lakesuperior_N99.txt	10	0.468077	0.000000	0.000000
M_GC_13_guandu_N1.txt	10	0.585477	0.000000	0.000000
M_GC_13_guandu_N10.txt	10	0.598494	0.000000	0.000000
M_GC_13_guandu_N100.txt	11	0.588479	0.000000	0.000000
M_GC_13_guandu_N11.txt	9	0.600668	0.000000	0.000000
M_GC_13_guandu_N12.txt	10	0.617230	0.000000	0.000000
M_GC_13_guandu_N13.txt	11	0.586512	0.000000	0.000000
M_GC_13_guandu_N14.txt	8	0.608794	0.000000	0.000000
M_GC_13_guandu_N15.txt	10	0.600047	0.000000	0.000000
M_GC_13_guandu_N16.txt	11	0.595518	0.000000	0.000000
M_GC_13_guandu_N17.txt	11	0.590472	0.000000	0.000000
M_GC_13_guandu_N18.txt	10	0.595880	0.000000	0.000000
M_GC_13_guandu_N19.txt	9	0.600461	0.000000	0.000000
M_GC_13_guandu_N2.txt	11	0.601806	0.000000	0.000000
M_GC_13_guandu_N20.txt	10	0.590963	0.000000	0.000000
M_GC_13_guandu_N21.txt	10	0.599115	0.000000	0.000000
M_GC_13_guandu_N22.txt	10	0.599943	0.000000	0.000000
M_GC_13_guandu_N23.txt	10	0.593370	0.000000	0.000000
M_GC_13_guandu_N24.txt	10	0.588867	0.000000	0.000000
M_GC_13_guandu_N25.txt	11	0.587987	0.000000	0.000000
M_GC_13_guandu_N26.txt	11	0.590730	0.000000	0.000000
M_GC_13_guandu_N27.txt	10	0.583743	0.000000	0.000000
M_GC_13_guandu_N28.txt	10	0.593111	0.000000	0.000000
M_GC_13_guandu_N29.txt	11	0.593732	0.000000	0.000000
M_GC_13_guandu_N3.txt	8	0.607629	0.000000	0.000000
M_GC_13_guandu_N30.txt	9	0.598960	0.000000	0.000000
M_GC_13_guandu_N31.txt	9	0.594457	0.000000	0.000000
M_GC_13_guandu_N32.txt	12	0.573573	0.000000	0.000000
M_GC_13_guandu_N33.txt	10	0.610139	0.000000	0.000000
M_GC_13_guandu_N34.txt	13	0.589618	0.000000	0.000000
M_GC_13_guandu_N35.txt	10	0.611588	0.000000	0.000000
M_GC_13_guandu_N36.txt	10	0.599218	0.000000	0.000000
M_GC_13_guandu_N37.txt	10	0.615936	0.000000	0.000000
M_GC_13_guandu_N38.txt	10	0.582216	0.000000	0.000000
M_GC_13_guandu_N39.txt	12	0.589488	0.000000	0.000000
M_GC_13_guandu_N4.txt	11	0.587340	0.000000	0.000000
M_GC_13_guandu_N40.txt	12	0.588867	0.000000	0.000000
M_GC_13_guandu_N41.txt	12	0.584183	0.000000	0.000000
M_GC_13_guandu_N42.txt	11	0.609855	0.000000	0.000000
M_GC_13_guandu_N43.txt	11	0.590575	0.000000	0.000000
M_GC_13_guandu_N44.txt	12	0.597045	0.000000	0.000000
M_GC_13_guandu_N45.txt	10	0.582268	0.000000	0.000000
M_GC_13_guandu_N46.txt	9	0.594793	0.000000	0.000000
M_GC_13_guandu_N47.txt	10	0.583898	0.000000	0.000000
M_GC_13_guandu_N48.txt	10	0.622794	0.000000	0.000000
M_GC_13_guandu_N49.txt	9	0.607396	0.000000	0.000000
M_GC_13_guandu_N5.txt	12	0.592930	0.000000	0.000000
M_GC_13_guandu_N50.txt	9	0.610553	0.000000	0.000000
M_GC_13_guandu_N51.txt	11	0.587961	0.000000	0.000000
M_GC_13_guandu_N52.txt	10	0.598054	0.000000	0.000000
M_GC_13_guandu_N53.txt	11	0.599943	0.000000	0.000000
M_GC_13_guandu_N54.txt	11	0.604524	0.000000	0.000000
M_GC_13_guandu_N55.txt	11	0.594069	0.000000	0.000000
M_GC_13_guandu_N56.txt	11	0.602350	0.000000	0.000000
M_GC_13_guandu_N57.txt	10	0.595570	0.000000	0.000000
M_GC_13_guandu_N58.txt	9	0.631334	0.000000	0.000000
M_GC_13_guandu_N59.txt	9	0.615418	0.000000	0.000000
M_GC_13_guandu_N6.txt	10	0.599063	0.000000	0.000000
M_GC_13_guandu_N60.txt	9	0.589333	0.000000	0.000000
M_GC_13_guandu_N61.txt	10	0.601263	0.000000	0.000000
M_GC_13_guandu_N62.txt	11	0.597588	0.000000	0.000000
M_GC_13_guandu_N63.txt	11	0.597433	0.000000	0.000000
M_GC_13_guandu_N64.txt	12	0.580560	0.000000	0.000000
M_GC_13_guandu_N65.txt	11	0.596656	0.000000	0.000000
M_GC_13_guandu_N66.txt	11	0.602117	0.000000	0.000000
M_GC_13_guandu_N67.txt	12	0.590446	0.000000	0.000000
M_GC_13_guandu_N68.txt	9	0.604032	0.000000	0.000000
M_GC_13_guandu_N69.txt	12	0.581310	0.000000	0.000000
M_GC_13_guandu_N7.txt	11	0.589410	0.000000	0.000000
M_GC_13_guandu_N70.txt	10	0.604834	0.000000	0.000000
M_GC_13_guandu_N71.txt	10	0.608276	0.000000	0.000000
M_GC_13_guandu_N72.txt	10	0.602712	0.000000	0.000000
M_GC_13_guandu_N73.txt	13	0.582061	0.000000	0.000000
M_GC_13_guandu_N74.txt	10	0.592102	0.000000	0.000000
M_GC_13_guandu_N75.txt	9	0.598468	0.000000	0.000000
M_GC_13_guandu_N76.txt	11	0.592490	0.000000	0.000000
M_GC_13_guandu_N77.txt	13	0.587418	0.000000	0.000000
M_GC_13_guandu_N78.txt	11	0.583898	0.000000	0.000000
M_GC_13_guandu_N79.txt	11	0.583614	0.000000	0.000000
M_GC_13_guandu_N8.txt	13	0.585736	0.000000	0.000000
M_GC_13_guandu_N80.txt	9	0.600202	0.000000	0.000000
M_GC_13_guandu_N81.txt	12	0.586253	0.000000	0.000000
M_GC_13_guandu_N82.txt	11	0.611071	0.000000	0.000000
M_GC_13_guandu_N83.txt	11	0.592956	0.000000	0.000000
