"Kunzea_muelleri"	"Aciphylla_glacialis"	"Hypochoeris_radicata"	"Orites_lancifolia"	"Prostanthera_cuneata"	"Craspedia_sp1_M_PL_019"	"Gentianella_diemensis"	"Wahlenbergia_ceracea"	"Microseris_lanceolata"	"Helichrysum_scorpioides"	"Baeckia_gunniana"	"Celmisia_longifolia"	"Epacris_petrophila"	"Oxylobium_ellipticum"	"Senecio_lautus"	"Euphrasia_collina"	"Helipterum_albicans"	"Senecio_gunnii"	"Achillea_millefolium"	"Richea_continentis"	"Leucopogon_montanus"	"Phebalium_ovatifolium"	"Helichrysum_alpinum"	"Brachycome_scapigera"	"Pentachondra_pumila"	"Pimelea_ligustrina"	"Prasophyllum_alpinum"	"Asperula_gunnii"	"Leptorhynchos_squamatus"	"Neopaxia_australasica"	"Olearia_phlogopappa"	"Epilobium_gunnianum"	"Brachycome_stolonifera"	"Epacris_microphylla"	"Senecio_pectinatus"	"Stylidium_graminifolium"	"Aciphylla_simplicifolia"	"Brachycome_scapiformis"	"Brachycome_sp1_M_PL_019"	"Stackhousia_pulvinaris"	"Leioproctus_sp1_M_PL_019"	"Incurviseta_sp1_M_PL_019"	"Unientified_sp1_M_PL_019"	"Lasioglossum_sp6_M_PL_019"	"Dilophus_sp1_M_PL_019"	"Exonera_sp1_M_PL_019"	"Calliphora_sp2_M_PL_019"	"Musca_vetustissima"	"Poecilohetaerus_sp1_M_PL_019"	"Comptosia_sylvana"	"Melangyna_sp1_M_PL_019"	"Pelecorhychus_rubidus"	"Tephritis_sp2_M_PL_019"	"Prosena_sp1_M_PL_019"	"Lasioglossum_sp8_M_PL_019"	"Tephritis_sp1_M_PL_019"	"Lasioglossum_sp1_M_PL_019"	"Coenosia_sp2_M_PL_019"	"Unidentified_sp1_M_PL_019"	"Empis_sp3_M_PL_019"	"Lasioglossum_sp2_M_PL_019"	"Senostoma_sp2_M_PL_019"	"Villa_sp1_M_PL_019"	"Alophera_sp1_M_PL_019"	"Calliphora_sp3_M_PL_019"	"Eristalis_tenax"	"Lasioglossum_sp9_M_PL_019"	"Leioproctus_sp2_M_PL_019"	"Unidentified_sp5_M_PL_019"	"Empis_sp5_M_PL_019"	"Sapromyza_sp1_M_PL_019"	"Apis_mellifera"	"Euryglossa_sp1_M_PL_019"	"Lasioglossum_sp3_M_PL_019"	"Lasioglossum_sp5_M_PL_019"	"Leioproctus_sp4_M_PL_019"	"Rivellia_sp1_M_PL_019"	"Scaptomyza_australis"	"Senostoma_sp3_M_PL_019"	"Tabanus_froggatti"	"Unidentified_sp8_M_PL_019"	"Unientified_sp2_M_PL_019"	"Unientified_sp3_M_PL_019"	"Calliphora_stygia"	"Coenosia_sp1_M_PL_019"	"Empis_sp4_M_PL_019"	"Euryglossa_sp2_M_PL_019"	"Helina_sp1_M_PL_019"	"Helina_sp2_M_PL_019"	"Hydrellia_sp1_M_PL_019"	"Lasioglossum_sp4_M_PL_019"	"Senostoma_sp1_M_PL_019"	"Unidentified_sp6_M_PL_019"	"Unidentified_sp7_M_PL_019"	"Calliphora_fulvicoxa"	"Calliphora_hilli"	"Calliphora_sp1_M_PL_019"	"Chaetophthalamus_dorsalis"	"Chloromerus_sp1_M_PL_019"	"Diostracus_sp1_M_PL_019"	"Empis_sp2_M_PL_019"	"Empis_sp6_M_PL_019"	"Euryglossa_sp3_M_PL_019"	"Hylaeus_semipersonatus"	"Hylaeus_sp1_M_PL_019"	"Hyphesma_sp1_M_PL_019"	"Incurviseta_sp2_M_PL_019"	"Lasioglossum_sp10_M_PL_019"	"Lasioglossum_sp11_M_PL_019"	"Lasioglossum_sp7_M_PL_019"	"Leioproctus_sp3_M_PL_019"	"Leioproctus_sp5_M_PL_019"	"Limnophora_sp1_M_PL_019"	"Megachile_sp1_M_PL_019"	"Phytoliriomyza_sp1_M_PL_019"	"Prohardya_carinata"	"Rutilia_sp1_M_PL_019"	"Scaptia_alpina"	"Sphenella_marginata"	"Syrphus_sp1_M_PL_019"	"Tapeigaster_nigricornis"	"Unidentified_sp2_M_PL_019"	"Unidentified_sp3_M_PL_019"	"Unidentified_sp4_M_PL_019"	"Unientified_sp4_M_PL_019"
"Kunzea_muelleri"	1.0008411210933	2.43472109212269e-06	0.000844486135237202	0.000848911913404573	0.000846850755483457	0.000847635384328444	2.57682709474879e-06	0.000845356301238197	0.000845042883405461	5.80406144428196e-07	2.75398706843246e-06	0.000387916613039362	0.000845706472196985	0.000846431534267253	0.000459616575151689	0.000388051030266214	2.03286097700846e-06	3.9113417381179e-07	0.000388270339626679	0.000457582917687198	0.000386993115488718	1.81795292995701e-06	6.73524866454461e-07	1.0426479753718e-06	4.84938712007618e-07	1.07548752205824e-06	1.2966228810353e-06	1.34198763413826e-07	5.80406144428196e-07	1.34198763413826e-07	4.17009528946921e-07	7.24468014032367e-07	5.25577588080762e-07	2.09276458848249e-09	2.56302623635661e-07	3.86103178138866e-07	0	2.98558549903685e-07	2.83481759350164e-07	1.33527769596756e-07	0.0501135355106721	5.63865771998455e-05	6.10202061413897e-05	0.0501206547077782	1.55389199538857e-05	2.65474411785876e-05	3.23129957334121e-05	3.10211727161498e-05	1.86938877435459e-05	3.4177814817285e-06	2.03753285882217e-05	2.96044938485269e-05	1.29641408317014e-05	2.55133583415148e-05	3.60216703415263e-05	4.50031320113849e-06	4.07357635956929e-05	1.72124191777029e-08	1.04825478358811e-05	1.19423419961474e-05	5.54671913752398e-06	4.48787814726843e-06	2.66392823818895e-08	1.00079580024105e-05	9.46276115065686e-06	4.48812605293801e-06	5.57892947620833e-06	3.34569879940478e-05	3.87398982782367e-06	2.01580642545073e-05	1.05286960166403e-05	2.68871880514561e-08	1.37437660974413e-05	7.72704246838667e-06	1.15251798674451e-05	3.41382718291786e-06	7.06184826282934e-06	8.46699518048222e-06	3.68073515437842e-08	7.07446512839273e-06	1.7317057407127e-08	4.85063787832768e-06	4.87277170643789e-06	3.39564765361829e-06	1.34198763413825e-08	3.77934676491732e-08	1.10904797833206e-05	1.04432015885932e-05	2.69111934178552e-08	2.21338281102063e-08	9.44458162135728e-06	8.29137699115062e-06	3.412860072796e-06	4.48209182439399e-06	1.81795292995701e-08	1.81795292995701e-08	3.39564765361829e-06	6.04893396773899e-06	1.30378057937263e-08	1.852318401479e-08	4.46123886488655e-06	1.81795292995701e-08	5.54671913752398e-06	1.20720411915066e-05	1.72124191777029e-08	7.6948321297023e-06	7.04755393497488e-06	5.54671913752398e-06	1.143957294218e-05	7.6948321297023e-06	1.20720411915066e-05	3.39564765361829e-06	4.46123886488655e-06	1.93051589069433e-08	1.68381216613615e-08	3.39564765361829e-06	3.39564765361829e-06	1.69405081417371e-08	0	3.39564765361829e-06	1.72124191777029e-08	7.04755393497488e-06	2.21338281102063e-08	3.39564765361829e-06	1.69405081417372e-08
"Aciphylla_glacialis"	4.42676562204125e-07	1.0039952708862	0.000659747539076786	0.000957412592823576	7.85496027645352e-05	0.000425585316759621	0.00019174312957726	0.000120231800093662	4.27384316254018e-05	4.20821290205955e-05	0.000421800670635943	0.000202304846351276	0.000390339644605951	7.8007140530776e-05	0.000109221654139939	0.000642079529850954	0.000389869412501488	0.000107656433166347	6.62146061449951e-07	5.78485852682039e-07	0.000267453571964003	0.000119378913927584	0.000191097993885783	4.25013603242857e-05	8.46651424039471e-07	4.22034716098581e-05	0.000108072091721595	6.58709443656744e-05	4.20821290205955e-05	6.58709443656744e-05	6.57049794991916e-05	8.35406231057006e-05	4.19762650334241e-05	2.2400192304877e-07	4.17559887452801e-05	1.08787059974318e-07	0	2.9233533789621e-07	1.63389855345577e-07	6.5541589643846e-05	1.97493603840088e-05	0.00918631752396161	0.009161989182293	3.42077999054349e-05	1.26324503694054e-05	1.30771556255175e-05	2.64331545772903e-05	0.00916549375631363	0.00917582255013845	0.00913105938570036	1.15955591976902e-05	8.86118550258112e-06	1.30456110126149e-05	1.47050869811019e-05	1.39078722094935e-05	0.0091327185698197	2.17828424952414e-05	2.63625419147465e-06	0.00913694847026355	1.16934135158484e-05	9.45922944928502e-09	5.50576751911399e-06	3.26584479932652e-06	2.24938194923677e-06	5.5845081017454e-06	3.29500951003393e-06	2.40624834916503e-06	5.3236524527961e-06	6.81227944196732e-06	8.06474240118444e-06	4.34487833555694e-06	1.05508679024645e-06	1.27022441418231e-06	3.1059449427228e-06	3.24729374023338e-06	5.02343951057014e-06	3.63818585892183e-06	0.00913382721071982	2.74887626002248e-06	5.9060175916717e-06	2.64745428762708e-06	8.02599412313694e-06	0.00913525572945221	3.82965037129431e-06	6.58709443656743e-06	4.09893897733145e-06	4.53880619430136e-06	7.08248074301056e-06	2.65318721995544e-06	0.00912722973532906	4.39071896246956e-06	3.15010317095364e-06	6.46590456276896e-06	3.0899499262732e-06	1.19378913927584e-06	1.19378913927584e-06	3.8296503712943e-06	5.61068591175252e-07	3.58854777221157e-06	1.54388702459421e-06	2.23992271978748e-06	1.19378913927584e-06	9.45922944928501e-09	6.10549023220027e-07	2.63625419147465e-06	7.09155823007054e-07	3.25283037171626e-06	9.45922944928502e-09	1.4462146317051e-08	7.09155823007054e-07	6.10549023220027e-07	3.8296503712943e-06	2.23992271978748e-06	5.43935299871588e-09	4.77744984714456e-06	3.8296503712943e-06	3.82965037129431e-06	3.24891177084573e-06	0	3.82965037129431e-06	2.63625419147465e-06	3.25283037171626e-06	0.00912722973532906	3.82965037129431e-06	3.24891177084573e-06
"Hypochoeris_radicata"	0.00016889722704744	0.000725722292984464	1.0017042773294	0.00039466950375871	0.000423037605635714	0.000864903576164712	0.000533173180588896	0.000695140925504225	0.000359883227557752	0.000297261888305684	0.000391325036954995	0.000466660397352117	0.000346305546451556	0.000422601940127935	0.000450681483000811	0.000352391686474497	9.35072792516185e-05	4.63919350650705e-05	7.86972267678803e-05	9.21608563578547e-05	0.000299239399427071	0.000131136659929986	0.000138015880445735	4.68397705540604e-05	6.93861185672025e-07	4.66167970380514e-05	4.71303981943944e-05	2.59732795051512e-07	0.000297261888305684	2.59732795051512e-07	4.87546695698829e-07	9.18244736435959e-05	4.62341479479649e-05	1.89232810829456e-07	4.5978861150444e-05	3.47146480904227e-07	0	3.16880165608233e-07	2.29112564622575e-07	2.58434131076254e-07	0.0100583615797476	0.0101153494530977	0.010062683467496	0.0100694849219201	0.0100319460605782	2.34556908297087e-05	3.06344157025186e-05	0.0100576900009411	3.61807783506756e-05	8.1761534058027e-06	1.71762846065003e-05	1.17758347230403e-05	0.0100513210862096	2.06201308160317e-05	0.0100388806865115	1.19288268029421e-05	0.0100473541672533	2.44578148096872e-06	1.35078144405344e-05	1.26752066243293e-05	1.124246096684e-06	5.34522863588768e-06	7.93104550810261e-07	5.67637018176144e-06	5.91174179744694e-06	5.71754401102872e-06	7.78891085404519e-06	2.22635303041757e-05	6.99456505678573e-06	1.24796451098406e-05	8.24711267096673e-06	1.16541992595128e-06	6.86353300245711e-06	1.05065005767061e-05	1.03623224549912e-05	2.89004461433469e-06	8.23862252683726e-06	0.0100236402486847	1.99411964261839e-06	5.34553825844513e-06	2.45524312151019e-06	4.40489608093122e-06	1.10023714716991e-05	1.57867801503484e-06	2.59732795051512e-08	1.71602273817803e-06	5.4205138343797e-06	4.46455756879781e-06	2.45965870468216e-06	6.59747539076786e-06	4.60037519814708e-06	8.30780311008418e-06	4.02445949600356e-06	5.48891949615864e-06	1.31136659929986e-06	1.31136659929986e-06	1.57867801503484e-06	3.02169718311224e-06	1.54639783550235e-06	6.73291402777063e-07	4.55212408507743e-06	1.31136659929986e-06	1.124246096684e-06	5.14118896511074e-06	2.44578148096872e-06	3.84183581934486e-06	2.88587955376297e-06	1.124246096684e-06	2.30402140894637e-06	3.84183581934486e-06	5.14118896511074e-06	1.57867801503484e-06	4.55212408507743e-06	1.73573240452114e-08	3.45039701114338e-06	1.57867801503484e-06	1.57867801503484e-06	7.7922732709682e-07	0	1.57867801503484e-06	2.44578148096872e-06	2.88587955376297e-06	6.59747539076786e-06	1.57867801503484e-06	7.7922732709682e-07
"Orites_lancifolia"	6.79129530723658e-05	0.000421261540842373	0.000157867801503484	1.00468006138814	0.000563849519005544	0.000122090411736802	0.000118579231891937	0.000178972847990294	8.69524511997921e-05	1.8563147810854e-05	0.000421662407919445	0.000187826019107199	0.000556236040814872	0.000452528441753426	0.000243792513486391	0.000112931508591663	0.000129412093996448	4.75143280914009e-05	3.15713503782183e-05	0.000151567712250559	0.000182774295866865	0.00048065800269847	8.43577675966154e-05	0.000110136272160226	6.31471079262249e-07	9.95415618290641e-05	8.17526365917549e-05	2.9039938225801e-05	1.8563147810854e-05	2.9039938225801e-05	2.90452894077395e-05	0.00010407059284332	5.2196255620315e-05	3.32303260575167e-07	1.84612084630909e-05	7.16114602121927e-08	0	1.38808879869961e-07	1.5055087306748e-07	2.8894738534672e-05	0.00404566825952461	0.00406146586188	0.00405098697827591	0.00404743959269665	7.1877488630997e-06	0.00403677999980752	0.00404820565886689	0.00404700187978471	0.00404526339485408	0.00402254989592385	0.00403435852638268	0.0040337471726697	4.07757391052446e-06	1.35495785760732e-05	1.50774837422373e-05	5.55066560233559e-06	9.88036593873918e-06	2.63539004949653e-06	0.00402982058631347	5.55235519479843e-06	4.51019291117404e-07	1.73364465262653e-06	1.09106353822231e-06	1.09360040552163e-06	0.00402755432214387	3.13112016013083e-06	1.93325968976661e-06	9.43530023198466e-06	5.7580578667721e-06	1.12326714210054e-05	5.83797248718318e-06	2.4885390457266e-06	8.14139148935647e-06	5.59613532368036e-06	2.13760208733395e-06	0.00402352682557954	4.12683044941565e-06	5.40832838632914e-06	5.99108999846709e-06	7.28331981120571e-06	2.65200521252529e-06	1.41164385739579e-06	5.2412942286901e-06	0.00401872024555256	2.9039938225801e-06	3.28115955984158e-06	0.00402283414047759	0.00402335554589268	2.64801947108178e-06	3.8296503712943e-06	0.00402274774211688	2.67418539345748e-06	0.00402135563560205	2.84530655760874e-06	4.8065800269847e-06	4.8065800269847e-06	0.00401872024555256	4.02749656432532e-06	1.58381093638003e-06	1.16789480845364e-06	6.42581114404222e-07	4.80658002698469e-06	4.51019291117404e-07	1.24217787428274e-06	2.63539004949653e-06	4.11389492503115e-06	4.63530034012393e-06	4.51019291117404e-07	3.78919280626399e-06	4.11389492503115e-06	1.24217787428274e-06	0.00401872024555256	6.42581114404222e-07	3.58057301060963e-09	2.10894418991538e-06	0.00401872024555256	0.00401872024555256	1.07843411663707e-06	0	0.00401872024555256	2.63539004949653e-06	4.63530034012393e-06	3.8296503712943e-06	0.00401872024555256	1.07843411663707e-06
"Prostanthera_cuneata"	0.00012097867935478	6.17175450292776e-05	0.000302169718311224	0.00100687414108133	1.00283761595223	0.000767096101437514	1.85045644875941e-06	0.000608117092160808	0.00026589882527278	3.87753585988815e-07	2.19883705854684e-06	0.000435640515885047	0.000362431429418305	0.000781848013723738	0.000633094576294049	0.000116599765235341	0.000364240404480036	3.68270071945043e-07	0.000136453228533456	6.6240541986939e-05	0.00011636625160643	0.000404097785433031	6.2211574936449e-07	0.000103685247150066	7.00149208021162e-07	7.31514029458571e-07	0.000320420707135045	1.5752204035185e-07	3.87753585988815e-07	1.5752204035185e-07	8.01593203416086e-05	0.000120116285827929	4.57859927360625e-07	2.89172573225505e-07	2.10308074888469e-07	3.05536588489131e-07	0	1.63881760193761e-07	8.00025859114586e-05	1.5673443015009e-07	0.00720618727374204	4.62677764754632e-05	0.00720363040042103	0.00721082517442621	8.12621305501105e-06	0.00719176607237858	2.97062222966587e-05	2.78869750447771e-05	2.19428202210127e-05	4.58856515550057e-06	0.00718664677486631	1.58297690922248e-05	7.09782044401383e-06	0.00720023273203127	0.00718879180660828	7.63375319747826e-06	2.26816580736773e-05	1.37427316159177e-08	7.6225697989357e-06	6.55527040775046e-06	1.94933183619222e-06	7.08668759046342e-06	3.04933968816072e-06	5.98667973849494e-06	0.00717119430264885	4.05563575303917e-06	1.97246254180171e-06	0.00718130516134971	8.33887055556038e-06	0.00717424906928069	0.00717174061480585	1.82878507364643e-08	0.00717023353744587	7.13083992127984e-06	9.12026716640057e-06	8.06847441865563e-06	5.08138516628932e-06	3.58276577428749e-06	8.63287515634937e-06	3.04800762759555e-06	2.8201360277193e-08	1.45749706544176e-06	2.01856565661701e-06	4.02749656432532e-06	1.5752204035185e-08	5.10904164700162e-06	1.11352057799957e-05	7.04775847614453e-06	2.7745715776341e-08	5.61068591175251e-07	0.00716715332479452	9.31313603808645e-06	4.04123929594124e-06	6.11105284530403e-06	4.04097785433031e-06	4.04097785433031e-06	4.02749656432532e-06	0.0071631258282302	1.22756690648348e-08	4.57743867335779e-06	4.03734790230271e-06	4.04097785433031e-06	1.94933183619223e-06	3.79855464675399e-06	1.37427316159177e-08	7.10770921567035e-06	3.02026191181921e-06	1.94933183619223e-06	1.65601354967348e-06	7.10770921567035e-06	3.79855464675399e-06	4.02749656432532e-06	4.03734790230271e-06	1.52768294244566e-08	1.55528937341122e-08	4.02749656432532e-06	4.02749656432532e-06	3.03533670400029e-06	0	4.02749656432532e-06	1.37427316159177e-08	3.02026191181921e-06	5.61068591175251e-07	4.02749656432532e-06	3.0353367040003e-06
"Craspedia_sp1_M_PL_019"	8.9224777297731e-05	0.000246391499176623	0.000455212408507743	0.000160645278601055	0.000565228706322379	1.00343847173198	0.000101390359575027	0.000517341970944494	0.000296142712914137	0.000156856868695117	2.63981988909459e-05	0.000257340536816911	0.000135012297577774	0.000223335477681756	0.000667448417749869	0.000186033909761891	0.000414466569293511	2.45599014817901e-05	0.000366204103514247	4.88940219280708e-05	0.000110039055090851	6.97345638270768e-05	2.47179794588009e-05	0.000289707002301428	0.000177290049159653	0.000289713992883815	0.000260585526916693	1.59286011794606e-07	0.000156856868695117	1.59286011794606e-07	5.92230057302749e-05	4.44329892748727e-07	2.45421588023318e-05	1.56233611293642e-07	2.43195455617819e-05	0.000177367996559397	0	1.70466057801909e-07	5.90645161485393e-05	1.58489581735633e-07	0.00531343004532149	0.00535030002359201	0.0053087267454407	0.00531971281332507	1.02956754140378e-05	1.59708315667383e-05	2.67135888659928e-05	1.95964303300065e-05	2.21885414429887e-05	2.8825038341917e-06	2.44985560175719e-05	1.22632064888957e-05	0.00530149292533341	0.00531580645336853	0.0053011132724216	0.00528694892517606	0.00530350390525422	1.64988743068412e-07	4.17259505707489e-06	6.81864231207636e-06	5.23148719306068e-06	0.00528825480343945	6.99968906063899e-06	0.00528648660157189	5.3772746549777e-06	0.00528849796420092	6.4988666877485e-06	0.00529939632570473	1.2726747951623e-05	1.29275215507675e-05	0.00528901511266565	7.24284982209538e-06	6.06767042668232e-06	3.29770201906744e-06	0.005294434697298	1.33992675267499e-06	4.47617183427253e-06	6.7920468048649e-06	4.42780770335963e-06	4.83589220607626e-06	1.72800423633094e-07	2.32542387202364e-06	4.56534659181113e-06	6.42581114404222e-07	1.59286011794606e-08	9.24802812347448e-06	2.67290363878383e-06	1.767683594219e-06	3.71078972626149e-06	2.23992271978748e-06	4.67992901670693e-06	0.00528681718452673	8.07569857472634e-07	0.00528704925442485	6.97345638270768e-07	6.97345638270768e-07	6.42581114404221e-07	4.03734790230271e-06	8.18663382726337e-07	3.72265038452418e-06	0.00528125511437883	6.97345638270768e-07	5.23148719306068e-06	4.23061018448766e-06	1.64988743068412e-07	2.0303225243796e-06	1.12510247981478e-06	5.23148719306068e-06	1.22235054820177e-06	2.0303225243796e-06	4.23061018448766e-06	6.42581114404221e-07	0.00528125511437882	8.86839982796984e-06	6.17949486470023e-07	6.42581114404221e-07	6.42581114404221e-07	3.45388807744592e-06	0	6.42581114404221e-07	1.64988743068412e-07	1.12510247981478e-06	2.23992271978748e-06	6.42581114404222e-07	3.45388807744592e-06
"Gentianella_diemensis"	6.44206773687197e-07	0.000263646803168732	0.000666466475736119	0.000370560099662303	3.23829878532896e-06	0.00024080210399069	1.00211236193559	0.000552773575634605	0.000238177776500584	5.76506907482937e-05	0.000683162124259938	0.0001731617550258	0.000221364955353055	0.000630274420476148	0.000433406986996684	0.000328234587990516	0.000220924145919083	0.000147700636946302	0.000630639978373751	0.000105517926509656	0.000366828469204831	0.000163496177013647	0.000262097830656669	0.000162730947076279	8.59326553757105e-07	5.78513935922539e-05	0.000252908462415637	9.0351797562505e-05	5.76506907482937e-05	9.0351797562505e-05	9.01931285191579e-05	0.000114551754432445	0.000162015005083918	3.90044676806108e-07	5.73082629151217e-05	1.97108253634549e-07	0	3.25291781707463e-07	2.93089944465372e-07	8.99000385746925e-05	3.13027602974379e-05	0.0126078178413267	3.83405676574046e-05	4.67527093187273e-05	0.0125419453986925	1.90481905339055e-05	0.0125648090602556	0.0125657713049235	0.012586005400457	3.87902951836496e-06	1.64541577205072e-05	1.31409488213465e-05	1.36971133268784e-05	2.63780950018835e-05	1.97704066656831e-05	5.50520316372928e-06	0.0125500602118164	4.26976327662461e-06	9.99350075626503e-06	1.30116712682985e-05	9.00914254819645e-06	3.12560057508867e-06	1.85822108040084e-06	1.02765220428843e-05	3.14033287439517e-06	2.71366433449419e-06	0.0125354136667431	1.29112212198521e-05	9.73970924866448e-06	8.31531967983237e-06	4.90348823480643e-06	1.44628483980635e-06	5.75289816448357e-06	0.0125321342916538	5.88368137099128e-06	3.11720216878568e-06	8.87620974024633e-06	9.06145387707693e-06	5.26744203848586e-06	6.13165776897522e-06	4.28926551046491e-06	4.10293234988146e-06	6.4997214695972e-06	1.48224039864921e-06	9.03517975625049e-06	5.09565349085127e-06	7.21200785752329e-06	3.32694835992467e-06	4.28694980769976e-06	2.39678911971574e-06	1.5053711042587e-06	4.87910438632688e-06	5.75200367527383e-06	4.52199843621342e-06	1.63496177013647e-06	1.63496177013647e-06	1.48224039864921e-06	2.31307056094926e-08	4.92335456487672e-06	3.6129780345091e-06	1.26737949468784e-06	1.63496177013647e-06	9.00914254819644e-06	3.40253966429406e-06	4.26976327662461e-06	5.72976745887408e-06	1.84470796127546e-06	9.00914254819644e-06	2.6379481627414e-06	5.72976745887408e-06	3.40253966429406e-06	1.48224039864921e-06	1.26737949468784e-06	9.85541268172744e-09	6.55244576641672e-06	1.48224039864921e-06	1.48224039864921e-06	1.84103454932569e-06	0	1.48224039864921e-06	4.26976327662461e-06	1.84470796127546e-06	2.39678911971574e-06	1.48224039864921e-06	1.84103454932569e-06
"Wahlenbergia_ceracea"	0.000140892716873033	0.00011021248341919	0.000579284104586854	0.00037286009997978	0.000709469940854277	0.000819124787328781	0.000368515717089737	1.00198017497772	0.000467620947241677	3.85950437696698e-05	0.000878954774958553	0.00017390465759394	0.000422126638381584	0.000212871348033292	0.000523371718420826	0.000503245514289874	0.000331198088494893	3.85818557725325e-05	6.56513089845312e-05	7.69714720618703e-05	0.000173520215386352	0.000229253340667089	3.88324936855277e-05	0.000158765656990775	1.26898763306887e-06	3.88038037425048e-05	3.94566873354606e-05	2.08335708346996e-07	3.85950437696698e-05	2.08335708346996e-07	4.35413120967332e-07	5.38279099703067e-07	3.85376653769834e-05	3.71427661383849e-07	3.82459555568188e-05	0.000280340468945376	0	0.000209564381647947	2.28119091162071e-07	2.07294029805261e-07	0.00839196146739054	0.00841411022250012	0.00838691220435605	0.00839828055021452	0.00836572754633396	1.53669741007898e-05	3.5005178419766e-05	3.10379151158894e-05	2.90211641727365e-05	2.4933720673663e-06	0.0083689831359197	9.83873835457162e-06	1.39635285140396e-05	2.05307182045864e-05	2.39526438829582e-05	8.07309882944207e-06	0.00838187756124345	5.49346734349096e-06	1.15045613973705e-05	0.0083825752659179	9.37875842636159e-07	7.09654691465626e-06	2.78536382345215e-06	5.24905893384027e-06	8.85161624126342e-06	5.28127818476674e-06	5.54432230625786e-06	0.00837025534724001	1.26402621537833e-05	0.00836118013997297	9.94249248781266e-06	9.7009509356262e-07	7.00283650770333e-06	6.54164053665164e-06	0.00836816299801946	3.78397380659001e-06	0.00835532825882448	6.79477271331572e-06	2.87477175167523e-06	9.03656908266553e-06	5.51203872656015e-06	6.29056892862344e-06	7.29250059607063e-06	1.49144039991912e-06	2.08335708346996e-08	5.93529721060627e-06	3.42663447294904e-06	5.00916238643231e-06	5.51884709615234e-06	1.00193166744719e-06	6.55908283459252e-06	8.67261407804433e-06	6.98490774341008e-06	7.48649623101961e-06	2.29253340667089e-06	2.29253340667089e-06	1.49144039991912e-06	5.06764243467341e-06	1.28606185908441e-06	5.63666961935152e-07	4.31118309120412e-06	2.29253340667089e-06	9.37875842636159e-07	6.68029924630967e-06	5.49346734349096e-06	1.93519407302992e-06	3.5177219865132e-06	9.37875842636159e-07	1.92428680154676e-06	1.93519407302992e-06	6.68029924630967e-06	1.49144039991912e-06	4.31118309120411e-06	1.40170234472688e-05	9.70812342138193e-07	1.49144039991912e-06	1.49144039991912e-06	2.75998407079077e-06	0	1.49144039991912e-06	5.49346734349096e-06	3.5177219865132e-06	1.00193166744719e-06	1.49144039991912e-06	2.75998407079077e-06
"Microseris_lanceolata"	0.000241440823830132	6.71603925542029e-05	0.000514118896511074	0.000310544468570686	0.00053179765054556	0.000803815935052656	0.000272203173143525	0.000801635909557161	1.00366694831658	6.58567305783265e-05	6.76644258047145e-05	0.000177483797184894	0.00024342175477695	0.000243808891721124	0.000690836252678241	0.000382913923749363	1.72446999916582e-06	6.5848857420711e-05	0.000111903532058729	0.00013151713520752	0.000177002012943524	6.67949122571033e-05	6.59762950871571e-05	6.62921062679776e-05	4.01471956895999e-07	6.6125860496431e-05	6.64991019875943e-05	1.72429604188965e-07	6.58567305783265e-05	1.72429604188965e-07	3.81842074247339e-07	4.41521531081144e-07	6.56688992688948e-05	7.53904698156177e-08	6.54577937731406e-05	3.66137900362327e-07	0	2.97985612893639e-07	2.10274618079319e-07	1.7156745616802e-07	0.0143845539900197	0.0144007146300909	3.6888228568922e-05	0.0143873796551666	1.56469305369939e-05	1.55717046570286e-05	2.5332659490516e-05	2.00192432143734e-05	2.40194438635228e-05	1.85272689750277e-06	1.94861623709221e-05	1.04282118602148e-05	1.5957472207431e-05	1.89247156271387e-05	2.36792498557902e-05	4.85552979103408e-06	0.0143680972925448	4.22902661279465e-07	4.30414418192349e-06	1.19194245157455e-05	1.59862188655327e-06	4.25301020695196e-06	2.24000224643018e-08	5.82923207104094e-06	5.70868164360778e-06	5.88375669689845e-06	5.00116155084732e-06	0.0143585656945153	6.20227145606245e-06	1.25217390995313e-05	8.97915200249301e-06	1.65314651241077e-06	6.01499911694604e-06	5.6189841344861e-06	1.09292163258155e-05	1.91012699685378e-06	7.10320190758914e-06	5.75173798833076e-06	1.62170581731316e-06	2.45944672355863e-06	4.26672184770246e-07	4.78642404686704e-06	5.39697307008707e-06	1.24217787428274e-06	1.72429604188965e-08	1.34021270868594e-06	3.45862234447479e-06	3.27069249742399e-06	4.30932100417386e-07	6.10549023220026e-07	5.04073252103674e-06	9.98757895680634e-06	1.66508053556221e-06	5.55645230984722e-06	6.67949122571033e-07	6.67949122571033e-07	1.24217787428274e-06	3.798554646754e-06	2.1949619140237e-06	9.49987171251347e-07	4.23061018448767e-06	6.67949122571033e-07	1.59862188655327e-06	0.0143380992616654	4.22902661279465e-07	2.21644447019204e-06	2.02851462314125e-06	1.59862188655327e-06	3.287928380188e-06	2.21644447019204e-06	0.0143380992616654	1.24217787428274e-06	4.23061018448767e-06	1.83068950181163e-08	1.64940737717893e-06	1.24217787428274e-06	1.24217787428274e-06	1.43705833263818e-08	0	1.24217787428274e-06	4.22902661279465e-07	2.02851462314125e-06	6.10549023220027e-07	1.24217787428274e-06	1.43705833263818e-08
