"Cirsium_arvense"	"Eupatorium_cannabinum"	"Stachys_palustris"	"Sonchus_palustris"	"Juncus_effusus"	"Lychnis_flos-cuculi"	"Sonchus_arvensis"	"Allium_scorodoprasum"	"Calystegia_sepium"	"Silene_dioica"	"Meligethes_sp1_M_PL_037"	"Bombus_lapidarius"	"Bombus_pascuorum"	"Unidentified_sp1_M_PL_037"	"Unidentified_sp2_M_PL_037"	"Apocrita_sp1_M_PL_037"	"Episyrphus_balteatus"	"Unidentified_sp3_M_PL_037"	"Unidentified_sp4_M_PL_037"	"Bombus_terrestris"	"Eumerus_tuberculatus"	"Olibrus_aeneus"	"Thymelicus_sylvestris"	"Unidentified_sp5_M_PL_037"	"Unidentified_sp6_M_PL_037"	"Bombus_lucorum"	"Ceuthorrhynchus_assimilis"	"Chrysomela_fastuosa"	"Eoseristalis_horticola"	"Epuraea_depressa_Illiger"	"Leptura_rubra"	"Melanostoma_scalare"	"Mesapamea_secalis"	"Nemophora_degeerella"	"Pieris_napi"	"Psithyrus_bohemicus"	"Scaeva_pyrastri"	"Strangalia_maculata"	"Syrphus_ribesii"	"Syrphus_vitripennis"	"Unidentified_sp10_M_PL_037"	"Unidentified_sp11_M_PL_037"	"Unidentified_sp12_M_PL_037"	"Unidentified_sp13_M_PL_037"	"Unidentified_sp14_M_PL_037"	"Unidentified_sp15_M_PL_037"	"Unidentified_sp7_M_PL_037"	"Unidentified_sp8_M_PL_037"	"Unidentified_sp9_M_PL_037"	"Zygaena_filipendulae"
"Cirsium_arvense"	1.00551473237665	0.000880132121598654	0.000384734098397274	0.000434309618418296	0.000680980610181497	0.000149658967413061	0.000730039065308057	0.000645587330509288	0.000383610156587483	0.000297225755949349	0.00596546468045658	0.00593767286254956	0.00593651881563486	0.00593291135966748	0.00595122128459372	0.00593748353579777	2.18710113008882e-05	0.0059323887313774	3.64287412016783e-05	0.00592457178918758	6.7691394390763e-06	0.0059261422202284	0.00592770429000222	0.00594451511898698	0.00592695986114717	9.7792457955406e-06	9.7792457955406e-06	4.27482331552527e-06	9.77924579554061e-06	0.00591479254339205	7.67220313174966e-06	7.67220313174966e-06	4.27482331552527e-06	2.49431612355102e-06	0.00591479254339204	9.7792457955406e-06	5.4288702302287e-06	0.00591479254339204	5.4288702302287e-06	5.4288702302287e-06	2.49431612355102e-06	4.27482331552527e-06	0.00591479254339204	0.00591479254339204	2.49431612355102e-06	4.27482331552527e-06	1.29117466101858e-05	1.13496768363583e-05	5.4288702302287e-06	2.49431612355102e-06
"Eupatorium_cannabinum"	0.0016624717852419	1.00612503839586	0.000443578587913155	0.000443760042398487	0.000162606669497726	6.87324062602466e-07	0.000162941309826429	0.000375831344549313	0.000723603222277349	4.91419386710583e-07	0.0112193198546906	0.0112089654040584	0.0112083470545052	1.74294633316922e-05	2.27216723419295e-05	0.0111964629659738	1.31913400039011e-05	1.80419348226288e-05	1.29424265463889e-05	0.0111889463390828	4.94010637785621e-06	1.2489356953836e-05	1.72958726865269e-05	9.82838773421166e-06	1.24949342926477e-05	0.0111791670932873	0.0111791670932873	4.92865097681283e-06	0.0111791670932873	9.77924579554061e-06	1.4472064445547e-05	1.4472064445547e-05	4.92865097681283e-06	1.14554010433744e-08	9.7792457955406e-06	0.0111791670932873	5.54700052998108e-06	9.7792457955406e-06	5.54700052998108e-06	5.54700052998108e-06	1.14554010433744e-08	4.92865097681283e-06	9.7792457955406e-06	9.7792457955406e-06	1.14554010433744e-08	4.92865097681283e-06	7.51662689098627e-06	2.71011115829543e-06	5.54700052998108e-06	1.14554010433744e-08
"Stachys_palustris"	0.000726719963639296	0.000443578587913155	1.0061248316383	0.000537420245585464	0.000442792901194879	0.000845421648709254	0.000535834243162152	1.58650539148161e-06	0.000442609551868615	2.14815241986195e-07	0.0112202486667866	2.47734183995287e-05	0.0111972204613109	0.0112049098617951	2.06170058293054e-05	9.23520440016773e-06	0.0111948131197703	1.99231471047128e-05	1.63421825137802e-05	9.2034742923381e-06	0.011193255156793	1.16547050021066e-05	4.3065534233549e-06	4.29630483972389e-06	1.32053940348945e-05	4.92865097681283e-06	4.92865097681283e-06	0.0111791647959811	4.92865097681283e-06	4.27482331552527e-06	8.85219103737229e-06	8.85219103737229e-06	0.0111791647959811	1.40903608118209e-05	4.27482331552527e-06	4.92865097681283e-06	6.7177530698183e-06	4.27482331552527e-06	6.7177530698183e-06	6.7177530698183e-06	1.40903608118209e-05	0.0111791647959812	4.27482331552527e-06	4.27482331552527e-06	1.40903608118209e-05	0.0111791647959812	3.17301078296321e-08	7.37988168658132e-06	6.7177530698183e-06	1.40903608118209e-05
"Sonchus_palustris"	0.000922907939138879	0.000499230047698298	0.000604597776283647	1.00636742209363	0.000182809571299837	7.21435253120896e-07	0.0010230059947141	1.95479649819564e-06	0.000498087638947746	2.72807549257724e-07	0.0126273450788796	0.0126005303997095	2.7655376608983e-05	1.5205473409263e-05	2.55648922604249e-05	1.10149666901737e-05	0.012603360629152	0.0126020717463125	2.01360220301962e-05	1.09758707602098e-05	6.72977699070366e-06	8.47569641855931e-06	5.46796616019261e-06	5.45615098515448e-06	2.24789701421304e-05	5.54700052998108e-06	5.54700052998109e-06	6.7177530698183e-06	5.54700052998109e-06	5.42887023022871e-06	9.96175277895494e-06	9.96175277895493e-06	6.7177530698183e-06	1.20239208853483e-08	5.4288702302287e-06	5.54700052998109e-06	0.0125795927761703	5.4288702302287e-06	0.0125795927761703	0.0125795927761703	1.20239208853483e-08	6.71775306981831e-06	5.4288702302287e-06	5.4288702302287e-06	1.20239208853483e-08	6.7177530698183e-06	3.90959299639128e-08	3.04682618833061e-06	0.0125795927761703	1.20239208853483e-08
"Juncus_effusus"	0.00192944506218091	0.000243910004246589	0.000664189351792319	0.000243746095066449	1.00414864698445	0.000422577911087028	0.00122244019171997	0.000983517666616915	0.000241966498332635	5.7033551941499e-07	0.0167855106121057	2.1945944149637e-05	2.62789996478878e-05	0.0167615833067819	0.0167872048164382	3.37301413269921e-05	3.08007110702448e-05	3.47705062200218e-05	0.0167758551396018	1.40597879946537e-05	1.44228468713651e-05	0.0167471604599105	3.10200301686966e-05	1.14067103882998e-05	3.17236800316912e-05	2.71011115829543e-06	2.71011115829543e-06	7.37988168658132e-06	2.71011115829544e-06	1.13496768363583e-05	4.83932996665271e-06	4.83932996665271e-06	7.37988168658132e-06	7.04296518478381e-06	1.13496768363583e-05	2.71011115829543e-06	3.04682618833061e-06	1.13496768363583e-05	3.04682618833061e-06	3.04682618833061e-06	7.04296518478381e-06	7.37988168658132e-06	1.13496768363583e-05	1.13496768363583e-05	7.04296518478381e-06	7.37988168658132e-06	1.96703533323383e-05	0.0167358107830741	3.04682618833061e-06	7.04296518478381e-06
"Lychnis_flos-cuculi"	0.000424033741003673	1.0309860939037e-06	0.00126813247306388	9.61913670827862e-07	0.000422577911087028	1.00798114594785	1.49516253108546e-06	6.86209371398844e-07	8.20413822144462e-07	1.25342518771408e-07	2.36924490940454e-05	2.53420372192263e-06	1.66125406128582e-05	0.0168233134079176	9.57592487128089e-06	2.51949571202237e-06	1.41273041082243e-05	2.53125941995446e-06	7.08160874772987e-06	2.50577152459439e-06	0.0168137761266093	9.53728130833481e-06	2.50804031097899e-06	2.50685037542816e-06	2.51923549906911e-06	1.14554010433744e-08	1.14554010433744e-08	1.40903608118209e-05	1.14554010433744e-08	2.49431612355102e-06	1.64082764428892e-08	1.64082764428892e-08	1.40903608118209e-05	0.0167996857657975	2.49431612355102e-06	1.14554010433744e-08	1.20239208853483e-08	2.49431612355102e-06	1.20239208853483e-08	1.20239208853483e-08	0.0167996857657975	1.40903608118209e-05	2.49431612355102e-06	2.49431612355102e-06	0.0167996857657975	1.40903608118209e-05	1.37241874279769e-08	7.0429651847838e-06	1.20239208853483e-08	0.0167996857657975
"Sonchus_arvensis"	0.00206844401837283	0.000244411964739644	0.000803751364743228	0.00136400799295213	0.00122244019171997	1.49516253108546e-06	1.0031707964893	0.000982651556112247	0.000242399937532502	6.11423002770567e-07	0.0167855989536512	3.67811049147932e-05	2.86615757222607e-05	4.14968110453545e-05	0.0167717076268944	3.45360373744864e-05	0.016745493945453	0.0167487306924888	0.0167595403091393	1.48830062522414e-05	8.9554900948873e-06	3.25413209504672e-05	3.18203488773792e-05	1.22284600554113e-05	0.0167316805925769	2.71568849710715e-06	2.71568849710715e-06	8.9305707193692e-06	2.71568849710715e-06	1.21673177551343e-05	4.84799875065005e-06	4.84799875065005e-06	8.9305707193692e-06	2.49193755180911e-08	1.21673177551343e-05	2.71568849710715e-06	1.70500999119017e-05	1.21673177551343e-05	1.70500999119017e-05	1.70500999119017e-05	2.49193755180911e-08	8.9305707193692e-06	1.21673177551343e-05	1.21673177551343e-05	2.49193755180911e-08	8.9305707193692e-06	1.96530311222449e-05	2.03740031953329e-05	1.70500999119017e-05	2.49193755180911e-08
"Allium_scorodoprasum"	0.00219499692373158	0.000676496420188765	2.85570970466689e-06	3.12767439711303e-06	0.0011802211999403	8.23451245678613e-07	0.0011791818673347	1.00486077024707	1.88777591287936e-06	6.48831487949033e-07	5.98603395118065e-05	2.05052249493935e-05	2.04978591272593e-05	3.26275542377817e-05	0.0201494505360061	0.0201176437784425	1.97238571600385e-05	3.26038736623946e-05	0.0201365387893959	2.0428373501172e-05	4.54542952576091e-08	3.25820999425241e-05	0.0201101271515515	1.29766297589807e-05	3.25647777324307e-05	7.51662689098627e-06	7.51662689098627e-06	3.17301078296321e-08	7.51662689098628e-06	1.29117466101858e-05	3.77555182575872e-08	3.77555182575872e-08	3.17301078296321e-08	1.37241874279769e-08	1.29117466101858e-05	7.51662689098627e-06	3.90959299639128e-08	1.29117466101858e-05	3.90959299639128e-08	3.90959299639128e-08	1.37241874279769e-08	3.17301078296322e-08	1.29117466101858e-05	1.29117466101858e-05	1.37241874279769e-08	3.17301078296321e-08	0.0200972154049413	1.96703533323383e-05	3.90959299639128e-08	1.37241874279769e-08
"Calystegia_sepium"	0.00130427453239744	0.00130248580009923	0.000796697193363507	0.000796940222316395	0.000290359797999163	9.84496586573354e-07	0.000290879925039003	1.88777591287936e-06	1.00531611481945	3.85537845816566e-07	0.0201569678364999	0.0201384283167453	0.0201373187550037	2.13801324122176e-05	1.739728736731e-05	2.21820230955542e-05	2.36619425669773e-05	2.24819546613546e-05	9.72508423556034e-06	2.21442675772966e-05	8.86859931381519e-06	1.25115330984024e-05	7.70995865000724e-06	7.71075691633132e-06	1.25202018823997e-05	1.4472064445547e-05	1.4472064445547e-05	8.85219103737229e-06	1.4472064445547e-05	7.67220313174967e-06	0.020106322296389	0.020106322296389	8.85219103737229e-06	1.64082764428892e-08	7.67220313174966e-06	1.4472064445547e-05	9.96175277895493e-06	7.67220313174966e-06	9.96175277895493e-06	9.96175277895493e-06	1.64082764428892e-08	8.85219103737229e-06	7.67220313174966e-06	7.67220313174966e-06	1.64082764428892e-08	8.85219103737229e-06	3.77555182575871e-08	4.83932996665271e-06	9.96175277895493e-06	1.64082764428892e-08
"Silene_dioica"	0.00505283785113893	4.42277448039525e-06	1.93333717787575e-06	2.18246039406179e-06	3.42201311648993e-06	7.52055112628448e-07	3.6685380166234e-06	3.24415743974517e-06	1.92768922908283e-06	1.0050266192249	2.99772094495305e-05	2.98375520731134e-05	2.98317528423862e-05	2.98136249229521e-05	2.99056345959483e-05	2.98366006824009e-05	1.09904579401448e-07	2.98109986501377e-05	1.83059001013459e-07	2.9771717533606e-05	3.40157760757603e-08	2.97796091468764e-05	2.97874587437298e-05	0.100532384498085	2.97837178952119e-05	4.91419386710583e-08	4.91419386710583e-08	2.14815241986194e-08	4.91419386710584e-08	2.97225755949349e-05	3.85537845816566e-08	3.85537845816566e-08	2.14815241986194e-08	1.25342518771408e-08	2.97225755949349e-05	4.91419386710583e-08	2.72807549257724e-08	2.97225755949349e-05	2.72807549257724e-08	2.72807549257724e-08	1.25342518771408e-08	2.14815241986194e-08	2.97225755949349e-05	2.97225755949349e-05	1.25342518771408e-08	2.14815241986194e-08	6.48831487949033e-08	5.7033551941499e-08	2.72807549257724e-08	1.25342518771408e-08
