"Cirsium_arvense"	"Eupatorium_cannabinum"	"Stachys_palustris"	"Sonchus_palustris"	"Juncus_effusus"	"Lychnis_flos-cuculi"	"Sonchus_arvensis"	"Allium_scorodoprasum"	"Calystegia_sepium"	"Silene_dioica"	"Meligethes_sp1_M_PL_037"	"Bombus_lapidarius"	"Bombus_pascuorum"	"Unidentified_sp1_M_PL_037"	"Unidentified_sp2_M_PL_037"	"Apocrita_sp1_M_PL_037"	"Episyrphus_balteatus"	"Unidentified_sp3_M_PL_037"	"Unidentified_sp4_M_PL_037"	"Bombus_terrestris"	"Eumerus_tuberculatus"	"Olibrus_aeneus"	"Thymelicus_sylvestris"	"Unidentified_sp5_M_PL_037"	"Unidentified_sp6_M_PL_037"	"Bombus_lucorum"	"Ceuthorrhynchus_assimilis"	"Chrysomela_fastuosa"	"Eoseristalis_horticola"	"Epuraea_depressa_Illiger"	"Leptura_rubra"	"Melanostoma_scalare"	"Mesapamea_secalis"	"Nemophora_degeerella"	"Pieris_napi"	"Psithyrus_bohemicus"	"Scaeva_pyrastri"	"Strangalia_maculata"	"Syrphus_ribesii"	"Syrphus_vitripennis"	"Unidentified_sp10_M_PL_037"	"Unidentified_sp11_M_PL_037"	"Unidentified_sp12_M_PL_037"	"Unidentified_sp13_M_PL_037"	"Unidentified_sp14_M_PL_037"	"Unidentified_sp15_M_PL_037"	"Unidentified_sp7_M_PL_037"	"Unidentified_sp8_M_PL_037"	"Unidentified_sp9_M_PL_037"	"Zygaena_filipendulae"
"Meligethes_sp1_M_PL_037"	0.0144875570811088	0.0144248398131736	0.0144260340001542	0.0144312515187195	0.014387580524662	2.03078135091818e-05	0.0143876562459868	4.2757385365576e-05	0.0143978341689285	4.28245849279008e-06	1.00135372079547	0.000713844249293238	0.000693742871977625	0.000485641662977757	0.000565663351224647	0.000246352069637985	0.00058047418141882	0.000505405838756962	0.000480442427218124	0.000245496921930674	0.000160627730226867	0.000325013932750889	8.6076071713834e-05	8.56491698558016e-05	0.000325015194772969	0.000160275997924151	0.000160275997924151	0.00016028926666838	0.000160275997924151	8.52209240065226e-05	0.00028795668337857	0.00028795668337857	0.00016028926666838	3.38463558486363e-07	8.52209240065226e-05	0.000160275997924151	0.000180390643983993	8.52209240065226e-05	0.000180390643983994	0.000180390643983993	3.38463558486363e-07	0.000160289266668381	8.52209240065226e-05	8.52209240065226e-05	3.38463558486363e-07	0.000160289266668381	8.5514770731152e-07	0.000239793008744367	0.000180390643983993	3.38463558486363e-07
"Bombus_lapidarius"	0.0252351096658356	0.0252201721591313	5.57401913989396e-05	0.025201060799419	3.29189162244556e-05	3.80130558288395e-06	5.51716573721898e-05	2.56315311867419e-05	0.0251730353959316	7.45938801827834e-06	0.00124922743626317	1.00124713992458	0.000932746000043818	0.000149673160720516	0.000150422628414085	0.000429178587288933	0.000316552123075595	0.000464374609179346	1.98080685034559e-06	0.000428665956665198	6.82690553036284e-07	0.00014899047016748	0.000148954452187474	0.000149187760365567	0.000149361349186609	0.000280224135101459	0.000280224135101459	6.19335459988217e-07	0.000280224135101459	0.000148441821563739	0.000503460707918632	0.000503460707918631	6.19335459988217e-07	6.33550930480658e-08	0.000148441821563739	0.000280224135101459	0.000315013259992737	0.000148441821563739	0.000315013259992737	0.000315013259992737	6.33550930480658e-08	6.19335459988217e-07	0.000148441821563739	0.000148441821563739	6.33550930480658e-08	6.19335459988217e-07	5.12630623734838e-07	5.48648603740926e-07	0.000315013259992738	6.33550930480658e-08
"Bombus_pascuorum"	0.0252302049664482	0.0252187808726367	0.0251937460379495	5.5310753217966e-05	3.94184994718316e-05	2.49188109192873e-05	4.2992363583391e-05	2.5622323909074e-05	0.0251716484437546	7.45793821059656e-06	0.00121405002596084	0.000932746000043818	1.00121198512716	0.000429415770430162	0.000150298931253307	0.000429134093231683	0.000281338435341052	0.000149820894199152	1.88596086243519e-06	0.000428621646753501	0.000280345825048093	0.000149069945382069	0.000148925416869053	0.000149158764211931	0.000149129509783928	0.00028020867636263	0.00028020867636263	0.000279930511532771	0.00028020867636263	0.000148412970390872	0.000503432968875092	0.000503432968875092	0.000279930511532771	4.15313515321455e-07	0.000148412970390871	0.00028020867636263	6.91384415224575e-07	0.000148412970390871	6.91384415224576e-07	6.91384415224576e-07	4.15313515321455e-07	0.000279930511532771	0.000148412970390871	0.000148412970390872	4.15313515321455e-07	0.000279930511532771	5.12446478181481e-07	6.56974991197194e-07	6.91384415224576e-07	4.15313515321455e-07
"Unidentified_sp1_M_PL_037"	0.0252148732785868	3.92162924963075e-05	0.0252110471890389	3.04109468185259e-05	0.0251423749601728	0.0252349701118764	6.22452165680317e-05	4.07844427972271e-05	2.67251655152719e-05	7.45340623073804e-06	0.000849872910211074	0.000149673160720516	0.000429415770430162	1.0012680679484	0.000569215475793312	0.000149574209430924	0.000281540303656242	0.000149740341103052	0.000420892691801625	0.000148758520574979	0.000700705581742818	0.000567362366661233	0.000149138472847631	0.000149068124614761	0.000149360204267821	4.35736583292306e-07	4.35736583292306e-07	0.000280122746544877	4.35736583292306e-07	0.000148322783991687	5.34503310305439e-07	5.34503310305439e-07	0.000280122746544877	0.000420582835197941	0.000148322783991687	4.35736583292306e-07	3.80136835231574e-07	0.000148322783991687	3.80136835231574e-07	3.80136835231574e-07	0.000420582835197941	0.000280122746544877	0.000148322783991687	0.000148322783991687	0.000420582835197941	0.000280122746544877	8.15688855944542e-07	0.000419039582669546	3.80136835231574e-07	0.000420582835197941
"Unidentified_sp2_M_PL_037"	0.0252926904595233	5.11237627693413e-05	4.63882631159372e-05	5.11297845208498e-05	0.0251808072246573	1.43638873069213e-05	0.0251575614403416	0.0251868131700076	2.17466092091375e-05	7.47640864898709e-06	0.000989910864643133	0.000150422628414085	0.000150298931253307	0.000569215475793311	1.0014914896066	0.000653084837323544	0.000420447238124604	0.000568712345093714	0.00134270907448347	0.000149348573923391	7.54823267514659e-07	0.000568460652525796	0.000652516795514995	0.000149528172979742	0.000568073222787204	5.68041808548236e-07	5.68041808548236e-07	5.15425145732636e-07	5.68041808548237e-07	0.000148780532114843	4.3493218418275e-07	4.3493218418275e-07	5.15425145732635e-07	2.39398121782022e-07	0.000148780532114843	5.68041808548237e-07	6.39122306510623e-07	0.000148780532114843	6.39122306510623e-07	6.39122306510623e-07	2.39398121782022e-07	5.15425145732636e-07	0.000148780532114843	0.000148780532114843	2.39398121782022e-07	5.15425145732636e-07	0.000503736263400152	0.000419680120410954	6.39122306510623e-07	2.39398121782022e-07
"Apocrita_sp1_M_PL_037"	0.0336457400361874	0.0335893888979215	2.77056132005032e-05	2.93732445071299e-05	6.74602826539841e-05	5.03899142404474e-06	6.90720747489728e-05	0.0335294062974041	3.69700384925904e-05	9.94553356080028e-06	0.000574821495821966	0.000572238116385245	0.000572178790975577	0.000199432279241232	0.000870779783098059	1.00124171967601	1.82620694882759e-06	0.000199434484662081	0.000672863665238133	0.000571131550059053	3.91823337073004e-07	0.000199040455904159	0.000868504243808008	0.000198910671216006	0.000199067319105742	0.000373215432199127	0.000373215432199127	3.07840146672258e-07	0.000373215432199128	0.000197916117859926	7.39400769851808e-07	7.39400769851808e-07	3.07840146672258e-07	8.39831904007457e-08	0.000197916117859926	0.000373215432199127	3.67165556339123e-07	0.000197916117859926	3.67165556339123e-07	3.67165556339123e-07	8.39831904007456e-08	3.07840146672258e-07	0.000197916117859926	0.000197916117859926	8.39831904007456e-08	3.07840146672258e-07	0.000670588125948083	1.12433804423307e-06	3.67165556339123e-07	8.39831904007456e-08
"Episyrphus_balteatus"	0.000123935730705033	3.95740200117032e-05	0.033584439359311	0.0336089616777388	6.16014221404897e-05	2.82546082164487e-05	0.033490987890906	3.28730952667308e-05	3.94365709449621e-05	3.66348598004828e-08	0.00135443975664391	0.000422069497434128	0.00037511791378807	0.000375387071541656	0.000560596317499472	1.82620694882759e-06	1.00135145558981	0.000979024186196864	0.000559867283789443	1.16874504349298e-06	0.000373631347462619	1.75572407903777e-06	1.38649561536422e-06	7.32697196009657e-07	0.000558912165225129	4.39711333463369e-07	4.39711333463369e-07	0.000373160437325678	4.39711333463369e-07	7.29033710029609e-07	7.88731418899242e-07	7.88731418899242e-07	0.000373160437325678	4.70910136940812e-07	7.29033710029608e-07	4.39711333463369e-07	0.000420112020971735	7.29033710029608e-07	0.000420112020971735	0.000420112020971735	4.70910136940811e-07	0.000373160437325678	7.29033710029608e-07	7.29033710029608e-07	4.70910136940812e-07	0.000373160437325678	6.57461905334616e-07	1.02669036900816e-06	0.000420112020971735	4.70910136940811e-07
"Unidentified_sp3_M_PL_037"	0.0336168694778053	5.41258044678865e-05	5.97694413141383e-05	0.0336055246568332	6.95410124400436e-05	5.06251883990891e-06	0.0334974613849775	5.43397894373243e-05	3.74699244355911e-05	9.93699955004591e-06	0.00117928029043291	0.000619166145572462	0.000199761192265537	0.000199653788137403	0.000758283126791619	0.000199434484662081	0.000979024186196865	1.00117610637234	0.000560536835745706	0.000198347688873334	7.48480217488909e-07	0.000198905307919914	0.00019883308683466	0.000198739991000918	0.000756037314128872	6.01397827420961e-07	6.01397827420961e-07	6.64104903490426e-07	6.01397827420962e-07	0.000197746291045914	7.49398488711821e-07	7.49398488711821e-07	6.64104903490426e-07	8.43753139984819e-08	0.000197746291045913	6.01397827420961e-07	0.000420069058210415	0.000197746291045913	0.000420069058210416	0.000420069058210416	8.43753139984819e-08	6.64104903490426e-07	0.000197746291045913	0.000197746291045913	8.43753139984819e-08	6.64104903490426e-07	1.08679578874649e-06	1.15901687400073e-06	0.000420069058210416	8.43753139984819e-08
"Unidentified_sp4_M_PL_037"	0.000206429533476177	3.88272796391665e-05	4.90265475413405e-05	5.36960587471899e-05	0.0335517102792036	1.41632174954597e-05	0.0335190806182786	0.0335608979823265	1.62084737259339e-05	6.10196670044863e-08	0.00112103233017562	2.64107580046079e-06	2.51461448324692e-06	0.0005611902557355	0.00179027876597796	0.000672863665238133	0.000559867283789443	0.000560536835745706	1.0017890644746	1.64570559160224e-06	7.80793042050335e-07	0.000560409462693449	0.000672432251019919	1.22039334008973e-06	0.000559865635011366	4.31414218212962e-07	4.31414218212962e-07	5.44739417126006e-07	4.31414218212962e-07	1.21429137338928e-06	3.24169474518678e-07	3.24169474518678e-07	5.44739417126005e-07	2.36053624924329e-07	1.21429137338928e-06	4.31414218212962e-07	6.71200734339873e-07	1.21429137338928e-06	6.71200734339874e-07	6.71200734339873e-07	2.36053624924329e-07	5.44739417126006e-07	1.21429137338928e-06	1.21429137338928e-06	2.36053624924329e-07	5.44739417126006e-07	0.00067121795964653	0.00055919517132006	6.71200734339873e-07	2.36053624924329e-07
"Bombus_terrestris"	0.0503588602080945	0.0503502585258727	4.14156343155214e-05	4.39034830408392e-05	4.21793639839612e-05	7.51731457378318e-06	4.46490187567243e-05	5.10709337529301e-05	5.53606689432417e-05	1.4885858766803e-05	0.000859239226757358	0.000857331913330396	0.000857243293507003	0.000297517041149958	0.000298697147846782	0.00085669732508858	1.75311756523947e-06	0.000297521533310002	2.46855838740336e-06	1.00085567590641	5.85462290846625e-07	0.000296931578859112	0.000297250008134438	0.000297717175336059	0.000296972739771991	0.000559447316954142	0.000559447316954142	4.60173714616905e-07	0.000559447316954142	0.000296228589459379	1.10721337886483e-06	1.10721337886483e-06	4.60173714616905e-07	1.2528857622972e-07	0.000296228589459379	0.000559447316954142	5.48793538010489e-07	0.000296228589459379	5.48793538010489e-07	5.48793538010489e-07	1.2528857622972e-07	4.60173714616905e-07	0.000296228589459379	0.000296228589459379	1.2528857622972e-07	4.60173714616905e-07	1.0214186750586e-06	7.02989399732686e-07	5.48793538010489e-07	1.2528857622972e-07
"Eumerus_tuberculatus"	5.75376852321485e-05	2.22304787003529e-05	0.0503696482055684	2.69191079628146e-05	4.32685406140954e-05	0.0504413283798279	2.68664702846619e-05	1.13635738144023e-07	2.2171498284538e-05	1.70078880378801e-08	0.000562197055794034	1.36538110607257e-06	0.000560691650096186	0.00140141116348563	1.50964653502932e-06	5.87735005609505e-07	0.000560447021193928	1.12272032623336e-06	1.1711895630755e-06	5.85462290846625e-07	1.00140035156417	1.05959931552207e-06	3.40729686716695e-07	3.40157760757603e-07	7.86231476698179e-07	2.4700531889281e-07	2.4700531889281e-07	0.000559662757839648	2.4700531889281e-07	3.38456971953815e-07	4.43429965690759e-07	4.43429965690759e-07	0.000559662757839648	0.000840688806330464	3.38456971953814e-07	2.4700531889281e-07	3.36488849535183e-07	3.38456971953814e-07	3.36488849535183e-07	3.36488849535183e-07	0.000840688806330464	0.000559662757839649	3.38456971953814e-07	3.38456971953814e-07	0.000840688806330464	0.000559662757839649	2.27271476288045e-09	7.21142343568256e-07	3.36488849535183e-07	0.000840688806330464
"Olibrus_aeneus"	0.0503722088719414	5.62021062922622e-05	5.24461725094797e-05	3.39027856742372e-05	0.0502414813797314	2.86118439250044e-05	9.76239628514015e-05	8.14552498563101e-05	3.12788327460059e-05	1.48898045734382e-05	0.00113754876462811	0.00029798094033496	0.000298139890764137	0.00113472473332247	0.00113692130505159	0.000298560683856238	2.63358611855665e-06	0.000298357961879871	0.000840614194040174	0.000296931578859112	1.05959931552207e-06	1.00113366513401	0.000297936216008546	0.000297796091468764	0.000297934177058943	6.24467847691802e-07	6.24467847691802e-07	5.8273525010533e-07	6.24467847691802e-07	0.00029630711101142	6.25576654920119e-07	6.25576654920118e-07	5.82735250105329e-07	4.76864065416741e-07	0.00029630711101142	6.24467847691802e-07	4.23784820927965e-07	0.00029630711101142	4.23784820927966e-07	4.23784820927966e-07	4.76864065416741e-07	5.8273525010533e-07	0.00029630711101142	0.00029630711101142	4.76864065416741e-07	5.8273525010533e-07	1.6291049971262e-06	0.000837358022995524	4.23784820927966e-07	4.76864065416741e-07
"Thymelicus_sylvestris"	0.0503854864650189	7.78314270893709e-05	1.93794904050971e-05	2.18718646407705e-05	9.30600905060899e-05	7.52412093293698e-06	9.54610466321376e-05	0.0502753178788788	1.92748966250181e-05	1.48937293718649e-05	0.000301266250998419	0.000297908904374947	0.000297850833738106	0.000298276945695263	0.00130503359102999	0.00130275636571201	2.07974342304634e-06	0.00029824963025199	0.00100864837652988	0.000297250008134438	3.40729686716695e-07	0.000297936216008546	1.00130189157208	0.000297874587437298	0.00029797623194398	8.64793634326343e-07	8.64793634326343e-07	2.15327671167745e-07	8.64793634326344e-07	0.000296385214500112	3.85497932500362e-07	3.85497932500362e-07	2.15327671167745e-07	1.2540201554895e-07	0.000296385214500111	8.64793634326344e-07	2.73398308009631e-07	0.000296385214500111	2.73398308009631e-07	2.73398308009631e-07	1.2540201554895e-07	2.15327671167745e-07	0.000296385214500111	0.000296385214500111	1.2540201554895e-07	2.15327671167745e-07	0.00100550635757758	1.55100150843483e-06	2.73398308009631e-07	1.2540201554895e-07
