"Centropomus_nigrescens"	"Eleotris_picta"	"Cichlasoma_trimaculatum"	"Diapterus_peruvianus"	"Gobiomorus_maculatus"	"Dormitator_latifrons"	"Hexanematichthys_guatemalensis"	"Poecilia_sphenops"	"Astyanax_fasciatus"	"Centropomus_robalito"	"Lutjanus_argentiventris"	"Mugil_curema"	"Gobionellus_sagittula"	"Ergasilus_sp."	"Contracaecum_sp."	"Argulus_sp."	"Ascocotye_(Phagicola)_longa"	"Austrodiplostomum_compactum"	"Pseudoacanthostomum_panamense"	"Neoechinorhynchus_golvani"	"Clinostomum_complanatum"	"Echinochasmus_leopoldinae"	"Southwellina_hispida"	"Paracryptogonimus_sp."	"Posthodiplostomum_minimum"	"Parvitaenia_cochlearii"	"Pseudoleptorhynchoides_lamothei"	"Centrocestus_formosanus"	"Metadena_sp."	"Gnathostoma_sp."	"Crassicutis_cichlasomae"	"Magnivitellinum_simplex"	"Neoapocreadium_marina"	"Pseudacaenodera_cristata"	"Saccocoelioides_sp."	"Saccocoelioides_sogandaresi"	"Cladocystis_trifolium"	"Haplorchis_sp."	"Tylodelphys_sp."	"Aristocleidus_hastatus"	"Cornutohaptor_nigrescensi"	"Ligophorus_mugilinus"	"Microcotyloides_incisa"	"Neotetraonchus_sp."	"Rhabdosynochus_sp."	"Proteocephalus_sp."	"Proteocephalus_chamelensis"	"Floridosentis_mugilis"	"Hysterothylacium_perezi"	"Philometra_sp."	"Rhabdochona_mexicana"	"Procamallanus_gobiomori"
"Lutjanus_argentiventris"	0.00127141900693895	0.000611900800035603	0.000713072351087832	0.0005263813520638	0.00071233296352749	0.000711967144078659	0.000402038784673098	0.000588197350935914	0.000477620614943476	0.000796334383887588	1.00238127897928	0.000299519555040872	0.000608946814513903	0.011207573577963	0.0112028666487319	0.0111953330736563	6.25910791940365e-05	5.94917955999809e-05	0.011203829583525	0.0111939272221689	3.20090067628564e-05	0.0111743576935228	0.0111697817614026	0.0111561980724647	2.16043893089804e-05	1.8302354885716e-05	1.80265237756666e-05	1.11888692309533e-05	1.27196280540725e-05	1.11826834449294e-05	5.9422695923986e-06	5.30689572159418e-06	4.78528501876182e-06	4.78528501876182e-06	7.11967144078659e-06	5.88197350935914e-06	5.9422695923986e-06	4.78528501876181e-06	4.7069292310431e-06	4.78528501876181e-06	9.7801462072227e-06	3.74399443801089e-06	0.0111375697664365	4.02038784673098e-06	8.8481598209732e-06	9.7801462072227e-06	4.7069292310431e-06	3.7439944380109e-06	4.02038784673098e-06	8.8481598209732e-06	5.30689572159418e-06	4.7069292310431e-06
"Mugil_curema"	0.000589909164314846	0.000685412028809407	0.000798977764425944	0.000589127282815556	0.000798345055357357	0.000672410630432585	0.000672399983074337	0.000588578565892074	0.000369152298025829	0.000473966609532468	0.000336959499420981	1.0033037257723	0.000222045446606373	0.0126018945278093	0.0125966221275877	0.0125975578465395	0.0125923561479322	0.0125923560414586	6.05979556555318e-05	4.79881701658677e-05	0.0125739329088688	2.81654192126288e-05	3.15716800206439e-05	1.35480529019046e-05	1.70816964982255e-05	1.92541888473672e-05	1.39977698396928e-05	9.98747785920773e-06	9.89607763940584e-06	1.25300825430413e-05	6.65814803688286e-06	4.10169220028699e-06	5.35570257105051e-06	5.35570257105051e-06	6.72410630432585e-06	5.88578565892074e-06	6.65814803688286e-06	5.35570257105051e-06	5.27240022161082e-06	5.35570257105051e-06	4.53776280242189e-06	0.0125412965721538	3.74399443801089e-06	6.72399983074337e-06	5.26629566147187e-06	4.53776280242189e-06	5.27240022161082e-06	0.0125412965721538	6.72399983074337e-06	5.26629566147187e-06	4.10169220028699e-06	5.27240022161082e-06
"Gobionellus_sagittula"	0.000785010033536517	0.000415178667183683	0.000545497938428243	0.00054475947266864	0.000544967959362687	0.00078330252515557	0.00158090281437092	0.00062429860019617	0.000721860057127663	0.000544012357431367	0.000782931618660733	0.000253766224692998	1.00197452183219	0.0143854073295692	0.0143822136475139	7.34616746614551e-05	5.49979880596418e-05	6.29739909517953e-05	0.0143822352517605	0.0143601832376149	3.95078835887796e-05	0.0143507561979417	3.54521986131238e-05	2.07823606760905e-05	1.68273408750421e-05	1.59809614828392e-05	0.0143377514359051	1.42636533033802e-05	0.0143297307686036	8.14793623128352e-06	4.54581615356869e-06	8.02066730141848e-06	4.95235884244218e-06	4.95235884244218e-06	7.8330252515557e-06	6.2429860019617e-06	4.54581615356869e-06	4.95235884244218e-06	3.1936820552591e-06	4.95235884244218e-06	6.03853871951167e-06	3.17207780866247e-06	8.69924020734148e-06	1.58090281437092e-05	6.04458174923741e-06	6.03853871951167e-06	3.1936820552591e-06	3.17207780866247e-06	1.58090281437092e-05	6.04458174923741e-06	8.02066730141847e-06	3.1936820552591e-06
"Ergasilus_sp."	0.00843101850529015	0.00842836511504169	0.00842433238171151	0.0084193500664428	0.00841757139227118	0.00841299054905629	0.00841519984982034	0.00840785965191779	4.64849114379724e-05	0.00840849777618416	0.00840568018347225	0.00840126301853954	0.00839148760891536	1.00101703214071	0.000952198562906275	0.000804242492248477	0.000720121800335961	0.000720143893343602	0.000912016352982545	0.000743785757965164	0.000484857415669494	0.000446853830424052	0.000370326657950217	0.00025167818805397	0.000219135354869006	0.00022548685959195	0.000204546891927258	8.45950955351555e-05	0.00020403039291128	0.000141356954101387	7.0202769847596e-05	5.16499015977471e-07	7.65395460585709e-05	7.65395460585709e-05	8.41299054905628e-05	8.4078596519178e-05	7.0202769847596e-05	7.65395460585709e-05	6.4833577808013e-05	7.65395460585709e-05	6.48539885022319e-05	0.000105015787731744	9.3396446483025e-05	8.41519984982033e-05	9.3427753068713e-05	6.4853988502232e-05	6.48335778080131e-05	0.000105015787731744	8.41519984982033e-05	9.3427753068713e-05	5.16499015977471e-07	6.48335778080131e-05
"Contracaecum_sp."	0.0091922027654585	7.033301986463e-05	0.00918373930788136	0.0091806537873891	0.00917051817694476	0.00917090547571838	0.00917644281100115	0.00916890302522346	4.74625460831713e-05	0.00916946078618319	0.00916598180350797	0.0091611797291547	0.0091523177756907	0.00103876206862503	1.00103822104539	0.000806659135828336	0.000714933363081382	0.00071498873643421	0.000924247322010595	0.000740793863648349	0.000458428760673502	0.000487226337731334	0.000333521387118208	0.000274436391927446	0.000238929443193234	0.000175618425050046	0.000223039186528739	9.22163918753808e-05	0.000222511824905593	8.39093702928621e-05	7.65311608990113e-05	5.27361623146348e-07	8.34604889762645e-05	8.34604889762645e-05	9.17090547571838e-05	9.16890302522345e-05	7.65311608990113e-05	8.34604889762645e-05	5.41023229727923e-07	8.34604889762645e-05	7.07092520419884e-05	0.000114514746614434	0.0001018442422612	9.17644281100114e-05	0.000101882897624258	7.07092520419884e-05	5.41023229727923e-07	0.000114514746614434	9.17644281100114e-05	0.000101882897624258	5.27361623146347e-07	5.41023229727923e-07
"Argulus_sp."	0.0091874408610041	0.00919052033391853	0.00918401559008471	0.00917689008653714	0.00917664470571142	0.00916948105906816	0.00916746511548405	0.0091715359626981	0.0091680843338376	4.95964019524569e-05	0.00915981796935513	0.0091618602520287	4.6748338420926e-05	0.000877355446089247	0.000806659135828336	1.00097800414526	0.000785104810022643	0.000785084650586803	0.000762832192938889	0.000579442182157067	0.000528546531186693	0.000458393984555764	0.000504969797222899	0.000172999448355586	0.000238921444885411	0.000245815163630788	0.00019421008827016	0.000193582963336288	9.23424845608537e-05	0.000154120353040106	7.65334632507058e-05	0.000101867603709307	8.34262735139741e-05	8.3426273513974e-05	9.16948105906816e-05	9.1715359626981e-05	7.65334632507059e-05	8.3426273513974e-05	7.06963102609116e-05	8.3426273513974e-05	7.0672622007724e-05	0.000114523253150359	0.000101775755215057	9.16746511548404e-05	5.51071132805076e-07	7.0672622007724e-05	7.06963102609116e-05	0.000114523253150359	9.16746511548404e-05	5.51071132805076e-07	0.000101867603709307	7.06963102609116e-05
"Ascocotye_(Phagicola)_longa"	0.010099047170089	0.0101035299317723	0.0100954657829731	0.0100911703227377	0.010087363427099	0.010079373993352	4.95854754572339e-05	0.0100834179491063	0.0100770757107319	0.0100753557655204	5.63319712746329e-05	0.0100738849183457	3.84985916417493e-05	0.000864146160403154	0.00078642669938952	0.000863615291024908	1.00097444192287	0.000874144037694118	0.000738222598923832	0.000636892564678197	0.000480764802588542	0.000392456296225595	0.000443830043341542	0.000190259286418065	0.000262648039247292	0.000270216504829872	0.00011301334253219	0.000212801687388084	1.04583463516876e-06	0.000169422764896352	8.41288815247757e-05	0.000111967507897021	9.17379120248881e-05	9.1737912024888e-05	0.00010079373993352	0.000100834179491063	8.41288815247757e-05	9.1737912024888e-05	7.77194610136332e-05	9.1737912024888e-05	7.76849782314536e-05	0.000125923561479322	6.25910791940365e-07	4.95854754572338e-07	0.000111948397394671	7.76849782314537e-05	7.77194610136332e-05	0.000125923561479322	4.95854754572338e-07	0.000111948397394671	0.000111967507897021	7.77194610136332e-05
"Austrodiplostomum_compactum"	0.0100962537311554	0.0100990580515099	0.0100943466200464	0.0100900518686971	0.0100829024202938	6.22308442697239e-05	0.0100790125885749	0.0100817452635706	0.0100787534489756	0.0100742369301345	5.35426160399828e-05	0.0100738848331669	4.40817936662567e-05	0.000864172672012322	0.000786487610077631	0.000863593115645483	0.000874144037694118	1.00097431185514	0.000738249111597737	0.000536641533076281	0.000480803361120175	0.00029231405861664	0.000443711924005861	0.00019019437408604	0.000262600498042416	0.000169970119652787	0.000213406015228328	0.000212803602068768	0.000101419865795267	0.00016934781121009	8.41195551670531e-05	0.000111986149433062	9.17277442608831e-05	9.17277442608831e-05	6.22308442697239e-07	0.000100817452635706	8.41195551670531e-05	9.17277442608831e-05	7.76850619346914e-05	9.17277442608831e-05	7.76634902396567e-05	0.000125923560414586	5.9491795599981e-07	0.000100790125885749	0.000111935965890384	7.76634902396568e-05	7.76850619346914e-05	0.000125923560414586	0.000100790125885749	0.000111935965890384	0.000111986149433062	7.76850619346914e-05
"Pseudoacanthostomum_panamense"	0.00919211192245912	0.00918834910705631	0.00918291734582687	0.00917938982445746	0.00917554747288347	0.00917169504778474	0.00917410529086696	0.00916685981512949	4.73548824957351e-05	0.0091685978775688	0.00916676965924771	4.40712404767504e-05	0.00915233152384762	0.000994926930526413	0.000924247322010595	0.000762832192938889	0.00067111145356712	0.000671135555997942	1.00099437604002	0.000810966388960489	0.000414626881558822	0.000487220856651578	0.000403705702490958	0.000274434859214313	0.000238901462616204	0.00024581062692897	0.000223014811467557	9.21947635123586e-05	0.000222488646106493	0.000154093676451122	7.65243112152239e-05	5.26165361063723e-07	8.34489984041587e-05	8.34489984041587e-05	9.17169504778474e-05	9.16685981512949e-05	7.65243112152239e-05	8.34489984041586e-05	7.06796085158177e-05	8.34489984041586e-05	7.07085532496855e-05	5.5089050595938e-07	0.000101852996213864	9.17410529086695e-05	0.000101873309750764	7.07085532496856e-05	7.06796085158178e-05	5.5089050595938e-07	9.17410529086695e-05	0.000101873309750764	5.26165361063723e-07	7.06796085158178e-05
"Neoechinorhynchus_golvani"	0.0112177959537912	0.0112189508231685	0.0112065688240062	0.0112078506232605	0.0112012919795829	0.011196963134639	5.79596233150819e-05	5.91583214142756e-05	4.12396327674318e-05	0.0111967073136948	0.0111939272221689	4.2656151258549e-05	0.0111690314070338	0.000991714343953552	0.000905414722236871	0.000708207111525304	0.000707658405197997	0.000596268370084757	0.000991181142062818	1.00099000996262	0.000394600051807456	0.000483244731472744	0.000492643547720338	0.000335075566282349	0.000180270394853614	0.000300099180150188	0.000160595405904065	1.04980135600311e-06	0.000160137187762205	0.000188129548803798	9.33880735333846e-05	4.58218141860354e-07	0.00010188955112055	0.00010188955112055	0.00011196963134639	5.91583214142756e-07	9.33880735333847e-05	0.00010188955112055	8.62996217166805e-05	0.00010188955112055	8.62907381060862e-05	5.33201890731863e-07	0.00012437696913521	5.79596233150818e-07	0.000124407859041053	8.62907381060862e-05	8.62996217166806e-05	5.33201890731863e-07	5.79596233150818e-07	0.000124407859041053	4.58218141860354e-07	8.62996217166806e-05
"Clinostomum_complanatum"	6.87882793275687e-05	0.0168040734468836	0.0167765259184932	5.42410368775114e-05	0.0167729352951969	0.0167633863870557	0.0167698128089945	5.51077056712879e-05	4.04924313949342e-05	4.53877807162544e-05	4.80135101442847e-05	0.0167652438784917	4.60925308535762e-05	0.000969714831338988	0.000840452727901421	0.00096900197384227	0.000801274670980903	0.000801338935200292	0.000760149282857841	0.000591900077711183	1.00096644525649	0.000170355945614397	0.000423060256008659	1.56693273088472e-06	0.000140884600321035	0.000449377197264459	0.000168806508720813	1.00099296110104e-06	0.000168356592816424	0.000281743333393901	0.00013980438265411	4.49915904388158e-07	4.93100335250104e-07	4.93100335250104e-07	0.000167633863870557	5.51077056712879e-07	0.00013980438265411	4.93100335250104e-07	0.000129262103437566	4.93100335250104e-07	5.29140610212067e-07	0.000209565548481146	5.33483446047607e-07	0.000167698128089945	5.04308674625048e-07	5.29140610212067e-07	0.000129262103437566	0.000209565548481146	0.000167698128089945	5.04308674625048e-07	4.49915904388158e-07	0.000129262103437566
"Echinochasmus_leopoldinae"	0.0167900720750042	5.97187509522066e-05	7.20624079461724e-05	5.09805520870662e-05	6.77013774121981e-05	0.0167557444584092	6.53715235834615e-05	0.016771742474961	0.0167812601659317	5.38078936474926e-05	0.0167615365402842	3.75538922835051e-05	0.0167425488975987	0.000893707660848104	0.000893248285840779	0.000840388971685566	0.000654093827042657	0.0004871900976944	0.00089323823719456	0.000724867097209116	0.000170355945614397	1.00107630628106	0.000503527503898057	0.000315991560953973	0.000297472345392783	0.000168632286658801	0.00042629143148966	0.00035417587103774	0.00023983298520153	1.07484207470828e-06	6.00520066218103e-07	0.00018645844628813	4.63459564427875e-07	4.63459564427875e-07	0.000167557444584092	0.00016771742474961	6.00520066218103e-07	4.63459564427875e-07	4.59375007324666e-07	4.63459564427875e-07	0.000129154400576955	4.69423653543814e-07	0.000186239294892046	6.53715235834615e-07	5.9786548497214e-07	0.000129154400576955	4.59375007324666e-07	4.69423653543814e-07	6.53715235834615e-07	5.97865484972139e-07	0.00018645844628813	4.59375007324666e-07
"Southwellina_hispida"	0.0167856596129749	0.016795667137217	0.0167759255279091	5.00605225948149e-05	0.0167624665951472	6.74024014468752e-05	4.77158454999614e-05	6.84641197916366e-05	0.0167665032711658	5.21068625068124e-05	0.0167546726421039	4.20955733608586e-05	4.13608983819778e-05	0.000740653315900435	0.000611455876383381	0.000925777961575316	0.000739716738902571	0.000739519873343102	0.000740127121233424	0.000738965321580508	0.000423060256008659	0.000503527503898058	1.00092296084758	0.00031586245305702	0.000269604479158505	0.000282257523487407	0.000187362509222616	0.000186979121988648	1.06802843188501e-06	0.000281583499472938	0.000139799379399243	0.000186294480790731	4.55095659952863e-07	4.55095659952863e-07	6.74024014468752e-07	6.84641197916366e-07	0.000139799379399243	4.55095659952863e-07	0.000129197439517054	4.55095659952863e-07	0.000129120458561346	5.26194667010733e-07	0.00018616302935671	4.77158454999615e-07	5.78965138964582e-07	0.000129120458561346	0.000129197439517054	5.26194667010733e-07	4.77158454999615e-07	5.78965138964582e-07	0.000186294480790731	0.000129197439517054
